"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.558125008×10^-3,-7.379653931×10^-1,5.733227692×10^0,4.833149414×10^0
1.250812500×10^-2,-4.819976807×10^-1,5.623805237×10^0,4.573439484×10^0
2.245812501×10^-2,-7.135661316×10^-1,5.885461121×10^0,4.231550446×10^0
3.240812500×10^-2,-8.330177307×10^-1,5.894143066×10^0,3.766617279×10^0
4.235812501×10^-2,-3.999682617×10^-1,5.799090729×10^0,3.646117859×10^0
5.230812500×10^-2,-5.652246094×10^-1,5.795498199×10^0,3.485501862×10^0
6.225812501×10^-2,-1.068178711×10^0,5.647755432×10^0,3.542832642×10^0
7.220812500×10^-2,-6.893165588×10^-1,5.630990295×10^0,3.402723999×10^0
8.215812501×10^-2,1.791773987×10^-1,5.670657806×10^0,3.520678711×10^0
9.210812500×10^-2,4.929249573×10^-1,5.451663208×10^0,3.882925415×10^0
1.020581250×10^-1,7.520361328×10^-1,5.394182739×10^0,4.182003479×10^0
1.120081250×10^-1,8.414002991×10^-1,5.353467407×10^0,4.655019836×10^0
1.219581250×10^-1,6.596781921×10^-1,5.288951569×10^0,5.102888489×10^0
1.319081250×10^-1,6.192622375×10^-1,5.440137177×10^0,5.379213867×10^0
1.418581250×10^-1,5.090913391×10^-1,5.537434845×10^0,5.287005615×10^0
1.518081250×10^-1,3.953279114×10^-1,5.508245544×10^0,5.087620239×10^0
1.617581250×10^-1,6.090834045×10^-1,5.771398315×10^0,5.510191498×10^0
1.717081250×10^-1,3.640429688×10^-1,6.121819611×10^0,6.127657471×10^0
1.816581250×10^-1,-1.323248291×10^-1,5.946085052×10^0,5.987249451×10^0
1.916081250×10^-1,-5.321434021×10^-1,5.499413910×10^0,6.334676971×10^0
2.015581250×10^-1,-5.096900940×10^-1,5.736820221×10^0,6.498137054×10^0
2.115081250×10^-1,-4.885839844×10^-1,6.282884674×10^0,6.550977173×10^0
2.214581250×10^-1,-1.479673004×10^0,6.636299744×10^0,6.206992493×10^0
2.314081250×10^-1,-2.990481262×10^0,6.928342438×10^0,5.763315125×10^0
2.413581250×10^-1,-3.882626038×10^0,7.423063660×10^0,5.700745239×10^0
2.513081250×10^-1,-3.812422028×10^0,7.733817444×10^0,5.205724640×10^0
2.612581250×10^-1,-3.906725922×10^0,7.643255768×10^0,5.179978180×10^0
2.712081250×10^-1,-4.272415466×10^0,7.527396698×10^0,5.717061310×10^0
2.811583750×10^-1,-4.833897858×10^0,7.633675690×10^0,6.026168518×10^0
2.911083750×10^-1,-5.817652130×10^0,8.065827026×10^0,6.105952606×10^0
3.010583750×10^-1,-6.732848969×10^0,8.779093781×10^0,6.291117554×10^0
3.110083750×10^-1,-6.980134735×10^0,8.882378998×10^0,5.828579407×10^0
3.209583750×10^-1,-6.974147186×10^0,8.756490784×10^0,5.331014099×10^0
3.309083750×10^-1,-6.961872711×10^0,8.751251678×10^0,5.223238220×10^0
3.408583750×10^-1,-6.753056946×10^0,8.826096039×10^0,5.503305817×10^0
3.508083750×10^-1,-6.893015900×10^0,8.807834015×10^0,5.478158112×10^0
3.607583750×10^-1,-7.129075012×10^0,8.825497284×10^0,5.329966278×10^0
3.707083750×10^-1,-6.986421661×10^0,9.018745422×10^0,4.828808441×10^0
3.806583750×10^-1,-6.906787262×10^0,9.094487915×10^0,4.359085236×10^0
3.906083750×10^-1,-8.599317627×10^0,8.770561523×10^0,4.062252502×10^0
4.005583750×10^-1,-9.876910858×10^0,8.473279724×10^0,4.620142365×10^0
4.105083750×10^-1,-9.547595673×10^0,8.378377075×10^0,5.163063354×10^0
4.204573750×10^-1,-8.185278625×10^0,8.101602631×10^0,4.864584045×10^0
4.304073750×10^-1,-6.941065979×10^0,7.857610016×10^0,4.442611542×10^0
4.403573750×10^-1,-7.347171478×10^0,7.502099304×10^0,4.680167542×10^0
4.503073750×10^-1,-8.133636017×10^0,7.247179413×10^0,5.098248138×10^0
4.602573750×10^-1,-8.426427155×10^0,7.054979095×10^0,5.914051666×10^0
4.702073750×10^-1,-7.943980408×10^0,6.814129944×10^0,6.166875916×10^0
4.801573750×10^-1,-7.411537628×10^0,6.513405304×10^0,5.553002472×10^0
4.901073750×10^-1,-6.811136169×10^0,6.578669586×10^0,4.899162140×10^0
5.000573750×10^-1,-6.983128510×10^0,5.836812286×10^0,4.303401031×10^0
5.100073750×10^-1,-7.376211090×10^0,5.237458649×10^0,3.627406769×10^0
5.199573750×10^-1,-7.306456146×10^0,4.926405487×10^0,2.873424683×10^0
5.299073750×10^-1,-6.029611359×10^0,5.171146545×10^0,3.650907898×10^0
5.398573750×10^-1,-5.011578369×10^0,5.442382507×10^0,5.738766174×10^0
5.498073750×10^-1,-5.235512695×10^0,4.991071014×10^0,6.590195618×10^0
5.597573750×10^-1,-6.434369659×10^0,4.380790100×10^0,5.842949524×10^0
5.697073750×10^-1,-6.708749084×10^0,4.433929596×10^0,4.471800842×10^0
5.796573750×10^-1,-6.551575928×10^0,4.924459534×10^0,3.895648956×10^0
5.896073750×10^-1,-6.294560394×10^0,4.879852295×10^0,4.228257294×10^0
5.995573750×10^-1,-6.013594666×10^0,4.144132233×10^0,6.015540619×10^0
6.095073750×10^-1,-5.750142517×10^0,4.318968658×10^0,5.301525421×10^0
6.194573750×10^-1,-6.253845062×10^0,4.868925018×10^0,3.698658600×10^0
6.294073750×10^-1,-7.202123108×10^0,4.594246216×10^0,3.352727966×10^0
6.393573750×10^-1,-6.677613831×10^0,4.678670654×10^0,4.185296631×10^0
6.493073750×10^-1,-5.730533295×10^0,5.402714996×10^0,5.172194366×10^0
6.592573750×10^-1,-5.849086761×10^0,4.855303345×10^0,5.360053711×10^0
6.692073750×10^-1,-6.391708374×10^0,4.623285828×10^0,5.198689270×10^0
6.791573750×10^-1,-6.105802917×10^0,5.168452148×10^0,4.854554901×10^0
6.891073750×10^-1,-6.158792725×10^0,5.284460907×10^0,4.306245117×10^0
6.990573750×10^-1,-6.154900818×10^0,5.398374023×10^0,4.031117249×10^0
7.090073750×10^-1,-6.156846771×10^0,5.164260864×10^0,4.032015381×10^0
7.189573750×10^-1,-6.256240082×10^0,5.146747284×10^0,4.144880676×10^0
7.289073750×10^-1,-5.706732788×10^0,5.013973389×10^0,3.802542572×10^0
7.388573750×10^-1,-6.183042297×10^0,4.693040771×10^0,3.668122101×10^0
7.488073750×10^-1,-6.103108521×10^0,4.368216248×10^0,3.386258240×10^0
7.587573750×10^-1,-6.111940155×10^0,4.176914062×10^0,3.642824707×10^0
7.687073750×10^-1,-6.167025604×10^0,3.857178955×10^0,3.520379333×10^0
7.786573750×10^-1,-6.663243713×10^0,4.300856323×10^0,3.629951477×10^0
7.886073750×10^-1,-6.011199646×10^0,4.725223846×10^0,2.893932037×10^0
7.985573750×10^-1,-6.408922577×10^0,5.426515503×10^0,2.153721313×10^0
8.085073750×10^-1,-6.466103668×10^0,5.548811188×10^0,2.382894745×10^0
8.184573750×10^-1,-6.921307068×10^0,5.117258606×10^0,2.313588867×10^0
8.284073750×10^-1,-7.076085205×10^0,4.882546692×10^0,2.318079529×10^0
