"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.397437917×10^-1,3.360024989×10^-1,1.328314662×10^0,-4.709063470×10^-1
4.496947917×10^-1,4.168390334×10^-1,1.435877323×10^0,-5.541239977×10^-1
4.596457917×10^-1,5.179836154×10^-1,1.527612329×10^0,-6.344330311×10^-1
4.695967917×10^-1,6.351661682×10^-1,1.624601245×10^0,-7.059397101×10^-1
4.795487917×10^-1,7.548085451×10^-1,1.765661359×10^0,-7.695490718×10^-1
4.894997917×10^-1,8.678019643×10^-1,1.940860868×10^0,-8.226325512×10^-1
4.994507917×10^-1,9.643672109×10^-1,2.085610390×10^0,-8.671999574×10^-1
5.094017917×10^-1,1.032995343×10^0,1.967244864×10^0,-9.164045453×10^-1
5.193527917×10^-1,1.066983581×10^0,1.826855779×10^0,-9.273463488×10^-1
5.293037917×10^-1,1.088276863×10^0,1.765938878×10^0,-9.053646326×10^-1
5.392557917×10^-1,1.127275586×10^0,1.869490623×10^0,-8.998189569×10^-1
5.492067917×10^-1,1.245998979×10^0,2.098571062×10^0,-9.292508960×10^-1
5.591577917×10^-1,1.460996389×10^0,2.268674374×10^0,-9.932100773×10^-1
5.691087917×10^-1,1.700997233×10^0,2.348582506×10^0,-1.094557047×10^0
5.790597917×10^-1,1.874777675×10^0,2.461097479×10^0,-1.192583919×10^0
5.890107917×10^-1,1.970794201×10^0,2.523641586×10^0,-1.264313221×10^0
5.989617917×10^-1,2.002373219×10^0,2.543263197×10^0,-1.306082129×10^0
6.089137917×10^-1,1.999900818×10^0,2.561805010×10^0,-1.310340524×10^0
6.188647917×10^-1,1.973767281×10^0,2.537678242×10^0,-1.285846829×10^0
6.288157917×10^-1,1.934127688×10^0,2.386255264×10^0,-1.276831150×10^0
6.387667917×10^-1,1.902426720×10^0,2.153534651×10^0,-1.278385520×10^0
6.487177917×10^-1,1.843670011×10^0,1.969377279×10^0,-1.242782831×10^0
6.586687917×10^-1,1.761103988×10^0,1.872304320×10^0,-1.160169959×10^0
6.686207917×10^-1,1.676117659×10^0,1.813008070×10^0,-1.047845244×10^0
6.785717917×10^-1,1.606497407×10^0,1.752575874×10^0,-9.324624538×10^-1
6.885227917×10^-1,1.558690190×10^0,1.728896856×10^0,-8.329126835×10^-1
6.984737917×10^-1,1.497181535×10^0,1.781320930×10^0,-7.401334643×10^-1
7.084247917×10^-1,1.422505379×10^0,1.869631052×10^0,-6.452605128×10^-1
7.183757917×10^-1,1.371792555×10^0,1.931357265×10^0,-5.674203634×10^-1
7.283267917×10^-1,1.332214236×10^0,1.926221132×10^0,-5.475015044×10^-1
7.382787917×10^-1,1.286130190×10^0,1.822325230×10^0,-5.784840584×10^-1
7.482297917×10^-1,1.125353575×10^0,1.480239511×10^0,-6.458103657×10^-1
7.581807917×10^-1,7.942994833×10^-1,6.895786524×10^-1,-7.258913517×10^-1
7.681317917×10^-1,5.698536038×10^-1,-2.974885516×10^-2,-7.556148767×10^-1
7.780827917×10^-1,6.108689904×10^-1,-2.812097967×10^-1,-7.321674228×10^-1
7.880337917×10^-1,7.756571174×10^-1,-2.171234787×10^-1,-7.125180960×10^-1
7.979857917×10^-1,9.169423580×10^-1,-1.500654370×10^-1,-7.037255168×10^-1
8.079367917×10^-1,1.026864648×10^0,-6.126635708×10^-3,-7.095797062×10^-1
8.178877917×10^-1,1.177832365×10^0,3.367321789×10^-1,-7.322338820×10^-1
8.278387917×10^-1,1.352769494×10^0,7.960912585×10^-1,-7.443203330×10^-1
8.377897917×10^-1,1.442387700×10^0,1.141317010×10^0,-6.984075308×10^-1
8.477407917×10^-1,1.395062566×10^0,1.388315558×10^0,-5.188971758×10^-1
8.576917917×10^-1,1.275036931×10^0,1.677991390×10^0,-2.684911191×10^-1
8.676437917×10^-1,1.221893072×10^0,1.753446102×10^0,-9.976415336×10^-2
8.775947917×10^-1,1.292242646×10^0,1.381222010×10^0,-1.430611163×10^-1
8.875457917×10^-1,1.434787750×10^0,7.596405149×10^-1,-3.559145331×10^-1
8.974967917×10^-1,1.575444341×10^0,3.877263069×10^-1,-5.196018219×10^-1
9.074477917×10^-1,1.704094172×10^0,5.063693523×10^-1,-5.902003646×10^-1
9.173987917×10^-1,1.891778350×10^0,7.219001651×10^-1,-5.043001175×10^-1
9.273497917×10^-1,2.104352951×10^0,7.783746123×10^-1,-2.790656388×10^-1
9.373017917×10^-1,2.431886911×10^0,6.341954470×10^-1,-5.222612992×10^-2
9.472527917×10^-1,2.601061821×10^0,5.133484006×10^-1,1.577049941×10^-1
9.572037917×10^-1,2.606948376×10^0,4.485740364×10^-1,3.425648510×10^-1
9.671547917×10^-1,2.555686712×10^0,1.062952280×10^-1,4.347406030×10^-1
9.771057917×10^-1,2.387493134×10^0,-2.916828990×10^-1,4.344561398×10^-1
9.870567917×10^-1,2.150239944×10^0,-4.759347737×10^-1,3.490171432×10^-1
9.970087917×10^-1,1.891227961×10^0,-6.027627587×10^-1,1.928827465×10^-1
1.006959792×10^0,1.623248458×10^0,-7.703112960×10^-1,-4.648824688×10^-4
1.016910792×10^0,1.335837364×10^0,-9.010323882×10^-1,-1.721002758×10^-1
1.026861792×10^0,1.487026334×10^0,-1.279813528×10^0,-3.020313680×10^-1
1.036812792×10^0,1.768574953×10^0,-9.461017251×10^-1,-4.343109727×10^-1
1.046763792×10^0,1.592257023×10^0,-5.972364545×10^-1,-5.001057386×10^-1
1.056714792×10^0,1.595724702×10^0,-9.405233860×10^-1,-5.688281059×10^-1
1.066666792×10^0,1.560653806×10^0,-1.026024222×10^0,-5.967193842×10^-1
1.076617792×10^0,1.469890714×10^0,-1.001706719×10^0,-5.720429420×10^-1
1.086568792×10^0,1.428634286×10^0,-9.973914027×10^-1,-5.272227526×10^-1
1.096519792×10^0,1.448694587×10^0,-8.170947433×10^-1,-4.990647733×10^-1
1.106470792×10^0,1.520615578×10^0,-6.504818201×10^-1,-5.179372430×10^-1
1.116421792×10^0,1.604895473×10^0,-6.711493731×10^-1,-5.645129681×10^-1
1.126372792×10^0,1.694081068×10^0,-7.403593659×10^-1,-6.497812271×10^-1
1.136324792×10^0,1.756508827×10^0,-8.621320128×10^-1,-6.844176054×10^-1
1.146275792×10^0,1.826034546×10^0,-7.907979488×10^-1,-6.720048785×10^-1
1.156226792×10^0,1.867778182×10^0,-7.017802000×10^-1,-6.239264011×10^-1
1.166177792×10^0,1.909275293×10^0,-6.210525632×10^-1,-5.802047849×10^-1
1.176128792×10^0,1.905654073×10^0,-4.931631982×10^-1,-5.445712805×10^-1
1.186079792×10^0,1.816144228×10^0,-3.695603013×10^-1,-4.908494353×10^-1
1.196030792×10^0,1.661597371×10^0,-1.799581200×10^-1,-4.054487050×10^-1
1.205982792×10^0,1.459587574×10^0,2.452018857×10^-2,-2.921413183×10^-1
1.215933792×10^0,1.226639986×10^0,1.743716598×10^-1,-1.589381546×10^-1
1.225884792×10^0,9.555670023×10^-1,3.287609816×10^-1,1.204424538×10^-2
1.235835792×10^0,6.625554562×10^-1,5.611744523×10^-1,1.856076568×10^-1
1.245786792×10^0,3.751410246×10^-1,7.679518461×10^-1,3.455986679×10^-1
1.255737792×10^0,1.364335269×10^-1,1.007762671×10^0,4.651537836×10^-1
1.265689792×10^0,-3.535900265×10^-2,1.212584734×10^0,5.373164415×10^-1
1.275640792×10^0,-1.762604117×10^-1,1.287549615×10^0,5.728229284×10^-1
1.285591792×10^0,-2.289265543×10^-1,1.216034889×10^0,5.520579815×10^-1
1.295542333×10^0,-2.497255355×10^-1,1.104719877×10^0,5.049225092×10^-1
1.305493333×10^0,-2.728516161×10^-1,9.884938002×10^-1,4.624232948×10^-1
1.315444333×10^0,-3.101244569×10^-1,8.624516726×10^-1,4.071093500×10^-1
1.325395333×10^0,-3.289420903×10^-1,7.540085316×10^-1,3.355712593×10^-1
1.335347333×10^0,-3.389621079×10^-1,6.573621631×10^-1,2.550134659×10^-1
1.345298333×10^0,-2.988000512×10^-1,5.743469000×10^-1,2.217226177×10^-1
1.355249333×10^0,-2.096436173×10^-1,5.404641032×10^-1,2.454661131×10^-1
1.365200333×10^0,-1.301820874×10^-1,5.512136817×10^-1,3.552913964×10^-1
1.375151333×10^0,-9.511967748×10^-2,6.114168167×10^-1,5.630270243×10^-1
1.385102333×10^0,-7.877479494×10^-2,7.365310788×10^-1,7.996968031×10^-1
1.395053333×10^0,-1.678974740×10^-2,7.830185890×10^-1,9.688915610×10^-1
1.405005333×10^0,7.398382574×10^-2,7.848484516×10^-1,1.093457699×10^0
1.414956333×10^0,1.505858600×10^-1,7.470844984×10^-1,1.218974113×10^0
1.424907333×10^0,2.166234702×10^-1,7.168664336×10^-1,1.337741494×10^0
1.434858333×10^0,2.083925158×10^-1,6.451686025×10^-1,1.396345139×10^0
1.444809333×10^0,1.482942849×10^-1,6.345912814×10^-1,1.403619289×10^0
1.454760333×10^0,4.334944114×10^-2,6.798911691×10^-1,1.354138255×10^0
1.464712333×10^0,-5.699873716×10^-2,6.997439861×10^-1,1.227518201×10^0
1.474663333×10^0,-1.334245503×10^-1,6.880164146×10^-1,1.076282382×10^0
1.484614333×10^0,-1.758377850×10^-1,7.019721866×10^-1,9.798235893×10^-1
1.494565333×10^0,-2.278087288×10^-1,6.877681017×10^-1,9.660907388×10^-1
1.504516333×10^0,-2.847202122×10^-1,8.075328469×10^-1,1.025520802×10^0
1.514467333×10^0,-2.984498441×10^-1,8.988713622×10^-1,1.126178980×10^0
1.524419333×10^0,-3.165108562×10^-1,8.925013542×10^-1,1.256045341×10^0
1.534370333×10^0,-3.402526677×10^-1,8.250764012×10^-1,1.392300844×10^0
1.544321333×10^0,-4.048710763×10^-1,7.243250012×10^-1,1.470893145×10^0
1.554272333×10^0,-5.134876370×10^-1,7.400922179×10^-1,1.526458621×10^0
1.564223333×10^0,-6.563827395×10^-1,8.142673969×10^-1,1.606972814×10^0
1.574174333×10^0,-8.115455508×10^-1,9.372292757×10^-1,1.700491548×10^0
1.584125333×10^0,-9.321383238×10^-1,1.129070282×10^0,1.654449701×10^0
1.594077333×10^0,-1.102665186×10^0,1.324919820×10^0,1.427649856×10^0
1.604028333×10^0,-1.380477905×10^0,1.136831999×10^0,1.166057110×10^0
1.613979333×10^0,-1.587347746×10^0,7.307437062×10^-1,9.050462246×10^-1
1.623930333×10^0,-1.625435829×10^0,2.739612162×10^-1,7.747821808×10^-1
1.633881333×10^0,-1.489236236×10^0,-1.142493561×10^-1,7.753863335×10^-1
1.643832333×10^0,-1.339581490×10^0,-5.912572145×10^-1,8.627460003×10^-1
1.653783333×10^0,-1.238830090×10^0,-1.068359852×10^0,1.022990823×10^0
1.663735333×10^0,-1.070371151×10^0,-1.240743041×10^0,1.259014845×10^0
1.673686333×10^0,-8.191161752×10^-1,-1.057723165×10^0,1.522709608×10^0
1.683637333×10^0,-5.511054993×10^-1,-6.080154181×10^-1,1.804518104×10^0
1.693588333×10^0,-3.534986377×10^-1,-1.924052685×10^-1,2.036643505×10^0
1.703539333×10^0,-1.983988136×10^-1,2.863523178×10^-2,2.200375080×10^0
1.713490333×10^0,-7.946697623×10^-2,1.557151377×10^-1,2.374915600×10^0
1.723442333×10^0,6.145658344×10^-2,2.844267786×10^-1,2.636093855×10^0
1.733393333×10^0,1.129081324×10^-1,3.552694321×10^-1,3.104103804×10^0
1.743344333×10^0,6.456083804×10^-2,4.967304170×10^-1,3.804936171×10^0
1.753295333×10^0,3.750726208×10^-2,7.929589152×10^-1,4.187650681×10^0
1.763246333×10^0,1.047760472×10^-1,1.034527302×10^0,4.190573215×10^0
1.773197333×10^0,5.252959952×10^-2,9.538602233×10^-1,4.204970837×10^0
1.783148333×10^0,4.325886816×10^-2,9.154846072×10^-1,4.095787048×10^0
1.793100333×10^0,2.301851958×10^-1,1.195387721×10^0,3.907052040×10^0
1.803051333×10^0,4.246108532×10^-1,1.697984457×10^0,4.057090282×10^0
1.813002333×10^0,6.580650210×10^-1,2.330054283×10^0,4.482769489×10^0
1.822953333×10^0,7.366040349×10^-1,2.865649462×10^0,4.854944229×10^0
1.832904333×10^0,6.318912506×10^-1,3.199433327×10^0,4.633192062×10^0
1.842855333×10^0,3.908639252×10^-1,2.850358486×10^0,3.574945211×10^0
1.852807333×10^0,8.606535196×10^-2,2.026158094×10^0,2.038621426×10^0
1.862758333×10^0,-1.897100210×10^-1,9.541078806×10^-1,7.852383256×10^-1
1.872709333×10^0,-4.588655531×10^-1,2.398342267×10^-2,7.393200696×10^-2
1.882660333×10^0,-6.693463922×10^-1,-5.004355907×10^-1,-2.775868773×10^-1
1.892611333×10^0,-7.859952450×10^-1,-5.578227639×10^-1,-4.688345790×10^-1
1.902562333×10^0,-7.979781032×10^-1,-2.680396438×10^-1,-5.608910322×10^-1
1.912513333×10^0,-6.815611720×10^-1,1.972874105×10^-1,-5.794059634×10^-1
1.922465333×10^0,-4.695085287×10^-1,6.815606356×10^-1,-5.230731964×10^-1
1.932416333×10^0,-2.524282038×10^-1,1.041330457×10^0,-4.616990983×10^-1
1.942367333×10^0,-1.148549244×10^-1,1.256178379×10^0,-3.889540434×10^-1
1.952318333×10^0,-6.617988646×10^-2,1.384812474×10^0,-3.328158557×10^-1
1.962269333×10^0,-9.434680641×10^-2,1.443731666×10^0,-3.204217851×10^-1
1.972220333×10^0,-1.808682680×10^-1,1.403391838×10^0,-3.734517097×10^-1
1.982172333×10^0,-3.163856268×10^-1,1.235462785×10^0,-4.950457811×10^-1
1.992123333×10^0,-4.822845459×10^-1,9.569085836×10^-1,-6.440212727×10^-1
2.002074333×10^0,-6.605306864×10^-1,6.552414298×10^-1,-7.613793612×10^-1
2.012025333×10^0,-8.412755728×10^-1,3.751109242×10^-1,-8.510773778×10^-1
2.021976333×10^0,-1.006640673×10^0,1.326594204×10^-1,-9.389659762×10^-1
2.031927333×10^0,-1.118665695×10^0,-1.082443446×10^-1,-1.001698256×10^0
2.041878333×10^0,-1.145996094×10^0,-3.237851560×10^-1,-1.078133702×10^0
2.051830333×10^0,-1.110607505×10^0,-5.452998877×10^-1,-1.205288291×10^0
2.061781333×10^0,-1.002250433×10^0,-8.789138198×10^-1,-1.191810489×10^0
2.071732333×10^0,-8.448801637×10^-1,-1.029590249×10^0,-1.010155320×10^0
2.081683333×10^0,-6.494654417×10^-1,-7.385066152×10^-1,-8.014932275×10^-1
2.091634333×10^0,-4.552821815×10^-1,-2.021232396×10^-1,-5.693403482×10^-1
2.101585333×10^0,-2.940927744×10^-1,2.301799804×10^-1,-3.492082357×10^-1
2.111536333×10^0,-1.506928504×10^-1,4.010193646×10^-1,-1.766752452×10^-1
2.121488333×10^0,-6.473099813×10^-3,3.959191442×10^-1,-5.825806037×10^-2
2.131439333×10^0,1.384427398×10^-1,3.509468436×10^-1,7.573644165×10^-3
2.141390333×10^0,2.690255046×10^-1,3.025862575×10^-1,3.646734357×10^-2
2.151341333×10^0,3.467750847×10^-1,2.785557210×10^-1,4.003701359×10^-2
2.161292333×10^0,3.144165874×10^-1,3.375663161×10^-1,2.082230896×10^-2
2.171243333×10^0,1.646261811×10^-1,5.249277353×10^-1,-4.927251488×10^-2
2.181195333×10^0,-4.255602509×10^-2,7.634497285×10^-1,-1.967663616×10^-1
2.191146333×10^0,-2.472068816×10^-1,9.253695607×10^-1,-3.661038280×10^-1
2.201097333×10^0,-3.709996641×10^-1,9.349990487×10^-1,-4.968447983×10^-1
2.211048333×10^0,-3.819980621×10^-1,8.194184303×10^-1,-5.822455287×10^-1
2.220999333×10^0,-3.044534624×10^-1,6.442028880×10^-1,-6.253687739×10^-1
2.230950333×10^0,-1.983184963×10^-1,4.634992480×10^-1,-6.285015941×10^-1
2.240901333×10^0,-1.200937182×10^-1,3.386800885×10^-1,-5.837967396×10^-1
2.250853333×10^0,-9.831047058×10^-2,3.169791102×10^-1,-4.969713986×10^-1
2.260804333×10^0,-1.478977203×10^-1,3.726833761×10^-1,-4.328350127×10^-1
2.270755333×10^0,-2.449896932×10^-1,4.740245044×10^-1,-4.224772155×10^-1
2.280706333×10^0,-3.242243528×10^-1,5.915141106×10^-1,-3.940591514×10^-1
2.290656917×10^0,-3.444000185×10^-1,6.506965756×10^-1,-3.337407112×10^-1
2.300607917×10^0,-3.075112700×10^-1,6.418333054×10^-1,-2.590630352×10^-1
2.310558917×10^0,-2.284948379×10^-1,5.856633782×10^-1,-1.899715662×10^-1
2.320510917×10^0,-1.280806214×10^-1,5.142318010×10^-1,-1.428179145×10^-1
2.330461917×10^0,-3.728603944×10^-2,4.411588907×10^-1,-1.065038964×10^-1
2.340412917×10^0,1.763473265×10^-2,3.786888719×10^-1,-7.769728452×10^-2
2.350363917×10^0,4.537542537×10^-2,3.134128451×10^-1,-5.943743140×10^-2
2.360314917×10^0,5.045780167×10^-2,2.346056700×10^-1,-4.767504707×10^-2
2.370265917×10^0,5.538433418×10^-2,1.440947950×10^-1,-4.431122541×10^-2
2.380216917×10^0,6.977526098×10^-2,6.359650195×10^-2,-4.019131511×10^-2
2.390168917×10^0,9.995945543×10^-2,1.054409705×10^-2,-3.089329228×10^-2
2.400119917×10^0,1.402530819×10^-1,-1.356017403×10^-2,-1.560488436×10^-2
2.410070917×10^0,1.751380116×10^-1,-8.701948449×10^-3,1.317933667×10^-3
2.420021917×10^0,1.950563341×10^-1,1.252877247×10^-2,2.142027207×10^-2
2.429972917×10^0,1.967142373×10^-1,5.669387430×10^-2,3.324846923×10^-2
2.439923917×10^0,1.804806739×10^-1,1.135457084×10^-1,4.253997281×10^-2
2.449874917×10^0,1.471136510×10^-1,1.877921075×10^-1,4.702041298×10^-2
2.459826917×10^0,1.069614366×10^-1,2.660477757×10^-1,4.964948818×10^-2
2.469777917×10^0,7.867401838×10^-2,3.212233484×10^-1,4.448882118×10^-2
2.479728917×10^0,7.280440629×10^-2,3.465329707×10^-1,3.555577993×10^-2
2.489679917×10^0,7.140866667×10^-2,3.498629630×10^-1,1.816505939×10^-2
2.499630917×10^0,7.082410157×10^-2,3.475673199×10^-1,-5.303514190×10^-3
2.509581917×10^0,5.928489938×10^-2,3.548914194×10^-1,-1.754945517×10^-2
2.519532917×10^0,4.493179172×10^-2,3.772233427×10^-1,-2.080383711×10^-2
2.529484917×10^0,3.986826912×10^-2,4.034065604×10^-1,-1.312673371×10^-2
2.539435917×10^0,5.794261023×10^-2,3.917315304×10^-1,-4.933251999×10^-3
2.549386917×10^0,8.516152203×10^-2,3.599539995×10^-1,4.867855459×10^-3
2.559337917×10^0,1.103867218×10^-1,3.536782563×10^-1,1.924572885×10^-2
2.569288917×10^0,1.209185272×10^-1,3.815874159×10^-1,3.868924826×10^-2
2.579239917×10^0,1.094988957×10^-1,4.223156571×10^-1,6.058868393×10^-2
2.589190917×10^0,8.496703953×10^-2,4.522303939×10^-1,8.746066689×10^-2
2.599141917×10^0,5.543791503×10^-2,4.605525136×10^-1,1.135612428×10^-1
2.609093917×10^0,4.065963998×10^-2,4.421871901×10^-1,1.422098726×10^-1
2.619044917×10^0,5.344920605×10^-2,4.085352421×10^-1,1.644041240×10^-1
2.628995917×10^0,1.006419435×10^-1,3.557970524×10^-1,1.732720584×10^-1
2.638946917×10^0,1.604059488×10^-1,2.995979786×10^-1,1.652332991×10^-1
2.648897917×10^0,2.356664836×10^-1,2.449739724×10^-1,1.401728839×10^-1
2.658848917×10^0,3.253364563×10^-1,1.936902851×10^-1,9.814634174×10^-2
2.668799917×10^0,4.323856831×10^-1,1.427799165×10^-1,3.849752620×10^-2
2.678751917×10^0,5.452294350×10^-1,9.970328957×10^-2,-1.923048496×10^-2
2.688702917×10^0,6.351585984×10^-1,5.294570699×10^-2,-7.316970080×10^-2
2.698653917×10^0,7.005479932×10^-1,3.508383641×10^-3,-1.288084686×10^-1
2.708604917×10^0,7.356601357×10^-1,-6.642413139×10^-2,-2.190778702×10^-1
2.718555917×10^0,7.410746217×10^-1,-1.677869707×10^-1,-3.431265652×10^-1
2.728506917×10^0,7.218455076×10^-1,-3.041221201×10^-1,-5.325112343×10^-1
2.738457917×10^0,7.306568623×10^-1,-4.312454462×10^-1,-7.507551312×10^-1
2.748409917×10^0,7.823203206×10^-1,-5.198916793×10^-1,-9.081085324×10^-1
2.758360917×10^0,7.844154239×10^-1,-5.205603838×10^-1,-9.288676381×10^-1
2.768311917×10^0,7.001444101×10^-1,-4.060858488×10^-1,-8.006404042×10^-1
2.778262917×10^0,5.971999168×10^-1,-1.609389335×10^-1,-5.628483295×10^-1
2.788213917×10^0,5.468689203×10^-1,1.244909987×10^-1,-3.384226561×10^-1
2.798164917×10^0,5.623450875×10^-1,1.869530380×10^-1,-1.892523766×10^-1
2.808115917×10^0,5.378640890×10^-1,-8.507506549×10^-2,-4.548514634×10^-2
2.818066917×10^0,3.807173073×10^-1,-5.270529985×10^-1,1.878676862×10^-1
2.828018917×10^0,1.113085151×10^-1,-8.447538018×10^-1,4.973377585×10^-1
2.837969917×10^0,-2.167862803×10^-1,-8.603321910×10^-1,7.730729580×10^-1
2.847920917×10^0,-5.892419219×10^-1,-6.005088091×10^-1,9.336437583×10^-1
2.857871917×10^0,-9.456823468×10^-1,-2.413538694×10^-1,9.067357183×10^-1
2.867822917×10^0,-1.203205943×10^0,5.556662753×10^-2,6.645337939×10^-1
2.877773917×10^0,-1.307724595×10^0,2.802364826×10^-1,4.017570019×10^-1
2.887724917×10^0,-1.297382832×10^0,4.797236621×10^-1,2.850342691×10^-1
2.897676917×10^0,-1.220587969×10^0,6.577708721×10^-1,2.761630118×10^-1
2.907627917×10^0,-1.101719022×10^0,7.717844844×10^-1,3.207652569×10^-1
2.917578917×10^0,-9.817699790×10^-1,7.867407799×10^-1,2.881868184×10^-1
2.927529917×10^0,-8.757553101×10^-1,7.684360147×10^-1,1.957735121×10^-1
2.937480917×10^0,-7.915861011×10^-1,7.420491576×10^-1,1.469202191×10^-1
2.947431917×10^0,-7.208890915×10^-1,6.791417003×10^-1,1.633039713×10^-1
2.957382917×10^0,-6.385353804×10^-1,5.709630251×10^-1,2.023978531×10^-1
2.967333917×10^0,-5.499982834×10^-1,3.904534280×10^-1,2.826560140×10^-1
2.977285917×10^0,-4.826804698×10^-1,1.316609979×10^-1,4.131858051×10^-1
2.987236917×10^0,-4.615007639×10^-1,-1.714344323×10^-1,5.566096306×10^-1
2.997187917×10^0,-4.817029536×10^-1,-4.597658217×10^-1,6.677601337×10^-1
3.007138917×10^0,-5.227370858×10^-1,-6.601512432×10^-1,7.064000368×10^-1
3.017089917×10^0,-5.441680551×10^-1,-7.513642311×10^-1,7.029948831×10^-1
3.027040917×10^0,-5.051444173×10^-1,-7.598639131×10^-1,6.975668669×10^-1
3.036991917×10^0,-4.062010646×10^-1,-7.504944205×10^-1,6.893965602×10^-1
3.046942917×10^0,-2.711648345×10^-1,-7.855427265×10^-1,6.668575406×10^-1
3.056894917×10^0,-1.034559906×10^-1,-8.368937969×10^-1,6.291940212×10^-1
3.066845917×10^0,5.305694416×10^-2,-9.041860700×10^-1,5.872038603×10^-1
3.076796917×10^0,1.947869062×10^-1,-9.349431396×10^-1,5.636596680×10^-1
3.086747917×10^0,3.121555150×10^-1,-9.325062037×10^-1,5.465642214×10^-1
3.096698917×10^0,3.974624276×10^-1,-8.914056420×10^-1,5.356838703×10^-1
3.106649917×10^0,4.426428974×10^-1,-8.079245687×10^-1,5.313405991×10^-1
3.116600917×10^0,4.319100976×10^-1,-6.677149534×10^-1,5.295211077×10^-1
3.126551917×10^0,3.964517415×10^-1,-4.632474184×10^-1,5.209491849×10^-1
3.136503917×10^0,3.489071131×10^-1,-2.213066816×10^-1,5.003427267×10^-1
3.146454917×10^0,3.238073289×10^-1,2.415363304×10^-2,4.738083482×10^-1
3.156405917×10^0,3.748108447×10^-1,2.547053695×10^-1,4.292225242×10^-1
