"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.493000000×10^-3,1.397151649×10^-1,4.819570854×10^-2,-3.404940963×10^-1
1.444300000×10^-2,1.378197968×10^-1,-1.017013099×10^-2,-3.278387487×10^-1
2.439200000×10^-2,1.654108912×10^-1,-5.989756063×10^-2,-3.164261281×10^-1
3.434200000×10^-2,2.274821848×10^-1,-5.261432379×10^-2,-2.943420708×10^-1
4.429100000×10^-2,3.567118049×10^-1,2.631671354×10^-2,-2.366553396×10^-1
5.424000000×10^-2,5.404940248×10^-1,2.102355212×10^-1,-1.879791170×10^-1
6.419000000×10^-2,7.299826741×10^-1,4.353802204×10^-1,-1.794229150×10^-1
7.413900000×10^-2,8.794226050×10^-1,6.347357035×10^-1,-2.072978169×10^-1
8.408900000×10^-2,9.604697824×10^-1,7.689480782×10^-1,-2.635520399×10^-1
9.403800000×10^-2,9.633494616×10^-1,8.296214342×10^-1,-3.227919638×10^-1
1.039870000×10^-1,8.972777724×10^-1,8.485692739×10^-1,-3.857302070×10^-1
1.139370000×10^-1,7.494533062×10^-1,7.883281708×10^-1,-4.642072022×10^-1
1.238860000×10^-1,5.566769242×10^-1,7.252889872×10^-1,-5.563904047×10^-1
1.338350000×10^-1,3.811435103×10^-1,5.664051771×10^-1,-6.541450024×10^-1
1.437850000×10^-1,2.062949985×10^-1,2.801813781×10^-1,-7.689371109×10^-1
1.537340000×10^-1,5.754026771×10^-2,4.200790077×10^-2,-8.676071167×10^-1
1.636840000×10^-1,-3.002979234×10^-2,-1.605268270×10^-1,-9.510351419×10^-1
1.736330000×10^-1,-4.606461152×10^-2,-2.791095376×10^-1,-1.013819098×10^0
1.835820000×10^-1,4.804160912×10^-3,-2.849445343×10^-1,-1.055120707×10^0
1.935320000×10^-1,1.184999049×10^-1,-1.634757519×10^-1,-1.073270321×10^0
2.034810000×10^-1,2.664073408×10^-1,6.464955956×10^-2,-1.061968446×10^0
2.134300000×10^-1,4.258992672×10^-1,3.319535851×10^-1,-1.013651133×10^0
2.233800000×10^-1,5.828971267×10^-1,5.685917139×10^-1,-9.518971443×10^-1
2.333290000×10^-1,7.441882491×10^-1,7.885758281×10^-1,-9.054858088×10^-1
2.432790000×10^-1,9.202370644×10^-1,9.335050583×10^-1,-8.727025390×10^-1
2.532280000×10^-1,1.030370355×10^0,9.282410741×10^-1,-8.966460824×10^-1
2.631770000×10^-1,1.026863337×10^0,8.773277998×10^-1,-9.466592073×10^-1
2.731270000×10^-1,9.641947150×10^-1,8.170847893×10^-1,-9.535032511×10^-1
2.830760000×10^-1,8.878858089×10^-1,7.853257656×10^-1,-9.152948856×10^-1
2.930260000×10^-1,8.372171521×10^-1,7.880772948×10^-1,-8.994802833×10^-1
3.029750000×10^-1,8.428926468×10^-1,8.302782774×10^-1,-9.359405637×10^-1
3.129240000×10^-1,9.211285114×10^-1,8.856337667×10^-1,-1.025698543×10^0
3.228740000×10^-1,1.083235383×10^0,9.354060888×10^-1,-1.167664647×10^0
3.328230000×10^-1,1.288018703×10^0,1.007519126×10^0,-1.368597984×10^0
3.427720000×10^-1,1.507266164×10^0,1.052950501×10^0,-1.595244408×10^0
3.527220000×10^-1,1.721769094×10^0,1.055812478×10^0,-1.795450449×10^0
3.626710000×10^-1,1.908596277×10^0,1.013476491×10^0,-1.947854161×10^0
3.726210000×10^-1,2.039231300×10^0,9.447757602×10^-1,-2.040602207×10^0
3.825700000×10^-1,2.158467531×10^0,8.573878407×10^-1,-2.047983408×10^0
3.925190000×10^-1,2.275315046×10^0,8.056135178×10^-1,-2.000831366×10^0
4.024690000×10^-1,2.374589205×10^0,8.411696553×10^-1,-1.931680918×10^0
4.124180000×10^-1,2.452744961×10^0,9.453165531×10^-1,-1.828164458×10^0
4.223670000×10^-1,2.523963451×10^0,1.082512856×10^0,-1.682703972×10^0
4.323170000×10^-1,2.598277569×10^0,1.139509916×10^0,-1.513965726×10^0
4.422660000×10^-1,2.650024176×10^0,1.216848612×10^0,-1.354139686×10^0
4.522160000×10^-1,2.539389133×10^0,1.427625656×10^0,-1.189100504×10^0
4.621650000×10^-1,2.229381561×10^0,1.592243671×10^0,-9.979676008×10^-1
4.721140000×10^-1,1.869941115×10^0,1.704910755×10^0,-7.863237858×10^-1
4.820640000×10^-1,1.602114201×10^0,1.863644838×10^0,-5.827855468×10^-1
4.920130000×10^-1,1.396158814×10^0,2.168405294×10^0,-4.136597514×10^-1
5.019630000×10^-1,1.250140071×10^0,2.505960464×10^0,-2.831760347×10^-1
5.119120000×10^-1,1.147451043×10^0,2.877405643×10^0,-1.684237570×10^-1
5.218610000×10^-1,1.116809964×10^0,3.151005268×10^0,-2.883736044×10^-2
5.318110000×10^-1,1.150993705×10^0,3.294015646×10^0,1.582307220×10^-1
5.417600000×10^-1,1.201286674×10^0,3.347769737×10^0,3.539536297×10^-1
5.517090000×10^-1,1.321581483×10^0,3.259870529×10^0,4.118046761×10^-1
5.616590000×10^-1,1.422439337×10^0,3.084360600×10^0,2.065290064×10^-1
5.716080000×10^-1,1.415170431×10^0,2.730841875×10^0,-2.420156449×10^-1
5.815580000×10^-1,1.289259672×10^0,2.179811954×10^0,-7.647497058×10^-1
5.915070000×10^-1,1.131450891×10^0,1.517962813×10^0,-1.160773873×10^0
6.014560000×10^-1,9.861310720×10^-1,9.467666745×10^-1,-1.294965506×10^0
6.114060000×10^-1,8.758407235×10^-1,6.791760921×10^-1,-1.235141397×10^0
6.213550000×10^-1,9.159050584×10^-1,6.620133519×10^-1,-1.055186272×10^0
6.313050000×10^-1,1.036048651×10^0,8.012035489×10^-1,-7.976342440×10^-1
6.412540000×10^-1,1.131640673×10^0,9.015386701×10^-1,-5.007697940×10^-1
6.512030000×10^-1,1.217228413×10^0,8.217369914×10^-1,-1.897775978×10^-1
6.611530000×10^-1,1.315096617×10^0,7.815735936×10^-1,8.637223393×10^-2
6.711020000×10^-1,1.417304397×10^0,7.611636519×10^-1,2.853604853×10^-1
6.810510000×10^-1,1.496652961×10^0,6.638122797×10^-1,4.142899513×10^-1
6.910010000×10^-1,1.514278412×10^0,6.278423667×10^-1,5.091708899×10^-1
7.009500000×10^-1,1.445218921×10^0,5.258294344×10^-1,5.517697334×10^-1
7.109000000×10^-1,1.226074100×10^0,2.357178777×10^-1,5.535111427×10^-1
7.208490000×10^-1,8.789315820×10^-1,-1.388639808×10^-1,5.068954825×10^-1
7.307980000×10^-1,5.114874840×10^-1,-5.515853763×10^-1,4.843779802×10^-1
7.407480000×10^-1,2.132353187×10^-1,-9.683000445×10^-1,5.218188167×10^-1
7.506972500×10^-1,1.779822558×10^-1,-1.125854969×10^0,5.484240651×10^-1
7.606462500×10^-1,3.996779025×10^-1,-9.294018745×10^-1,5.378172398×10^-1
7.705962500×10^-1,7.125394344×10^-1,-6.201242208×10^-1,5.231273174×10^-1
7.805452500×10^-1,9.936978221×10^-1,-4.178563654×10^-1,5.135010481×10^-1
7.904952500×10^-1,1.130225062×10^0,-4.641994238×10^-1,5.861340165×10^-1
8.004442500×10^-1,1.294608712×10^0,-7.038521767×10^-1,7.500010133×10^-1
8.103932500×10^-1,1.477894902×10^0,-9.384506941×10^-1,1.000684261×10^0
8.203432500×10^-1,1.679625273×10^0,-7.996222377×10^-1,1.292726159×10^0
8.302922500×10^-1,1.837018967×10^0,-3.946065903×10^-1,1.726953268×10^0
8.402422500×10^-1,1.943543196×10^0,7.841546088×10^-3,2.124048948×10^0
8.501912500×10^-1,1.858421683×10^0,3.244619668×10^-1,2.471327782×10^0
8.601402500×10^-1,1.758151531×10^0,8.147972822×10^-1,2.763651609×10^0
8.700902500×10^-1,1.674074411×10^0,1.093171954×10^0,3.013721466×10^0
8.800392500×10^-1,1.438748956×10^0,1.246697068×10^0,3.218373060×10^0
8.899892500×10^-1,1.254696131×10^0,1.539990902×10^0,3.322532177×10^0
8.999382500×10^-1,1.258560896×10^0,1.609247684×10^0,3.414501905×10^0
9.098872500×10^-1,1.389213800×10^0,1.555559397×10^0,3.513804674×10^0
9.198372500×10^-1,1.755174398×10^0,1.201225042×10^0,3.552466154×10^0
9.297862500×10^-1,2.067340612×10^0,1.030166388×10^0,3.430476904×10^0
9.397352500×10^-1,2.382462978×10^0,7.380596995×10^-1,3.262319088×10^0
9.496852500×10^-1,2.554642677×10^0,5.214365125×10^-1,3.299712658×10^0
9.596342500×10^-1,2.331385136×10^0,7.819921970×10^-1,3.660676003×10^0
9.695842500×10^-1,1.515757918×10^0,1.892867535×10^-1,4.144724846×10^0
9.795332500×10^-1,5.225751400×10^-1,-1.611608863×10^0,4.215224743×10^0
9.894822500×10^-1,6.091551110×10^-2,-2.195833921×10^0,3.904830217×10^0
9.994322500×10^-1,1.728961021×10^-1,-2.127499104×10^0,3.450035095×10^0
1.009381250×10^0,2.970735729×10^-1,-2.275034189×10^0,3.406243086×10^0
1.019330250×10^0,1.965538859×10^-1,-2.941720963×10^0,3.460913658×10^0
