"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.182118333×10^-1,-4.957091675×10^0,5.431006165×10^0,7.388635254×10^0
4.281608333×10^-1,-4.976850586×10^0,5.256768494×10^0,6.661896515×10^0
4.381108333×10^-1,-5.088218994×10^0,4.940476227×10^0,5.608387299×10^0
4.480608333×10^-1,-6.010750580×10^0,4.247417450×10^0,4.018393707×10^0
4.580098333×10^-1,-7.586523743×10^0,3.252137146×10^0,2.860850830×10^0
4.679598333×10^-1,-7.305108948×10^0,3.084186401×10^0,2.671943665×10^0
4.779092083×10^-1,-7.101981354×10^0,3.758833466×10^0,2.873574371×10^0
4.878592083×10^-1,-8.406668243×10^0,4.335733795×10^0,2.670297089×10^0
4.978082083×10^-1,-9.566755829×10^0,4.488266602×10^0,2.017354889×10^0
5.077582083×10^-1,-9.324858856×10^0,4.610262909×10^0,1.611997833×10^0
5.177072083×10^-1,-8.503367157×10^0,5.014871521×10^0,1.000818787×10^0
5.276572083×10^-1,-7.688012695×10^0,5.829477539×10^0,8.771759033×10^-2
5.376062083×10^-1,-6.177803192×10^0,7.908803558×10^0,-8.032296753×10^-1
5.475562083×10^-1,-4.821773071×10^0,9.795180817×10^0,-2.341430969×10^0
5.575052083×10^-1,-4.644841003×10^0,9.978399811×10^0,-3.517086182×10^0
5.674552083×10^-1,-5.057233429×10^0,8.900042267×10^0,-3.502117310×10^0
5.774052083×10^-1,-5.549409943×10^0,7.877069550×10^0,-2.675985260×10^0
5.873542083×10^-1,-6.173611908×10^0,7.147486725×10^0,-2.004182281×10^0
5.973042083×10^-1,-6.842870178×10^0,6.672973480×10^0,-1.588945770×10^0
6.072532083×10^-1,-7.668553162×10^0,6.040239258×10^0,-1.315464478×10^0
6.172032083×10^-1,-8.359665985×10^0,5.509443054×10^0,-9.096583557×10^-1
6.271522083×10^-1,-8.796158295×10^0,4.690945129×10^0,-1.694476318×10^-1
6.371022083×10^-1,-9.203610992×10^0,4.017794952×10^0,4.224215698×10^-1
6.470512083×10^-1,-9.067843323×10^0,3.848946075×10^0,7.746391296×10^-1
6.570012083×10^-1,-8.672066345×10^0,3.842060394×10^0,1.399290161×10^0
6.669502083×10^-1,-8.229885864×10^0,4.130061493×10^0,2.664159851×10^0
6.769002083×10^-1,-8.159831543×10^0,4.844825134×10^0,3.896098022×10^0
6.868502083×10^-1,-8.058641968×10^0,5.704637146×10^0,5.231321411×10^0
6.967992083×10^-1,-7.888445892×10^0,6.111042023×10^0,6.520740051×10^0
7.067492083×10^-1,-7.592810669×10^0,7.229216766×10^0,6.797215118×10^0
7.166982083×10^-1,-6.967860260×10^0,8.173303528×10^0,5.859115906×10^0
7.266482083×10^-1,-6.439459076×10^0,7.911797333×10^0,4.677922211×10^0
7.365972083×10^-1,-6.052813110×10^0,7.201674042×10^0,3.052452393×10^0
7.465472083×10^-1,-6.261329498×10^0,6.433172150×10^0,9.226812744×10^-1
7.564962083×10^-1,-6.723119202×10^0,7.890691223×10^0,-1.663041687×10^-1
7.664462083×10^-1,-6.533912659×10^0,7.788004761×10^0,-1.868115234×10^-1
7.763952083×10^-1,-6.533463593×10^0,7.428751831×10^0,-5.538482666×10^-2
7.863452083×10^-1,-6.782845001×10^0,6.921157379×10^0,6.123765564×10^-1
7.962942083×10^-1,-7.571854248×10^0,6.355184326×10^0,1.326691132×10^0
8.062442083×10^-1,-8.184829559×10^0,5.740412750×10^0,2.036814423×10^0
8.161942083×10^-1,-8.472231903×10^0,4.871769104×10^0,2.476300507×10^0
8.261432083×10^-1,-9.026828613×10^0,4.000730438×10^0,2.495011597×10^0
8.360932083×10^-1,-9.648336182×10^0,3.446433105×10^0,2.243983612×10^0
8.460422083×10^-1,-1.022613464×10^1,3.101400604×10^0,1.863325195×10^0
8.559922083×10^-1,-1.046967819×10^1,2.930007019×10^0,1.556313629×10^0
8.659412083×10^-1,-9.978250122×10^0,3.331472168×10^0,1.180894318×10^0
8.758912083×10^-1,-9.674681396×10^0,4.302203522×10^0,5.942642212×10^-1
8.858402083×10^-1,-9.351653137×10^0,5.003644867×10^0,-3.817062378×10^-2
8.957902083×10^-1,-8.832832031×10^0,5.265450439×10^0,-5.953120422×10^-1
9.057392083×10^-1,-8.474926300×10^0,5.243895264×10^0,-1.105900269×10^0
9.156892083×10^-1,-8.175249481×10^0,5.514682159×10^0,-1.262774048×10^0
9.256392083×10^-1,-7.981103210×10^0,5.973478088×10^0,-1.144969025×10^0
9.355882083×10^-1,-7.585625610×10^0,6.046675873×10^0,-8.119116211×10^-1
9.455382083×10^-1,-7.658673706×10^0,5.945486298×10^0,-5.379812622×10^-1
9.554872083×10^-1,-8.225095825×10^0,5.488336945×10^0,-2.299218750×10^-1
9.654372083×10^-1,-8.701405334×10^0,5.171894989×10^0,-1.686991882×10^-1
9.753862083×10^-1,-8.915011139×10^0,4.668192444×10^0,-2.865042114×10^-1
9.853362083×10^-1,-9.010961609×10^0,3.966601410×10^0,-6.572831726×10^-1
9.952852083×10^-1,-9.446855164×10^0,3.541186066×10^0,-1.158291321×10^0
1.005235208×10^0,-9.842632141×10^0,2.914439392×10^0,-1.022673340×10^0
1.015184208×10^0,-9.511221313×10^0,2.458936615×10^0,-4.641847229×10^-1
1.025134208×10^0,-8.872050476×10^0,2.778372345×10^0,-3.174897766×10^-1
1.035083208×10^0,-8.766370239×10^0,3.135679321×10^0,-2.290237427×10^-1
1.045033208×10^0,-8.288264465×10^0,2.921923828×10^0,4.385879517×10^-1
1.054983208×10^0,-7.856262817×10^0,3.835623779×10^0,4.903802490×10^-1
1.064932208×10^0,-7.906857605×10^0,4.755610657×10^0,3.430865479×10^-1
1.074882208×10^0,-7.875123596×10^0,3.544179840×10^0,7.235952759×10^-1
1.084831208×10^0,-7.655979309×10^0,1.494192810×10^0,9.401948547×10^-1
1.094781208×10^0,-7.767198029×10^0,1.167871399×10^0,1.589694214×10^-1
1.104730208×10^0,-7.713010712×10^0,1.640289001×10^0,-9.373507690×10^-1
1.114680208×10^0,-8.562943268×10^0,2.439028015×10^0,-4.839436340×10^-1
1.124629208×10^0,-9.330397339×10^0,1.737736359×10^0,-1.218466187×10^-1
1.134579208×10^0,-9.765991516×10^0,1.778302002×10^0,-8.351133728×10^-1
1.144528208×10^0,-1.044183609×10^1,2.680775299×10^0,-8.987310791×10^-1
1.154478208×10^0,-1.115525253×10^1,3.626957703×10^0,-9.006770325×10^-1
1.164427208×10^0,-1.021460861×10^1,4.646936646×10^0,-1.639540558×10^0
1.174377208×10^0,-9.612261200×10^0,5.065915375×10^0,-1.336570587×10^0
1.184327208×10^0,-1.005653732×10^1,4.135150909×10^0,-1.557960205×10^0
1.194276208×10^0,-9.678872681×10^0,3.325933685×10^0,-2.125879211×10^0
1.204226208×10^0,-8.585995331×10^0,3.014880524×10^0,-2.548899536×10^0
1.214175208×10^0,-6.278992767×10^0,2.310445404×10^0,-2.460134125×10^0
1.224125208×10^0,-3.828289032×10^0,7.716453552×10^-1,-1.556762695×10^0
1.234074208×10^0,-2.578388214×10^0,2.653831329×10^0,-8.749305725×10^-1
1.244024208×10^0,2.008822632×10^-1,5.351970520×10^0,4.688250732×10^-1
1.253973208×10^0,1.602866821×10^0,5.572312317×10^0,1.062640228×10^0
1.263923208×10^0,2.385589142×10^0,5.979315948×10^0,6.301895142×10^-1
1.273872208×10^0,2.465373230×10^-1,7.249873810×10^0,-1.248254242×10^0
1.283822208×10^0,-4.693639526×10^0,8.699309692×10^0,-4.549638977×10^0
1.293771208×10^0,-6.182144165×10^-2,9.807006226×10^0,-4.673281860×10^0
1.303721208×10^0,1.916165314×10^0,9.400301971×10^0,-2.937042389×10^0
1.313671208×10^0,-1.017134857×10^0,8.052355042×10^0,-2.430495758×10^0
1.323620208×10^0,-3.754193115×10^-1,6.533164215×10^0,-1.577569427×10^0
1.333570208×10^0,1.938768311×10^0,6.479126587×10^0,-1.166823578×10^0
1.343519208×10^0,2.915786591×10^0,7.468718719×10^0,-1.441053314×10^0
1.353469208×10^0,3.596421204×10^0,9.363179169×10^0,-2.125130768×10^0
1.363418208×10^0,4.634213104×10^0,1.221804245×10^1,-2.604284363×10^0
1.373368208×10^0,5.629044342×10^0,1.909519135×10^1,-1.374890900×10^0
1.383317208×10^0,7.003037109×10^0,3.326382751×10^1,2.735561371×10^0
1.393267208×10^0,6.519243164×10^0,3.919973373×10^1,3.014581146×10^0
1.403216208×10^0,9.270222473×10^-1,3.180675751×10^1,1.775308228×10^-1
1.413166208×10^0,-3.305576019×10^0,2.314576813×10^1,-2.683320007×10^0
1.423116208×10^0,-5.051694946×10^0,1.582000214×10^1,-4.650978241×10^0
1.433065208×10^0,-5.707181854×10^0,1.064616119×10^1,-5.301675110×10^0
1.443015208×10^0,-5.652994537×10^0,8.093968506×10^0,-4.398752747×10^0
1.452964208×10^0,-4.838987274×10^0,6.798712006×10^0,-2.849175110×10^0
1.462914208×10^0,-3.718716888×10^0,6.038892059×10^0,-1.840871887×10^0
1.472863208×10^0,-2.112856293×10^0,5.968837738×10^0,-1.190773773×10^0
1.482813333×10^0,-8.650511169×10^-1,6.200855255×10^0,-7.662565613×10^-1
1.492762333×10^0,-1.483415222×10^-1,6.368207245×10^0,-7.472460938×10^-1
1.502712333×10^0,3.932322693×10^-1,6.545139313×10^0,-9.023236084×10^-1
1.512661333×10^0,7.824229431×10^-1,6.913074188×10^0,-1.120420074×10^0
1.522611333×10^0,1.059197388×10^0,7.645201721×10^0,-1.338965607×10^0
1.532560333×10^0,1.233285370×10^0,8.741372223×10^0,-1.636696472×10^0
1.542510333×10^0,1.097817078×10^0,1.000235001×10^1,-2.116299133×10^0
1.552460333×10^0,6.114784241×10^-1,1.074226135×10^1,-2.642155609×10^0
1.562409333×10^0,-3.121009827×10^-1,1.076112213×10^1,-3.042872314×10^0
1.572359333×10^0,-1.251547394×10^0,1.048404831×10^1,-3.325185242×10^0
1.582308333×10^0,-1.868115234×10^0,1.009650421×10^1,-3.568878479×10^0
1.592258333×10^0,-2.153272247×10^0,9.577982483×10^0,-3.808979187×10^0
1.602207333×10^0,-2.116897888×10^0,9.097481689×10^0,-3.817810822×10^0
1.612157333×10^0,-2.055824890×10^0,8.745114441×10^0,-3.720064087×10^0
1.622106333×10^0,-1.961970062×10^0,8.727600861×10^0,-3.637735291×10^0
1.632056333×10^0,-1.804796906×10^0,8.867709503×10^0,-3.611988831×10^0
1.642005333×10^0,-1.766775970×10^0,8.965755615×10^0,-3.509302368×10^0
1.651955333×10^0,-1.641336823×10^0,9.355994110×10^0,-3.277135162×10^0
1.661904333×10^0,-1.564396820×10^0,9.796977081×10^0,-3.122207336×10^0
1.671854333×10^0,-1.790726166×10^0,9.833351440×10^0,-3.089724884×10^0
1.681804333×10^0,-2.106719055×10^0,9.588909760×10^0,-3.228336639×10^0
1.691753333×10^0,-2.343825989×10^0,9.345366211×10^0,-3.406915283×10^0
1.701703333×10^0,-2.357297974×10^0,9.310638428×10^0,-3.695365448×10^0
1.711652333×10^0,-2.429447937×10^0,9.226513367×10^0,-4.201612701×10^0
1.721602333×10^0,-2.555485840×10^0,9.196425934×10^0,-4.693340149×10^0
1.731551333×10^0,-2.449206848×10^0,8.964408417×10^0,-4.735103302×10^0
1.741501333×10^0,-2.536475372×10^0,8.304879913×10^0,-4.909340973×10^0
1.751450333×10^0,-2.666554871×10^0,7.636819153×10^0,-5.067412262×10^0
1.761400333×10^0,-2.908152466×10^0,6.952442322×10^0,-5.007985840×10^0
1.771349333×10^0,-3.315754852×10^0,6.209836578×10^0,-4.978946228×10^0
1.781299333×10^0,-3.574866028×10^0,5.699098663×10^0,-4.831951904×10^0
1.791248333×10^0,-3.870052185×10^0,5.335953827×10^0,-4.969366150×10^0
1.801198333×10^0,-4.206851807×10^0,5.099595337×10^0,-5.275329895×10^0
1.811148333×10^0,-4.876858521×10^0,4.870870972×10^0,-5.399272156×10^0
1.821097333×10^0,-5.488636322×10^0,4.727918243×10^0,-5.422773285×10^0
1.831047333×10^0,-6.260281677×10^0,4.693340149×10^0,-5.418132935×10^0
1.840996333×10^0,-6.887477417×10^0,4.591102753×10^0,-5.223537598×10^0
1.850946333×10^0,-7.481292572×10^0,4.427642670×10^0,-4.897216187×10^0
1.860895333×10^0,-8.001311188×10^0,4.308191071×10^0,-4.781506805×10^0
1.870845333×10^0,-8.372239838×10^0,4.154011688×10^0,-4.805756378×10^0
1.880794333×10^0,-8.687334595×10^0,4.154760132×10^0,-4.827012177×10^0
1.890744333×10^0,-8.869505768×10^0,4.140689392×10^0,-4.750371552×10^0
1.900693333×10^0,-8.821755066×10^0,4.039799194×10^0,-4.597838745×10^0
1.910643333×10^0,-8.310418396×10^0,4.035607910×10^0,-4.474345551×10^0
1.920592333×10^0,-7.123835907×10^0,4.224215698×10^0,-4.483925629×10^0
1.930542333×10^0,-6.389762421×10^0,4.526736603×10^0,-4.549938354×10^0
1.940491333×10^0,-5.986051941×10^0,4.898413696×10^0,-4.629273376×10^0
1.950441333×10^0,-5.620063019×10^0,5.425168304×10^0,-4.673132172×10^0
1.960391333×10^0,-5.231171722×10^0,6.126160583×10^0,-4.797224121×10^0
1.970340333×10^0,-4.804409180×10^0,6.726711731×10^0,-4.915478210×10^0
1.980290333×10^0,-4.609364777×10^0,7.261399841×10^0,-5.018164673×10^0
1.990239333×10^0,-4.552632751×10^0,7.730524292×10^0,-5.129533081×10^0
2.000189333×10^0,-4.484674072×10^0,8.099057922×10^0,-5.166805573×10^0
2.010138333×10^0,-4.469256134×10^0,8.329129486×10^0,-5.086572418×10^0
2.020088333×10^0,-4.541705475×10^0,8.509803772×10^0,-4.988376617×10^0
2.030037333×10^0,-4.606820068×10^0,8.776848450×10^0,-4.989574127×10^0
2.039987333×10^0,-4.852758636×10^0,9.079069977×10^0,-4.993615723×10^0
2.049936333×10^0,-5.298232269×10^0,9.491013336×10^0,-5.041965179×10^0
2.059886333×10^0,-5.769452362×10^0,1.008991791×10^1,-4.935686188×10^0
2.069835333×10^0,-6.294859772×10^0,1.106948090×10^1,-4.445904694×10^0
2.079785333×10^0,-6.641389160×10^0,1.252849686×10^1,-3.768114166×10^0
2.089735333×10^0,-6.801855469×10^0,1.412223267×10^1,-3.228785706×10^0
2.099684333×10^0,-6.516548767×10^0,1.516301834×10^1,-2.884501648×10^0
2.109634333×10^0,-5.522465973×10^0,1.510134659×10^1,-2.321073303×10^0
2.119583333×10^0,-3.968697052×10^0,1.365999390×10^1,-1.809137878×10^0
2.129533333×10^0,-2.411185913×10^0,1.147872986×10^1,-1.741029510×10^0
2.139482333×10^0,-1.387764130×10^0,9.350605316×10^0,-1.794767761×10^0
2.149432333×10^0,-6.756948853×10^-1,7.871531067×10^0,-1.842668152×10^0
2.159381333×10^0,-2.338137817×10^-1,6.978039093×10^0,-1.735191650×10^0
2.169331333×10^0,9.879455566×10^-3,6.499933319×10^0,-1.507664795×10^0
2.179280333×10^0,3.158432007×10^-2,6.369853821×10^0,-1.287772064×10^0
2.189230333×10^0,-1.544787598×10^-1,6.498137054×10^0,-1.063837738×10^0
2.199179333×10^0,-6.185137939×10^-1,6.838529205×10^0,-8.514294434×10^-1
2.209129333×10^0,-1.332978058×10^0,7.292235718×10^0,-6.477030945×10^-1
2.219079333×10^0,-1.920655975×10^0,7.859555969×10^0,-5.539979553×10^-1
2.229028333×10^0,-2.297272797×10^0,8.487949219×10^0,-4.391867065×10^-1
2.238978333×10^0,-2.526296539×10^0,9.102421417×10^0,-3.029699707×10^-1
2.248927333×10^0,-2.714305573×10^0,9.716893616×10^0,-2.088157654×10^-1
2.258877333×10^0,-2.815644836×10^0,1.022029678×10^1,-2.424957275×10^-1
2.268826333×10^0,-2.887645111×10^0,1.049093399×10^1,-4.878355408×10^-1
2.278776333×10^0,-2.943628693×10^0,1.053883438×10^1,-1.027014313×10^0
2.288725333×10^0,-2.780617676×10^0,1.025367737×10^1,-1.715432739×10^0
2.298675333×10^0,-2.353855133×10^0,9.806706848×10^0,-2.202070770×10^0
2.308624333×10^0,-1.851050720×10^0,9.576784973×10^0,-2.612517242×10^0
2.318574333×10^0,-1.410666504×10^0,9.552535400×10^0,-2.883753204×10^0
2.328523333×10^0,-1.144669647×10^0,9.671837311×10^0,-2.840044098×10^0
2.338473333×10^0,-1.064137115×10^0,9.916428680×10^0,-2.590063934×10^0
2.348423333×10^0,-1.135089569×10^0,1.004995102×10^1,-2.136207733×10^0
2.358372333×10^0,-1.377734985×10^0,1.016161880×10^1,-1.712438965×10^0
2.368322333×10^0,-1.705104218×10^0,1.015712814×10^1,-1.468745728×10^0
2.378271333×10^0,-2.056423645×10^0,1.001627106×10^1,-1.444795532×10^0
2.388221333×10^0,-2.405198364×10^0,9.768835602×10^0,-1.614243164×10^0
2.398170333×10^0,-2.766846313×10^0,9.402696991×10^0,-1.834285583×10^0
2.408120333×10^0,-3.002156982×10^0,8.996142426×10^0,-1.969903564×10^0
2.418069333×10^0,-3.200943604×10^0,8.532855835×10^0,-2.077380066×10^0
2.428019333×10^0,-3.272794189×10^0,7.992629242×10^0,-2.088606720×10^0
2.437968333×10^0,-3.254232788×10^0,7.507338409×10^0,-1.871857452×10^0
2.447918333×10^0,-3.239712982×10^0,7.182663574×10^0,-1.410816193×10^0
2.457867333×10^0,-3.145558777×10^0,6.977140961×10^0,-8.009843445×10^-1
2.467817333×10^0,-2.955454102×10^0,6.811285858×10^0,-3.406915283×10^-1
2.477765958×10^0,-2.604134674×10^0,6.787185974×10^0,-1.228944397×10^-1
2.487715958×10^0,-2.266586609×10^0,6.825356598×10^0,-3.861968994×10^-2
2.497665958×10^0,-2.044448547×10^0,6.885082397×10^0,-2.963836670×10^-2
2.507614958×10^0,-1.928589478×10^0,6.911277924×10^0,3.637435913×10^-2
2.517564958×10^0,-1.945354614×10^0,7.008276215×10^0,-1.197509766×10^-3
2.527513958×10^0,-1.897154846×10^0,7.177723846×10^0,-1.616638184×10^-1
2.537463958×10^0,-1.934127960×10^0,7.440726929×10^0,-7.009922791×10^-1
2.547412958×10^0,-2.117646332×10^0,7.880961456×10^0,-1.365161133×10^0
2.557362958×10^0,-2.098336487×10^0,8.248596954×10^0,-1.802551575×10^0
2.567311958×10^0,-2.021396484×10^0,8.564889221×10^0,-2.096989288×10^0
2.577261958×10^0,-2.052382050×10^0,8.867260437×10^0,-2.402503967×10^0
2.587210958×10^0,-2.204465790×10^0,9.122330017×10^0,-2.552941132×10^0
2.597160958×10^0,-2.492167511×10^0,9.399104462×10^0,-2.474204865×10^0
2.607109958×10^0,-2.959196320×10^0,9.770182800×10^0,-2.342329102×10^0
2.617059958×10^0,-3.359314270×10^0,1.015203873×10^1,-2.161056061×10^0
2.627009958×10^0,-3.613336029×10^0,1.062176193×10^1,-2.002535706×10^0
2.636958958×10^0,-3.788471832×10^0,1.133577713×10^1,-1.803000641×10^0
2.646908958×10^0,-3.903732147×10^0,1.212852859×10^1,-1.653910675×10^0
2.656857958×10^0,-4.043541412×10^0,1.281095947×10^1,-1.647623749×10^0
2.666807958×10^0,-4.126618652×10^0,1.334474945×10^1,-1.710942078×10^0
2.676756958×10^0,-4.027524719×10^0,1.370265518×10^1,-1.806293793×10^0
2.686706958×10^0,-3.916156311×10^0,1.388542511×10^1,-1.870360565×10^0
2.696655958×10^0,-3.691922607×10^0,1.427296921×10^1,-1.803749084×10^0
2.706605958×10^0,-3.564986572×10^0,1.461725327×10^1,-1.626068573×10^0
2.716554958×10^0,-3.462449799×10^0,1.509266464×10^1,-1.274150391×10^0
2.726504958×10^0,-3.428320770×10^0,1.549023788×10^1,-8.660989380×10^-1
2.736453958×10^0,-3.625909882×10^0,1.558813431×10^1,-5.554948425×10^-1
2.746403958×10^0,-3.928281097×10^0,1.540461594×10^1,-2.784210205×10^-1
2.756352958×10^0,-4.201912079×10^0,1.459180618×10^1,1.781295776×10^-2
2.766302958×10^0,-4.017046509×10^0,1.328517334×10^1,2.377056885×10^-1
2.776252958×10^0,-3.493734741×10^0,1.190788742×10^1,3.617976379×10^-1
2.786201958×10^0,-3.060086517×10^0,1.062999481×10^1,3.751199341×10^-1
2.796151958×10^0,-2.759960632×10^0,9.696835327×10^0,3.932322693×10^-1
2.806100958×10^0,-2.548450470×10^0,9.024882660×10^0,4.517605591×10^-1
2.816050958×10^0,-2.248174896×10^0,8.476273499×10^0,6.108796692×10^-1
2.825999958×10^0,-1.905088348×10^0,8.044720917×10^0,7.806266785×10^-1
2.835949958×10^0,-1.643282776×10^0,7.646249542×10^0,8.065228271×10^-1
2.845898958×10^0,-1.425785065×10^0,7.252568207×10^0,7.447013855×10^-1
2.855848958×10^0,-1.286424866×10^0,7.019652557×10^0,6.824308777×10^-1
2.865797958×10^0,-1.229992218×10^0,6.995702362×10^0,6.378236389×10^-1
2.875747958×10^0,-1.193767548×10^0,7.285948792×10^0,6.239025879×10^-1
2.885696958×10^0,-1.077908478×10^0,8.049810333×10^0,7.686515808×10^-1
2.895646958×10^0,-1.113235016×10^0,8.823551331×10^0,8.122109985×10^-1
2.905596958×10^0,-1.711391144×10^0,9.312734070×10^0,7.667056274×10^-1
2.915545958×10^0,-2.480791168×10^0,9.408235474×10^0,7.021897888×10^-1
2.925495958×10^0,-3.176544342×10^0,9.231004028×10^0,4.203259277×10^-1
2.935444958×10^0,-3.678300934×10^0,9.001830597×10^0,-2.198927307×10^-1
2.945394958×10^0,-3.765868835×10^0,8.701704712×10^0,-1.319206696×10^0
2.955343958×10^0,-3.457360382×10^0,8.060887299×10^0,-2.720742188×10^0
2.965293958×10^0,-2.911595306×10^0,7.699688416×10^0,-4.492008820×10^0
2.975242958×10^0,-2.169288940×10^0,7.664511566×10^0,-5.364394684×10^0
2.985192958×10^0,-1.312770081×10^0,7.344776459×10^0,-4.541406097×10^0
2.995141958×10^0,-8.589138794×10^-1,7.123536530×10^0,-3.323089600×10^0
3.005091958×10^0,-8.211923218×10^-1,6.995552673×10^0,-2.316732330×10^0
3.015040958×10^0,-1.137035522×10^0,7.021598511×10^0,-1.538201294×10^0
3.024990958×10^0,-1.646426239×10^0,7.148384857×10^0,-8.518785095×10^-1
3.034939958×10^0,-1.952090607×10^0,7.709717560×10^0,-4.866380310×10^-1
3.044889958×10^0,-1.851948853×10^0,8.722810822×10^0,-4.754113770×10^-1
3.054839958×10^0,-2.240989838×10^0,8.602012024×10^0,-7.726931763×10^-1
3.064788958×10^0,-2.675536194×10^0,8.297245789×10^0,-1.627116394×10^0
3.074738958×10^0,-2.875370636×10^0,8.269852753×10^0,-2.732717285×10^0
3.084687958×10^0,-2.925666046×10^0,8.180488586×10^0,-3.628454590×10^0
3.094637958×10^0,-3.081042938×10^0,8.006250916×10^0,-4.299958191×10^0
3.104586958×10^0,-3.350782013×10^0,7.862549744×10^0,-4.630919952×10^0
3.114536958×10^0,-3.574566650×10^0,7.719447327×10^0,-4.481530609×10^0
3.124485958×10^0,-3.580554199×10^0,7.580386505×10^0,-4.132755890×10^0
3.134435958×10^0,-3.565884705×10^0,7.342381439×10^0,-3.773502960×10^0
3.144384958×10^0,-3.782933350×10^0,7.168742523×10^0,-3.565435638×10^0
3.154334958×10^0,-4.166136475×10^0,6.863826599×10^0,-3.376079407×10^0
3.164283958×10^0,-4.379891968×10^0,6.617289276×10^0,-3.307671661×10^0
3.174233958×10^0,-4.656367035×10^0,6.376889191×10^0,-3.284469910×10^0
3.184182958×10^0,-4.888683929×10^0,6.209686890×10^0,-3.287912750×10^0
3.194132958×10^0,-5.102439423×10^0,6.108946381×10^0,-3.301833801×10^0
3.204082958×10^0,-5.283712463×10^0,6.067482605×10^0,-3.326532440×10^0
3.214031958×10^0,-5.339097290×10^0,6.129154358×10^0,-3.427871704×10^0
3.223981958×10^0,-5.060077515×10^0,6.327491913×10^0,-3.501967621×10^0
3.233930958×10^0,-4.384232941×10^0,6.596482544×10^0,-3.525019684×10^0
3.243880958×10^0,-4.027824097×10^0,6.942562866×10^0,-3.550167389×10^0
3.253829958×10^0,-3.904480591×10^0,7.277266846×10^0,-3.566932526×10^0
3.263779958×10^0,-3.955225067×10^0,7.531438293×10^0,-3.507805481×10^0
