"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.899374583×10^-1,-8.917555847×10^0,5.210065613×10^0,5.815406799×10^-1
4.998874583×10^-1,-9.135802002×10^0,4.589456177×10^0,7.771838379×10^-1
5.098374583×10^-1,-9.060957642×10^0,4.125720520×10^0,2.832110596×10^-1
5.197874583×10^-1,-8.941805420×10^0,3.481759644×10^0,-4.845423889×10^-1
5.297374583×10^-1,-1.047401917×10^1,3.538341980×10^0,-7.381150818×10^-1
5.396874583×10^-1,-1.099523529×10^1,4.930147705×10^0,-8.428971863×10^-1
5.496374583×10^-1,-1.077983322×10^1,5.893244934×10^0,1.347198486×10^-3
5.595874583×10^-1,-1.064795746×10^1,6.044580231×10^0,5.777984619×10^-1
5.695384583×10^-1,-1.069151688×10^1,6.177354126×10^0,6.824308777×10^-1
5.794884583×10^-1,-1.098101486×10^1,6.443949738×10^0,3.005749512×10^-1
5.894384583×10^-1,-1.134356094×10^1,6.689888306×10^0,-4.505630493×10^-1
5.993884583×10^-1,-1.110525650×10^1,7.204667816×10^0,-1.725910950×10^-1
6.093384583×10^-1,-1.013976425×10^1,7.516619110×10^0,1.004860382×10^0
6.192884583×10^-1,-9.292226715×10^0,7.315587158×10^0,2.492616577×10^0
6.292384583×10^-1,-8.939859467×10^0,6.506369934×10^0,3.110082550×10^0
6.391884583×10^-1,-9.429640961×10^0,6.343658295×10^0,3.489244080×10^-1
6.491384583×10^-1,-9.650880890×10^0,6.384673004×10^0,-6.795867920×10^-1
6.590884583×10^-1,-9.557175751×10^0,6.331084442×10^0,-1.148112488×10^-1
6.690384583×10^-1,-9.402547302×10^0,5.915997620×10^0,2.803669739×10^-1
6.789884583×10^-1,-9.138197021×10^0,5.955665131×10^0,-6.436614990×10^-2
6.889384583×10^-1,-8.454568634×10^0,6.717431030×10^0,6.741979980×10^-1
6.988884583×10^-1,-7.834857330×10^0,7.250771942×10^0,1.853894806×10^0
7.088384583×10^-1,-8.115523682×10^0,7.023544464×10^0,1.883682861×10^0
7.187884583×10^-1,-8.632249146×10^0,7.089557190×10^0,1.537901917×10^0
7.287384583×10^-1,-8.627159729×10^0,8.256231079×10^0,1.706750793×10^0
7.386884583×10^-1,-8.917705536×10^0,8.623866577×10^0,1.624871063×10^0
7.486384583×10^-1,-9.090596008×10^0,8.911568298×10^0,2.001038818×10^0
7.585884583×10^-1,-8.940009155×10^0,9.050928497×10^0,2.409389648×10^0
7.685384583×10^-1,-8.754993896×10^0,8.888665924×10^0,2.133962402×10^0
7.784884583×10^-1,-8.545878754×10^0,8.739276581×10^0,1.817071381×10^0
7.884384583×10^-1,-8.239615631×10^0,8.710686035×10^0,1.383123779×10^0
7.983884583×10^-1,-7.855065308×10^0,8.626111908×10^0,9.184899902×10^-1
8.083394583×10^-1,-7.551646271×10^0,8.668174438×10^0,6.017486572×10^-1
8.182894583×10^-1,-7.384294281×10^0,8.540639648×10^0,2.796185303×10^-1
8.282394583×10^-1,-6.972500610×10^0,8.447233887×10^0,-5.987548828×10^-4
8.381894583×10^-1,-6.685996399×10^0,8.237519989×10^0,1.666035461×10^-1
8.481394583×10^-1,-6.593189392×10^0,8.043972473×10^0,5.025050354×10^-1
8.580894583×10^-1,-6.393354950×10^0,8.126750336×10^0,8.051756287×10^-1
8.680394583×10^-1,-6.368057556×10^0,7.914491730×10^0,7.291337585×10^-1
8.779894583×10^-1,-6.418352966×10^0,7.367229767×10^0,9.565109253×10^-2
8.879395833×10^-1,-6.432573395×10^0,6.635251923×10^0,-3.733236694×10^-1
8.978895833×10^-1,-6.696175232×10^0,6.140680389×10^0,8.861572266×10^-1
9.078395833×10^-1,-7.004234619×10^0,6.212231598×10^0,1.298849030×10^0
9.177895833×10^-1,-7.109914856×10^0,6.182293854×10^0,1.289718018×10^0
9.277395833×10^-1,-7.240144043×10^0,5.929020538×10^0,1.049916687×10^0
9.376895833×10^-1,-7.111561432×10^0,5.799539795×10^0,8.033793640×10^-1
9.476395833×10^-1,-7.130422211×10^0,5.918692017×10^0,7.764353943×10^-1
9.575895833×10^-1,-8.098608856×10^0,6.095175018×10^0,-3.619473267×10^-1
9.675395833×10^-1,-8.600066071×10^0,5.593418427×10^0,-1.311572571×10^0
9.774895833×10^-1,-7.035519562×10^0,6.062991943×10^0,-1.108594666×10^0
9.874395833×10^-1,-5.871091003×10^0,6.308481445×10^0,-1.059496765×10^0
9.973895833×10^-1,-5.594915314×10^0,6.366111603×10^0,-1.456770630×10^0
1.007339583×10^0,-5.244344330×10^0,6.529122620×10^0,-1.795516205×10^0
1.017289583×10^0,-5.184768219×10^0,6.428531799×10^0,-1.889221344×10^0
1.027239583×10^0,-5.310207367×10^0,6.422544250×10^0,-1.817670135×10^0
1.037189583×10^0,-5.335355072×10^0,6.422095184×10^0,-2.032772827×10^0
1.047139583×10^0,-5.176385651×10^0,6.143524475×10^0,-1.712888031×10^0
1.057090583×10^0,-4.604574738×10^0,5.682632904×10^0,-1.075214081×10^0
1.067040583×10^0,-4.700525208×10^0,5.333708496×10^0,-1.034947815×10^0
1.076990583×10^0,-5.016667786×10^0,5.331762543×10^0,-8.509803772×10^-1
1.086940583×10^0,-5.135969696×10^0,5.529201965×10^0,-4.831951904×10^-1
1.096890583×10^0,-4.957690430×10^0,5.490881653×10^0,-2.451901245×10^-1
1.106840583×10^0,-4.714745636×10^0,5.583988037×10^0,-2.004331970×10^-1
1.116790583×10^0,-4.878804474×10^0,5.749394073×10^0,-1.853146362×10^-1
1.126740583×10^0,-5.420378265×10^0,5.895639954×10^0,-3.921844482×10^-1
1.136690583×10^0,-5.805826721×10^0,6.142027588×10^0,-7.319778442×10^-1
1.146640583×10^0,-6.284830627×10^0,6.064788208×10^0,-7.441026306×10^-1
1.156590583×10^0,-6.347849579×10^0,5.726940765×10^0,-7.041357422×10^-1
1.166540583×10^0,-5.919590149×10^0,6.097270660×10^0,-1.089883575×10^0
1.176490583×10^0,-6.586303711×10^0,7.210355988×10^0,-1.634750519×10^0
1.186440583×10^0,-7.627239075×10^0,6.781198425×10^0,-1.675465851×10^0
1.196390583×10^0,-7.230563965×10^0,6.928192749×10^0,-1.773511963×10^0
1.206340583×10^0,-7.557783508×10^0,7.816595306×10^0,-1.887874146×10^0
1.216290583×10^0,-8.347241821×10^0,7.852819977×10^0,-2.631827087×10^0
1.226240583×10^0,-8.375233612×10^0,8.503067780×10^0,-2.611170044×10^0
1.236190583×10^0,-7.884404297×10^0,8.060587921×10^0,-1.980082397×10^0
1.246140583×10^0,-7.601492615×10^0,8.087232513×10^0,-1.903890839×10^0
1.256090583×10^0,-7.419471130×10^0,8.001011810×10^0,-2.033521271×10^0
1.266040583×10^0,-7.105573883×10^0,8.707692261×10^0,-2.262245636×10^0
1.275990583×10^0,-6.662644958×10^0,8.961714020×10^0,-2.285297699×10^0
1.285940583×10^0,-6.716532898×10^0,8.107141113×10^0,-2.537223816×10^0
1.295890583×10^0,-6.659202118×10^0,8.246800690×10^0,-2.171833649×10^0
1.305840583×10^0,-7.017257538×10^0,8.559500427×10^0,-2.186353455×10^0
1.315791583×10^0,-7.420518951×10^0,8.795260162×10^0,-2.062710571×10^0
1.325741583×10^0,-7.663314056×10^0,8.524323578×10^0,-1.310824127×10^0
1.335691583×10^0,-8.052504730×10^0,7.399412842×10^0,-7.782316589×10^-1
1.345641583×10^0,-7.818690948×10^0,5.235812073×10^0,-3.788621521×10^-1
1.355591583×10^0,-7.134763184×10^0,5.185366974×10^0,1.405577087×10^-1
1.365541583×10^0,-6.175857239×10^0,7.618257751×10^0,1.177900543×10^0
1.375491583×10^0,-5.739065552×10^0,8.926387482×10^0,2.553839264×10^0
1.385441583×10^0,-6.539900208×10^0,9.938732300×10^0,3.008593597×10^0
1.395391583×10^0,-8.619675293×10^0,1.008632538×10^1,3.305875397×10^0
1.405341583×10^0,-9.623487854×10^0,7.278614044×10^0,4.116739197×10^0
1.415291583×10^0,-7.322921906×10^0,6.563700714×10^0,4.819378052×10^0
1.425241583×10^0,-4.884043579×10^0,6.906637573×10^0,2.992127838×10^0
1.435191583×10^0,-4.370311890×10^0,6.653663635×10^0,1.299148407×10^0
1.445141583×10^0,-4.218078461×10^0,6.937772827×10^0,1.046024780×10^0
1.455091583×10^0,-3.437152405×10^0,7.472460938×10^0,1.256786499×10^0
1.465041583×10^0,-2.980601807×10^0,8.087082825×10^0,1.506766663×10^0
1.474991583×10^0,-2.850222931×10^0,8.488847351×10^0,1.367705841×10^0
1.484941583×10^0,-2.753074951×10^0,8.357869720×10^0,1.324445801×10^0
1.494891583×10^0,-2.456990662×10^0,8.059390411×10^0,1.473685455×10^0
1.504841583×10^0,-2.668800201×10^0,6.434669037×10^0,5.288502502×10^-1
1.514791583×10^0,-2.677631836×10^0,5.310656433×10^0,7.517367554×10^-1
1.524741583×10^0,-2.424208832×10^0,5.033881989×10^0,9.851014709×10^-1
1.534691583×10^0,-3.076552277×10^0,4.051923981×10^0,-8.512797546×10^-1
1.544641583×10^0,-3.220702515×10^0,3.953428802×10^0,-2.627785492×10^0
1.554591583×10^0,-2.986739044×10^0,3.549568634×10^0,-3.060834961×10^0
1.564541583×10^0,-2.147883453×10^0,2.721490631×10^0,-1.778152313×10^0
1.574491583×10^0,-3.095113678×10^0,3.001109161×10^0,-7.852670288×10^-1
1.584442583×10^0,-4.370611267×10^0,3.587140503×10^0,2.168989563×10^-1
1.594392583×10^0,-5.029091949×10^0,4.103716278×10^0,1.404080200×10^0
1.604342583×10^0,-5.106031952×10^0,4.056863708×10^0,2.078278198×10^0
1.614292583×10^0,-4.403842163×10^0,3.953877869×10^0,2.223176880×10^0
1.624242583×10^0,-3.920796661×10^0,3.983516235×10^0,2.195484467×10^0
1.634192583×10^0,-3.000959473×10^0,3.873794403×10^0,1.677411804×10^0
1.644142583×10^0,-2.447111206×10^0,3.991000671×10^0,1.905238037×10^0
1.654092583×10^0,-1.788331146×10^0,4.348008270×10^0,3.104095001×10^0
1.664042583×10^0,-8.812174988×10^-1,3.449726257×10^0,2.378853149×10^0
1.673992583×10^0,2.781216431×10^-1,2.507435760×10^0,6.867718506×10^-1
1.683942583×10^0,9.395960999×10^-1,1.866468658×10^0,-2.902464294×10^-1
1.693892583×10^0,1.010847931×10^0,1.784289551×10^0,-2.168989563×10^-1
1.703842583×10^0,-3.566932526×10^0,1.465692078×10^1,1.616039429×10^0
1.713792583×10^0,-7.882308655×10^0,4.182781860×10^1,4.791985016×10^0
1.723742583×10^0,1.796549057×10^1,5.208329224×10^1,-1.064735870×10^0
1.733692583×10^0,3.657928299×10^1,3.564223160×10^1,-4.607418823×10^0
1.743642583×10^0,1.010877869×10^1,1.232027985×10^1,2.792742462×10^0
1.753592583×10^0,-8.225694580×10^0,5.333708496×10^0,1.097757202×10^1
1.763542583×10^0,-1.459569809×10^1,7.418123932×10^0,1.243329483×10^1
1.773492583×10^0,-2.560275879×10^0,9.937385101×10^0,3.295696564×10^0
1.783442583×10^0,4.555776215×10^0,1.094508957×10^1,1.558558960×10^0
1.793392583×10^0,1.047970734×10^0,1.088895630×10^1,2.818788300×10^0
1.803342583×10^0,-1.492546234×10^0,1.147558640×10^1,2.924019470×10^0
1.813292583×10^0,-1.355431366×10^0,1.197135544×10^1,1.548529816×10^0
1.823242583×10^0,-1.250050507×10^0,1.292861481×10^1,2.281256104×10^-1
1.833192583×10^0,-1.988165588×10^0,1.388422760×10^1,-3.347039795×10^-1
1.843142583×10^0,-2.360591125×10^0,1.448582657×10^1,-6.149212646×10^-1
1.853092583×10^0,-1.986219635×10^0,1.465482513×10^1,-6.668632507×10^-1
1.863042583×10^0,-1.360969849×10^0,1.455647964×10^1,-4.242178345×10^-1
1.872993583×10^0,-7.274871826×10^-1,1.412552582×10^1,-1.990859985×10^-1
1.882943583×10^0,-1.375639343×10^-1,1.343516144×10^1,-2.888992310×10^-2
1.892893583×10^0,3.092568970×10^-1,1.262594421×10^1,6.990463257×10^-2
1.902843583×10^0,5.098397827×10^-1,1.161120438×10^1,2.441423035×10^-1
1.912793583×10^0,6.990463257×10^-1,1.065259781×10^1,4.246669006×10^-1
1.922743583×10^0,9.550140381×10^-1,9.790241089×10^0,7.686515808×10^-1
1.932693583×10^0,1.195414124×10^0,8.946595459×10^0,1.226848755×10^0
1.942643583×10^0,1.493294678×10^0,8.327931976×10^0,1.823957062×10^0
1.952593583×10^0,2.117945709×10^0,7.898475037×10^0,2.669997711×10^0
1.962543583×10^0,3.208428040×10^0,7.851622467×10^0,3.714375916×10^0
1.972493583×10^0,3.702251129×10^0,7.908055115×10^0,4.865482178×10^0
1.982443583×10^0,2.996319122×10^0,8.042774963×10^0,5.190456390×10^0
1.992393583×10^0,2.230811005×10^0,8.453071747×10^0,4.400099945×10^0
2.002343583×10^0,1.594184875×10^0,8.859027557×10^0,3.338357849×10^0
2.012293583×10^0,1.290017395×10^0,9.003926239×10^0,2.804867249×10^0
2.022243583×10^0,8.414002991×10^-1,9.027427368×10^0,2.504142609×10^0
2.032193583×10^0,5.514532471×10^-1,9.066196747×10^0,2.270478516×10^0
2.042143583×10^0,6.370751953×10^-1,9.153315582×10^0,2.080373840×10^0
2.052093583×10^0,6.677613831×10^-1,9.492510223×10^0,1.938768311×10^0
2.062043583×10^0,1.119521942×10^0,9.560019836×10^0,1.771566010×10^0
2.071993583×10^0,1.519340515×10^0,9.692344666×10^0,1.269510040×10^0
2.081943583×10^0,1.767823792×10^0,1.014141083×10^1,7.719447327×10^-1
2.091893583×10^0,1.825304260×10^0,1.157557846×10^1,6.508465576×10^-1
2.101843583×10^0,9.421408081×10^-1,1.234767288×10^1,7.936495972×10^-1
2.111793583×10^0,-1.514849854×10^-1,1.126886627×10^1,2.365081787×10^-1
2.121743583×10^0,-5.632786560×10^-1,1.023945694×10^1,-5.490582275×10^-1
2.131693583×10^0,-7.057823181×10^-1,9.655221863×10^0,-1.626517639×10^0
2.141643583×10^0,-1.420695648×10^0,9.360634460×10^0,-4.414619751×10^0
2.151593583×10^0,-1.449884949×10^0,8.689130859×10^0,-6.775210876×10^0
2.161543583×10^0,-4.086502075×10^-1,7.774532776×10^0,-7.928712158×10^0
2.171493583×10^0,2.877017212×10^-1,6.913373566×10^0,-6.921905823×10^0
2.181444583×10^0,8.330177307×10^-1,6.358776855×10^0,-5.316045227×10^0
2.191394583×10^0,6.629713440×10^-1,5.720204773×10^0,-4.285588074×10^0
2.201344583×10^0,5.688171387×10^-3,5.218148804×10^0,-3.485352173×10^0
2.211294583×10^0,-6.879693604×10^-1,5.135820007×10^0,-3.018023987×10^0
2.221244583×10^0,-8.472381592×10^-1,5.024601288×10^0,-2.532134399×10^0
2.231194583×10^0,-5.864804077×10^-1,4.858446808×10^0,-2.334395599×10^0
2.241144583×10^0,-4.840933228×10^-1,4.691992950×10^0,-2.148781586×10^0
2.251094583×10^0,-1.365161133×10^-1,4.610861664×10^0,-2.575993195×10^0
2.261044583×10^0,1.709445190×10^-1,4.874912567×10^0,-2.667752380×10^0
2.270994583×10^0,5.771997070×10^-1,5.114713898×10^0,-3.390000458×10^0
2.280944583×10^0,3.715274048×10^-1,5.251230011×10^0,-3.565435638×10^0
2.290894583×10^0,-1.580712891×10^-1,5.644013214×10^0,-4.140539703×10^0
2.300844583×10^0,-5.023553467×10^-1,6.137985992×10^0,-4.938979340×10^0
2.310794583×10^0,-4.906796265×10^-1,6.700366516×10^0,-5.787415009×10^0
2.320744583×10^0,-5.930667114×10^-1,7.607779541×10^0,-6.449637909×10^0
2.330694583×10^0,-9.633966064×10^-1,8.967701569×10^0,-6.614295502×10^0
2.340644583×10^0,-1.494342499×10^0,1.079180832×10^1,-6.382277985×10^0
2.350594583×10^0,-2.027982788×10^0,1.303953415×10^1,-5.922434235×10^0
2.360544583×10^0,-1.979783020×10^0,1.521705597×10^1,-5.057083740×10^0
2.370494583×10^0,-1.187779999×10^0,1.647114807×10^1,-3.853287048×10^0
2.380444583×10^0,-4.578977966×10^-1,1.606489288×10^1,-3.257975006×10^0
2.390394583×10^0,-1.589694214×10^-1,1.415321823×10^1,-3.655548248×10^0
2.400344583×10^0,-4.215234375×10^-1,1.161045593×10^1,-4.955295410×10^0
2.410294583×10^0,-7.378157043×10^-1,9.212592316×10^0,-7.231013031×10^0
2.420244583×10^0,-6.804849243×10^-1,7.284900970×10^0,-9.103020172×10^0
2.430194583×10^0,-3.812571716×10^-1,6.276448059×10^0,-9.655970306×10^0
2.440144583×10^0,-5.574407959×10^-1,5.948629761×10^0,-9.231153717×10^0
2.450094583×10^0,-8.053253174×10^-1,6.519542542×10^0,-8.727151794×10^0
2.460044583×10^0,-8.967851257×10^-1,8.078849945×10^0,-7.813900909×10^0
2.469994583×10^0,-1.018631744×10^0,1.004695724×10^1,-6.762337646×10^0
2.479944583×10^0,-1.053509216×10^0,1.209948898×10^1,-5.663023682×10^0
2.489895583×10^0,-9.081614685×10^-1,1.361433884×10^1,-4.099225616×10^0
2.499845583×10^0,-3.686833191×10^-1,1.373723328×10^1,-2.005828857×10^0
2.509795583×10^0,9.506730652×10^-1,1.246892075×10^1,-2.981799316×10^-1
2.519745583×10^0,2.719694366×10^0,1.117785553×10^1,9.159452820×10^-1
2.529695583×10^0,4.695136414×10^0,1.027373566×10^1,2.049537964×10^0
2.539645583×10^0,6.149362335×10^0,1.013362701×10^1,3.556005249×10^0
2.549595583×10^0,5.473817139×10^0,9.545500031×10^0,4.971461792×10^0
2.559545583×10^0,3.236270142×10^0,7.889194336×10^0,5.473218384×10^0
2.569495583×10^0,1.355880432×10^0,6.870562592×10^0,5.177433472×10^0
2.579445583×10^0,-2.347119141×10^-1,6.512656860×10^0,3.992347870×10^0
2.589395583×10^0,-9.595046997×10^-1,6.328988800×10^0,2.337688751×10^0
2.599345583×10^0,-1.071621552×10^0,6.036197662×10^0,9.780661011×10^-1
2.609295583×10^0,-1.067879333×10^0,5.820496216×10^0,-1.270857239×10^-1
2.619245583×10^0,-7.075785828×10^-1,6.430926819×10^0,-7.732919312×10^-1
2.629195583×10^0,7.050338745×10^-2,8.076305237×10^0,-9.921368408×10^-1
2.639145583×10^0,8.646020508×10^-1,9.768536224×10^0,-1.837129669×10^0
2.649095583×10^0,1.290915527×10^0,1.147723297×10^1,-2.431693268×10^0
2.659045583×10^0,1.246907043×10^0,1.344264587×10^1,-1.722767487×10^0
2.668995583×10^0,1.665287018×10^0,1.486723343×10^1,-5.715115356×10^-1
2.678945583×10^0,1.368005219×10^0,1.417207901×10^1,1.248852997×10^0
2.688895583×10^0,5.358856201×10^-2,1.203706879×10^1,2.462080078×10^0
2.698845583×10^0,-1.070723419×10^0,9.573940887×10^0,2.932551727×10^0
2.708795583×10^0,-1.300196228×10^0,7.549101563×10^0,1.955683136×10^0
2.718745583×10^0,-9.107061768×10^-1,6.574777679×10^0,5.117857361×10^-1
2.728695583×10^0,-2.529739380×10^-1,6.746021576×10^0,-8.846603394×10^-1
2.738645583×10^0,4.748126221×10^-1,7.222031708×10^0,-1.804497528×10^0
2.748595583×10^0,9.184899902×10^-1,7.410040741×10^0,-1.957629089×10^0
2.758545583×10^0,1.084794159×10^0,7.427254944×10^0,-1.649719391×10^0
2.768495583×10^0,1.269210663×10^0,7.612419891×10^0,-1.104852448×10^0
2.778445583×10^0,1.548380127×10^0,7.556286621×10^0,-3.505709839×10^-1
2.788395583×10^0,1.899400177×10^0,7.411537628×10^0,2.618055725×10^-1
2.798345583×10^0,1.930834808×10^0,7.217391357×10^0,8.065228271×10^-1
2.808295583×10^0,1.526824951×10^0,7.456144867×10^0,1.325343933×10^0
2.818245583×10^0,1.046473846×10^0,7.456444244×10^0,1.527274017×10^0
2.828195583×10^0,1.021326141×10^0,7.824828186×10^0,1.281036072×10^0
2.838145583×10^0,5.611830139×10^-1,8.694819031×10^0,5.623805237×10^-1
2.848096583×10^0,-9.101074219×10^-2,9.244775391×10^0,-6.704557800×10^-1
2.858046583×10^0,-2.255809021×10^-1,9.718989258×10^0,-1.992656250×10^0
2.867996583×10^0,8.382568359×10^-3,1.014350647×10^1,-2.564018097×10^0
2.877946583×10^0,1.354682922×10^-1,1.055110886×10^1,-2.061513062×10^0
2.887896375×10^0,-1.215472412×10^-1,1.087832840×10^1,-7.325765991×10^-1
2.897846375×10^0,-6.002517700×10^-1,1.122126526×10^1,8.663983154×10^-1
2.907796375×10^0,-8.074209595×10^-1,1.140972336×10^1,1.869761810×10^0
2.917746375×10^0,-7.337741089×10^-1,1.157557846×10^1,1.887425079×10^0
2.927696375×10^0,-4.707710266×10^-1,1.190339676×10^1,9.068142700×10^-1
2.937646375×10^0,-2.706372070×10^-1,1.231159790×10^1,-6.068380737×10^-1
2.947596375×10^0,-2.314187622×10^-1,1.269495071×10^1,-2.071392517×10^0
2.957546375×10^0,-2.776725769×10^-1,1.267758682×10^1,-2.913092194×10^0
2.967496375×10^0,-4.489164734×10^-1,1.238988510×10^1,-2.563269653×10^0
2.977446375×10^0,-7.429051208×10^-1,1.213421677×10^1,-1.478026428×10^0
2.987396375×10^0,-1.379082184×10^0,1.219903198×10^1,-4.668791199×10^-1
2.997346375×10^0,-2.074086914×10^0,1.271620651×10^1,-1.447489929×10^-1
3.007296375×10^0,-2.018702087×10^0,1.348395996×10^1,-3.411405945×10^-1
3.017246375×10^0,-1.293310547×10^0,1.411938858×10^1,-5.899232483×10^-1
3.027196375×10^0,-8.342152405×10^-1,1.432251617×10^1,-4.909790039×10^-1
3.037146375×10^0,-7.451504517×10^-1,1.471634720×10^1,-1.481918335×10^-2
3.047096375×10^0,-6.345304871×10^-1,1.494671814×10^1,4.843927002×10^-1
3.057046375×10^0,-4.929249573×10^-1,1.447280365×10^1,6.879693604×10^-1
3.066996375×10^0,-1.716929626×10^-1,1.343306580×10^1,5.788462830×10^-1
3.076946375×10^0,4.894821167×10^-2,1.166524200×10^1,2.983296204×10^-1
3.086896375×10^0,2.897973633×10^-1,9.866881714×10^0,2.721340942×10^-1
3.096846375×10^0,5.396278381×10^-1,8.571176147×10^0,7.442523193×10^-1
3.106796375×10^0,7.809260559×10^-1,7.955057373×10^0,1.178648987×10^0
3.116746375×10^0,1.135239258×10^0,8.079149323×10^0,9.544152832×10^-1
3.126696375×10^0,1.684896240×10^0,8.588839417×10^0,3.333567810×10^-1
3.136646375×10^0,1.975591736×10^0,9.027427368×10^0,-1.514849854×10^-1
3.146596375×10^0,1.846859436×10^0,9.285191345×10^0,-3.755690002×10^-1
3.156546375×10^0,1.568737793×10^0,9.269174652×10^0,-3.604504395×10^-1
3.166496375×10^0,1.529070282×10^0,9.228010254×10^0,-1.291813660×10^-1
3.176446375×10^0,1.635498962×10^0,9.432035980×10^0,1.799258423×10^-1
3.186396375×10^0,1.796564026×10^0,9.789043579×10^0,3.914360046×10^-1
3.196346375×10^0,2.383792877×10^0,1.020996826×10^1,6.174659729×10^-1
3.206297375×10^0,3.391048279×10^0,1.066367477×10^1,1.114731903×10^0
3.216247375×10^0,3.913162537×10^0,1.051204010×10^1,1.426683197×10^0
3.226197375×10^0,3.665876770×10^0,1.032328262×10^1,1.407822418×10^0
3.236147375×10^0,2.895877991×10^0,1.039737854×10^1,1.490300903×10^0
3.246097375×10^0,1.548829193×10^0,1.010069550×10^1,1.571132813×10^0
3.256047375×10^0,3.306623840×10^-1,9.350605316×10^0,9.125024414×10^-1
3.265997375×10^0,-7.768844604×10^-2,9.178612976×10^0,4.947212219×10^-1
3.275947375×10^0,-1.841171265×10^-1,8.741521912×10^0,1.972897339×10^-1
