"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.405438625×10^0,-1.380743729×10^1,1.114387619×10^1,-8.816665649×10^-1
1.415386625×10^0,-1.448133591×10^1,9.776170349×10^0,-2.046244812×10^-1
1.425335625×10^0,-1.545730637×10^1,6.407725067×10^0,-8.448431396×10^-1
1.435283625×10^0,-1.438388855×10^1,8.330925751×10^0,-1.301094360×10^0
1.445231625×10^0,-1.186702240×10^1,6.411467285×10^0,-2.236948242×10^0
1.455180625×10^0,-1.083821182×10^1,5.379662933×10^0,-2.713856506×10^-1
1.465128625×10^0,-1.027942383×10^1,4.975503387×10^0,1.113384705×10^0
1.475076625×10^0,-9.490264893×10^0,4.114643555×10^0,1.127904510×10^0
1.485025625×10^0,-8.167615356×10^0,3.703298950×10^0,1.801803131×10^0
1.494973625×10^0,-7.107819214×10^0,2.618504791×10^0,2.825673981×10^0
1.504921625×10^0,-6.754254456×10^0,-5.149291992×10^-2,3.181783447×10^0
1.514870625×10^0,-6.893764343×10^0,-1.325942688×10^0,3.995341644×10^0
1.524818625×10^0,-7.739804993×10^0,-1.769021301×10^0,3.776197357×10^0
1.534766625×10^0,-7.784711609×10^0,-1.719923401×10^0,2.939736786×10^0
1.544714625×10^0,-6.461762695×10^0,-9.846524048×10^-1,1.910926208×10^0
1.554663625×10^0,-4.668791199×10^0,-3.992198181×10^-1,1.352886658×10^0
1.564611625×10^0,-2.408491516×10^0,2.978805542×10^-2,1.461710358×10^0
1.574559625×10^0,-3.959266663×10^-1,6.996450806×10^-1,1.087189178×10^0
1.584508625×10^0,3.245251465×10^-1,1.665885773×10^0,1.842668152×10^-1
1.594456625×10^0,1.243164825×10^0,2.826721802×10^0,-5.198689270×10^-1
1.604404625×10^0,7.984396362×10^-1,4.207001495×10^0,-1.062490540×10^0
1.614353625×10^0,9.000782776×10^-1,5.451363831×10^0,-6.234535217×10^-1
1.624301625×10^0,1.540746002×10^0,7.608977051×10^0,8.439450073×10^-1
1.634249625×10^0,1.771865387×10^0,8.802295532×10^0,5.254074097×10^-2
1.644198625×10^0,2.794838104×10^0,8.953481140×10^0,-5.061424713×10^0
1.654146625×10^0,2.063459015×10^0,8.588540039×10^0,-7.896379395×10^0
1.664094625×10^0,2.036215668×10^0,8.011639709×10^0,-7.370223541×10^0
1.674043625×10^0,1.803150330×10^0,7.122788086×10^0,-4.209546204×10^0
1.683991625×10^0,8.071215820×10^-1,5.585484924×10^0,-2.575544128×10^0
1.693939625×10^0,-5.116061096×10^0,5.134472809×10^0,2.018402710×10^0
1.703888625×10^0,-1.224872864×10^1,4.879253540×10^0,1.356209747×10^1
1.713836625×10^0,-1.358455078×10^1,6.465953979×10^0,1.790786041×10^1
1.723784625×10^0,-1.495046036×10^1,5.208419037×10^0,1.345686630×10^1
1.733733625×10^0,-8.194858704×10^0,4.227359161×10^0,3.345243530×10^0
1.743681625×10^0,-1.970053253×10^0,1.039857605×10^1,-2.100222565×10^1
1.753629625×10^0,-6.112987976×10^0,1.284658539×10^1,-1.997910324×10^1
1.763578625×10^0,-1.382210678×10^1,1.196357162×10^1,-1.042956161×10^1
1.773526625×10^0,-1.413196243×10^1,1.424303146×10^1,-1.184426971×10^1
1.783474625×10^0,-1.150567383×10^1,1.551942719×10^1,-7.600295105×10^0
1.793422625×10^0,-7.373965759×10^0,1.432880310×10^1,-6.075715485×10^0
1.803371625×10^0,-3.261866913×10^0,1.249017654×10^1,-7.198530579×10^0
1.813319625×10^0,-9.436376953×10^-1,1.358245514×10^1,-8.602161713×10^0
1.823267625×10^0,6.797364807×10^-1,1.854403748×10^1,-8.387957153×10^0
1.833216625×10^0,4.083508301×10^0,3.641282913×10^1,-5.324278107×10^0
1.843164625×10^0,1.739382935×10^-1,4.634542419×10^1,2.595303040×10^0
1.853112625×10^0,-1.332424210×10^1,3.533641754×10^1,2.790497131×10^0
1.863061625×10^0,-1.809003159×10^1,2.394181274×10^1,6.996450806×10^-1
1.873009625×10^0,-1.549817139×10^1,1.668325699×10^1,1.005159760×10^0
1.882957625×10^0,-1.409723465×10^1,1.143696671×10^1,1.826352081×10^0
1.892906625×10^0,-1.255948242×10^1,7.858208771×10^0,2.234852600×10^0
1.902854625×10^0,-8.555159454×10^0,5.474266205×10^0,3.516936493×10^0
1.912802625×10^0,-4.813839569×10^0,4.052073669×10^0,1.553918610×10^0
1.922751625×10^0,-3.368295593×10^0,2.079775085×10^0,1.746418304×10^0
1.932699625×10^0,-2.552941132×10^0,1.916015625×10^-1,1.408720551×10^0
1.942647625×10^0,-1.628164215×10^0,-1.073268127×10^0,1.068178711×10^0
1.952596625×10^0,-1.114731903×10^0,-1.912123718×10^0,-9.220825195×10^-2
1.962544625×10^0,-5.246589661×10^-1,-2.391576691×10^0,-1.420545959×10^0
1.972492625×10^0,2.859054565×10^-1,-2.734962616×10^0,-2.218686218×10^0
1.982441625×10^0,1.237326965×10^0,-2.897524567×10^0,-2.135010223×10^0
1.992389625×10^0,2.101929016×10^0,-3.176993408×10^0,-1.646725616×10^0
2.002337625×10^0,2.906206512×10^0,-3.808380432×10^0,-1.203497314×10^-1
2.012286625×10^0,4.657564545×10^0,-4.638254700×10^0,2.367626495×10^0
2.022234625×10^0,6.195017395×10^0,-5.102888489×10^0,3.921245728×10^0
2.032182625×10^0,6.683601379×10^0,-4.859195251×10^0,3.905079346×10^0
2.042130625×10^0,6.114933929×10^0,-4.487069092×10^0,3.423830109×10^0
2.052079625×10^0,5.414540405×10^0,-4.185296631×10^0,2.742297363×10^0
2.062027625×10^0,4.770579529×10^0,-3.566932526×10^0,1.188378754×10^0
2.071975625×10^0,4.899012451×10^0,-3.217708740×10^0,6.499484253×10^-1
2.081924542×10^0,4.774920502×10^0,-2.186952209×10^0,5.641767883×10^-1
2.091872542×10^0,2.954705658×10^0,2.165397034×10^0,-1.586999817×10^0
2.101820542×10^0,1.706451416×10^-1,7.349865875×10^0,-9.181606750×10^0
2.111769542×10^0,-8.373587036×10^-1,7.867938538×10^0,-1.113130234×10^1
2.121717542×10^0,-1.897005157×10^0,8.911867676×10^0,-6.944957886×10^0
2.131665542×10^0,-2.989134064×10^0,1.262444733×10^1,-2.780018921×10^0
2.141614542×10^0,-2.780168610×10^0,2.844400040×10^1,2.980901184×10^0
2.151562542×10^0,-9.477241974×10^0,4.997193283×10^1,1.501437744×10^1
2.161510542×10^0,-2.755125687×10^1,4.963513321×10^1,1.116034195×10^1
2.171459542×10^0,-3.592229919×10^1,2.922103455×10^1,-1.685494995×10^-1
2.181407542×10^0,-2.485446487×10^1,1.576222229×10^1,-5.066514130×10^0
2.191355542×10^0,-1.341285782×10^1,1.210966782×10^1,-9.309740295×10^0
2.201304542×10^0,-7.364984436×10^0,1.206760529×10^1,-1.111887817×10^1
2.211252542×10^0,-5.683830414×10^0,1.249825974×10^1,-9.333690491×10^0
2.221200542×10^0,-8.510103149×10^0,1.033031799×10^1,-6.000422058×10^0
2.231149542×10^0,-1.064421524×10^1,8.877888336×10^0,-2.959046631×10^0
2.241097542×10^0,-1.081291443×10^1,9.505982208×10^0,-1.995350647×10^-1
2.251045542×10^0,-9.732910309×10^0,1.061682220×10^1,1.702110443×10^0
2.260993542×10^0,-6.933132477×10^0,1.098939743×10^1,3.053200836×10^0
2.270942542×10^0,-4.608616333×10^0,1.146376099×10^1,2.440524902×10^0
2.280890542×10^0,-3.230881348×10^0,1.200668198×10^1,-8.264314270×10^-1
2.290838542×10^0,-1.400637360×10^0,1.313787964×10^1,-2.465822296×10^0
2.300787542×10^0,2.080673218×10^-1,1.348006805×10^1,-8.716374207×10^-1
2.310735542×10^0,7.634124756×10^-2,1.185804108×10^1,1.418600006×10^0
2.320683542×10^0,-1.362466736×10^0,9.014853516×10^0,2.242935791×10^0
2.330632542×10^0,-2.639012146×10^0,5.535638580×10^0,2.188000031×10^0
2.340580542×10^0,-2.405797119×10^0,2.337988129×10^0,1.372346191×10^0
2.350528542×10^0,-1.381626892×10^0,2.522254944×10^-1,6.271957397×10^-2
2.360477542×10^0,-7.924520874×10^-1,-1.204694824×10^0,-1.473984833×10^0
2.370425542×10^0,-7.424560547×10^-1,-2.409689026×10^0,-2.390079803×10^0
2.380373542×10^0,-1.427132263×10^0,-3.439248047×10^0,-2.685265961×10^0
2.390322542×10^0,-2.619253235×10^0,-4.296515350×10^0,-3.209326172×10^0
2.400270542×10^0,-3.631747742×10^0,-5.078339539×10^0,-3.294798431×10^0
2.410218542×10^0,-3.763174438×10^0,-4.818030853×10^0,-8.065228271×10^-1
2.420167542×10^0,-2.469863892×10^0,-3.037782898×10^0,3.809727631×10^0
2.430115542×10^0,-8.910969543×10^-1,-1.685345306×10^0,4.742138672×10^0
2.440063542×10^0,-1.832189941×10^-1,-1.094823303×10^0,2.901566162×10^0
2.450011542×10^0,5.448669434×10^-2,3.754193115×10^-1,2.386337585×10^0
2.459960542×10^0,8.592132568×10^-2,2.207010498×10^0,3.408561859×10^0
2.469908542×10^0,9.213340759×10^-1,6.774312744×10^0,5.255271606×10^0
2.479856542×10^0,2.247127075×10^0,1.430664917×10^1,3.128194885×10^0
2.489805542×10^0,1.634151764×10^0,1.782313660×10^1,-1.814376984×10^0
2.499753542×10^0,-5.658083954×10^0,1.685105804×10^1,-2.225122833×10^0
2.509701542×10^0,-1.866154312×10^1,2.183075272×10^1,-3.659440155×10^0
2.519650542×10^0,-2.032248917×10^1,3.160677338×10^1,4.563410339×10^0
2.529598542×10^0,-1.583976105×10^1,4.230996597×10^1,-9.934241638×10^0
2.539546542×10^0,-1.025861710×10^1,4.435112137×10^1,-9.250463562×10^0
2.549495542×10^0,-1.009650421×10^0,3.286101517×10^1,-6.426585846×10^0
2.559443542×10^0,2.883304138×10^0,2.383478531×10^1,-7.809110870×10^0
2.569391542×10^0,4.258644104×10^0,1.972029144×10^1,-6.528224487×10^0
2.579340542×10^0,3.664230194×10^0,1.687096664×10^1,-4.231251068×10^0
2.589288542×10^0,6.587800598×10^-1,1.449869980×10^1,-2.299817505×10^0
2.599236542×10^0,-4.316873016×10^0,1.223450821×10^1,-1.901196442×10^0
2.609185542×10^0,-7.227719879×10^0,1.072804092×10^1,-1.497485962×10^0
2.619133542×10^0,-8.997190247×10^0,9.520052948×10^0,-1.063538361×10^0
2.629081542×10^0,-1.092727661×10^1,7.895032196×10^0,1.965412903×10^-1
2.639029542×10^0,-1.327679077×10^1,6.045328674×10^0,1.840422821×10^0
2.648978542×10^0,-1.381776581×10^1,4.140689392×10^0,1.996697845×10^0
2.658926542×10^0,-1.234557724×10^1,2.427501984×10^0,1.689087524×10^0
2.668874542×10^0,-9.668843536×10^0,1.196911011×10^0,1.202299805×10^0
2.678823542×10^0,-7.327711945×10^0,9.969268799×10^-2,1.073268127×10^-1
2.688771542×10^0,-5.263354797×10^0,-1.248703308×10^0,-8.032296753×10^-1
2.698719542×10^0,-3.335364075×10^0,-2.309996338×10^0,-9.354048157×10^-1
2.708668542×10^0,-1.563348999×10^0,-3.187770996×10^0,-4.179309082×10^-1
2.718616542×10^0,-1.333726501×10^-1,-3.832779694×10^0,2.715353394×10^-1
2.728564542×10^0,8.625064087×10^-1,-4.040397949×10^0,4.887336731×10^-1
2.738513542×10^0,1.692680054×10^0,-4.009711761×10^0,7.551795959×10^-1
2.748461542×10^0,2.398013306×10^0,-4.055516510×10^0,1.231040039×10^0
2.758409542×10^0,3.221301270×10^0,-4.011208649×10^0,1.835333405×10^0
2.768357542×10^0,3.927532654×10^0,-3.963907013×10^0,2.339784393×10^0
2.778306542×10^0,4.797673187×10^0,-4.476890259×10^0,3.986210632×10^0
2.788254542×10^0,5.462291107×10^0,-4.728367310×10^0,3.424279175×10^0
2.798202542×10^0,5.270839233×10^0,-4.128863983×10^0,7.649093628×10^-2
2.808151542×10^0,5.220992889×10^0,-3.660487976×10^0,-3.767216034×10^0
2.818099542×10^0,6.913672943×10^0,-2.549348602×10^0,-7.724686432×10^0
2.828047542×10^0,6.074218597×10^0,3.926035767×10^0,-1.133787277×10^1
2.837996542×10^0,1.676962738×10^0,7.885901184×10^0,-5.796845398×10^0
2.847944542×10^0,-1.151854706×10^0,8.119415588×10^0,1.992356873×10^0
2.857892542×10^0,-3.910917206×10^0,1.173095535×10^1,1.500629425×10^0
2.867841542×10^0,-4.545747070×10^0,1.778526535×10^1,-1.618584137×10^0
2.877789542×10^0,-2.425256653×10^0,3.850622589×10^1,3.454067230×10^0
2.887737542×10^0,-1.147229324×10^1,5.433715530×10^1,8.188422089×10^0
2.897686542×10^0,-2.156610306×10^1,3.750001831×10^1,3.687581635×10^0
2.907634542×10^0,-1.767150192×10^1,1.947570007×10^1,-1.336720276×10^-1
2.917582542×10^0,-1.147034729×10^1,1.173454788×10^1,-2.016307068×10^0
2.927530542×10^0,-8.293952637×10^0,8.897647247×10^0,-2.463876343×10^0
2.937479542×10^0,-6.561904449×10^0,8.680448914×10^0,-4.808301086×10^0
2.947427542×10^0,-5.080734558×10^0,7.516918488×10^0,-7.395820313×10^0
2.957375542×10^0,-4.542304230×10^0,5.510191498×10^0,-7.594606934×10^0
2.967324542×10^0,-3.796105957×10^0,5.367388458×10^0,-6.561305695×10^0
2.977272542×10^0,-3.852987671×10^0,8.785380707×10^0,-4.986730042×10^0
2.987220542×10^0,-3.664828949×10^0,1.371358246×10^1,-2.516117706×10^0
2.997169542×10^0,-5.690865784×10^0,1.742855713×10^1,-8.083190918×10^-2
3.007117542×10^0,-9.593999176×10^0,1.716285965×10^1,2.848726044×10^0
3.017065542×10^0,-8.233179016×10^0,1.439481583×10^1,4.789440308×10^0
3.027014542×10^0,-4.180656281×10^0,1.211221252×10^1,4.103267212×10^0
3.036962542×10^0,-2.282453613×10^0,9.718240814×10^0,3.685186615×10^0
3.046910542×10^0,-1.244512024×10^0,7.161108398×10^0,3.049757996×10^0
3.056858542×10^0,-1.162781982×10^0,4.717889099×10^0,1.782942352×10^0
3.066807542×10^0,-1.325942688×10^0,2.170785828×10^0,2.520758057×10^-1
3.076756000×10^0,-1.596579895×10^0,3.058140564×10^-1,-8.467890930×10^-1
3.086704000×10^0,-1.921404419×10^0,-8.268804932×10^-1,-1.959874420×10^0
3.096653000×10^0,-1.966760101×10^0,-1.692680054×10^0,-2.699935455×10^0
3.106601000×10^0,-1.930984497×10^0,-2.552941132×10^0,-3.129691772×10^0
3.116549000×10^0,-1.927541656×10^0,-3.301235046×10^0,-3.122057648×10^0
3.126498000×10^0,-1.772314453×10^0,-3.909719696×10^0,-2.492466888×10^0
3.136446000×10^0,-1.017733612×10^0,-3.615132294×10^0,2.014810181×10^-1
3.146394000×10^0,5.525010681×10^-1,-1.977238312×10^0,3.535946960×10^0
3.156343000×10^0,1.987117767×10^0,-8.295748901×10^-1,2.971021729×10^0
3.166291000×10^0,2.731370087×10^0,-1.243913269×10^-1,2.470612335×10^0
3.176239000×10^0,4.180057526×10^0,2.644700317×10^0,5.803282013×10^0
3.186187000×10^0,6.080804901×10^0,8.149952087×10^0,5.190606079×10^0
3.196136000×10^0,7.456294556×10^0,1.212224167×10^1,1.322799225×10^0
3.206084000×10^0,6.896309052×10^0,1.414827850×10^1,2.013313293×10^0
3.216032000×10^0,2.548450470×10^0,1.608225677×10^1,7.602091370×10^0
3.225981000×10^0,-6.793921967×10^0,2.584794891×10^1,-5.880671082×10^0
3.235929000×10^0,-1.259840149×10^1,3.791809891×10^1,-6.890321503×10^0
3.245877000×10^0,-1.672771454×10^1,4.817417130×10^1,-1.182615738×10^1
3.255826000×10^0,-1.292532166×10^1,4.155403793×10^1,-1.187181244×10^1
3.265774000×10^0,-1.369502106×10^0,2.524530212×10^1,-1.461216385×10^1
3.275722000×10^0,2.160008240×10^-1,1.790202255×10^1,-1.115195938×10^1
3.285671000×10^0,-1.269210663×10^0,1.487471786×10^1,-7.248676300×10^0
