"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.864457917×10^-1,-6.879543915×10^0,6.115981750×10^0,1.477128296×10^0
2.963937917×10^-1,-7.651488647×10^0,5.954766998×10^0,2.789898376×10^0
3.063417917×10^-1,-8.379574585×10^0,6.315217438×10^0,3.990850983×10^0
3.162907917×10^-1,-9.921967163×10^0,6.577621765×10^0,4.039649506×10^0
3.262387917×10^-1,-9.857601013×10^0,7.401059418×10^0,3.209924927×10^0
3.361867917×10^-1,-9.618697815×10^0,7.928113403×10^0,2.096240845×10^0
3.461357917×10^-1,-9.169931030×10^0,8.670419769×10^0,6.899153137×10^-1
3.560837917×10^-1,-7.886350250×10^0,8.368647308×10^0,-2.038011932×10^0
3.660327917×10^-1,-8.635991364×10^0,6.684649200×10^0,-1.081351318×10^0
3.759807917×10^-1,-1.004141876×10^1,4.443809052×10^0,5.093607788×10^0
3.859287917×10^-1,-1.317679871×10^1,5.180876312×10^0,3.954925690×10^0
3.958777917×10^-1,-1.183977905×10^1,7.475604401×10^0,-6.289920044×10^-1
4.058257917×10^-1,-9.508975983×10^0,8.372988281×10^0,-2.450554047×10^0
4.157737917×10^-1,-1.015952316×10^1,8.969946899×10^0,-2.763852539×10^0
4.257227917×10^-1,-1.072205338×10^1,9.139095154×10^0,-2.208208008×10^0
4.356707917×10^-1,-1.061742096×10^1,8.702153778×10^0,-1.187330933×10^0
4.456187917×10^-1,-1.035157379×10^1,8.017776947×10^0,-7.455995178×10^-1
4.555677917×10^-1,-1.000594254×10^1,7.281158752×10^0,-1.747915192×10^0
4.655157917×10^-1,-9.905351715×10^0,6.741381226×10^0,-3.181933136×10^0
4.754637917×10^-1,-8.995393982×10^0,6.842271423×10^0,-3.172353058×10^0
4.854127917×10^-1,-7.792196045×10^0,7.369924164×10^0,-1.861678619×10^0
4.953607917×10^-1,-8.180039520×10^0,7.120842133×10^0,-1.249751129×10^0
5.053097917×10^-1,-8.318351898×10^0,6.158343658×10^0,-3.573069763×10^-1
5.152577917×10^-1,-8.522377625×10^0,5.081483002×10^0,-2.597099304×10^-1
5.252057917×10^-1,-8.289611664×10^0,5.244643707×10^0,8.149053955×10^-1
5.351547917×10^-1,-8.234825592×10^0,3.979774017×10^0,6.738986206×10^-1
5.451027917×10^-1,-7.726782074×10^0,3.587589569×10^0,6.481521606×10^-2
5.550507917×10^-1,-8.145311737×10^0,4.678820343×10^0,5.749543762×10^-1
5.649997917×10^-1,-7.836653595×10^0,4.473896484×10^0,-8.843609619×10^-1
5.749477917×10^-1,-5.988596649×10^0,8.081694031×10^0,4.099974060×10^-1
5.848957917×10^-1,-6.112987976×10^0,9.185049591×10^0,9.928852844×10^-1
5.948447917×10^-1,-7.862100677×10^0,6.367009735×10^0,-3.648363190×10^0
6.047927917×10^-1,-6.980583801×10^0,8.550818481×10^0,-2.894830170×10^0
6.147407917×10^-1,-7.320676575×10^0,8.112978973×10^0,-1.532363434×10^0
6.246897917×10^-1,-7.627538452×10^0,7.566166077×10^0,-1.395697632×10^0
6.346377917×10^-1,-8.312813416×10^0,7.852819977×10^0,-1.322499847×10^0
6.445857917×10^-1,-8.760831757×10^0,8.000413055×10^0,-8.240364075×10^-1
6.545347917×10^-1,-9.060508575×10^0,8.196056213×10^0,6.935078430×10^-1
6.644827917×10^-1,-9.337732086×10^0,8.579109650×10^0,1.843566284×10^0
6.744317917×10^-1,-9.995763702×10^0,8.891959076×10^0,1.915416870×10^0
6.843797917×10^-1,-1.041608963×10^1,9.178163910×10^0,1.862576752×10^0
6.943277917×10^-1,-1.081486038×10^1,9.220376129×10^0,2.013612671×10^0
7.042767917×10^-1,-1.126751907×10^1,8.882528687×10^0,1.336271210×10^0
7.142247917×10^-1,-1.122186401×10^1,8.409961395×10^0,1.075363770×10^0
7.241727917×10^-1,-1.140687927×10^1,8.236172791×10^0,2.102527771×10^0
7.341217917×10^-1,-1.179532150×10^1,8.575217743×10^0,3.173550568×10^0
7.440697917×10^-1,-1.230860413×10^1,9.003776550×10^0,3.728296967×10^0
7.540177917×10^-1,-1.245125748×10^1,9.078770599×10^0,3.716471558×10^0
7.639667917×10^-1,-1.205503143×10^1,8.771759033×10^0,3.803889771×10^0
7.739147917×10^-1,-1.128772705×10^1,8.173902283×10^0,4.061054993×10^0
7.838637917×10^-1,-1.058029816×10^1,7.804320831×10^0,3.854035492×10^0
7.938117917×10^-1,-9.968071289×10^0,9.339228973×10^0,2.846630402×10^0
8.037597917×10^-1,-7.991132355×10^0,7.523654480×10^0,5.141059113×10^0
8.137087917×10^-1,-6.617438965×10^0,5.607489166×10^0,7.879165192×10^0
8.236567917×10^-1,-6.586004333×10^0,4.652026062×10^0,6.798412628×10^0
8.336047917×10^-1,-7.372169495×10^0,4.484524384×10^0,4.810995483×10^-1
8.435537917×10^-1,-7.374115448×10^0,3.523672485×10^0,-3.128494263×10^-1
8.535017917×10^-1,-6.002068634×10^0,3.297343140×10^0,1.774110718×10^0
8.634497917×10^-1,-4.540507965×10^0,3.620521088×10^0,3.640878754×10^0
8.733987917×10^-1,-3.759432220×10^0,4.513264618×10^0,3.820654907×10^0
8.833467917×10^-1,-3.374881897×10^0,4.987927551×10^0,3.541036377×10^0
8.932947917×10^-1,-3.035687256×10^0,4.904850311×10^0,3.103346558×10^0
9.032437917×10^-1,-2.576442261×10^0,4.447551270×10^0,2.334395599×10^0
9.131917917×10^-1,-1.896705780×10^0,3.459006958×10^0,1.624272308×10^0
9.231407917×10^-1,-1.551972656×10^0,2.766546936×10^0,1.465153198×10^0
9.330887917×10^-1,-1.772913208×10^0,2.602188721×10^0,1.282832336×10^0
9.430367917×10^-1,-2.031275940×10^0,2.922073517×10^0,9.981243896×10^-1
9.529857917×10^-1,-2.002685394×10^0,3.244353333×10^0,6.981481934×10^-1
9.629337917×10^-1,-2.135309601×10^0,3.478017426×10^0,5.282514954×10^-1
9.728817917×10^-1,-1.725461884×10^0,3.555107117×10^0,1.218017120×10^0
9.828307917×10^-1,-1.590742035×10^0,3.834126892×10^0,2.624941406×10^0
9.927787917×10^-1,-2.203268280×10^0,3.710933075×10^0,4.207749939×10^0
1.002726792×10^0,-2.707120514×10^0,4.447102203×10^0,4.868475952×10^0
1.012675792×10^0,-2.185455322×10^0,6.762637024×10^0,4.999004517×10^0
1.022623792×10^0,-2.233804779×10^0,8.692573700×10^0,5.100942535×10^0
1.032571792×10^0,-2.982398071×10^0,9.644444275×10^0,4.455933838×10^0
1.042520792×10^0,-3.880829773×10^0,1.038525375×10^1,3.782633972×10^0
1.052468792×10^0,-5.285209351×10^0,1.121093674×10^1,3.309617615×10^0
1.062417792×10^0,-6.417604523×10^0,1.161779068×10^1,3.614533539×10^0
1.072365792×10^0,-7.043153687×10^0,1.177211975×10^1,4.778662720×10^0
1.082313792×10^0,-7.157815247×10^0,1.142678787×10^1,6.210734711×10^0
1.092262792×10^0,-6.895859985×10^0,1.133562744×10^1,7.097640381×10^0
1.102210792×10^0,-6.402186584×10^0,1.187091431×10^1,6.735543365×10^0
1.112158792×10^0,-5.871989136×10^0,1.253134094×10^1,6.386319580×10^0
1.122107792×10^0,-5.649851074×10^0,1.298998718×10^1,6.158044281×10^0
1.132055792×10^0,-5.578898621×10^0,1.278341675×10^1,4.995262299×10^0
1.142003792×10^0,-5.522166595×10^0,1.199395844×10^1,3.379671936×10^0
1.151952792×10^0,-5.493725739×10^0,1.109447891×10^1,2.178270264×10^0
1.161900792×10^0,-5.561684418×10^0,1.018661682×10^1,1.824406128×10^0
1.171848792×10^0,-5.421126709×10^0,1.034828064×10^1,2.286794586×10^0
1.181797792×10^0,-5.401068420×10^0,1.059930862×10^1,3.738775177×10^0
1.191745792×10^0,-5.973178711×10^0,9.914632416×10^0,4.179159393×10^0
1.201694792×10^0,-6.586902466×10^0,9.395661621×10^0,2.982098694×10^0
1.211642250×10^0,-6.815477142×10^0,8.890462189×10^0,1.551523590×10^0
1.221590250×10^0,-7.006030884×10^0,7.724985809×10^0,8.753796387×10^-1
1.231539250×10^0,-7.230863342×10^0,6.375242615×10^0,4.836442566×10^-1
1.241487250×10^0,-7.724087677×10^0,4.928501129×10^0,1.507365417×10^-1
1.251435250×10^0,-8.040379944×10^0,3.321143646×10^0,-3.456312561×10^-1
1.261384250×10^0,-7.987689514×10^0,2.250869293×10^0,-9.864486694×10^-2
1.271332250×10^0,-7.765401764×10^0,1.473236389×10^0,5.186714172×10^-1
1.281280250×10^0,-7.505242767×10^0,8.773255920×10^-1,1.598675537×10^-1
1.291229250×10^0,-7.291487274×10^0,4.433779907×10^-1,-6.251000977×10^-1
1.301177250×10^0,-7.160958710×10^0,1.228944397×10^-1,-1.211879883×10^0
1.311126250×10^0,-6.884184265×10^0,-2.721340942×10^-1,-1.387165375×10^0
1.321074250×10^0,-6.567442932×10^0,1.481918335×10^-2,-6.765930176×10^-1
1.331022250×10^0,-6.418203278×10^0,8.030799866×10^-1,3.507206726×10^-1
1.340971250×10^0,-6.150260468×10^0,1.667232971×10^0,8.033793640×10^-1
1.350919250×10^0,-5.385351105×10^0,2.151176605×10^0,3.890409851×10^-1
1.360867250×10^0,-4.675227814×10^0,1.964514771×10^0,-6.321354675×10^-1
1.370816250×10^0,-4.026327209×10^0,2.714305573×10^0,-6.557862854×10^-1
1.380764250×10^0,-4.419409790×10^0,5.353916473×10^0,9.752220154×10^-1
1.390712250×10^0,-5.013224945×10^0,7.263495483×10^0,1.270707550×10^0
1.400661250×10^0,-3.931723938×10^0,1.010024643×10^1,9.616003418×10^-1
1.410609250×10^0,-6.179150391×10^0,5.259313202×10^0,1.823058929×10^0
1.420557250×10^0,-5.883964233×10^0,1.002510269×10^1,1.632804565×10^0
1.430506250×10^0,-4.749922485×10^0,1.226010498×10^1,-1.539249115×10^0
1.440454250×10^0,-5.772595825×10^0,1.257220596×10^1,1.439257050×10^0
1.450403250×10^0,-7.979306946×10^0,1.265633102×10^1,2.609224091×10^0
1.460351250×10^0,-1.173724228×10^1,1.253268814×10^1,8.848100281×10^-1
1.470299250×10^0,-1.414753006×10^1,1.252071304×10^1,1.801354065×10^0
1.480248250×10^0,-1.493399460×10^1,1.290301804×10^1,3.522175598×10^0
1.490196250×10^0,-1.487322098×10^1,1.178424454×10^1,3.653751984×10^0
1.500144250×10^0,-1.460557755×10^1,9.422306213×10^0,4.115990753×10^0
1.510093250×10^0,-1.233599716×10^1,8.821455688×10^0,5.791905670×10^0
1.520041250×10^0,-1.006462051×10^1,7.986342316×10^0,2.065704346×10^0
1.529989250×10^0,-1.128742767×10^1,6.708000641×10^0,6.903344421×10^0
1.539938250×10^0,-8.525221710×10^0,7.235204315×10^0,5.372028809×10^0
1.549886250×10^0,-8.372539215×10^0,6.007906494×10^0,4.303101654×10^0
1.559834250×10^0,-7.422614594×10^0,4.697531433×10^0,4.561614075×10^0
1.569783250×10^0,-6.502627716×10^0,4.623884583×10^0,3.120710449×10^0
1.579731250×10^0,-6.404431915×10^0,4.461172943×10^0,2.774480438×10^0
1.589679250×10^0,-7.354356537×10^0,3.482957153×10^0,3.278632050×10^0
1.599628250×10^0,-8.037984924×10^0,1.973047028×10^0,3.677552490×10^0
1.609576250×10^0,-8.544980621×10^0,1.535207520×10^0,1.345102844×10^0
1.619525250×10^0,-7.944130096×10^0,2.252815247×10^0,-3.185375977×10^-1
1.629473250×10^0,-6.496340790×10^0,5.388793945×10^0,1.028960266×10^0
1.639421250×10^0,-4.024081879×10^0,4.844376068×10^0,3.774700470×10^0
1.649370250×10^0,-3.051703949×10^0,3.386108551×10^0,4.054618378×10^0
1.659318250×10^0,-4.089046783×10^0,1.636097717×10^0,6.728507996×10^-1
1.669266250×10^0,-4.642895050×10^0,1.168021088×10^0,-2.809208221×10^0
1.679215250×10^0,-2.453996887×10^0,1.177601166×10^0,1.657802582×10^0
1.689163250×10^0,-2.611619110×10^0,-1.981878662×10^-1,-1.358874207×10^0
1.699111250×10^0,-2.747386780×10^0,2.918780365×10^0,-3.244652710×10^0
1.709060250×10^0,-1.391057281×10^0,4.203708344×10^0,-3.961661682×10^0
1.719008250×10^0,-3.878434753×10^-1,3.062032471×10^0,-4.890180817×10^0
1.728957250×10^0,-8.111631775×10^-1,2.890638885×10^0,-4.733157349×10^0
1.738905250×10^0,-3.562591553×10^0,4.090543671×10^0,-2.822979584×10^0
1.748853250×10^0,-7.864046631×10^0,3.069516907×10^0,1.489851837×10^0
1.758802250×10^0,-1.140942398×10^1,7.307803345×10^-1,4.130510559×10^0
1.768750250×10^0,-1.362152390×10^1,7.737409973×10^-1,3.983216858×10^0
1.778698250×10^0,-1.220921082×10^1,4.033961334×10^0,3.936663666×10^0
1.788647250×10^0,-9.757758636×10^0,9.691147156×10^0,3.007994843×10^0
1.798595250×10^0,-8.605754242×10^0,1.183468964×10^1,2.232756958×10^0
1.808543250×10^0,-7.719896393×10^0,1.108669510×10^1,-4.225712585×10^-1
1.818492250×10^0,-1.040321640×10^1,1.085662354×10^1,-2.211950226×10^0
1.828440250×10^0,-1.252924530×10^1,1.115794693×10^1,-1.745819550×10^0
1.838388250×10^0,-1.298774185×10^1,1.178933395×10^1,8.113128662×10^-2
1.848337250×10^0,-1.506871445×10^1,9.287885742×10^0,1.340462494×10^0
1.858285250×10^0,-1.604857681×10^1,1.028915359×10^1,-5.031486969×10^0
1.868234250×10^0,-1.820903412×10^1,6.181844788×10^0,-1.092039093×10^1
1.878182250×10^0,-1.506631943×10^1,9.044641571×10^0,1.915416870×10^0
1.888130250×10^0,-9.564660187×10^0,1.671124878×10^1,-3.514691162×10^-1
1.898079250×10^0,-1.044782364×10^1,2.025078827×10^1,-1.710792389×10^1
1.908027250×10^0,-1.195429092×10^1,2.150383255×10^1,-1.503248978×10^1
1.917975250×10^0,-1.097113541×10^1,1.793914536×10^1,-3.514391785×10^0
1.927924250×10^0,-1.007899063×10^1,1.275617340×10^1,1.544338531×10^0
1.937872250×10^0,-1.069001999×10^1,7.831414490×10^0,1.984573059×10^0
1.947820250×10^0,-1.025532394×10^1,5.564977570×10^0,1.068178711×10^0
1.957769250×10^0,-9.513915710×10^0,2.790646820×10^0,2.290087738×10^0
1.967717250×10^0,-8.431366882×10^0,2.481838989×10^-1,5.120701447×10^0
1.977665250×10^0,-5.597609711×10^0,-1.588945770×10^0,5.012476501×10^0
1.987614250×10^0,-2.786904602×10^0,-1.962718506×10^0,-5.239105225×10^-1
1.997562250×10^0,-5.058880005×10^0,-2.137405243×10^0,2.204765167×10^0
2.007511250×10^0,-7.464976501×10^-1,-1.531764679×10^0,7.617658997×10^-1
2.017459250×10^0,2.481689301×10^0,-1.678609314×10^0,-2.888543243×10^0
2.027407250×10^0,2.633922729×10^0,-1.535506897×10^0,-1.565294952×10^0
2.037356250×10^0,1.841770020×10^0,-1.386117554×10^0,-9.981243896×10^-1
2.047304250×10^0,1.394799500×10^0,-8.692424011×10^-1,-6.689588928×10^-1
2.057252250×10^0,9.708810425×10^-1,6.292913818×10^-1,7.071295166×10^-1
2.067201250×10^0,-8.023315430×10^-2,1.680255890×10^0,1.055455170×10^0
2.077149250×10^0,-2.589614868×10^-2,1.236428833×10^0,-5.266049194×10^-1
2.087097250×10^0,-4.857398987×10^-1,3.359014893×10^-1,-1.182840271×10^0
2.097046250×10^0,1.108444977×10^0,-3.564088440×10^-1,-1.733694763×10^0
2.106994250×10^0,5.228327637×10^0,9.339079285×10^-1,-6.901997223×10^0
2.116942250×10^0,5.573210449×10^0,4.641996918×10^0,-6.303541718×10^0
2.126891250×10^0,3.261567535×10^0,8.285420380×10^0,-6.403683472×10^-1
2.136839250×10^0,-1.055904236×10^0,1.095766342×10^1,-5.003345490×10^0
2.146788250×10^0,-6.211183777×10^0,9.139544220×10^0,-1.868264923×10^0
2.156736250×10^0,-1.328128143×10^1,5.338498535×10^0,6.699917450×10^0
2.166684250×10^0,-1.564426758×10^1,4.974006500×10^0,4.501139832×10^0
2.176633250×10^0,-1.695389420×10^1,6.662644958×10^0,-2.849324799×10^0
2.186581250×10^0,-1.722453140×10^1,8.246351624×10^0,-2.947221222×10^0
2.196529250×10^0,-1.479687973×10^1,8.627159729×10^0,-5.398523712×10^0
2.206478250×10^0,-1.063343765×10^1,1.066457291×10^1,-5.301076355×10^0
2.216426625×10^0,-5.520070953×10^0,1.384860168×10^1,-4.219425659×10^0
2.226374625×10^0,9.602531433×10^-1,3.228935394×10^1,-8.631051636×10^-1
2.236323625×10^0,7.364685059×10^-1,4.502172684×10^1,-4.964576111×10^0
2.246271625×10^0,-7.556885376×10^0,2.844100662×10^1,-9.908046112×10^0
2.256219625×10^0,-9.506580963×10^0,1.732347565×10^1,-3.465144196×10^0
2.266168625×10^0,-1.369621857×10^1,1.583392319×10^1,1.230486191×10^1
2.276116625×10^0,-6.528224487×10^0,1.407597885×10^1,8.595725098×10^0
2.286065625×10^0,-2.396666107×10^0,1.382629807×10^1,-1.713337097×10^0
2.296013625×10^0,-3.988156586×10^0,1.481574051×10^1,-4.215683441×10^0
2.305961625×10^0,-4.798571320×10^0,1.191956314×10^1,-3.650309143×10^0
2.315910625×10^0,-3.952830048×10^0,7.979306946×10^0,-1.904190216×10^0
2.325858625×10^0,-3.112776947×10^0,5.801336060×10^0,-5.403762817×10^-2
2.335806625×10^0,-3.539838867×10^0,6.536307678×10^0,8.156538391×10^-1
2.345755625×10^0,-3.568878479×10^0,7.907306671×10^0,9.677375793×10^-1
2.355703625×10^0,-2.906206512×10^0,8.175249481×10^0,-4.784051514×10^-1
2.365651625×10^0,-2.165097656×10^0,5.473517761×10^0,-2.739303589×10^-1
2.375600625×10^0,-9.728269958×10^-1,2.162403259×10^0,2.240840149×10^0
2.385548625×10^0,1.582209778×10^-1,4.561015320×10^-1,2.548600159×10^0
2.395496625×10^0,1.334624634×10^0,-5.057981873×10^-1,1.468446350×10^0
2.405445625×10^0,1.881587219×10^0,-8.509803772×10^-1,1.956431580×10^-1
2.415393625×10^0,1.640289001×10^0,-3.879931641×10^-1,-5.694158936×10^-1
2.425342625×10^0,-1.050814819×10^-1,4.839436340×10^-1,-3.115022278×10^-1
2.435290625×10^0,-2.014810181×10^0,7.855664063×10^-1,-4.525090027×10^-1
2.445238625×10^0,-3.787274323×10^0,1.041534119×10^0,1.332229614×10^-2
2.455187625×10^0,-4.639601898×10^0,1.878892822×10^0,1.668580170×10^0
2.465135625×10^0,-3.040177917×10^0,2.597548370×10^0,2.203867035×10^0
2.475083625×10^0,-2.880010986×10^-1,2.696043549×10^0,9.201365662×10^-1
2.485032625×10^0,1.640738068×10^0,3.559298401×10^0,1.668131104×10^0
2.494980625×10^0,2.813848572×10^0,6.299500122×10^0,2.840642853×10^0
2.504928625×10^0,4.177363129×10^0,1.054137909×10^1,1.818268890×10^0
2.514877625×10^0,4.266577606×10^0,1.263941620×10^1,1.561253357×10^0
2.524825625×10^0,3.946243744×10^0,1.413345932×10^1,4.007466431×10^0
2.534773625×10^0,2.446811829×10^0,1.576252167×10^1,3.877237244×10^0
2.544722625×10^0,-9.612710266×10^0,1.684222641×10^1,1.591325821×10^1
2.554670625×10^0,-2.729214569×10^1,2.665626801×10^1,1.574231369×10^1
2.564619625×10^0,-2.378703461×10^1,4.027928879×10^1,-2.174213699×10^1
2.574567625×10^0,-1.253014343×10^1,4.430741226×10^1,-3.498270309×10^1
2.584515625×10^0,-4.579127655×10^0,3.336067612×10^1,-1.968182144×10^1
2.594464625×10^0,-1.492396545×10^-1,2.319321945×10^1,-1.107531876×10^1
2.604412625×10^0,4.207749939×10^-1,1.552676193×10^1,-6.238876190×10^0
2.614360625×10^0,-1.408121796×10^0,1.018003052×10^1,-3.089575195×10^0
2.624309625×10^0,-2.483635254×10^0,4.733307037×10^0,7.331753540×10^-1
2.634257625×10^0,-3.647315369×10^0,5.834866333×10^-1,2.846929779×10^0
2.644205625×10^0,-9.796827393×10^0,7.427853699×10^0,2.987786865×10^-1
2.654154625×10^0,-1.344219681×10^1,8.733588409×10^0,4.420307922×10^-1
2.664102625×10^0,-1.518711823×10^1,7.298822021×10^0,1.927990723×10^0
2.674051625×10^0,-1.369936203×10^1,5.137466583×10^0,3.562142487×10^0
2.683999625×10^0,-9.288035431×10^0,2.431693268×10^0,3.944746857×10^0
2.693947625×10^0,-6.514004059×10^0,8.702902222×10^-1,3.759881287×10^0
2.703896625×10^0,-4.518952789×10^0,-5.156776428×10^-1,3.642675018×10^0
2.713844625×10^0,-2.480641479×10^0,-2.492167511×10^0,3.409759369×10^0
2.723792625×10^0,-2.293380890×10^0,-3.202440491×10^0,1.402882690×10^0
2.733741625×10^0,-3.266806641×10^0,-2.854414215×10^0,-1.953587494×10^0
2.743689625×10^0,-2.907553711×10^0,-2.670446777×10^0,-5.044958954×10^0
2.753637625×10^0,-1.469194794×10^0,-2.481240234×10^0,-4.690645752×10^0
2.763586625×10^0,-4.465214539×10^-1,-2.335293732×10^0,-3.624263306×10^0
2.773534625×10^0,7.467970276×10^-1,-2.378254395×10^0,-2.952011261×10^0
2.783483625×10^0,1.624871063×10^0,-2.263892212×10^0,-2.124981079×10^0
2.793431625×10^0,1.856888580×10^0,-2.247127075×10^0,-1.449585571×10^0
2.803379625×10^0,1.851948853×10^0,-2.224673767×10^0,-8.490344238×10^-1
2.813328625×10^0,1.833986206×10^0,-2.137854309×10^0,1.022373962×10^-1
2.823276625×10^0,2.217638397×10^0,-2.478695526×10^0,1.283580780×10^0
2.833224625×10^0,3.032094727×10^0,-3.109034729×10^0,1.634900208×10^0
2.843173625×10^0,3.538791046×10^0,-2.355950775×10^0,1.034498749×10^0
2.853121625×10^0,3.395688629×10^0,-8.262817383×10^-1,-4.294569397×10^-1
2.863069625×10^0,1.102756805×10^0,4.392914886×10^0,-4.817881165×10^0
2.873018625×10^0,-9.229806519×10^-1,7.930059357×10^0,-2.947819977×10^0
2.882966625×10^0,-1.974094849×10^0,1.389126297×10^1,-1.211580505×10^0
2.892915625×10^0,-2.919528809×10^0,2.801110062×10^1,-8.098159790×10^-2
2.902863625×10^0,-6.055657196×10^0,4.942302429×10^1,4.347858582×10^0
2.912811625×10^0,-1.545491135×10^1,5.097709259×10^1,3.400778046×10^0
2.922760625×10^0,-1.819451431×10^1,3.303046280×10^1,4.621489563×10^0
2.932708625×10^0,-1.125539429×10^1,1.965173401×10^1,4.095782776×10^0
2.942656625×10^0,-6.992708588×10^0,1.285242325×10^1,2.913990326×10^0
2.952605625×10^0,-5.100194092×10^0,9.652976532×10^0,2.095043335×10^0
2.962553625×10^0,-3.316203918×10^0,8.533005524×10^0,5.322930908×10^-1
2.972502625×10^0,-1.908980255×10^0,7.428602142×10^0,-3.819906464×10^0
2.982450625×10^0,-2.783012695×10^0,6.643784180×10^0,-8.651558990×10^0
2.992398625×10^0,-5.032085724×10^0,7.067702637×10^0,-1.203961349×10^1
3.002347625×10^0,-5.234015808×10^0,8.516689453×10^0,-7.430398407×10^0
3.012295625×10^0,-5.967789917×10^0,1.061906754×10^1,-3.471281433×10^0
3.022243625×10^0,-7.572752380×10^0,1.349443817×10^1,-1.913620605×10^0
3.032192625×10^0,-9.473948822×10^0,1.552436691×10^1,-8.915460205×10^-1
3.042140625×10^0,-1.057715469×10^1,1.469598953×10^1,4.176315308×10^-1
3.052088625×10^0,-9.682165833×10^0,1.214454529×10^1,1.005309448×10^0
3.062037625×10^0,-7.372618561×10^0,1.094808334×10^1,-3.508703613×10^-1
3.071985625×10^0,-5.252277832×10^0,9.755662994×10^0,1.719923401×10^-1
3.081934625×10^0,-2.544259186×10^0,9.354048157×10^0,2.474653931×10^0
3.091882625×10^0,-4.008663940×10^-1,8.105494537×10^0,3.081941071×10^0
3.101830625×10^0,-4.079017639×10^-1,6.114634552×10^0,1.974693604×10^0
3.111779625×10^0,-1.217118988×10^0,4.041595459×10^0,1.077609100×10^0
3.121727625×10^0,-1.808239746×10^0,1.889520721×10^0,-1.841171265×10^-2
3.131675625×10^0,-1.605112152×10^0,1.444496155×10^-1,-1.187031555×10^0
3.141624625×10^0,-1.261875916×10^0,-1.099912720×10^0,-2.132166138×10^0
3.151572625×10^0,-1.149759064×10^0,-2.231409760×10^0,-2.620600433×10^0
3.161521625×10^0,-1.553619232×10^0,-3.356470184×10^0,-2.818638611×10^0
3.171469625×10^0,-1.777703247×10^0,-4.004322968×10^0,-2.922073517×10^0
3.181417625×10^0,-2.061812439×10^0,-4.279301147×10^0,-2.765798492×10^0
3.191366625×10^0,-2.216889954×10^0,-4.046984253×10^0,-8.824150085×10^-1
3.201314625×10^0,-1.126707001×10^0,-2.624492340×10^0,2.999312897×10^0
3.211262625×10^0,9.556127930×10^-1,-8.898994446×10^-1,5.229076080×10^0
3.221211625×10^0,2.029329987×10^0,-6.029461670×10^-1,3.053500214×10^0
3.231159625×10^0,2.799179077×10^0,1.877096558×10^-1,2.794389038×10^0
3.241108625×10^0,3.559897156×10^0,2.682571564×10^0,3.807781677×10^0
3.251056625×10^0,3.882626038×10^0,8.093968506×10^0,3.459905090×10^0
3.261004625×10^0,4.518653412×10^0,1.492441452×10^1,-1.187031555×10^-1
3.270953625×10^0,4.035757599×10^0,1.926598618×10^1,-2.757715302×10^0
