"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.232375002×10^-3,-1.563049622×10^0,1.457519073×10^0,9.476194153×10^0
1.218337500×10^-2,-1.404379578×10^0,1.484013977×10^0,9.500593414×10^0
2.213337500×10^-2,-1.320104828×10^0,1.449585571×10^0,9.523346100×10^0
3.208437500×10^-2,-1.290616150×10^0,1.449585571×10^0,9.548344116×10^0
4.203437500×10^-2,-1.320254517×10^0,1.490600281×10^0,9.591604156×10^0
5.198537500×10^-2,-1.340013428×10^0,1.497336273×10^0,9.615554352×10^0
6.193537500×10^-2,-1.369053040×10^0,1.424138489×10^0,9.609566803×10^0
7.188637500×10^-2,-1.429826660×10^0,1.347497864×10^0,9.605076141×10^0
8.183637500×10^-2,-1.465302887×10^0,1.328188019×10^0,9.595496063×10^0
9.178737500×10^-2,-1.503922577×10^0,1.332079926×10^0,9.578880615×10^0
1.017373750×10^-1,-1.506317596×10^0,1.310075684×10^0,9.557624817×10^0
1.116883750×10^-1,-1.466650085×10^0,1.310225372×10^0,9.529483337×10^0
1.216383750×10^-1,-1.437760162×10^0,1.339115295×10^0,9.505832520×10^0
1.315893750×10^-1,-1.440903625×10^0,1.375040588×10^0,9.507928162×10^0
1.415393750×10^-1,-1.422042847×10^0,1.370400238×10^0,9.556876373×10^0
1.514903750×10^-1,-1.402583313×10^0,1.365011444×10^0,9.646390228×10^0
1.614403750×10^-1,-1.355131989×10^0,1.351539459×10^0,9.725276184×10^0
1.713913750×10^-1,-1.348545685×10^0,1.284179535×10^0,9.754016418×10^0
1.813413750×10^-1,-1.384171600×10^0,1.223256226×10^0,9.691895599×10^0
1.912923750×10^-1,-1.425785065×10^0,1.181044006×10^0,9.651180267×10^0
2.012423750×10^-1,-1.446741486×10^0,1.197958832×10^0,9.726024628×10^0
2.111933750×10^-1,-1.428479462×10^0,1.212628326×10^0,9.785451050×10^0
2.211433750×10^-1,-1.404529266×10^0,1.232686615×10^0,9.846074982×10^0
2.310943750×10^-1,-1.338666229×10^0,1.251397705×10^0,9.865384827×10^0
2.410443750×10^-1,-1.269210663×10^0,1.275198212×10^0,9.870923309×10^0
2.509953750×10^-1,-1.198707275×10^0,1.318158875×10^0,9.832902374×10^0
2.609453750×10^-1,-1.182241516×10^0,1.358874207×10^0,9.765392761×10^0
2.708963750×10^-1,-1.216071167×10^0,1.357077942×10^0,9.678573303×10^0
2.808463750×10^-1,-1.222358093×10^0,1.376387787×10^0,9.646390228×10^0
2.907973750×10^-1,-1.221609650×10^0,1.344953156×10^0,9.618248749×10^0
3.007473750×10^-1,-1.247206421×10^0,1.278641052×10^0,9.628277893×10^0
3.106983750×10^-1,-1.290915527×10^0,1.261277161×10^0,9.699978790×10^0
3.206483750×10^-1,-1.317111053×10^0,1.255588989×10^0,9.785600739×10^0
3.305993750×10^-1,-1.310674438×10^0,1.220561829×10^0,9.800719299×10^0
3.405493750×10^-1,-1.312321014×10^0,1.196911011×10^0,9.761201477×10^0
3.505003750×10^-1,-1.312470703×10^0,1.225501556×10^0,9.724827118×10^0
3.604503750×10^-1,-1.265169067×10^0,1.257984009×10^0,9.715845795×10^0
3.704013750×10^-1,-1.216969299×10^0,1.233734436×10^0,9.697284393×10^0
