"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.972125001×10^-3,-4.904237986×10^-1,-2.655794919×10^-1,-1.560364366×10^-1
1.992212500×10^-2,-5.367260575×10^-1,-3.621845841×10^-1,-1.586881429×10^-1
2.987212500×10^-2,-4.965411127×10^-1,-4.520446360×10^-1,-1.859560460×10^-1
3.982212500×10^-2,-3.987450302×10^-1,-5.213837624×10^-1,-2.001997083×10^-1
4.977212500×10^-2,-2.916028202×10^-1,-5.539335608×10^-1,-2.354422212×10^-1
5.972212500×10^-2,-2.252594680×10^-1,-6.040942073×10^-1,-2.961575091×10^-1
6.967212500×10^-2,-2.029798776×10^-1,-6.451014280×10^-1,-3.621296883×10^-1
7.962212500×10^-2,-2.315361649×10^-1,-7.141295075×10^-1,-3.654069901×10^-1
8.957112501×10^-2,-3.446021676×10^-1,-5.891932845×10^-1,-2.564494610×10^-1
9.952112500×10^-2,-5.436673164×10^-1,-3.194856048×10^-1,-9.973625094×10^-2
1.094711250×10^-1,-7.286165953×10^-1,-1.546111852×10^-1,4.472108558×10^-3
1.194212083×10^-1,-8.530759811×10^-1,-1.022258960×10^-2,4.034285434×10^-3
1.293712083×10^-1,-9.068511128×10^-1,6.094649062×10^-2,-1.099338531×10^-1
1.393212083×10^-1,-9.076405168×10^-1,5.501936004×10^-2,-2.860769033×10^-1
1.492712083×10^-1,-8.820975423×10^-1,2.119825594×10^-2,-4.815886617×10^-1
1.592212083×10^-1,-8.656916618×10^-1,-4.998084903×10^-2,-6.646884680×10^-1
1.691712083×10^-1,-8.787076473×10^-1,-1.468186378×10^-1,-8.027971983×10^-1
1.791202083×10^-1,-9.239054918×10^-1,-2.779335082×10^-1,-8.827196956×10^-1
1.890702083×10^-1,-9.874821305×10^-1,-4.123976827×10^-1,-8.926625848×10^-1
1.990202083×10^-1,-1.041736841×10^0,-5.449786186×10^-1,-8.356651068×10^-1
2.089702083×10^-1,-1.056169033×10^0,-6.651430726×10^-1,-7.312186956×10^-1
2.189202083×10^-1,-1.022227883×10^0,-7.655407786×10^-1,-6.135117412×10^-1
2.288702083×10^-1,-9.500094652×10^-1,-8.529387712×10^-1,-5.050216913×10^-1
2.388202083×10^-1,-8.495667577×10^-1,-9.164706469×10^-1,-4.137956500×10^-1
2.487702083×10^-1,-7.284751534×10^-1,-9.331445694×10^-1,-3.372789919×10^-1
2.587202083×10^-1,-6.155832410×10^-1,-9.588651061×10^-1,-2.831963003×10^-1
2.686692083×10^-1,-5.299870968×10^-1,-9.432974458×10^-1,-2.496348172×10^-1
2.786192083×10^-1,-4.724852145×10^-1,-8.700720072×10^-1,-2.298587114×10^-1
2.885692083×10^-1,-4.203421772×10^-1,-7.556756139×10^-1,-2.154268920×10^-1
2.985192083×10^-1,-3.721626401×10^-1,-6.206485629×10^-1,-2.086938918×10^-1
3.084692083×10^-1,-3.271579146×10^-1,-4.976061583×10^-1,-2.154960632×10^-1
3.184192083×10^-1,-2.922952771×10^-1,-4.162338078×10^-1,-2.235856801×10^-1
3.283692083×10^-1,-2.664375603×10^-1,-3.644763827×10^-1,-2.249841392×10^-1
3.383192083×10^-1,-2.435982972×10^-1,-3.444520831×10^-1,-2.114678025×10^-1
3.482692083×10^-1,-2.115740776×10^-1,-3.496869206×10^-1,-1.983065009×10^-1
3.582182083×10^-1,-1.698729694×10^-1,-3.575075567×10^-1,-1.917545944×10^-1
3.681682083×10^-1,-1.217456907×10^-1,-3.709765971×10^-1,-2.025548220×10^-1
3.781182083×10^-1,-6.868407130×10^-2,-3.865664899×10^-1,-2.270497829×10^-1
3.880682083×10^-1,-1.220191550×10^-2,-3.841955066×10^-1,-2.619793713×10^-1
3.980182083×10^-1,4.193615541×10^-2,-3.860322833×10^-1,-3.051382899×10^-1
4.079682083×10^-1,7.450671494×10^-2,-3.897248507×10^-1,-3.550527096×10^-1
4.179182083×10^-1,8.320539445×10^-2,-3.910018206×10^-1,-3.963005543×10^-1
4.278682083×10^-1,8.311202377×10^-2,-3.612202704×10^-1,-4.141573608×10^-1
4.378182083×10^-1,8.330003917×10^-2,-2.953459024×10^-1,-4.119895697×10^-1
4.477682083×10^-1,7.415098697×10^-2,-2.326560766×10^-1,-4.021617770×10^-1
4.577172083×10^-1,3.871682659×10^-2,-1.727634519×10^-1,-3.745080233×10^-1
4.676672083×10^-1,-1.629466005×10^-2,-6.816055626×10^-2,-3.261698186×10^-1
4.776172083×10^-1,-6.282541156×10^-2,5.576591566×10^-2,-2.585399151×10^-1
4.875672083×10^-1,-9.128777683×10^-2,1.623469889×10^-1,-1.965915263×10^-1
4.975172083×10^-1,-1.066771224×10^-1,2.224550694×10^-1,-1.649984419×10^-1
5.074672083×10^-1,-1.160209924×10^-1,2.476512045×10^-1,-1.597166657×10^-1
5.174172083×10^-1,-1.177070364×10^-1,2.404889017×10^-1,-1.615566313×10^-1
5.273672083×10^-1,-1.160495430×10^-1,1.849104017×10^-1,-1.541710943×10^-1
5.373172083×10^-1,-1.033894122×10^-1,1.063910797×10^-1,-1.406062841×10^-1
5.472672083×10^-1,-7.853273302×10^-2,-1.350100036×10^-3,-1.217112243×10^-1
5.572162083×10^-1,-4.656015709×10^-2,-1.190351844×10^-1,-9.546950459×10^-2
5.671662083×10^-1,-1.392757613×10^-2,-2.153584808×10^-1,-6.860447675×10^-2
5.771162083×10^-1,1.257966459×10^-2,-2.822501659×10^-1,-3.785987571×10^-2
5.870662083×10^-1,3.281895444×10^-2,-3.038723171×10^-1,-6.192372181×10^-3
5.970162083×10^-1,5.106134340×10^-2,-3.001060784×10^-1,2.612908185×10^-2
6.069662083×10^-1,7.296731323×10^-2,-2.833880782×10^-1,4.860131070×10^-2
6.169162083×10^-1,9.352931380×10^-2,-2.642862797×10^-1,6.399491429×10^-2
6.268662083×10^-1,1.182437763×10^-1,-2.440059185×10^-1,6.612639874×10^-2
6.368162083×10^-1,1.376606226×10^-1,-2.280525118×10^-1,4.816045240×10^-2
6.467652083×10^-1,1.519825608×10^-1,-1.993389130×10^-1,1.981292851×10^-2
6.567152083×10^-1,1.585685611×10^-1,-1.719712019×10^-1,-2.576920390×10^-2
6.666652083×10^-1,1.450000852×10^-1,-1.392397732×10^-1,-7.213627547×10^-2
6.766152083×10^-1,1.105957851×10^-1,-1.098600402×10^-1,-1.151223555×10^-1
6.865652083×10^-1,5.331687629×10^-2,-7.780431956×10^-2,-1.542551368×10^-1
6.965152083×10^-1,-1.417268720×10^-2,-5.694910884×10^-2,-1.814843565×10^-1
7.064652083×10^-1,-8.073203266×10^-2,-5.925627798×10^-2,-2.030390799×10^-1
7.164152083×10^-1,-1.513484269×10^-1,-5.965521932×10^-2,-2.308233082×10^-1
7.263652083×10^-1,-2.219830304×10^-1,-5.881060660×10^-2,-2.627880275×10^-1
7.363152083×10^-1,-2.950444818×10^-1,-3.965901583×10^-2,-2.817484140×10^-1
7.462642083×10^-1,-3.698430061×10^-1,2.891686745×10^-3,-2.763543129×10^-1
7.562142083×10^-1,-4.349543452×10^-1,7.699654251×10^-2,-2.519432306×10^-1
7.661642083×10^-1,-4.783467650×10^-1,1.669843942×10^-1,-2.218906432×10^-1
7.761142083×10^-1,-5.005667806×10^-1,2.582322657×10^-1,-2.074943930×10^-1
7.860642083×10^-1,-5.030053854×10^-1,3.160768449×10^-1,-2.101304829×10^-1
7.960142083×10^-1,-4.965125918×10^-1,3.463018537×10^-1,-2.433334440×10^-1
8.059642083×10^-1,-4.527764618×10^-1,3.086224794×10^-1,-2.840638459×10^-1
8.159142083×10^-1,-3.481573761×10^-1,1.903315336×10^-1,-3.199275732×10^-1
8.258642083×10^-1,-2.218065709×10^-1,-4.507278651×10^-2,-3.466005027×10^-1
8.358132083×10^-1,-1.691079438×10^-1,-1.588739157×10^-1,-3.450436294×10^-1
8.457632083×10^-1,-2.520740032×10^-1,2.733546495×10^-1,-1.745701581×10^-1
8.557132083×10^-1,-4.267600477×10^-1,1.000923634×10^0,6.192200631×10^-2
8.656632083×10^-1,-6.121124625×10^-1,1.681705713×10^0,3.085490465×10^-1
8.756132083×10^-1,-8.114633560×10^-1,2.295522928×10^0,5.444353223×10^-1
8.855632083×10^-1,-9.599663615×10^-1,2.780411482×10^0,7.506741881×10^-1
8.955132083×10^-1,-1.053264380×10^0,3.056103468×10^0,9.068164229×10^-1
9.054632083×10^-1,-1.119086862×10^0,3.121629000×10^0,1.027009130×10^0
9.154132083×10^-1,-1.133039236×10^0,2.984213352×10^0,1.035086751×10^0
9.253632083×10^-1,-1.123908758×10^0,2.734727859×10^0,1.042741299×10^0
9.353122083×10^-1,-1.087274313×10^0,2.353435755×10^0,1.042278409×10^0
9.452622083×10^-1,-9.940494299×10^-1,1.810882211×10^0,1.042080879×10^0
9.552122083×10^-1,-9.081854224×10^-1,1.367836356×10^0,1.052800059×10^0
9.651622083×10^-1,-8.166961074×10^-1,1.024098516×10^0,1.083241105×10^0
9.751122083×10^-1,-7.129811645×10^-1,7.795372605×10^-1,1.139717937×10^0
9.850622083×10^-1,-6.022154689×10^-1,6.326782703×10^-1,1.214110970×10^0
