"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.326958336×10^-3,-2.697690125×10^0,4.919819183×10^0,8.083340607×10^0
8.623041667×10^-3,-2.501747589×10^0,4.960684204×10^0,7.891739044×10^0
1.857304167×10^-2,-2.313139801×10^0,4.939129028×10^0,7.933651886×10^0
2.852304167×10^-2,-2.249821472×10^0,4.899461517×10^0,8.130791931×10^0
3.847204167×10^-2,-2.188898163×10^0,4.812941437×10^0,8.419391785×10^0
4.842204167×10^-2,-2.030527496×10^0,4.740641785×10^0,8.685388641×10^0
5.837204167×10^-2,-1.820065155×10^0,4.665348358×10^0,8.739126892×10^0
6.832204166×10^-2,-1.643582153×10^0,4.585264893×10^0,8.537047119×10^0
7.827204166×10^-2,-1.578168182×10^0,4.592749329×10^0,8.291557617×10^0
8.822204166×10^-2,-1.601968689×10^0,4.671036530×10^0,8.103548584×10^0
9.817204166×10^-2,-1.748513947×10^0,4.674179993×10^0,8.069120178×10^0
1.081210417×10^-1,-2.010169830×10^0,4.565505981×10^0,8.286468201×10^0
1.180710417×10^-1,-2.262694702×10^0,4.471052399×10^0,8.838071136×10^0
1.280210417×10^-1,-2.316882019×10^0,4.399501190×10^0,9.600735168×10^0
1.379710417×10^-1,-2.136956177×10^0,4.334386597×10^0,1.028915359×10^1
1.479210417×10^-1,-1.646575928×10^0,4.197271729×10^0,1.062670166×10^1
1.578710417×10^-1,-1.144220581×10^0,4.058360596×10^0,1.063343765×10^1
1.678200417×10^-1,-7.734416199×10^-1,3.927083588×10^0,1.046878006×10^1
1.777700417×10^-1,-4.863386536×10^-1,3.845054169×10^0,1.023242157×10^1
1.877200417×10^-1,-2.815644836×10^-1,3.894750824×10^0,1.015428406×10^1
1.976700417×10^-1,-6.706054688×10^-2,4.094884644×10^0,1.018302429×10^1
2.076200417×10^-1,1.272354126×10^-1,4.310586090×10^0,9.997559967×10^0
2.175700417×10^-1,2.472857666×10^-1,4.360881500×10^0,9.588161316×10^0
2.275190417×10^-1,3.405418396×10^-1,4.379891968×10^0,9.195677490×10^0
2.374690417×10^-1,3.818559265×10^-1,4.509971466×10^0,9.101822662×10^0
2.474190417×10^-1,5.770500183×10^-1,4.711751862×10^0,9.138346710×10^0
2.573690417×10^-1,7.050338745×10^-1,4.846322021×10^0,9.264234924×10^0
2.673190417×10^-1,6.391708374×10^-1,4.783452759×10^0,9.458979950×10^0
2.772690417×10^-1,5.462141418×10^-1,4.495751038×10^0,9.484576721×10^0
2.872190417×10^-1,5.334906006×10^-1,4.154760132×10^0,9.361382904×10^0
2.971680417×10^-1,4.122427368×10^-1,3.938908997×10^0,9.359886017×10^0
3.071181667×10^-1,1.550775146×10^-1,3.833677826×10^0,9.445657654×10^0
3.170681667×10^-1,3.308120728×10^-2,3.751648407×10^0,9.404343567×10^0
3.270181667×10^-1,-3.173400879×10^-1,3.281775513×10^0,9.420060883×10^0
3.369681667×10^-1,-1.219963074×10^-1,3.334615631×10^0,9.584718475×10^0
3.469181667×10^-1,2.183958435×10^-1,3.661236420×10^0,9.233848114×10^0
3.568681667×10^-1,-1.155596924×10^-1,3.325035553×10^0,8.610993347×10^0
3.668171667×10^-1,-2.412982178×10^-1,3.488046570×10^0,8.047115936×10^0
3.767671667×10^-1,-6.286926270×10^-2,4.148473206×10^0,7.770042114×10^0
3.867171667×10^-1,-3.299139404×10^-1,4.520749054×10^0,7.389982452×10^0
3.966671667×10^-1,-8.135581970×10^-1,4.630321198×10^0,6.349645844×10^0
4.066171667×10^-1,-1.281485138×10^0,4.701573029×10^0,5.110073547×10^0
4.165671667×10^-1,-1.701661377×10^0,4.750670929×10^0,4.747677155×10^0
4.265161667×10^-1,-1.573677521×10^0,4.848267975×10^0,5.441035309×10^0
4.364661667×10^-1,-1.444945221×10^0,4.860093384×10^0,5.914201355×10^0
4.464161667×10^-1,-1.598226471×10^0,4.913232880×10^0,5.986800385×10^0
4.563661667×10^-1,-1.921404419×10^0,5.183570709×10^0,6.005062408×10^0
4.663161667×10^-1,-2.499651947×10^0,5.417833557×10^0,5.788013763×10^0
4.762661667×10^-1,-3.389551392×10^0,5.425168304×10^0,5.346432037×10^0
4.862161667×10^-1,-4.459676056×10^0,5.476212158×10^0,5.256618805×10^0
4.961651667×10^-1,-5.541476440×10^0,5.568420410×10^0,5.577102356×10^0
5.061151667×10^-1,-6.501879272×10^0,5.582042084×10^0,6.251000977×10^0
5.160651667×10^-1,-6.712191925×10^0,5.451064453×10^0,6.586303711×10^0
5.260151667×10^-1,-6.478527832×10^0,5.152136078×10^0,5.880521393×10^0
5.359651667×10^-1,-6.668782196×10^0,4.985083466×10^0,4.590054932×10^0
5.459151667×10^-1,-7.111411743×10^0,4.874463501×10^0,3.100502472×10^0
5.558641667×10^-1,-7.750582581×10^0,4.803960114×10^0,2.046095123×10^0
5.658141667×10^-1,-8.523724823×10^0,5.040617981×10^0,1.482816467×10^0
5.757641667×10^-1,-9.465865631×10^0,5.447771301×10^0,1.360969849×10^0
5.857141667×10^-1,-9.841584320×10^0,5.931714935×10^0,1.860481110×10^0
5.956641667×10^-1,-9.727371826×10^0,6.502478027×10^0,2.358046417×10^0
6.056141667×10^-1,-9.519903259×10^0,6.936874695×10^0,2.544259186×10^0
6.155641667×10^-1,-9.426796875×10^0,6.967411194×10^0,2.399809570×10^0
6.255131667×10^-1,-9.347611542×10^0,6.810537415×10^0,2.262545013×10^0
6.354631667×10^-1,-9.271719360×10^0,6.605912933×10^0,2.026485901×10^0
6.454131667×10^-1,-9.428144073×10^0,6.472390594×10^0,1.937570801×10^0
6.553631667×10^-1,-9.704170074×10^0,6.322402496×10^0,2.101180573×10^0
6.653131667×10^-1,-9.706864471×10^0,6.034251709×10^0,2.434088287×10^0
6.752631667×10^-1,-9.588610382×10^0,5.619314575×10^0,2.861748962×10^0
6.852121667×10^-1,-9.527986450×10^0,5.079537048×10^0,3.291505280×10^0
6.951621667×10^-1,-9.901010742×10^0,4.540507965×10^0,3.610192566×10^0
7.051121667×10^-1,-1.008168503×10^1,4.334985352×10^0,3.608246613×10^0
7.150621667×10^-1,-1.005444168×10^1,4.532275085×10^0,3.680546265×10^0
7.250121667×10^-1,-9.735754395×10^0,5.071753235×10^0,4.190984802×10^0
7.349621667×10^-1,-8.858877869×10^0,5.775439911×10^0,4.995861053×10^0
7.449121667×10^-1,-7.885452118×10^0,6.650220795×10^0,5.318290558×10^0
7.548611667×10^-1,-6.845265198×10^0,8.090525665×10^0,5.125341797×10^0
7.648111667×10^-1,-5.487139435×10^0,9.935588837×10^0,4.494104462×10^0
7.747611667×10^-1,-4.288432159×10^0,1.152528305×10^1,3.413202209×10^0
7.847111667×10^-1,-3.368744659×10^0,1.163725021×10^1,2.420915680×10^0
7.946611667×10^-1,-3.330424347×10^0,9.479786682×10^0,1.888622589×10^0
8.046111667×10^-1,-4.018244019×10^0,7.712262268×10^0,2.631827087×10^0
8.145601667×10^-1,-4.721930695×10^0,7.124434662×10^0,4.194876709×10^0
8.245101667×10^-1,-5.144951019×10^0,6.829697571×10^0,5.040917358×10^0
8.344601667×10^-1,-5.256469116×10^0,6.527625732×10^0,5.345084839×10^0
8.444101667×10^-1,-5.410947876×10^0,6.558012543×10^0,5.122797089×10^0
8.543601667×10^-1,-5.643713837×10^0,6.462660828×10^0,4.524042206×10^0
8.643101667×10^-1,-6.068829803×10^0,6.189029846×10^0,3.493585052×10^0
8.742601667×10^-1,-6.559958496×10^0,5.762866058×10^0,2.331102448×10^0
8.842091667×10^-1,-7.198680267×10^0,5.728287964×10^0,1.327738953×10^0
8.941591667×10^-1,-7.952812042×10^0,5.585335236×10^0,9.557624817×10^-1
9.041091667×10^-1,-8.282875671×10^0,5.594166870×10^0,8.794212341×10^-1
9.140591667×10^-1,-8.147257690×10^0,5.933062134×10^0,6.885681152×10^-1
9.240091667×10^-1,-7.957751770×10^0,6.404431915×10^0,4.794529724×10^-1
9.339591667×10^-1,-7.586823120×10^0,6.706354065×10^0,4.457730103×10^-1
9.439081667×10^-1,-7.365882568×10^0,6.859036560×10^0,9.367520142×10^-1
9.538581667×10^-1,-7.406897278×10^0,6.918612671×10^0,1.523531799×10^0
9.638081667×10^-1,-7.575895844×10^0,6.637946320×10^0,2.107018433×10^0
9.737581667×10^-1,-7.672445068×10^0,5.924978943×10^0,3.175945587×10^0
9.837081667×10^-1,-7.862998810×10^0,5.982309723×10^0,3.941154327×10^0
9.936581667×10^-1,-7.935597839×10^0,6.689439240×10^0,2.793790283×10^0
1.003608167×10^0,-7.529791718×10^0,6.874903564×10^0,1.220412140×10^0
1.013557167×10^0,-6.836583252×10^0,6.609355774×10^0,-9.277706909×10^-1
1.023507167×10^0,-5.824837189×10^0,6.754104767×10^0,-2.786455536×10^0
1.033457167×10^0,-4.704417114×10^0,6.233637085×10^0,-2.192790070×10^0
