"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.027208333×10^-3,4.184022546×10^-1,4.459096491×10^-1,-2.996674776×10^-1
1.297520833×10^-2,4.236944616×10^-1,3.415572345×10^-1,-4.689751565×10^-1
2.292320833×10^-2,3.684623539×10^-1,1.641536951×10^-1,-7.193328142×10^-1
3.287120833×10^-2,2.493842989×10^-1,1.447940469×10^-1,-8.916931152×10^-1
4.281920833×10^-2,1.630938947×10^-1,2.423067540×10^-1,-1.051711321×10^0
5.276720833×10^-2,1.627394259×10^-1,3.440935314×10^-1,-1.220999718×10^0
6.271520833×10^-2,2.856935859×10^-1,4.426810741×10^-1,-1.428766489×10^0
7.266320833×10^-2,4.869371057×10^-1,7.420877814×10^-1,-1.525246859×10^0
8.261120833×10^-2,7.407187819×10^-1,1.211200118×10^0,-1.555461407×10^0
9.255920833×10^-2,1.010288477×10^0,1.622633100×10^0,-1.546843648×10^0
1.025082083×10^-1,1.286546230×10^0,1.849500060×10^0,-1.621035933×10^0
1.124562083×10^-1,1.570387959×10^0,1.952307701×10^0,-1.793016434×10^0
1.224042083×10^-1,1.988725662×10^0,1.825328112×10^0,-2.120484829×10^0
1.323522083×10^-1,2.406446934×10^0,1.910917759×10^0,-2.413254976×10^0
1.423002083×10^-1,2.737893581×10^0,2.086922884×10^0,-2.602649450×10^0
1.522482083×10^-1,2.830552340×10^0,2.139973402×10^0,-2.649034739×10^0
1.621962083×10^-1,2.857097387×10^0,1.928768873×10^0,-2.657306433×10^0
1.721442083×10^-1,2.840453625×10^0,1.673327088×10^0,-2.674842119×10^0
1.820922083×10^-1,2.707725286×10^0,1.535502076×10^0,-2.691402197×10^0
1.920402083×10^-1,2.635018349×10^0,1.277262330×10^0,-2.775041819×10^0
2.019882083×10^-1,2.641273499×10^0,9.622153640×10^-1,-2.898346901×10^0
2.119362083×10^-1,2.527434587×10^0,9.108073115×10^-1,-2.912045240×10^0
2.218842083×10^-1,2.589611530×10^0,8.139185905×10^-1,-2.857319832×10^0
2.318322083×10^-1,2.662950039×10^0,7.462221980×10^-1,-2.750760794×10^0
2.417802083×10^-1,2.754658699×10^0,6.581605077×10^-1,-2.514903784×10^0
2.517282083×10^-1,2.878834486×10^0,5.456963181×10^-1,-2.209085464×10^0
2.616772083×10^-1,2.961843014×10^0,4.800179899×10^-1,-1.890119195×10^0
2.716252083×10^-1,2.971008062×10^0,3.625093400×10^-1,-1.596414447×10^0
2.815732083×10^-1,2.854716539×10^0,7.288791984×10^-2,-1.357283592×10^0
2.915212083×10^-1,2.576335669×10^0,-2.438188791×10^-1,-1.140162230×10^0
3.014692083×10^-1,2.217985392×10^0,-5.274652243×10^-1,-9.857258201×10^-1
3.114172083×10^-1,1.911219120×10^0,-7.601496577×10^-1,-9.139436483×10^-1
3.213652083×10^-1,1.638489008×10^0,-9.161786437×10^-1,-8.143153191×10^-1
3.313132083×10^-1,1.450451851×10^0,-9.595252275×10^-1,-7.514663339×10^-1
3.412612083×10^-1,1.318572164×10^0,-9.246737361×10^-1,-7.173688412×10^-1
3.512092083×10^-1,1.280419827×10^0,-8.753402829×10^-1,-6.960462928×10^-1
3.611572083×10^-1,1.365607977×10^0,-6.689426303×10^-1,-6.430906653×10^-1
3.711052083×10^-1,1.516617417×10^0,-3.814601600×10^-1,-5.199074149×10^-1
3.810532083×10^-1,1.671609163×10^0,-2.315364331×10^-1,-3.365189135×10^-1
3.910012083×10^-1,1.761160374×10^0,-3.146261275×10^-1,-1.664874852×10^-1
4.009492083×10^-1,1.742536306×10^0,-4.822771847×10^-1,-2.748139389×10^-2
4.108982083×10^-1,1.726034999×10^0,-5.528156757×10^-1,1.553073376×10^-1
4.208462083×10^-1,1.835808635×10^0,-6.165195704×10^-1,3.100002408×10^-1
4.307942083×10^-1,1.997983456×10^0,-9.410695434×10^-1,5.353649259×10^-1
4.407422083×10^-1,2.295225143×10^0,-1.202721119×10^0,6.663863063×10^-1
4.506902083×10^-1,2.441670656×10^0,-1.382446408×10^0,8.088738918×10^-1
4.606382083×10^-1,2.590008736×10^0,-1.238149166×10^0,6.721535921×10^-1
4.705862083×10^-1,2.877914429×10^0,-1.694226742×10^0,9.661890566×10^-2
4.805342083×10^-1,2.688439131×10^0,-2.967356682×10^0,1.044478044×10^-1
4.904822083×10^-1,2.311994314×10^0,-3.218019247×10^0,1.815874130×10^-1
5.004302083×10^-1,1.914252043×10^0,-2.589607954×10^0,5.094925314×10^-2
5.103782083×10^-1,1.624775052×10^0,-2.053326368×10^0,1.321892440×10^-1
5.203262083×10^-1,1.509811878×10^0,-1.858615994×10^0,3.673711419×10^-1
5.302742083×10^-1,1.580133677×10^0,-1.707386136×10^0,6.791430712×10^-1
5.402222083×10^-1,1.691278100×10^0,-1.363629222×10^0,1.019817114×10^0
