"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.635450833×10^-1,8.620002866×10^-1,-8.974442482×10^-1,-9.551307559×10^-1
5.734940833×10^-1,8.575466871×10^-1,-1.130894780×10^0,-1.003993154×10^0
5.834430833×10^-1,8.911781907×10^-1,-1.260343909×10^0,-1.043549895×10^0
5.933920833×10^-1,9.424269795×10^-1,-1.279559731×10^0,-1.044942975×10^0
6.033410833×10^-1,9.914744496×10^-1,-1.257853389×10^0,-9.889404774×10^-1
6.132910833×10^-1,9.974989295×10^-1,-1.180456996×10^0,-8.714342117×10^-1
6.232400833×10^-1,9.774568081×10^-1,-1.080461621×10^0,-6.816616058×10^-1
6.331890833×10^-1,9.331268668×10^-1,-9.403214455×10^-1,-4.549434781×10^-1
6.431380833×10^-1,9.690715671×10^-1,-6.035087705×10^-1,-2.607127428×10^-1
6.530870833×10^-1,9.917815328×10^-1,-3.718229244×10^-3,-1.262640804×10^-1
6.630370833×10^-1,9.042924047×10^-1,5.907968283×10^-1,-3.708599880×10^-2
6.729860833×10^-1,7.050247788×10^-1,9.483081102×10^-1,5.138775334×10^-2
6.829350833×10^-1,4.811381400×10^-1,1.045335531×10^0,1.582931727×10^-1
6.928840833×10^-1,3.334088326×10^-1,1.024852514×10^0,2.702299654×10^-1
7.028330833×10^-1,3.301770687×10^-1,9.833176136×10^-1,3.364590406×10^-1
7.127830833×10^-1,4.725821018×10^-1,8.983260989×10^-1,3.116058707×10^-1
7.227320833×10^-1,6.715607047×10^-1,9.450134635×10^-1,2.231255323×10^-1
7.326810833×10^-1,8.362947702×10^-1,1.009484053×10^0,8.818121254×10^-2
7.426300833×10^-1,9.097892046×10^-1,1.010605454×10^0,-6.214011461×10^-2
7.525790833×10^-1,8.900123835×10^-1,9.259087443×10^-1,-1.662285328×10^-1
7.625280833×10^-1,8.477882743×10^-1,8.134126067×10^-1,-2.283896357×10^-1
7.724780833×10^-1,8.381691575×10^-1,8.118582964×10^-1,-2.929239869×10^-1
7.824270833×10^-1,8.442161083×10^-1,8.390111327×10^-1,-3.596864939×10^-1
7.923760833×10^-1,8.902765512×10^-1,9.060980082×10^-1,-3.862742782×10^-1
8.023250833×10^-1,9.521948099×10^-1,1.046774745×10^0,-3.632970750×10^-1
8.122740833×10^-1,9.770038724×10^-1,1.293162942×10^0,-2.899732888×10^-1
8.222240833×10^-1,9.215137362×10^-1,1.416667461×10^0,-1.601095647×10^-1
8.321730833×10^-1,8.590059280×10^-1,1.473558068×10^0,-4.075231403×10^-2
8.421220833×10^-1,8.674271107×10^-1,1.519168973×10^0,5.441308022×10^-2
8.520710833×10^-1,9.710551500×10^-1,1.591024399×10^0,1.520573944×10^-1
8.620200833×10^-1,1.079706192×10^0,1.778074741×10^0,2.045568228×10^-1
8.719690833×10^-1,1.291820049×10^0,2.102642059×10^0,1.710539758×10^-1
8.819190833×10^-1,1.516005516×10^0,2.314059258×10^0,1.391314566×10^-1
8.918680833×10^-1,1.352765679×10^0,2.168724060×10^0,2.116063535×10^-1
9.018170833×10^-1,1.036900640×10^0,1.640008092×10^0,1.531188041×10^-1
9.117660833×10^-1,8.239418268×10^-1,1.073898554×10^0,4.319105297×10^-3
9.217150833×10^-1,7.331956625×10^-1,7.263624668×10^-1,-1.479671001×10^-1
9.316650833×10^-1,7.083052397×10^-1,5.819911361×10^-1,-2.491514236×10^-1
9.416140833×10^-1,7.427649498×10^-1,5.190281272×10^-1,-3.213305175×10^-1
9.515630833×10^-1,8.209648132×10^-1,5.894233584×10^-1,-3.756623566×10^-1
9.615120833×10^-1,8.875443339×10^-1,7.136456966×10^-1,-3.688515723×10^-1
9.714610833×10^-1,9.109194875×10^-1,7.591598630×10^-1,-3.258702755×10^-1
9.814110833×10^-1,8.530319929×10^-1,7.001154423×10^-1,-2.856360376×10^-1
9.913600833×10^-1,7.848021388×10^-1,5.160434842×10^-1,-2.617661655×10^-1
1.001309083×10^0,7.460355759×10^-1,3.286067545×10^-1,-2.355303019×10^-1
1.011258083×10^0,7.208421230×10^-1,2.281624973×10^-1,-1.648583710×10^-1
1.021207083×10^0,6.992734075×10^-1,1.407141387×10^-1,-1.969583100×10^-3
1.031157083×10^0,6.915851831×10^-1,1.563693881×10^-1,1.989175826×10^-1
1.041106083×10^0,6.884461045×10^-1,2.676338553×10^-1,4.182954729×10^-1
1.051055083×10^0,6.783624291×10^-1,3.416959643×10^-1,6.017321944×10^-1
1.061004083×10^0,6.934652328×10^-1,3.368173242×10^-1,7.374977469×10^-1
1.070953083×10^0,7.095819712×10^-1,3.494931459×10^-1,8.174868226×10^-1
1.080902083×10^0,7.023354769×10^-1,3.446879983×10^-1,8.731596470×10^-1
1.090852083×10^0,6.623820662×10^-1,2.405778170×10^-1,8.899929523×10^-1
1.100801083×10^0,5.841405392×10^-1,1.471762359×10^-1,8.243582845×10^-1
1.110750083×10^0,5.002558827×10^-1,1.461894065×10^-2,7.284222245×10^-1
1.120699083×10^0,4.558766782×10^-1,-4.350881279×10^-2,6.013846397×10^-1
1.130648083×10^0,4.744650722×10^-1,1.988552744×10^-3,4.729628265×10^-1
1.140598083×10^0,4.885084629×10^-1,1.082635969×10^-1,3.682505190×10^-1
1.150547083×10^0,4.776569009×10^-1,1.480696499×10^-1,2.904858291×10^-1
1.160496083×10^0,4.065598249×10^-1,4.541624337×10^-2,1.572873145×10^-1
1.170445083×10^0,3.301552832×10^-1,2.069214135×10^-1,9.488753229×10^-2
1.180394083×10^0,3.187454939×10^-1,4.290634096×10^-1,6.363453716×10^-2
1.190344083×10^0,2.767642438×10^-1,5.468772650×10^-1,1.841587946×10^-2
1.200293083×10^0,2.129666209×10^-1,5.794639587×10^-1,-2.095096745×10^-2
1.210242125×10^0,1.006097868×10^-1,5.631853938×10^-1,-4.542702809×10^-3
1.220191125×10^0,4.489272460×10^-2,4.972828329×10^-1,9.414233267×10^-2
1.230140125×10^0,-1.879239082×10^-2,5.267187357×10^-1,2.247390300×10^-1
1.240089125×10^0,-6.063624471×10^-2,6.018076539×10^-1,4.242055118×10^-1
1.250039125×10^0,-1.164058000×10^-1,7.536711693×10^-1,7.057906985×10^-1
1.259988125×10^0,-9.355933964×10^-2,7.218972445×10^-1,9.729563594×10^-1
1.269937125×10^0,1.794307493×10^-2,8.189826012×10^-1,1.187512994×10^0
1.279886125×10^0,9.701924771×10^-2,1.016887665×10^0,1.343454361×10^0
1.289835125×10^0,2.255560458×10^-1,1.118087292×10^0,1.459978342×10^0
1.299785125×10^0,2.616879344×10^-1,1.214517117×10^0,1.560306549×10^0
1.309734125×10^0,3.010104299×10^-1,1.158693552×10^0,1.672929049×10^0
1.319683125×10^0,3.667918444×10^-1,1.270831704×10^0,1.822919846×10^0
1.329632125×10^0,4.503702819×10^-1,1.381236553×10^0,1.967624903×10^0
1.339581125×10^0,5.832372904×10^-1,1.440805554×10^0,2.039580822×10^0
1.349531125×10^0,6.787039638×10^-1,1.216518164×10^0,2.003491640×10^0
1.359480125×10^0,8.308799267×10^-1,7.338111401×10^-1,1.988756299×10^0
1.369429125×10^0,1.138795376×10^0,2.444380224×10^-1,1.998971701×10^0
1.379378125×10^0,1.110993862×10^0,1.595926285×10^-1,2.171084642×10^0
1.389327125×10^0,8.280889392×10^-1,2.820764482×10^-1,2.502247572×10^0
1.399277125×10^0,1.974603832×10^-1,2.231627703×10^-1,2.695887566×10^0
1.409226125×10^0,-2.732493281×10^-1,-8.981598914×10^-2,2.547946692×10^0
1.419175125×10^0,-1.574625671×10^-1,-5.150016546×10^-1,2.167783737×10^0
1.429124125×10^0,2.757335603×10^-1,-5.946744084×10^-1,1.777290702×10^0
1.439073125×10^0,8.059684038×10^-1,-8.194050193×10^-1,1.595002055×10^0
1.449023125×10^0,8.019620776×10^-1,-5.584079623×10^-1,2.111600637×10^0
1.458972125×10^0,4.758428037×10^-1,-5.467270613×10^-1,2.392048597×10^0
1.468921125×10^0,1.637481600×10^-1,-6.844936609×10^-1,2.354876995×10^0
1.478870125×10^0,5.268608779×10^-2,-1.085597396×10^0,2.405848980×10^0
1.488819125×10^0,1.696397513×10^-1,-1.716863155×10^0,2.652567625×10^0
1.498769125×10^0,4.817694128×10^-1,-2.282341242×10^0,2.964389086×10^0
1.508718125×10^0,6.824502945×10^-1,-3.109607220×10^0,3.138741016×10^0
1.518667125×10^0,6.304193139×10^-1,-3.844197989×10^0,3.184512138×10^0
1.528616125×10^0,5.078953505×10^-1,-3.941687107×10^0,3.320044041×10^0
1.538565125×10^0,3.271391690×10^-1,-3.805876017×10^0,3.345132828×10^0
1.548515125×10^0,-2.097624540×10^-1,-3.216984272×10^0,3.274410248×10^0
1.558464125×10^0,-8.594272733×10^-1,-2.692763329×10^0,3.107233286×10^0
1.568413125×10^0,-1.393515706×10^0,-2.383427143×10^0,2.745472670×10^0
1.578362125×10^0,-1.547528148×10^0,-1.681861162×10^0,1.844378114×10^0
1.588311125×10^0,-1.093966126×10^0,9.173423052×10^-2,2.848389745×10^-1
1.598261125×10^0,-4.695901275×10^-1,1.969179988×10^0,-1.221139431×10^0
1.608210125×10^0,-5.082311109×10^-2,3.040621042×10^0,-1.895501018×10^0
1.618159125×10^0,1.097186282×10^-1,3.407494307×10^0,-2.042687416×10^0
1.628108125×10^0,2.279769629×10^-2,3.118018150×10^0,-1.886870503×10^0
1.638057125×10^0,-2.998935282×10^-1,2.087782383×10^0,-1.505921245×10^0
1.648007125×10^0,-6.128240824×10^-1,7.465229630×10^-1,-9.995292425×10^-1
1.657956125×10^0,-6.477562189×10^-1,-3.478215635×10^-1,-4.654320776×10^-1
1.667905125×10^0,-4.232076108×10^-1,-9.581599832×10^-1,1.321614906×10^-2
1.677854125×10^0,-3.298582509×10^-2,-1.144369364×10^0,3.805209100×10^-1
1.687804125×10^0,3.692059815×10^-1,-1.054947615×10^0,5.111902356×10^-1
1.697753125×10^0,6.475198865×10^-1,-8.461352587×10^-1,3.901117146×10^-1
1.707702125×10^0,7.615405917×10^-1,-6.060976982×10^-1,1.487476826×10^-1
1.717651125×10^0,7.027757764×10^-1,-4.124552608×10^-1,-6.896413863×10^-2
1.727600125×10^0,5.061055422×10^-1,-3.043398261×10^-1,-1.883543134×10^-1
1.737550125×10^0,2.307525873×10^-1,-2.423590422×10^-1,-1.836170852×10^-1
1.747499125×10^0,-6.670197099×10^-2,-1.635103524×10^-1,-6.533295661×10^-2
1.757448125×10^0,-3.387204409×10^-1,4.372930620×10^-3,8.846379817×10^-2
1.767397125×10^0,-5.519380569×10^-1,2.837056220×10^-1,1.971274763×10^-1
1.777346125×10^0,-6.898109913×10^-1,6.300680637×10^-1,2.399801463×10^-1
1.787296125×10^0,-7.517859340×10^-1,9.462827444×10^-1,2.502164841×10^-1
1.797245125×10^0,-7.374677062×10^-1,1.124387503×10^0,2.519624531×10^-1
1.807194125×10^0,-6.351616383×10^-1,1.124583960×10^0,2.435428649×10^-1
1.817143125×10^0,-4.683646560×10^-1,9.670777321×10^-1,2.136219740×10^-1
1.827092125×10^0,-2.679464221×10^-1,6.886347532×10^-1,1.669403762×10^-1
1.837042125×10^0,-7.430373132×10^-2,3.367557824×10^-1,1.186628565×10^-1
1.846991125×10^0,8.862733841×10^-2,-6.441768724×10^-3,7.223012298×10^-2
1.856940125×10^0,2.017576247×10^-1,-2.769939005×10^-1,4.183625802×10^-2
1.866889125×10^0,2.548905611×10^-1,-4.450595081×10^-1,2.338239364×10^-2
1.876838125×10^0,2.450725436×10^-1,-5.034434795×10^-1,7.281720173×10^-3
1.886788125×10^0,1.857031286×10^-1,-4.571315050×10^-1,-3.386065364×10^-3
1.896737125×10^0,8.824982494×10^-2,-3.364149630×10^-1,-3.002570011×10^-3
1.906686125×10^0,-2.741298079×10^-2,-1.744769514×10^-1,8.381557651×10^-3
1.916635125×10^0,-1.427395791×10^-1,1.371346228×10^-2,2.752782218×10^-2
1.926584125×10^0,-2.332278788×10^-1,1.949776262×10^-1,5.636671931×10^-2
1.936534125×10^0,-2.867723107×10^-1,3.316033781×10^-1,8.260072768×10^-2
1.946483125×10^0,-3.015491962×10^-1,3.893074989×10^-1,1.029901206×10^-1
1.956432125×10^0,-2.828274369×10^-1,3.749898076×10^-1,1.158673018×10^-1
1.966381125×10^0,-2.397827357×10^-1,3.087187111×10^-1,1.178648472×10^-1
1.976331125×10^0,-1.781859398×10^-1,2.279295921×10^-1,1.178797558×10^-1
1.986280125×10^0,-1.059814394×10^-1,1.563727111×10^-1,1.187880114×10^-1
1.996229125×10^0,-3.349445388×10^-2,1.094773784×10^-1,1.111087874×10^-1
2.006178125×10^0,2.140036412×10^-2,8.883628249×10^-2,9.928330779×10^-2
2.016127125×10^0,5.005464330×10^-2,8.491984010×10^-2,7.344692200×10^-2
2.026077125×10^0,4.565723240×10^-2,8.787833899×10^-2,3.330748528×10^-2
2.036026125×10^0,2.719939686×10^-2,1.137842387×10^-1,-1.482076477×10^-4
2.045975125×10^0,1.276750816×10^-3,1.552160382×10^-1,-2.430405281×10^-2
2.055924125×10^0,-2.642891183×10^-2,2.146333009×10^-1,-4.884614795×10^-2
2.065873125×10^0,-4.829355329×10^-2,2.866334915×10^-1,-7.310693711×10^-2
2.075823125×10^0,-7.682852447×10^-2,3.656201959×10^-1,-9.392219782×10^-2
2.085772125×10^0,-1.025315523×10^-1,4.529156089×10^-1,-1.168615595×10^-1
2.095721125×10^0,-1.248954460×10^-1,5.441554785×10^-1,-1.326538473×10^-1
2.105670125×10^0,-1.292750090×10^-1,6.346927881×10^-1,-1.422757953×10^-1
2.115619125×10^0,-1.236850470×10^-1,7.094056010×10^-1,-1.423125565×10^-1
2.125569125×10^0,-9.620779008×10^-2,7.271287441×10^-1,-1.387103200×10^-1
2.135518125×10^0,-4.800963029×10^-2,7.153820395×10^-1,-1.403817236×10^-1
2.145467125×10^0,1.905530319×10^-2,6.953870654×10^-1,-1.590632647×10^-1
2.155416125×10^0,9.699591249×10^-2,6.631250381×10^-1,-1.894613951×10^-1
2.165366125×10^0,1.821981370×10^-1,6.016285419×10^-1,-2.318622470×10^-1
2.175315125×10^0,2.716092467×10^-1,5.000180006×10^-1,-2.642992735×10^-1
2.185264125×10^0,3.872245848×10^-1,3.186737001×10^-1,-2.853009403×10^-1
2.195213125×10^0,5.254929662×10^-1,8.063691854×10^-2,-3.294742703×10^-1
2.205162125×10^0,6.779844761×10^-1,-1.737064123×10^-1,-4.136717021×10^-1
2.215111833×10^0,8.320360780×10^-1,-4.240896404×10^-1,-5.087356567×10^-1
2.225060833×10^0,9.610878229×10^-1,-6.750056744×10^-1,-5.584574342×10^-1
2.235009833×10^0,1.031711936×10^0,-9.317420721×10^-1,-5.142582655×10^-1
2.244958833×10^0,1.051136017×10^0,-1.144722223×10^0,-3.837003708×10^-1
2.254907833×10^0,1.066426277×10^0,-1.281605959×10^0,-2.136735171×10^-1
2.264857833×10^0,1.115670800×10^0,-1.326987147×10^0,-5.630620569×10^-2
2.274806833×10^0,1.203973532×10^0,-1.265994072×10^0,3.237705678×10^-2
2.284755833×10^0,1.321754098×10^0,-1.108687997×10^0,6.643502042×10^-3
2.294704833×10^0,1.473377466×10^0,-9.781297445×10^-1,-7.751851529×10^-2
2.304653833×10^0,1.647503853×10^0,-1.008377671×10^0,-1.601319164×10^-1
2.314603833×10^0,1.809177160×10^0,-1.245772839×10^0,-1.986918300×10^-1
2.324552833×10^0,1.911925077×10^0,-1.627054334×10^0,-1.927654147×10^-1
2.334501833×10^0,1.924198270×10^0,-2.063336134×10^0,-1.556313634×10^-1
2.344450833×10^0,1.865341902×10^0,-2.375299454×10^0,-9.999242425×10^-2
2.354400833×10^0,1.679583549×10^0,-2.561765432×10^0,-4.645515978×10^-2
2.364349833×10^0,1.435248375×10^0,-2.541479349×10^0,-9.587082081×10^-3
2.374298833×10^0,1.212668300×10^0,-2.287346125×10^0,1.140874717×10^-2
2.384247833×10^0,1.035714626×10^0,-1.880487561×10^0,-2.476795204×10^-2
2.394196833×10^0,9.303218722×10^-1,-1.425762892×10^0,-1.061094105×10^-1
2.404146833×10^0,8.889196515×10^-1,-1.002177000×10^0,-1.930488348×10^-1
2.414095833×10^0,8.932491541×10^-1,-6.768916249×10^-1,-2.862778604×10^-1
2.424044833×10^0,9.612333179×10^-1,-4.905147552×10^-1,-3.781481385×10^-1
2.433993833×10^0,1.075215220×10^0,-4.725538492×10^-1,-4.912334085×10^-1
2.443942833×10^0,1.171786070×10^0,-4.926201999×10^-1,-6.420183778×10^-1
2.453892833×10^0,1.245223761×10^0,-5.172600746×10^-1,-7.966215014×10^-1
2.463841833×10^0,1.297007918×10^0,-5.760672092×10^-1,-9.157913923×10^-1
2.473790833×10^0,1.305080175×10^0,-6.704770923×10^-1,-9.931114316×10^-1
2.483739833×10^0,1.274074674×10^0,-7.413631082×10^-1,-1.011148334×10^0
2.493688833×10^0,1.208564878×10^0,-7.402616143×10^-1,-9.862190485×10^-1
2.503638833×10^0,1.130860925×10^0,-6.825189590×10^-1,-9.166376591×10^-1
2.513587833×10^0,1.045834422×10^0,-5.909326077×10^-1,-8.248121142×10^-1
2.523536833×10^0,9.383222461×10^-1,-4.332819581×10^-1,-7.120373249×10^-1
2.533485833×10^0,8.335521221×10^-1,-2.468143404×10^-1,-5.853630304×10^-1
2.543435833×10^0,7.400770187×10^-1,-5.400630459×10^-2,-4.634672403×10^-1
2.553384833×10^0,6.598229408×10^-1,7.673892379×10^-2,-3.788737953×10^-1
2.563333833×10^0,5.980970860×10^-1,1.085194424×10^-1,-3.021639884×10^-1
2.573282833×10^0,5.363945365×10^-1,6.270481646×10^-2,-2.313188612×10^-1
2.583231833×10^0,4.550382793×10^-1,-1.787229627×10^-2,-1.532870829×10^-1
2.593181833×10^0,3.216978014×10^-1,-5.832304806×10^-2,-6.609758735×10^-2
2.603130833×10^0,1.483993232×10^-1,-2.427794226×10^-2,1.947285980×10^-2
2.613079833×10^0,-3.083061427×10^-2,6.942111999×10^-2,9.913759679×10^-2
2.623028833×10^0,-1.707045883×10^-1,1.713075936×10^-1,1.693306863×10^-1
2.632977833×10^0,-2.517733574×10^-1,2.497494072×10^-1,2.385710180×10^-1
2.642927833×10^0,-2.950778902×10^-1,2.681414485×10^-1,3.071327507×10^-1
2.652876833×10^0,-3.217504919×10^-1,2.225500047×10^-1,3.592585325×10^-1
2.662825833×10^0,-3.611936867×10^-1,1.489585787×10^-1,3.881612420×10^-1
2.672774833×10^0,-4.256400764×10^-1,8.183892816×10^-2,4.167193770×10^-1
2.682723833×10^0,-4.982327521×10^-1,5.680713803×10^-2,4.529691339×10^-1
2.692673833×10^0,-5.707567930×10^-1,1.044846401×10^-1,5.165222883×10^-1
2.702622833×10^0,-6.342812777×10^-1,2.375879437×10^-1,6.037445664×10^-1
2.712571833×10^0,-6.842589974×10^-1,4.306338131×10^-1,7.030474544×10^-1
2.722520833×10^0,-7.259347439×10^-1,6.451584697×10^-1,7.925038934×10^-1
2.732469833×10^0,-7.639753222×10^-1,8.457437754×10^-1,8.538570404×10^-1
2.742419833×10^0,-8.048142791×10^-1,1.004817486×10^0,8.719705939×10^-1
2.752368833×10^0,-8.760071993×10^-1,1.098772168×10^0,8.253615499×10^-1
2.762317833×10^0,-9.854699969×10^-1,1.111565471×10^0,7.303522825×10^-1
2.772266833×10^0,-1.115808368×10^0,1.037383914×10^0,6.098093390×10^-1
2.782216833×10^0,-1.207909346×10^0,8.700405955×10^-1,5.095643401×10^-1
2.792165833×10^0,-1.174064040×10^0,6.247754693×10^-1,4.977412522×10^-1
2.802114833×10^0,-9.797766805×10^-1,3.682670593×10^-1,5.852116942×10^-1
2.812063833×10^0,-7.146616578×10^-1,1.856162697×10^-1,6.691420078×10^-1
2.822012833×10^0,-4.549498856×10^-1,7.726532966×10^-2,7.076790929×10^-1
2.831962833×10^0,-3.134731948×10^-1,6.165733933×10^-2,7.561683059×10^-1
2.841911833×10^0,-3.176359236×10^-1,9.085535258×10^-2,8.534206152×10^-1
2.851860833×10^0,-4.037058353×10^-1,1.292352378×10^-1,9.058127403×10^-1
2.861809833×10^0,-5.353317261×10^-1,2.019814253×10^-1,7.989767790×10^-1
2.871758833×10^0,-6.761745811×10^-1,3.048558831×10^-1,5.647045970×10^-1
2.881708833×10^0,-7.999195457×10^-1,4.067885578×10^-1,2.994658053×10^-1
2.891657833×10^0,-8.808327913×10^-1,4.617937505×10^-1,1.035218611×10^-1
2.901606833×10^0,-9.001453519×10^-1,4.419812262×10^-1,3.174699098×10^-2
2.911555833×10^0,-8.720706105×10^-1,3.926022351×10^-1,4.140547663×10^-2
2.921504833×10^0,-8.250637650×10^-1,3.509756327×10^-1,8.634845167×10^-2
2.931454833×10^0,-7.694878578×10^-1,3.383538425×10^-1,1.412766725×10^-1
2.941403833×10^0,-7.114616036×10^-1,3.542575538×10^-1,1.989260018×10^-1
2.951352833×10^0,-6.729370952×10^-1,4.015390575×10^-1,2.148397267×10^-1
2.961301833×10^0,-6.754649878×10^-1,4.717436731×10^-1,1.923022866×10^-1
2.971250833×10^0,-7.079228163×10^-1,5.518877506×10^-1,1.354169101×10^-1
2.981200833×10^0,-7.560728192×10^-1,6.325481534×10^-1,6.226832420×10^-2
2.991149833×10^0,-8.139265180×10^-1,6.995807290×10^-1,-2.130646072×10^-2
3.001098833×10^0,-8.875680566×10^-1,7.397685051×10^-1,-9.682903439×10^-2
3.011047833×10^0,-9.733101726×10^-1,7.503353953×10^-1,-1.602681875×10^-1
3.020997833×10^0,-1.055913568×10^0,7.289372087×10^-1,-1.945261508×10^-1
3.030946833×10^0,-1.103087187×10^0,6.989138126×10^-1,-2.013947070×10^-1
3.040895833×10^0,-1.094691038×10^0,7.195708752×10^-1,-1.600720286×10^-1
3.050844833×10^0,-1.024418831×10^0,8.019413352×10^-1,-7.255309075×10^-2
3.060793833×10^0,-9.064167738×10^-1,9.151092172×10^-1,5.149204656×10^-2
3.070743833×10^0,-7.816383243×10^-1,1.009360433×10^0,1.854008436×10^-1
3.080692833×10^0,-6.762877703×10^-1,1.022477627×10^0,2.860987782×10^-1
3.090641833×10^0,-5.884961486×10^-1,9.342997670×10^-1,3.251846731×10^-1
3.100590833×10^0,-5.205516815×10^-1,7.865136862×10^-1,3.267715871×10^-1
3.110539833×10^0,-4.560115337×10^-1,6.232608557×10^-1,2.967476249×10^-1
3.120489833×10^0,-4.001069367×10^-1,4.677569568×10^-1,2.499822825×10^-1
3.130438833×10^0,-3.606702983×10^-1,3.216066658×10^-1,2.041753680×10^-1
3.140387833×10^0,-3.555014729×10^-1,2.002610564×10^-1,1.735310853×10^-1
3.150336833×10^0,-4.048692882×10^-1,1.289898008×10^-1,1.453641653×10^-1
3.160285833×10^0,-4.959324002×10^-1,1.014284268×10^-1,1.036383882×10^-1
