"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.383625000×10^-3,-2.958618291×10^-2,-4.232847318×10^-2,-6.042601541×10^-3
1.333362500×10^-2,-9.843903594×10^-3,-1.780102961×10^-2,-6.260181777×10^-3
2.328362500×10^-2,3.847972304×10^-2,-9.048924781×10^-3,-1.547246706×10^-3
3.323362500×10^-2,3.928879276×10^-2,-3.619984910×10^-2,-1.120075583×10^-3
4.318362500×10^-2,1.213680394×10^-2,-5.790543556×10^-2,-3.597241594×10^-3
5.313362500×10^-2,-2.895409008×10^-3,-4.608606175×10^-2,-5.236875731×10^-4
6.308362500×10^-2,2.380549442×10^-3,-1.319886837×10^-2,-1.709158299×10^-3
7.303362500×10^-2,6.793939508×10^-3,1.472331025×10^-2,3.670419101×10^-4
8.298262500×10^-2,3.964165226×10^-3,6.055749021×10^-3,-1.190043986×10^-4
9.293262500×10^-2,-1.313154353×10^-3,-1.674730144×10^-2,-2.969035413×10^-4
1.028826250×10^-1,-1.839425066×10^-3,-1.171730552×10^-2,4.023460206×10^-4
1.128326250×10^-1,4.029649310×10^-3,2.900785534×10^-3,3.213861492×10^-4
1.227826250×10^-1,4.911125638×10^-3,6.472432986×10^-3,-6.986998487×10^-4
1.327326250×10^-1,-1.763555105×10^-3,-1.351401326×10^-3,-3.178678453×10^-4
1.426826250×10^-1,-5.642715376×10^-3,-2.427584957×10^-3,1.507729292×10^-3
1.526326250×10^-1,-1.666882425×10^-3,5.067882128×10^-3,-1.796497963×10^-4
1.625826250×10^-1,3.334564157×10^-3,4.607339390×10^-3,-1.821127022×10^-3
1.725326250×10^-1,-1.108919969×10^-3,9.292473551×10^-4,1.254557865×10^-3
1.824816250×10^-1,-2.430611756×10^-3,3.007734194×10^-3,1.223906875×10^-4
1.924316250×10^-1,-5.544146989×10^-4,3.417861182×10^-3,7.389124949×10^-4
2.023816250×10^-1,1.768046757×10^-3,-2.934573218×10^-3,1.518500503×10^-4
2.123316250×10^-1,8.820130024×10^-4,-1.188604976×10^-3,-1.019674353×10^-3
2.222816250×10^-1,-5.990263075×10^-3,6.609080825×10^-3,-1.092161983×10^-3
2.322316250×10^-1,-6.213702261×10^-3,1.083897986×10^-2,2.527340082×10^-3
2.421816250×10^-1,-6.043722387×10^-3,1.511366572×10^-2,1.106961397×10^-3
2.521316250×10^-1,-6.768102292×10^-3,2.794424258×10^-2,1.510430360×10^-3
2.620816250×10^-1,-6.794744171×10^-3,4.549425840×10^-2,2.538454719×10^-3
2.720316250×10^-1,-5.751850549×10^-3,4.699628428×10^-2,-6.025773473×10^-5
2.819806250×10^-1,-4.955098033×10^-3,3.899767250×10^-2,1.443057088×10^-3
2.919306250×10^-1,-4.775334615×10^-3,2.990990132×10^-2,1.458769431×10^-3
3.018806250×10^-1,-5.862744059×10^-3,3.395804018×10^-2,1.913059503×10^-3
3.118306250×10^-1,-1.371507440×10^-2,7.416617870×10^-2,4.474221729×10^-3
3.217806250×10^-1,-2.524115890×10^-2,9.224880487×10^-2,1.048336551×10^-2
3.317306250×10^-1,-4.222174361×10^-2,1.409612149×10^-1,1.897565275×10^-2
3.416806250×10^-1,-5.871518329×10^-2,2.016803175×10^-1,2.388110012×10^-2
3.516306250×10^-1,-7.689151913×10^-2,3.218612969×10^-1,4.053011537×10^-2
3.615806250×10^-1,-8.376003057×10^-2,3.904581070×10^-1,5.546109751×10^-2
3.715296250×10^-1,-8.851883560×10^-2,4.097771943×10^-1,5.797911808×10^-2
3.814796250×10^-1,-8.758524805×10^-2,4.176980555×10^-1,4.744432867×10^-2
3.914296250×10^-1,-8.178088814×10^-2,3.933474422×10^-1,2.461597696×10^-2
4.013796250×10^-1,-8.278930187×10^-2,3.923148513×10^-1,1.968829520×10^-2
4.113296250×10^-1,-8.639761806×10^-2,3.407984078×10^-1,6.063297391×10^-3
4.212796250×10^-1,-8.776272088×10^-2,2.736429274×10^-1,-6.718490273×10^-3
4.312296250×10^-1,-8.367956430×10^-2,1.678094268×10^-1,-1.536044851×10^-2
4.411796250×10^-1,-7.269376516×10^-2,6.711427122×10^-2,-2.254284173×10^-2
4.511296250×10^-1,-7.083487511×10^-2,1.067549735×10^-2,-2.028261498×10^-2
4.610796250×10^-1,-9.412916750×10^-2,-2.917530946×10^-2,-2.040049993×10^-2
4.710286250×10^-1,-1.511213481×10^-1,-1.480652094×10^-1,-2.506023273×10^-2
4.809786250×10^-1,-1.964213401×10^-1,-2.920881808×10^-1,-2.523415536×10^-2
4.909286250×10^-1,-1.892672926×10^-1,-3.289151788×10^-1,-2.440324798×10^-2
5.008786250×10^-1,-1.026364192×10^-1,-9.400980175×10^-2,-1.638941094×10^-2
5.108286250×10^-1,-1.323380508×10^-3,2.655896246×10^-1,-8.344532922×10^-3
5.207786250×10^-1,4.162042588×10^-2,3.623484671×10^-1,-7.156615146×10^-3
5.307286250×10^-1,5.746570230×10^-2,4.322838783×10^-1,-7.799768820×10^-3
5.406786250×10^-1,7.234252989×10^-2,6.713135839×10^-1,-9.035706520×10^-3
5.506286250×10^-1,1.096116006×10^-1,9.562433362×10^-1,-3.956525587×10^-3
5.605786250×10^-1,1.696823835×10^-1,1.198011518×10^0,2.606240474×10^-2
5.705276250×10^-1,2.338664383×10^-1,1.384344101×10^0,4.926412925×10^-2
5.804776250×10^-1,2.737756073×10^-1,1.640136719×10^0,2.314526588×10^-2
5.904276250×10^-1,3.017238975×10^-1,1.896136761×10^0,4.839549586×10^-2
6.003776250×10^-1,3.165139854×10^-1,2.040199041×10^0,8.616141975×10^-2
6.103276250×10^-1,3.279799521×10^-1,2.091318607×10^0,1.025308073×10^-1
6.202776250×10^-1,3.631334603×10^-1,2.210701704×10^0,1.628572494×10^-1
6.302276250×10^-1,4.173879027×10^-1,2.412559509×10^0,2.861876786×10^-1
6.401776250×10^-1,4.642787278×10^-1,2.632952452×10^0,4.624266028×10^-1
6.501276250×10^-1,5.066559911×10^-1,2.824836731×10^0,6.975325942×10^-1
6.600766250×10^-1,5.895445943×10^-1,2.986582279×10^0,9.028001428×10^-1
6.700266250×10^-1,7.156457901×10^-1,3.129257441×10^0,1.033438206×10^0
6.799766250×10^-1,8.626233339×10^-1,3.220566273×10^0,1.072619319×10^0
6.899266250×10^-1,1.021362066×10^0,3.242525339×10^0,1.056303144×10^0
6.998766250×10^-1,1.205012441×10^0,3.091917276×10^0,1.078776240×10^0
7.098266250×10^-1,1.437467813×10^0,2.938731670×10^0,1.154190540×10^0
7.197766250×10^-1,1.696978688×10^0,2.918113470×10^0,1.244349480×10^0
7.297266250×10^-1,1.934324145×10^0,2.889952421×10^0,1.354372144×10^0
7.396766250×10^-1,2.085842371×10^0,2.947475195×10^0,1.525996327×10^0
7.496266250×10^-1,2.089995146×10^0,3.123288870×10^0,1.740446329×10^0
7.595756250×10^-1,2.283584595×10^0,2.705952168×10^0,1.742759585×10^0
7.695256250×10^-1,2.660777092×10^0,2.247920752×10^0,1.420799494×10^0
7.794756250×10^-1,3.092357874×10^0,1.865136623×10^0,9.667924047×10^-1
7.894256250×10^-1,3.419301510×10^0,1.612077475×10^0,6.543385983×10^-1
7.993756250×10^-1,3.593993425×10^0,1.416735172×10^0,6.159159541×10^-1
8.093256250×10^-1,3.670286655×10^0,1.501843572×10^0,8.367441893×10^-1
8.192756250×10^-1,3.690755129×10^0,1.748304605×10^0,1.194180250×10^0
8.292258750×10^-1,3.722179174×10^0,1.918967962×10^0,1.507968307×10^0
8.391758750×10^-1,3.800619841×10^0,1.953057289×10^0,1.676100969×10^0
8.491258750×10^-1,3.869492292×10^0,1.953116894×10^0,1.654950738×10^0
8.590748750×10^-1,3.856186390×10^0,1.768886328×10^0,1.493686676×10^0
8.690248750×10^-1,3.780797005×10^0,1.526840925×10^0,1.271779895×10^0
8.789748750×10^-1,3.693500280×10^0,1.359452844×10^0,1.082243085×10^0
8.889248750×10^-1,3.586054564×10^0,1.207756519×10^0,9.839410782×10^-1
8.988748750×10^-1,3.431542635×10^0,1.026492834×10^0,8.868397474×10^-1
9.088248750×10^-1,3.255741596×10^0,7.046825290×10^-1,7.238556147×10^-1
9.187748750×10^-1,3.122652531×10^0,3.590008020×10^-1,5.834062099×10^-1
9.287248750×10^-1,3.027282000×10^0,2.694674730×10^-1,4.754653871×10^-1
9.386748750×10^-1,2.914926052×10^0,2.691444159×10^-1,4.323579967×10^-1
9.486248750×10^-1,2.780836105×10^0,2.787613571×10^-1,4.197196960×10^-1
9.585738750×10^-1,2.668842554×10^0,3.501075506×10^-1,4.074310064×10^-1
9.685238750×10^-1,2.585744619×10^0,3.492172360×10^-1,4.278337359×10^-1
9.784738750×10^-1,2.585269213×10^0,2.157285362×10^-1,4.837653935×10^-1
9.884238750×10^-1,2.693222523×10^0,1.820896268×10^-1,5.532677174×10^-1
9.983738750×10^-1,2.848284483×10^0,3.609842956×10^-1,6.293945312×10^-1
1.008323875×10^0,2.934573412×10^0,5.027135015×10^-1,6.923527122×10^-1
1.018273875×10^0,2.944562435×10^0,5.487955213×10^-1,7.196181417×10^-1
1.028223875×10^0,2.955019474×10^0,5.437312722×10^-1,7.476694584×10^-1
1.038173875×10^0,2.957286119×10^0,4.665835798×10^-1,7.738242745×10^-1
1.048123875×10^0,2.961546659×10^0,2.452618331×10^-1,7.128261924×10^-1
1.058072875×10^0,3.026328564×10^0,-1.200933009×10^-1,4.941138029×10^-1
1.068022875×10^0,3.116091728×10^0,-4.778937995×10^-1,1.706505418×10^-1
1.077972875×10^0,3.135910273×10^0,-7.162662148×10^-1,-2.713436261×10^-3
1.087922875×10^0,3.030951262×10^0,-8.335235715×10^-1,4.286736250×10^-2
1.097872875×10^0,2.825525999×10^0,-9.076759815×10^-1,2.248569429×10^-1
1.107822875×10^0,2.688593388×10^0,-8.686548471×10^-1,3.683823943×10^-1
1.117772875×10^0,2.660856962×10^0,-8.186823130×10^-1,4.285796285×10^-1
1.127722875×10^0,2.679206848×10^0,-9.532332420×10^-1,4.549172223×10^-1
1.137672875×10^0,2.706887245×10^0,-1.098689318×10^0,4.534553885×10^-1
1.147622875×10^0,2.699542284×10^0,-1.109749198×10^0,4.651722312×10^-1
1.157571875×10^0,2.616952419×10^0,-1.067326188×10^0,5.278832316×10^-1
1.167521875×10^0,2.486284733×10^0,-1.054446578×10^0,6.079575419×10^-1
1.177471875×10^0,2.345808983×10^0,-1.035414219×10^0,6.280946732×10^-1
1.187421875×10^0,2.169310331×10^0,-1.139655948×10^0,5.701213479×10^-1
1.197371875×10^0,1.967388511×10^0,-1.239938974×10^0,4.536103308×10^-1
1.207321875×10^0,1.757310748×10^0,-1.353283644×10^0,3.058765233×10^-1
1.217271875×10^0,1.550087810×10^0,-1.589458466×10^0,1.429391801×10^-1
1.227221875×10^0,1.387846947×10^0,-1.989163280×10^0,-4.977913946×10^-2
1.237171875×10^0,1.313522339×10^0,-2.369768858×10^0,-2.319682389×10^-1
1.247121875×10^0,1.321223617×10^0,-2.699523687×10^0,-3.437674642×10^-1
1.257070875×10^0,1.423383236×10^0,-2.885865688×10^0,-3.975301385×10^-1
1.267020875×10^0,1.593282819×10^0,-2.857808113×10^0,-4.740289152×10^-1
1.276970875×10^0,1.780406237×10^0,-2.645487785×10^0,-5.809417963×10^-1
1.286920875×10^0,1.891472340×10^0,-2.446590900×10^0,-6.715971231×10^-1
1.296870875×10^0,1.908097744×10^0,-2.379110098×10^0,-7.463228703×10^-1
1.306820875×10^0,1.881648302×10^0,-2.207977772×10^0,-8.450118899×10^-1
1.316770875×10^0,1.792725921×10^0,-2.129638195×10^0,-9.585093260×10^-1
1.326720875×10^0,1.681467772×10^0,-2.163036585×10^0,-1.068863630×10^0
1.336670875×10^0,1.571570516×10^0,-2.194375992×10^0,-1.164315462×10^0
