"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.197688333×10^-1,-2.230638027×10^0,-3.743018210×10^-1,-1.636587739×10^0
8.297168333×10^-1,-2.495952129×10^0,-5.232350156×10^-2,-1.867984176×10^0
8.396648333×10^-1,-2.590876818×10^0,3.457278013×10^-1,-2.002069235×10^0
8.496138333×10^-1,-2.497969627×10^0,6.132790446×10^-1,-2.106119871×10^0
8.595618333×10^-1,-2.033283472×10^0,6.622383595×10^-1,-1.984582543×10^0
8.695098333×10^-1,-1.222778082×10^0,4.762348831×10^-1,-1.567193627×10^0
8.794578333×10^-1,-5.477034450×10^-1,4.105228931×10^-2,-1.040621400×10^0
8.894068333×10^-1,-2.483281493×10^-1,-2.128902376×10^-1,-5.279442668×10^-1
8.993548333×10^-1,-2.080942243×10^-1,7.853814960×10^-2,-1.570295990×10^-1
9.093028333×10^-1,-2.482427061×10^-1,7.968264818×10^-1,4.542629421×10^-2
9.192508333×10^-1,-3.386999071×10^-1,1.423602104×10^0,9.183666855×10^-2
9.291998333×10^-1,-5.078966618×10^-1,1.543061137×10^0,-9.119504131×10^-3
9.391478333×10^-1,-7.088245749×10^-1,1.224989414×10^0,-1.680642068×10^-1
9.490958333×10^-1,-9.107190967×10^-1,7.974775434×10^-1,-3.411009610×10^-1
9.590448333×10^-1,-1.091519356×10^0,5.364018679×10^-1,-4.795300066×10^-1
9.689928333×10^-1,-1.191491246×10^0,4.735779166×10^-1,-4.956695735×10^-1
9.789408333×10^-1,-1.200998425×10^0,5.287542939×10^-1,-3.379054368×10^-1
9.888888333×10^-1,-1.168491125×10^0,6.839904785×10^-1,-7.756307721×10^-2
9.988378333×10^-1,-1.093858361×10^0,9.216534495×10^-1,2.144570649×10^-1
1.008785833×10^0,-1.047938466×10^0,1.136456490×10^0,4.503130019×10^-1
1.018733833×10^0,-1.054800034×10^0,1.337794065×10^0,5.462629199×10^-1
1.028681833×10^0,-1.196452141×10^0,1.494620442×10^0,4.794250131×10^-1
1.038630833×10^0,-1.476446867×10^0,1.377610445×10^0,2.413420826×10^-1
1.048578833×10^0,-1.822730184×10^0,1.021267414×10^0,-1.083160564×10^-1
1.058526833×10^0,-2.201799870×10^0,6.514839530×10^-1,-4.572473764×10^-1
1.068474833×10^0,-2.305531025×10^0,1.153167039×10^-1,-7.431222796×10^-1
1.078423833×10^0,-2.164850712×10^0,-2.885241508×10^-1,-9.811757207×10^-1
1.088371583×10^0,-1.832212448×10^0,-3.486215770×10^-1,-1.242680311×10^0
1.098319583×10^0,-1.402519584×10^0,-2.824745774×10^-1,-1.398684382×10^0
1.108267583×10^0,-1.011404634×10^0,-3.228161335×10^-1,-1.426814198×10^0
1.118216583×10^0,-7.365849614×10^-1,-4.057577550×10^-1,-1.549395204×10^0
1.128164583×10^0,-5.957860351×10^-1,-4.201505184×10^-1,-1.745128751×10^0
1.138112583×10^0,-5.368719697×10^-1,-3.595755696×10^-1,-1.818809152×10^0
1.148061583×10^0,-4.005609751×10^-1,-3.007729650×10^-1,-1.859543324×10^0
1.158009583×10^0,-1.531453729×10^-1,-2.102676779×10^-1,-1.886191607×10^0
1.167957583×10^0,1.634986103×10^-1,-1.893526316×10^-2,-1.841589808×10^0
1.177905583×10^0,4.374410510×10^-1,2.833701372×10^-1,-1.713311076×10^0
1.187854583×10^0,6.448501945×10^-1,5.813280344×10^-1,-1.587968826×10^0
1.197802583×10^0,9.669823050×10^-1,8.516772389×10^-1,-1.530592680×10^0
1.207750583×10^0,1.431733608×10^0,1.052335739×10^0,-1.510693550×10^0
1.217698583×10^0,1.635752797×10^0,1.266446114×10^0,-1.364770532×10^0
1.227647583×10^0,1.565367222×10^0,1.408630371×10^0,-1.064700961×10^0
1.237595583×10^0,1.856859326×10^0,1.215767622×10^0,-9.170824885×10^-1
1.247543583×10^0,2.652334213×10^0,5.637243986×10^-1,-1.148195148×10^0
1.257491583×10^0,3.483114958×10^0,-1.220636535×10^-2,-1.706100464×10^0
1.267440583×10^0,4.082565308×10^0,-2.590595484×10^-1,-2.043896198×10^0
1.277388583×10^0,4.532418251×10^0,-3.098403215×10^-1,-1.862148643×10^0
1.287336583×10^0,4.590215206×10^0,-7.265947759×10^-2,-1.581068516×10^0
1.297284583×10^0,1.002722979×10^0,1.902525544×10^0,-2.304499149×10^-1
1.307233583×10^0,-3.066214919×10^-1,2.508446693×10^0,6.762096882×10^-1
1.317181583×10^0,3.534748852×10^-1,2.328712940×10^0,1.265782475×10^0
1.327129583×10^0,1.832538843×10^-2,2.153943539×10^0,1.322065949×10^0
1.337077583×10^0,-4.198445380×10^-2,1.993108630×10^0,8.568141460×10^-1
1.347026583×10^0,3.391723335×10^-2,1.942458987×10^0,3.768027723×10^-1
1.356974583×10^0,1.291597039×10^-1,1.710685730×10^0,2.226211876×10^-2
1.366922583×10^0,1.033142656×10^-1,1.093329787×10^0,-1.507117897×10^-1
1.376871583×10^0,2.218953520×10^-1,2.427737266×10^-1,-1.370051801×10^-1
1.386819583×10^0,5.458638072×10^-1,-4.002819359×10^-1,-1.025598496×10^-1
1.396767583×10^0,9.295130968×10^-1,-3.640919328×10^-1,-5.489711463×10^-2
1.406715583×10^0,1.278356552×10^0,1.109315753×10^-1,-3.708802164×10^-2
1.416664583×10^0,1.634558439×10^0,2.720755339×10^-1,-8.494694531×10^-2
1.426612583×10^0,2.064567089×10^0,1.015882269×10^-1,-2.124375254×10^-1
1.436560583×10^0,2.587243080×10^0,-1.919692904×10^-1,-3.419420123×10^-1
1.446508583×10^0,3.087620020×10^0,-4.371697307×10^-1,-4.727953672×10^-1
1.456457583×10^0,3.341112375×10^0,-5.749913454×10^-1,-6.897267103×10^-1
1.466405583×10^0,3.428892851×10^0,-5.552045703×10^-1,-7.489119768×10^-1
1.476353583×10^0,3.272493839×10^0,-3.340631127×10^-1,-8.125070930×10^-1
1.486301583×10^0,2.736404181×10^0,8.922999725×10^-3,-8.180411458×10^-1
1.496250583×10^0,1.990846753×10^0,3.885141313×10^-1,-4.830135703×10^-1
1.506198583×10^0,3.220793605×10^-1,1.349257708×10^0,4.025474191×10^-1
1.516146583×10^0,-4.626130462×10^-1,1.609413505×10^0,2.798152864×10^-1
1.526094583×10^0,1.926023364×10^-1,7.505566478×10^-1,1.151605397×10^-1
1.536043583×10^0,1.006927133×10^0,-4.057796001×10^-1,-1.242521498×10^-2
1.545991583×10^0,1.351101637×10^0,-8.767308593×10^-1,-1.244468242×10^-1
1.555939583×10^0,1.088412523×10^0,-3.992908001×10^-1,1.163042616×10^-2
1.565887583×10^0,2.511545718×10^-1,5.081504583×10^-1,3.964270949×10^-1
1.575836583×10^0,-9.342700839×10^-1,1.577169776×10^0,7.899744511×10^-1
1.585784583×10^0,-1.983294487×10^0,2.649082422×10^0,8.817168474×10^-1
1.595732583×10^0,-2.135158062×10^0,3.101415634×10^0,2.454857081×10^-1
1.605680583×10^0,-1.571529031×10^0,2.628112793×10^0,-1.101027578×10^-1
1.615629583×10^0,-6.577571034×10^-1,1.368155837×10^0,-1.563833058×10^-1
1.625577583×10^0,-4.070974290×10^-1,-1.028057337×10^-1,2.620862238×10^-2
1.635525583×10^0,-7.126001120×10^-1,-6.642249823×10^-1,1.492270529×10^-1
1.645473583×10^0,-1.007432818×10^0,5.738138407×10^-2,1.892070472×10^-2
1.655422583×10^0,-1.163484573×10^0,8.742711544×10^-1,-5.319540948×10^-2
1.665370583×10^0,-1.587713838×10^0,9.173808098×10^-1,2.269321084×10^-1
1.675318583×10^0,-1.906480432×10^0,5.767835975×10^-1,6.920265555×10^-1
1.685267583×10^0,-1.827388048×10^0,3.834995925×10^-1,9.540645480×10^-1
1.695215583×10^0,-1.267104745×10^0,2.898502052×10^-1,7.473173141×10^-1
1.705163583×10^0,-6.135085821×10^-1,-1.398931816×10^-2,4.399187565×10^-1
1.715111583×10^0,-2.403751463×10^-1,-2.077842057×10^-1,5.803806782×10^-1
1.725060583×10^0,-9.120537341×10^-2,1.080944017×10^-1,9.068757296×10^-1
1.735008583×10^0,-5.460325480×10^-1,6.750131249×10^-1,1.373822093×10^0
1.744956583×10^0,-1.130082130×10^0,1.474037051×10^0,1.739757538×10^0
1.754904583×10^0,-1.522756100×10^0,2.258333206×10^0,1.998732567×10^0
1.764853583×10^0,-2.180569649×10^0,2.448916435×10^0,1.785498381×10^0
1.774801583×10^0,-3.126678228×10^0,2.172541618×10^0,1.208431244×10^0
1.784749583×10^0,-3.850687504×10^0,1.837481737×10^0,8.538056612×10^-1
1.794697583×10^0,-4.020817280×10^0,1.767141342×10^0,7.390959859×10^-1
1.804646583×10^0,-3.306544304×10^0,2.051658630×10^0,3.477330208×10^-1
1.814594583×10^0,-2.511862993×10^0,1.933059335×10^0,-8.588215709×10^-2
1.824542583×10^0,-1.844623923×10^0,1.251199841×10^0,-5.352866054×10^-1
1.834490583×10^0,-9.344785810×10^-1,3.386594951×10^-1,-1.180426121×10^0
1.844439583×10^0,-3.647658527×10^-1,-8.523873091×10^-1,-1.637438059×10^0
1.854387583×10^0,-2.610707879×10^-1,-1.868898511×10^0,-1.867614269×10^0
1.864335583×10^0,-3.858126998×10^-1,-1.973657131×10^0,-1.943463683×10^0
1.874283583×10^0,-7.177664042×10^-1,-8.330745697×10^-1,-1.636812091×10^0
1.884232583×10^0,-1.155796528×10^0,6.710971594×10^-1,-9.421873093×10^-1
1.894180583×10^0,-1.473640442×10^0,1.349225044×10^0,-6.318230629×10^-1
1.904128583×10^0,-1.556003571×10^0,1.066168904×10^0,-8.134919405×10^-1
1.914076583×10^0,-2.174934626×10^0,-4.307362437×10^-1,-1.772745609×10^0
1.924025583×10^0,-1.959223270×10^0,-1.295536876×10^0,-1.480779529×10^0
1.933973583×10^0,-9.224256277×10^-1,-1.191632748×10^0,-1.448061466×10^0
1.943921583×10^0,-1.615216024×10^-2,-1.681064248×10^0,-1.351274729×10^0
1.953870583×10^0,6.970178485×10^-1,-2.091068029×10^0,-1.385419011×10^0
1.963818583×10^0,1.130449414×10^0,-1.623134971×10^0,-1.362441778×10^0
1.973766583×10^0,9.947433472×10^-1,-9.370433092×10^-1,-1.106463552×10^0
1.983714583×10^0,5.204820633×10^-1,-6.368288994×10^-1,-8.987972736×10^-1
1.993663583×10^0,3.973208740×10^-2,6.576985586×10^-3,-8.558036089×10^-1
2.003611583×10^0,-4.280990362×10^-1,9.387786984×10^-1,-7.435079217×10^-1
2.013559583×10^0,-8.257960081×10^-1,1.854459524×10^0,-2.337995619×10^-1
2.023507583×10^0,-9.443437457×10^-1,2.115556955×10^0,6.854666471×10^-1
2.033456583×10^0,-6.233118176×10^-1,2.090371370×10^0,2.167772532×10^0
2.043404583×10^0,-2.162063867×10^-1,1.832293034×10^0,4.027523518×10^0
2.053352583×10^0,3.656097054×10^-1,1.584011436×10^0,5.448492527×10^0
2.063300583×10^0,1.120832920×10^0,1.276769161×10^0,6.076425076×10^0
2.073249583×10^0,1.609028935×10^0,3.877223730×10^-1,6.207997799×10^0
2.083197583×10^0,1.740252972×10^0,-5.705069304×10^-1,5.947525501×10^0
2.093145958×10^0,2.021716595×10^0,3.149156868×10^-1,5.850553989×10^0
2.103093958×10^0,2.003835678×10^0,2.178337812×10^0,5.963900089×10^0
2.113042958×10^0,1.445680976×10^0,2.250741243×10^0,7.039127827×10^0
2.122990958×10^0,-8.621747792×10^-2,3.468045294×10^-1,7.656723499×10^0
2.132938958×10^0,-2.074288607×10^0,-2.433951616×10^0,5.571248055×10^0
2.142886958×10^0,-1.155829906×10^0,-4.809439182×10^0,3.183781147×10^0
2.152835958×10^0,9.317395091×10^-1,-5.554321289×10^0,4.177741051×10^0
2.162783958×10^0,2.371411562×10^0,-6.998859406×10^0,6.736329079×10^0
2.172731958×10^0,2.775453329×10^0,-9.743569374×10^0,7.403576851×10^0
2.182679958×10^0,2.067559719×10^0,-1.249871922×10^1,6.310123444×10^0
2.192628958×10^0,5.111535788×10^-1,-1.215894794×10^1,4.545373440×10^0
2.202576958×10^0,-2.144829273×10^0,-6.792984962×10^0,2.387108088×10^0
2.212524958×10^0,-3.765344620×10^0,-9.272110462×10^-1,-5.410972238×10^-2
2.222473958×10^0,-3.546508074×10^0,2.710022449×10^0,-1.772801757×10^0
2.232421958×10^0,-2.367972374×10^0,4.043879986×10^0,-2.448655605×10^0
2.242369958×10^0,-1.161755085×10^0,3.766509771×10^0,-2.258041143×10^0
2.252317958×10^0,-1.984249204×10^-1,2.842790842×10^0,-1.719456434×10^0
2.262266958×10^0,4.357656240×10^-1,1.609938145×10^0,-1.184466600×10^0
2.272214958×10^0,8.394275308×10^-1,7.533216476×10^-1,-9.279496074×10^-1
2.282162958×10^0,1.158126116×10^0,5.394809842×10^-1,-8.335890174×10^-1
2.292110958×10^0,1.378196001×10^0,6.448369622×10^-1,-8.481421471×10^-1
2.302059958×10^0,1.453542948×10^0,7.922538519×10^-1,-8.582293987×10^-1
2.312007958×10^0,1.439715862×10^0,8.910058141×10^-1,-8.228710294×10^-1
2.321955958×10^0,1.428123832×10^0,9.311508536×10^-1,-7.702370882×10^-1
2.331903958×10^0,1.060316920×10^0,3.884630501×10^-1,-6.473868489×10^-1
2.341852958×10^0,2.574057281×10^-1,-8.092994690×10^-1,-2.276010215×10^-1
2.351800958×10^0,-3.967016339×10^-1,-1.669927478×10^0,-2.879516482×10^-1
2.361748958×10^0,-7.987539768×10^-1,-2.278345585×10^0,-5.277426839×10^-1
2.371696958×10^0,-9.478995800×10^-1,-2.814259529×10^0,-5.562171936×10^-1
2.381645958×10^0,-1.041751981×10^0,-3.397971869×10^0,-5.109592080×10^-1
2.391593958×10^0,-1.208223701×10^0,-3.839477062×10^0,-4.725011587×10^-1
2.401541958×10^0,-7.053065300×10^-1,-2.500084639×10^0,-3.909277320×10^-1
2.411489958×10^0,1.362110227×10^-1,9.247269630×10^-1,-2.817091346×10^-1
2.421438958×10^0,5.983236805×10^-2,2.720113993×10^0,-3.296534717×10^-1
2.431386958×10^0,-4.439343140×10^-2,3.199823618×10^0,-4.978009462×10^-1
2.441334958×10^0,5.406017229×10^-2,3.276407242×10^0,-6.386142969×10^-1
2.451282958×10^0,6.863412857×10^-1,3.131135464×10^0,-6.762252450×10^-1
2.461231958×10^0,1.195789576×10^0,2.089200020×10^0,-6.015834808×10^-1
2.471179958×10^0,1.677267551×10^0,3.487101078×10^0,-5.864815712×10^-1
2.481127958×10^0,1.275865436×10^0,3.712931871×10^0,7.391133346×10^-3
2.491075958×10^0,1.974065155×10^-1,1.663598180×10^0,1.155823231×10^0
2.501024958×10^0,-7.354404926×10^-1,5.835275725×10^-2,1.939616561×10^0
2.510972958×10^0,-1.456092954×10^0,-4.985187352×10^-1,2.230913162×10^0
2.520920958×10^0,-2.285094261×10^0,-1.887680888×10^-1,2.074485064×10^0
2.530868958×10^0,-3.282381058×10^0,1.024949551×10^0,1.705690861×10^0
2.540817958×10^0,-4.364972115×10^0,2.440502882×10^0,1.610036612×10^0
2.550765958×10^0,-5.367350101×10^0,3.098454237×10^0,1.844265938×10^0
2.560713958×10^0,-5.966734409×10^0,2.628450871×10^0,2.129943609×10^0
2.570662958×10^0,-6.019886494×10^0,1.093646169×10^0,2.112492323×10^0
2.580610958×10^0,-5.183717728×10^0,-1.794015616×10^-1,1.617163897×10^0
2.590558958×10^0,-2.929705620×10^0,1.237624049×10^0,1.352759600×10^0
2.600506958×10^0,-9.630001783×10^-1,2.104701042×10^0,1.352898121×10^0
2.610455958×10^0,3.015995920×10^-1,1.491022587×10^0,1.291037917×10^0
2.620403958×10^0,1.101918459×10^0,3.855841160×10^-1,1.218237996×10^0
2.630351958×10^0,1.404256582×10^0,-4.621770382×10^-1,1.081534266×10^0
2.640299958×10^0,1.340081096×10^0,-9.201486111×10^-1,1.047934532×10^0
2.650248958×10^0,1.122372389×10^0,-1.028591990×10^0,1.218284130×10^0
2.660196958×10^0,9.475918412×10^-1,-8.608219624×10^-1,1.391618609×10^0
2.670144958×10^0,8.297817707×10^-1,-5.130639076×10^-1,1.487647176×10^0
2.680092958×10^0,6.671196222×10^-1,2.423176356×10^-2,1.543405175×10^0
2.690041958×10^0,4.900988340×10^-1,6.694273949×10^-1,1.547688603×10^0
2.699989958×10^0,3.086494207×10^-1,1.250325084×10^0,1.417218447×10^0
2.709937958×10^0,9.197399765×10^-2,1.694113374×10^0,1.097833037×10^0
2.719885958×10^0,-1.097135842×10^-1,1.529266357×10^0,6.266177893×10^-1
2.729834958×10^0,2.278992673×10^-3,4.582061172×10^-1,1.335590929×10^-1
2.739782958×10^0,4.447035491×10^-1,-8.224548101×10^-1,-3.419842720×10^-1
2.749730958×10^0,9.396559000×10^-1,-1.112392902×10^0,-8.105819821×10^-1
2.759678958×10^0,1.258876562×10^0,-5.003785491×10^-1,-1.280810714×10^0
2.769627958×10^0,1.613008142×10^0,-5.556752905×10^-2,-1.768618345×10^0
2.779575958×10^0,2.189418793×10^0,1.582752466×10^-1,-2.293909788×10^0
2.789523958×10^0,3.778689146×10^0,5.268787220×10^-2,-3.150028467×10^0
2.799471958×10^0,4.938102245×10^0,1.003512621×10^0,-4.523383141×10^0
2.809420958×10^0,4.906579971×10^0,2.916248083×10^0,-6.256168365×10^0
2.819368958×10^0,4.371456623×10^0,4.734752178×10^0,-7.800503731×10^0
2.829316958×10^0,2.942705154×10^0,3.459322929×10^0,-8.293896675×10^0
2.839264958×10^0,1.110889316×10^0,6.687967181×10^-1,-6.980204105×10^0
2.849213958×10^0,-2.404674888×10^-1,-2.448594809×10^0,-3.604919910×10^0
2.859161958×10^0,-4.451830983×10^-1,-3.915460825×10^0,-3.030956089×10^-1
2.869109958×10^0,3.497891426×10^-1,-3.428040981×10^0,1.385146141×10^0
2.879057958×10^0,1.027932167×10^0,-2.179176331×10^0,1.392501235×10^0
2.889006958×10^0,1.208521128×10^0,-1.479093075×10^0,6.876949668×10^-1
2.898954958×10^0,1.116830826×10^0,-1.421056151×10^0,-3.641356528×10^-1
2.908902958×10^0,7.418063283×10^-1,-1.846508503×10^0,-1.265171289×10^0
2.918850958×10^0,1.892931461×10^-1,-2.335065842×10^0,-1.763694286×10^0
2.928799958×10^0,-5.150665045×10^-1,-2.949591398×10^0,-1.954707384×10^0
2.938747958×10^0,-1.137157440×10^0,-3.142306805×10^0,-2.008463621×10^0
2.948695958×10^0,-1.389545560×10^0,-2.667239666×10^0,-1.746887207×10^0
2.958643958×10^0,-1.331234694×10^0,-1.805510759×10^0,-1.243212104×10^0
2.968592958×10^0,-1.124268651×10^0,-7.958365679×10^-1,-6.895739436×10^-1
2.978540958×10^0,-8.777532578×10^-1,1.982381046×10^-1,-2.188359648×10^-1
2.988488958×10^0,-6.040924191×10^-1,1.001553059×10^0,1.134890541×10^-1
2.998437958×10^0,-3.713608980×10^-1,1.529349566×10^0,3.583272994×10^-1
3.008385958×10^0,-2.000252753×10^-1,1.899683714×10^0,5.784839988×10^-1
3.018333958×10^0,-1.156741828×10^-1,2.007873774×10^0,8.098128438×10^-1
3.028281958×10^0,-7.777120918×10^-2,1.807877302×10^0,1.057783723×10^0
3.038230958×10^0,-5.514446273×10^-2,1.391708612×10^0,1.331580400×10^0
3.048178958×10^0,-6.078534946×10^-2,6.558148861×10^-1,1.592281580×10^0
3.058126958×10^0,-1.388050616×10^-1,-2.850889862×10^-1,1.866490245×10^0
3.068074958×10^0,-1.622078270×10^-1,-1.237178564×10^0,2.091504812×10^0
3.078023958×10^0,-1.019463614×10^-1,-2.083073854×10^0,2.211271763×10^0
3.087972208×10^0,4.426980391×10^-2,-2.724493980×10^0,2.204683542×10^0
3.097920208×10^0,2.561679184×10^-1,-3.129920244×10^0,2.045844555×10^0
3.107868208×10^0,5.816299319×10^-1,-2.807736635×10^0,1.773437500×10^0
3.117817208×10^0,1.250828505×10^0,-1.073425412×10^0,1.498535156×10^0
3.127765208×10^0,1.542653322×10^0,1.038504839×10^0,1.319699049×10^0
3.137713208×10^0,1.666668773×10^0,3.609273672×10^0,1.208486557×10^0
3.147661208×10^0,2.087484837×10^0,5.599082947×10^0,1.117081642×10^0
3.157610208×10^0,1.782391787×10^0,6.082966805×10^0,1.129215837×10^0
3.167558208×10^0,5.971797705×10^-1,3.940275192×10^0,9.896273613×10^-1
3.177506208×10^0,-2.962237000×10^-1,1.611576557×10^0,6.883452535×10^-1
3.187454208×10^0,-7.569683790×10^-1,2.308461219×10^-1,3.841511309×10^-1
3.197403208×10^0,-5.294926167×10^-1,1.202253580×10^0,-6.068609357×10^-1
3.207351208×10^0,4.811435044×10^-1,4.249523640×10^0,-2.472324610×10^0
