"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.441875001×10^-3,7.713227719×10^-2,2.172299623×10^-1,1.096145138×10^-1
1.739187499×10^-2,5.367062986×10^-2,1.210043654×10^-1,8.223295957×10^-2
2.734187500×10^-2,3.952558339×10^-2,4.002278671×10^-2,3.773389012×10^-2
3.729187499×10^-2,7.093782723×10^-2,-1.928155124×10^-2,-2.862805733×10^-3
4.724187500×10^-2,1.191041470×10^-1,-5.701397732×10^-2,-2.377921343×10^-2
5.719187499×10^-2,1.966972202×10^-1,-1.264321953×10^-1,-5.505004898×10^-2
6.714187500×10^-2,2.808679044×10^-1,-2.147547305×10^-1,-1.220761314×10^-1
7.709187499×10^-2,3.705464005×10^-1,-3.495114744×10^-1,-2.176343501×10^-1
8.704187500×10^-2,4.629092813×10^-1,-4.626049697×10^-1,-3.390873969×10^-1
9.699187499×10^-2,5.588827133×10^-1,-4.864767492×10^-1,-4.592079222×10^-1
1.069418750×10^-1,6.942697763×10^-1,-4.321350157×10^-1,-5.251866579×10^-1
1.168918750×10^-1,9.101450443×10^-1,-2.964890301×10^-1,-5.625438690×10^-1
1.268418750×10^-1,1.190809250×10^0,-9.770715237×10^-2,-5.996068716×10^-1
1.367918750×10^-1,1.461931348×10^0,1.310421377×10^-1,-6.453298926×10^-1
1.467428750×10^-1,1.640402198×10^0,3.715410829×10^-1,-7.207012177×10^-1
1.566928750×10^-1,1.718093872×10^0,6.361175776×10^-1,-8.241887689×10^-1
1.666428750×10^-1,1.756854057×10^0,8.656322360×10^-1,-9.323737621×10^-1
1.765928750×10^-1,1.747432947×10^0,1.061315417×10^0,-1.041499734×10^0
1.865428750×10^-1,1.718641400×10^0,1.200993538×10^0,-1.134032249×10^0
1.964928750×10^-1,1.713694334×10^0,1.392628789×10^0,-1.188930392×10^0
2.064428750×10^-1,1.730988622×10^0,1.672000051×10^0,-1.161445379×10^0
2.163928750×10^-1,1.759477019×10^0,1.911988139×10^0,-1.067332149×10^0
2.263428750×10^-1,1.756552339×10^0,1.958763003×10^0,-9.989615083×10^-1
2.362928750×10^-1,1.689665198×10^0,1.809995413×10^0,-1.016902208×10^0
2.462428750×10^-1,1.573447824×10^0,1.526347995×10^0,-1.115604997×10^0
2.561928750×10^-1,1.415175915×10^0,1.359165668×10^0,-1.263532996×10^0
2.661428750×10^-1,1.354934216×10^0,1.286087751×10^0,-1.371923208×10^0
2.760928750×10^-1,1.369180202×10^0,1.417237520×10^0,-1.500461698×10^0
2.860428750×10^-1,1.455770731×10^0,1.678757071×10^0,-1.666924953×10^0
2.959928750×10^-1,1.606480598×10^0,1.879712224×10^0,-1.825748324×10^0
3.059438750×10^-1,1.729404807×10^0,1.975801706×10^0,-1.937062025×10^0
3.158938750×10^-1,1.813406944×10^0,1.944099903×10^0,-1.988841057×10^0
3.258438750×10^-1,1.824435711×10^0,1.813783526×10^0,-2.013902664×10^0
3.357938750×10^-1,1.806649804×10^0,1.713927031×10^0,-1.999255657×10^0
3.457438750×10^-1,1.749086738×10^0,1.704663634×10^0,-1.951499462×10^0
3.556938750×10^-1,1.715980530×10^0,1.708417296×10^0,-1.871929765×10^0
3.656438750×10^-1,1.906890869×10^0,1.541824818×10^0,-1.609546304×10^0
3.755938750×10^-1,1.811083078×10^0,1.742594600×10^0,-1.560024858×10^0
3.855438750×10^-1,1.739988685×10^0,1.563700080×10^0,-1.493364811×10^0
3.954938750×10^-1,1.608343482×10^0,1.240806699×10^0,-1.480983853×10^0
4.054438750×10^-1,1.443601251×10^0,8.114747405×10^-1,-1.449969530×10^0
4.153938750×10^-1,1.309473872×10^0,3.650988340×10^-1,-1.377018929×10^0
4.253438750×10^-1,1.179709315×10^0,4.841328040×10^-2,-1.253053188×10^0
4.352938750×10^-1,1.057123303×10^0,-1.338968575×10^-1,-1.101832271×10^0
4.452438750×10^-1,9.843315482×10^-1,-1.896137595×10^-1,-9.698714018×10^-1
4.551938750×10^-1,9.323423505×10^-1,-2.167399228×10^-1,-8.866995573×10^-1
4.651448750×10^-1,8.911255002×10^-1,-2.896649837×10^-1,-8.497646451×10^-1
4.750948750×10^-1,8.752563000×10^-1,-3.466046751×10^-1,-8.166328073×10^-1
4.850448750×10^-1,9.142017961×10^-1,-3.598887324×10^-1,-7.415007353×10^-1
4.949948750×10^-1,9.262757897×10^-1,-3.586839139×10^-1,-6.492352486×10^-1
5.049448750×10^-1,8.592159152×10^-1,-4.332043827×10^-1,-5.822612047×10^-1
5.148948750×10^-1,7.570293546×10^-1,-5.558871031×10^-1,-5.607276559×10^-1
5.248448750×10^-1,7.479797006×10^-1,-5.850555301×10^-1,-5.280504823×10^-1
5.347948750×10^-1,8.899376392×10^-1,-4.179176986×10^-1,-4.432639778×10^-1
5.447448750×10^-1,1.155438066×10^0,-1.146698445×10^-1,-4.268400073×10^-1
5.546948750×10^-1,1.355496049×10^0,1.180033460×10^-1,-4.788555205×10^-1
5.646448750×10^-1,1.475868583×10^0,2.110012770×10^-1,-5.417793393×10^-1
5.745948750×10^-1,1.485177636×10^0,1.936654299×10^-1,-4.998816848×10^-1
5.845448750×10^-1,1.335497975×10^0,4.612387717×10^-2,-3.561314046×10^-1
5.944948750×10^-1,1.039072990×10^0,-2.366367131×10^-1,-2.100069523×10^-1
6.044448750×10^-1,7.255062461×10^-1,-5.099285841×10^-1,-1.251001656×10^-1
6.143958750×10^-1,5.541579127×10^-1,-6.787192225×10^-1,-7.031761110×10^-2
6.243458750×10^-1,5.673295856×10^-1,-7.984001637×10^-1,-7.772649638×10^-3
6.342958750×10^-1,6.582858562×10^-1,-9.872148037×10^-1,1.118794456×10^-1
6.442458750×10^-1,7.761418223×10^-1,-1.269978046×10^0,2.762766480×10^-1
6.541958750×10^-1,8.990594745×10^-1,-1.433091402×10^0,4.279116988×10^-1
6.641458750×10^-1,1.102565885×10^0,-1.441171527×10^0,3.991701007×10^-1
6.740958750×10^-1,1.237508774×10^0,-1.455700755×10^0,4.190420806×10^-1
6.840458750×10^-1,1.338827133×10^0,-1.325465679×10^0,4.480539262×10^-1
6.939958750×10^-1,1.379788637×10^0,-9.289175868×10^-1,4.291404188×10^-1
7.039458750×10^-1,1.289530277×10^0,-6.248862743×10^-1,3.163445294×10^-1
