"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.719375000×10^-3,3.073784895×10^-2,-5.662465841×10^-2,2.149371058×10^-2
1.467037500×10^-2,-1.522591431×10^-2,-3.165299818×10^-2,1.064825524×10^-2
2.462037500×10^-2,-4.697354138×10^-2,-2.329776064×10^-2,-1.888258010×10^-2
3.457137500×10^-2,-6.450459361×10^-2,-2.516303957×10^-2,-4.685056582×10^-2
4.452137500×10^-2,-6.816002727×10^-2,-2.344387956×10^-2,-6.764684618×10^-2
5.447237500×10^-2,-6.644655019×10^-2,-2.258687466×10^-2,-7.543233037×10^-2
6.442237500×10^-2,-6.293525547×10^-2,-3.102989309×10^-2,-6.739726663×10^-2
7.437337500×10^-2,-5.661370605×10^-2,-4.340533540×10^-2,-5.492408201×10^-2
8.432337500×10^-2,-5.276880041×10^-2,-5.633344874×10^-2,-3.928914294×10^-2
9.427437500×10^-2,-5.143002793×10^-2,-6.696292758×10^-2,-2.255224250×10^-2
1.042243750×10^-1,-5.446742475×10^-2,-7.778970152×10^-2,-9.577060118×10^-3
1.141753750×10^-1,-6.538558751×10^-2,-8.512404561×10^-2,9.003477171×10^-4
1.241253750×10^-1,-7.749107480×10^-2,-9.279491752×10^-2,5.568501540×10^-3
1.340763750×10^-1,-8.559986949×10^-2,-1.006043702×10^-1,6.349341013×10^-3
1.440263750×10^-1,-8.710111678×10^-2,-9.734182060×10^-2,-5.004764535×10^-5
1.539773750×10^-1,-7.672783732×10^-2,-8.703778684×10^-2,-8.546063676×10^-3
1.639273750×10^-1,-6.743323058×10^-2,-6.882740557×10^-2,-1.867228188×10^-2
1.738783750×10^-1,-6.540310383×10^-2,-5.440052599×10^-2,-2.405266650×10^-2
1.838283750×10^-1,-6.989005953×10^-2,-5.872865766×10^-2,-1.702325791×10^-2
1.937793750×10^-1,-6.622155011×10^-2,-5.855901539×10^-2,-4.651544150×10^-3
2.037293750×10^-1,-5.531062931×10^-2,-5.883281305×10^-2,1.006677467×10^-2
2.136803750×10^-1,-3.805441037×10^-2,-6.238387525×10^-2,2.732858621×10^-2
2.236303750×10^-1,-1.519730967×10^-2,-6.586583704×10^-2,3.575298935×10^-2
2.335813750×10^-1,6.935689598×10^-3,-6.734576076×10^-2,3.624247760×10^-2
2.435313750×10^-1,2.133449353×10^-2,-6.396113336×10^-2,2.485808358×10^-2
2.534823750×10^-1,2.450392209×10^-2,-5.538548902×10^-2,1.223549899×10^-2
2.634323750×10^-1,1.494378969×10^-2,-4.394854605×10^-2,-2.238022396×10^-3
2.733833750×10^-1,-1.919347094×10^-3,-3.152143955×10^-2,-1.855574362×10^-2
2.833333750×10^-1,-1.954899542×10^-2,-1.914696954×10^-2,-3.218728676×10^-2
2.932843750×10^-1,-3.698497638×10^-2,-1.379508153×10^-2,-3.788219020×10^-2
3.032343750×10^-1,-4.144475237×10^-2,-9.971606545×10^-3,-3.674865514×10^-2
3.131853750×10^-1,-3.113086522×10^-2,-1.484758779×10^-2,-2.894239873×10^-2
3.231353750×10^-1,-1.362981927×10^-2,-2.400416881×10^-2,-2.194590122×10^-2
3.330863750×10^-1,4.228007514×10^-3,-3.822704777×10^-2,-1.667363942×10^-2
3.430363750×10^-1,1.760529727×10^-2,-4.869394377×10^-2,-1.177389082×10^-2
3.529873750×10^-1,2.237555012×10^-2,-5.945204943×10^-2,-9.899291210×10^-3
3.629373750×10^-1,2.124864794×10^-2,-6.511449814×10^-2,-1.199229807×10^-2
3.728883750×10^-1,1.759346016×10^-2,-7.201102376×10^-2,-1.558303833×10^-2
3.828383750×10^-1,1.450426597×10^-2,-7.489547879×10^-2,-2.204481140×10^-2
3.927893750×10^-1,7.968602702×10^-3,-6.748683006×10^-2,-3.003802150×10^-2
4.027393750×10^-1,8.124094456×10^-3,-7.407402992×10^-2,-3.735046089×10^-2
4.126903750×10^-1,2.636385150×10^-3,-8.538900316×10^-2,-3.944210708×10^-2
4.226403750×10^-1,-3.315489041×10^-3,-9.022185206×10^-2,-4.208213836×10^-2
4.325913750×10^-1,-1.483286172×10^-2,-9.825234860×10^-2,-4.281317815×10^-2
4.425413750×10^-1,-2.627397515×10^-2,-1.064018458×10^-1,-4.035926238×10^-2
4.524923750×10^-1,-3.268739954×10^-2,-1.296421885×10^-1,-3.677118197×10^-2
4.624423750×10^-1,-2.924578451×10^-2,-1.517497301×10^-1,-3.821225092×10^-2
4.723933750×10^-1,-1.576779410×10^-2,-1.687782556×10^-1,-3.953690454×10^-2
4.823433750×10^-1,1.218670048×10^-2,-1.818516552×10^-1,-4.424049705×10^-2
4.922943750×10^-1,3.859620541×10^-2,-1.924142838×10^-1,-5.406915769×10^-2
5.022443750×10^-1,5.496667325×10^-2,-2.030206472×10^-1,-5.649466813×10^-2
5.121953750×10^-1,6.463155150×10^-2,-2.124224007×10^-1,-5.564352497×10^-2
5.221453750×10^-1,6.786844134×10^-2,-2.208114713×10^-1,-5.226599798×10^-2
5.320963750×10^-1,7.079605013×10^-2,-2.275250256×10^-1,-5.526125431×10^-2
5.420463750×10^-1,6.963116676×10^-2,-2.365472317×10^-1,-6.151711941×10^-2
5.519973750×10^-1,6.756029278×10^-2,-2.431766391×10^-1,-6.696487963×10^-2
5.619473750×10^-1,7.228204608×10^-2,-2.379172444×10^-1,-6.055925041×10^-2
5.718983750×10^-1,9.716076404×10^-2,-2.319179475×10^-1,-4.978436977×10^-2
5.818483750×10^-1,1.324748695×10^-1,-2.242722362×10^-1,-4.190736637×10^-2
5.917993750×10^-1,1.744771749×10^-1,-2.165163159×10^-1,-3.993156552×10^-2
6.017493750×10^-1,2.168555856×10^-1,-2.090037018×10^-1,-4.545711353×10^-2
6.117003750×10^-1,2.656598985×10^-1,-1.999537498×10^-1,-6.258975714×10^-2
6.216503750×10^-1,3.113084435×10^-1,-1.933717430×10^-1,-8.179070055×10^-2
6.316013750×10^-1,3.526383042×10^-1,-2.166043669×10^-1,-1.025298089×10^-1
6.415513750×10^-1,3.957197666×10^-1,-2.545966208×10^-1,-1.347594410×10^-1
6.515023750×10^-1,4.470833540×10^-1,-2.994538546×10^-1,-1.800992340×10^-1
6.614523750×10^-1,5.158408880×10^-1,-3.500029445×10^-1,-2.430099547×10^-1
6.714033750×10^-1,6.074666381×10^-1,-3.860946298×10^-1,-3.226776123×10^-1
6.813533750×10^-1,7.152019143×10^-1,-4.051077962×10^-1,-4.124486744×10^-1
6.913043750×10^-1,8.123518825×10^-1,-4.131140709×10^-1,-4.955427647×10^-1
7.012543750×10^-1,8.841473460×10^-1,-3.881803453×10^-1,-5.651139617×10^-1
7.112053750×10^-1,9.102318883×10^-1,-3.225858808×10^-1,-6.203321815×10^-1
7.211553750×10^-1,8.951029778×10^-1,-1.952775717×10^-1,-6.518179774×10^-1
7.311063750×10^-1,8.509126306×10^-1,-3.382581845×10^-2,-6.578279734×10^-1
7.410563750×10^-1,8.019230962×10^-1,1.230379492×10^-1,-6.441617012×10^-1
7.510073750×10^-1,7.580238581×10^-1,2.395030409×10^-1,-6.231895685×10^-1
7.609573750×10^-1,7.317622304×10^-1,2.962231338×10^-1,-6.140866876×10^-1
7.709083750×10^-1,7.322682142×10^-1,2.832578123×10^-1,-6.157423854×10^-1
7.808583750×10^-1,7.667839527×10^-1,2.277846187×10^-1,-6.355521679×10^-1
7.908093750×10^-1,8.412009478×10^-1,1.451954544×10^-1,-6.635864973×10^-1
8.007593750×10^-1,9.419037700×10^-1,4.098806903×10^-2,-7.006368637×10^-1
8.107103750×10^-1,1.060928702×10^0,-9.064318985×10^-2,-7.414268851×10^-1
8.206603750×10^-1,1.187268376×10^0,-2.245344371×10^-1,-7.792515159×10^-1
8.306113750×10^-1,1.336650133×10^0,-3.139955997×10^-1,-7.909398675×10^-1
8.405613750×10^-1,1.501553416×10^0,-3.715557456×10^-1,-7.681574225×10^-1
8.505123750×10^-1,1.688255906×10^0,-3.158293664×10^-1,-7.255047560×10^-1
8.604623750×10^-1,1.966212034×10^0,9.163603187×10^-2,-6.936444044×10^-1
8.704133750×10^-1,2.327721119×10^0,4.032634199×10^-1,-6.626430750×10^-1
8.803633750×10^-1,2.710810184×10^0,3.969543576×10^-1,-5.850440264×10^-1
8.903143750×10^-1,1.297549129×10^0,1.628395356×10^-2,-4.926728606×10^-1
9.002643750×10^-1,2.167066485×10^-1,1.348064065×10^0,-4.953262508×10^-1
9.102153750×10^-1,5.110357404×10^-1,9.923510551×10^-1,-6.279271841×10^-1
9.201653750×10^-1,8.969364762×10^-1,1.919838488×10^-1,-9.467695355×10^-1
9.301163750×10^-1,1.358844161×10^0,-3.056667931×10^-2,-9.932296872×10^-1
9.400663750×10^-1,1.427981973×10^0,8.256416768×10^-2,-7.907141447×10^-1
9.500173750×10^-1,1.457046390×10^0,2.224115580×10^-1,-5.448657274×10^-1
