"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.164498750×10^-1,8.316534162×10^-1,-6.052268147×10^-1,-2.359451028×10^-3
4.263998750×10^-1,7.815234065×10^-1,-7.485877275×10^-1,1.139166020×10^-2
4.363498750×10^-1,7.570319176×10^-1,-8.453075886×10^-1,1.302231383×10^-2
4.462998750×10^-1,7.399087548×10^-1,-8.234888911×10^-1,-1.114428975×10^-2
4.562489583×10^-1,6.718258262×10^-1,-7.393010259×10^-1,-1.921846159×10^-2
4.661989583×10^-1,6.123494506×10^-1,-6.007661223×10^-1,-2.812467888×10^-2
4.761489583×10^-1,5.854765773×10^-1,-4.445088804×10^-1,-7.816068083×10^-2
4.860989583×10^-1,5.937143564×10^-1,-3.451934159×10^-1,-1.324272901×10^-1
4.960489583×10^-1,6.976439357×10^-1,-3.065168560×10^-1,-1.722711027×10^-1
5.059989583×10^-1,8.518524766×10^-1,-3.356930017×10^-1,-1.814930290×10^-1
5.159489583×10^-1,9.586684108×10^-1,-3.988783658×10^-1,-2.226178199×10^-1
5.258989583×10^-1,9.519162178×10^-1,-5.115856528×10^-1,-2.111368179×10^-1
5.358489583×10^-1,8.178622723×10^-1,-6.373944283×10^-1,-9.271270782×10^-2
5.457989583×10^-1,5.625376105×10^-1,-8.334288001×10^-1,8.764591068×10^-2
5.557499583×10^-1,2.766707242×10^-1,-9.868732095×10^-1,2.611327469×10^-1
5.656999583×10^-1,6.100320816×10^-2,-1.008003950×10^0,3.518613279×10^-1
5.756499583×10^-1,-1.659358293×10^-2,-1.001906872×10^0,3.669382632×10^-1
5.855999583×10^-1,6.362253428×10^-2,-9.452307224×10^-1,3.433819115×10^-1
5.955499583×10^-1,2.553477585×10^-1,-7.757021785×10^-1,2.982392013×10^-1
6.054999583×10^-1,5.282438993×10^-1,-7.405471206×10^-1,3.249015808×10^-1
6.154499583×10^-1,8.022089005×10^-1,-8.203048110×10^-1,2.903177738×10^-1
6.253999583×10^-1,9.315642715×10^-1,-9.033709168×10^-1,2.347620726×10^-1
6.353499583×10^-1,9.486044645×10^-1,-1.163159251×10^0,1.839359105×10^-1
6.452999583×10^-1,9.485306144×10^-1,-1.488883138×10^0,1.095260158×10^-1
6.552499583×10^-1,9.356108308×10^-1,-6.757540107×10^-1,1.094911247×10^-1
6.651999583×10^-1,8.565361500×10^-1,-6.304594874×10^-1,1.573530883×10^-1
6.751499583×10^-1,5.990231633×10^-1,-4.803416133×10^-1,2.507823706×10^-1
6.850999583×10^-1,5.073803067×10^-1,-2.296758890×10^-1,4.665001929×10^-1
6.950499583×10^-1,5.744182467×10^-1,-1.640622690×10^-2,6.571636200×10^-1
7.050009583×10^-1,6.613938808×10^-1,3.957968950×10^-2,7.860810161×10^-1
7.149509583×10^-1,7.529357672×10^-1,-5.684884265×10^-2,8.658666611×10^-1
7.249009583×10^-1,8.975498676×10^-1,-2.754118145×10^-1,8.930678964×10^-1
7.348509583×10^-1,1.051863790×10^0,-6.154750586×10^-1,8.544848561×10^-1
7.448009583×10^-1,1.180297136×10^0,-9.535550475×10^-1,8.126389980×10^-1
7.547509583×10^-1,1.259846568×10^0,-1.150940537×10^0,7.744391561×10^-1
7.647009583×10^-1,1.272267699×10^0,-1.268975496×10^0,6.660652161×10^-1
7.746509583×10^-1,1.254849792×10^0,-1.354561567×10^0,5.595738888×10^-1
7.846009583×10^-1,1.186035872×10^0,-1.313810706×10^0,4.660973847×10^-1
7.945509583×10^-1,1.059546113×10^0,-1.099223375×10^0,3.766252697×10^-1
8.045009583×10^-1,8.322533965×10^-1,-8.924821019×10^-1,3.474003673×10^-1
8.144509583×10^-1,5.410020947×10^-1,-7.762622833×10^-1,3.632347286×10^-1
8.244009583×10^-1,2.385869324×10^-1,-7.190790772×10^-1,4.102362394×10^-1
8.343509583×10^-1,-6.461022794×10^-2,-6.504893899×10^-1,4.329276979×10^-1
8.443009583×10^-1,-2.946577668×10^-1,-5.271346569×10^-1,4.559789300×10^-1
8.542519583×10^-1,-3.939206898×10^-1,-3.933568597×10^-1,4.711288512×10^-1
8.642019583×10^-1,-3.750849068×10^-1,-3.301486075×10^-1,4.715977311×10^-1
8.741519583×10^-1,-2.250501513×10^-1,-2.990298271×10^-1,4.201230705×10^-1
8.841019583×10^-1,-5.650157854×10^-2,-2.840819657×10^-1,3.713454604×10^-1
8.940519583×10^-1,-4.493583441×10^-1,3.120149672×10^-1,2.932003140×10^-1
9.040019583×10^-1,-5.823436379×10^-1,4.037387371×10^-1,3.860045373×10^-1
9.139519583×10^-1,-7.522416115×10^-1,3.871091604×10^-1,5.131912827×10^-1
9.239019583×10^-1,-6.877777576×10^-1,3.949454427×10^-1,5.527336597×10^-1
9.338519583×10^-1,-3.569356203×10^-1,4.097262621×10^-1,4.133829474×10^-1
9.438019583×10^-1,2.780154049×10^-1,-2.604062855×10^-1,7.552867383×10^-2
9.537519583×10^-1,1.018910289×10^0,-1.148571849×10^0,-4.267567992×10^-1
9.637019583×10^-1,1.294637918×10^0,-1.028690696×10^0,-6.631789804×10^-1
9.736519583×10^-1,1.501624107×10^0,-5.754743814×10^-1,-8.058589101×10^-1
9.836019583×10^-1,1.595612049×10^0,-7.448462844×10^-1,-8.388725519×10^-1
9.935519583×10^-1,1.548493266×10^0,-1.161485553×10^0,-8.198937774×10^-1
1.003502958×10^0,1.375258088×10^0,-1.330411077×10^0,-7.229174972×10^-1
1.013452958×10^0,1.106827140×10^0,-1.110898733×10^0,-6.225147247×10^-1
1.023402958×10^0,8.251940012×10^-1,-6.878482103×10^-1,-4.877258539×10^-1
1.033352958×10^0,6.073945761×10^-1,-3.211831450×10^-1,-3.025597334×10^-1
1.043302958×10^0,4.713873565×10^-1,-8.756017312×10^-3,-1.283264756×10^-1
1.053252958×10^0,4.125429392×10^-1,3.513968289×10^-1,2.488534898×10^-3
1.063202958×10^0,3.725813329×10^-1,6.881880164×10^-1,9.766802192×10^-2
1.073152958×10^0,3.716511130×10^-1,9.499109387×10^-1,1.571499854×10^-1
1.083102958×10^0,4.560178518×10^-1,1.113547325×10^0,1.802629232×10^-1
1.093052958×10^0,4.280179143×10^-1,9.939312339×10^-1,2.525616288×10^-1
1.103002958×10^0,3.028120399×10^-1,8.177943826×10^-1,2.939630449×10^-1
1.112952958×10^0,2.225638032×10^-1,8.354799151×10^-1,2.664262354×10^-1
1.122902958×10^0,2.222306579×10^-1,9.561503530×10^-1,2.094690800×10^-1
1.132852958×10^0,2.986783087×10^-1,1.064123034×10^0,1.513445228×10^-1
1.142803958×10^0,4.455690682×10^-1,1.103310227×10^0,7.034774870×10^-2
1.152753958×10^0,5.356832147×10^-1,1.016410232×10^0,7.764028013×10^-2
1.162703958×10^0,5.443552136×10^-1,9.084823728×10^-1,1.059321910×10^-1
1.172653958×10^0,5.771813393×10^-1,9.173001051×10^-1,1.206530854×10^-1
1.182603958×10^0,5.143527985×10^-1,8.706223965×10^-1,1.415390372×10^-1
1.192553958×10^0,3.380019963×10^-1,7.897475362×10^-1,9.327563643×10^-2
1.202503958×10^0,1.797977835×10^-1,6.470162868×10^-1,2.004825324×10^-2
1.212453958×10^0,9.420431405×10^-2,3.978157938×10^-1,-3.604564071×10^-2
1.222403958×10^0,9.527713805×10^-2,1.271987855×10^-1,-1.003179178×10^-1
1.232353958×10^0,2.270823121×10^-1,-4.817382991×10^-2,-2.545005679×10^-1
1.242303958×10^0,4.999292791×10^-1,-1.679297835×10^-1,-4.242038429×10^-1
1.252253958×10^0,8.740230203×10^-1,-2.516103089×10^-1,-5.811247230×10^-1
1.262203958×10^0,1.249993563×10^0,-3.080688715×10^-1,-7.225918770×10^-1
1.272154958×10^0,1.457818151×10^0,-5.743820667×10^-1,-7.124377489×10^-1
1.282104958×10^0,1.156122327×10^0,-9.021346569×10^-1,-4.504368901×10^-1
1.292054958×10^0,6.666727066×10^-1,-5.989188552×10^-1,-1.131334454×10^-1
1.302004958×10^0,2.071976960×10^-1,-1.444639266×10^-1,2.533924282×10^-1
1.311954958×10^0,-1.453811228×10^-1,1.114019454×10^-1,5.127124190×10^-1
1.321904958×10^0,-3.287454545×10^-1,1.711412370×10^-1,5.528289080×10^-1
1.331854958×10^0,-3.220635951×10^-1,-3.936593607×10^-2,4.521153271×10^-1
1.341804958×10^0,-2.157238871×10^-1,-3.751478791×10^-1,3.165531456×10^-1
1.351754958×10^0,-1.565588415×10^-1,-6.863235831×10^-1,2.152496874×10^-1
1.361704958×10^0,-1.188562959×10^-1,-6.901212335×10^-1,2.060769647×10^-1
1.371654958×10^0,-1.022267193×10^-1,-3.155148327×10^-1,3.547988236×10^-1
1.381604958×10^0,-1.623719186×10^-1,2.063496858×10^-1,6.109809875×10^-1
1.391555958×10^0,-3.378300369×10^-1,6.759147644×10^-1,8.773546219×10^-1
1.401505958×10^0,-5.652714968×10^-1,1.050486445×10^0,1.121845722×10^0
1.411455958×10^0,-8.557956815×10^-1,1.194853306×10^0,1.393365145×10^0
1.421405958×10^0,-1.208426714×10^0,1.121775627×10^0,1.635694504×10^0
1.431355958×10^0,-1.457112908×10^0,1.072066069×10^0,1.869152308×10^0
1.441305958×10^0,-1.532471657×10^0,9.761852622×10^-1,2.089921951×10^0
1.451255958×10^0,-1.471564651×10^0,6.686634421×10^-1,2.245644093×10^0
1.461205958×10^0,-1.431921124×10^0,1.497147828×10^-1,2.317681313×10^0
1.471155958×10^0,-1.258167982×10^0,-4.845454991×10^-1,2.373592377×10^0
1.481105958×10^0,-1.196490049×10^0,-1.010395169×10^0,2.396346807×10^0
1.491055958×10^0,-1.171971917×10^0,-1.518732786×10^0,2.299683332×10^0
1.501005958×10^0,-9.505653381×10^-1,-1.541775823×10^0,2.037878752×10^0
1.510955958×10^0,-4.558533430×10^-1,-1.195790172×10^0,1.818387032×10^0
1.520906958×10^0,1.843808144×10^-1,-9.220963717×10^-1,1.641358852×10^0
1.530856958×10^0,8.302511573×10^-1,-8.929308057×10^-1,1.651437879×10^0
1.540806958×10^0,1.288018703×10^0,-9.238868952×10^-1,1.710564852×10^0
1.550756958×10^0,1.484815121×10^0,-5.870130062×10^-1,1.789733529×10^0
1.560706958×10^0,1.082716107×10^0,-3.172878623×10^-1,2.013268948×10^0
1.570656958×10^0,4.582916498×10^-1,4.165488183×10^-1,2.415212631×10^0
1.580606958×10^0,-6.009151414×10^-2,1.561645508×10^0,2.878901243×10^0
1.590556958×10^0,-4.009454846×10^-1,2.752937555×10^0,3.230913401×10^0
1.600506958×10^0,-9.954330921×10^-1,3.775694847×10^0,3.357481718×10^0
1.610456958×10^0,-1.436399102×10^0,4.338492870×10^0,3.380030394×10^0
1.620406958×10^0,-1.743726134×10^0,4.490357399×10^0,3.325533628×10^0
1.630356958×10^0,-1.973074079×10^0,4.305931091×10^0,3.578735590×10^0
1.640307958×10^0,-1.605091453×10^0,4.524621964×10^0,5.754175663×10^0
1.650257958×10^0,-1.061791658×10^0,4.378772736×10^0,7.733552933×10^0
1.660207958×10^0,-2.169004440×10^0,2.624160528×10^0,3.660370111×10^0
1.670157958×10^0,-2.880120754×10^0,1.894671440×10^0,-9.903819561×10^-1
1.680107958×10^0,-3.057403803×10^0,3.305140734×10^-1,-2.356852055×10^0
1.690057958×10^0,-2.552198887×10^0,-1.543702602×10^0,-1.868543625×10^0
1.700007958×10^0,-1.280693531×10^0,-2.429023266×10^0,-3.955493569×10^-1
1.709957958×10^0,-1.032221597×10^-2,-2.284470081×10^0,7.394254208×10^-1
1.719907958×10^0,5.577154160×10^-1,-1.590249777×10^0,7.358051538×10^-1
1.729857958×10^0,7.940917015×10^-1,-8.410668969×10^-1,2.104209960×10^-1
1.739807958×10^0,8.569181561×10^-1,-3.564219475×10^-1,-9.338427335×10^-2
1.749757958×10^0,8.433581591×10^-1,-3.053835332×10^-1,-1.389352530×10^-1
1.759708958×10^0,7.798039913×10^-1,-6.889826059×10^-1,-8.283662051×10^-2
1.769658958×10^0,6.362715960×10^-1,-1.399657249×10^0,1.021928806×10^-2
1.779608958×10^0,5.323357582×10^-1,-1.947800279×10^0,-1.232067049×10^-1
1.789558958×10^0,4.748873413×10^-1,-1.924581051×10^0,-5.766639113×10^-1
1.799508958×10^0,1.154997498×10^-1,-1.103210688×10^0,-8.577672839×10^-1
1.809458958×10^0,-2.875739336×10^-1,-3.175125420×10^-1,-4.256078601×10^-1
1.819408958×10^0,-4.282864332×10^-1,-1.463101245×10^-2,2.131658792×10^-2
1.829358958×10^0,-1.854298413×10^-1,-1.625357866×10^-1,9.191325307×10^-2
1.839308958×10^0,1.731739044×10^-1,-7.414392382×10^-2,6.379282102×10^-3
1.849258958×10^0,4.907627702×10^-1,2.054376602×10^-1,-8.329653740×10^-2
1.859208958×10^0,7.541268468×10^-1,3.462276161×10^-1,-1.607679278×10^-1
1.869158958×10^0,9.315192103×10^-1,3.734501898×10^-1,-2.291456610×10^-1
1.879109958×10^0,1.027000904×10^0,4.024028778×10^-1,-2.799162269×10^-1
1.889059958×10^0,1.019788265×10^0,4.731447101×10^-1,-2.925529480×10^-1
1.899009958×10^0,9.318152070×10^-1,5.682186484×10^-1,-2.503305674×10^-1
1.908959958×10^0,8.584925532×10^-1,6.483688354×10^-1,-2.097067088×10^-1
1.918909958×10^0,9.214304686×10^-1,5.489833355×10^-1,-2.115427107×10^-1
1.928859958×10^0,1.177382112×10^0,3.214947581×10^-1,-2.701847255×10^-1
1.938809958×10^0,1.537299395×10^0,-4.018408805×10^-2,-2.864935994×10^-1
1.948759958×10^0,1.792497277×10^0,-4.301856756×10^-1,-2.614377737×10^-1
1.958709958×10^0,1.896338940×10^0,-7.798123360×10^-1,-2.644249499×10^-1
1.968659958×10^0,1.876536965×10^0,-1.064177275×10^0,-3.299243450×10^-1
1.978609958×10^0,1.778861523×10^0,-1.339304447×10^0,-4.032113254×10^-1
1.988559958×10^0,1.660372496×10^0,-1.604020000×10^0,-4.415613711×10^-1
1.998510958×10^0,1.583119273×10^0,-1.808069229×10^0,-4.738882184×10^-1
2.008460958×10^0,1.645358920×10^0,-1.966012836×10^0,-5.143477917×10^-1
2.018410958×10^0,1.933920741×10^0,-2.118513823×10^0,-5.730114579×10^-1
2.028360958×10^0,2.288713455×10^0,-2.242127419×10^0,-6.285484433×10^-1
2.038310958×10^0,2.641394138×10^0,-1.966982245×10^0,-6.789174080×10^-1
2.048260958×10^0,2.827359915×10^0,-1.114544868×10^0,-7.461398840×10^-1
2.058210958×10^0,2.827130556×10^0,-5.769901350×10^-2,-8.460751176×10^-1
2.068160958×10^0,2.807479858×10^0,7.988681197×10^-1,-1.001213551×10^0
2.078110958×10^0,2.842496634×10^0,1.497697949×10^0,-1.174522996×10^0
2.088060958×10^0,2.979853153×10^0,1.976377964×10^0,-1.260222197×10^0
2.098010958×10^0,3.047585249×10^0,2.091444016×10^0,-1.262916565×10^0
2.107960958×10^0,2.884854555×10^0,2.090190172×10^0,-1.294126391×10^0
2.117911958×10^0,2.542186975×10^0,1.904702544×10^0,-1.298409581×10^0
2.127861958×10^0,2.194070101×10^0,1.864248037×10^0,-1.251814961×10^0
2.137811958×10^0,1.885369778×10^0,1.971773863×10^0,-1.171654582×10^0
2.147761958×10^0,1.550633788×10^0,2.089165926×10^0,-1.073105693×10^0
2.157711958×10^0,1.214107871×10^0,2.169280529×10^0,-9.730712175×10^-1
2.167661958×10^0,8.822250366×10^-1,2.220392227×10^0,-8.725640774×10^-1
2.177611958×10^0,6.017948985×10^-1,2.289244175×10^0,-7.989724278×10^-1
2.187561958×10^0,3.436576426×10^-1,2.266034365×10^0,-7.272066474×10^-1
2.197511958×10^0,1.029478014×10^-1,2.102071047×10^0,-6.390539408×10^-1
2.207461958×10^0,-1.466705501×10^-1,1.889680505×10^0,-5.227371454×10^-1
2.217411958×10^0,-4.220326245×10^-1,1.588509798×10^0,-4.053995013×10^-1
2.227361958×10^0,-6.979252100×10^-1,1.204775929×10^0,-2.972043157×10^-1
2.237311958×10^0,-9.396066666×10^-1,9.128531814×10^-1,-1.637039185×10^-1
2.247262958×10^0,-1.114481330×10^0,7.538251877×10^-1,-2.477745526×10^-2
2.257212958×10^0,-1.258522749×10^0,5.432339907×10^-1,1.130843610×10^-1
2.267162958×10^0,-1.299169302×10^0,3.826510012×10^-1,2.422513962×10^-1
2.277112958×10^0,-1.203212500×10^0,2.864957452×10^-1,3.475666642×10^-1
2.287062958×10^0,-1.015694857×10^0,1.883886456×10^-1,4.174586535×10^-1
2.297012958×10^0,-7.349250913×10^-1,8.549261093×10^-2,3.950663209×10^-1
2.306962958×10^0,-3.834717572×10^-1,-3.719681874×10^-2,2.601572275×10^-1
2.316912958×10^0,-5.099599808×10^-2,-1.558275223×10^-1,-1.134334505×10^-2
2.326862958×10^0,2.320290357×10^-1,-2.506945049×10^-3,-3.685560524×10^-1
2.336812958×10^0,4.438908696×10^-1,2.901948690×10^-1,-5.302977562×10^-1
2.346762958×10^0,5.873103738×10^-1,3.670590222×10^-1,-4.946337342×10^-1
2.356712958×10^0,6.477569342×10^-1,1.632892191×10^-1,-4.183468521×10^-1
2.366662958×10^0,2.478094995×10^-1,-2.492887676×10^-1,-3.496207893×10^-1
2.376613958×10^0,-3.784908950×10^-1,-8.729780912×10^-1,-1.587792784×10^-1
2.386563958×10^0,-7.881362438×10^-1,-1.446393967×10^0,2.465855330×10^-1
2.396513958×10^0,-1.219850779×10^0,-1.846180558×10^0,6.523602605×10^-1
2.406463958×10^0,-1.752264977×10^0,-1.970256448×10^0,9.978913069×10^-1
2.416413958×10^0,-2.260860205×10^0,-1.752037764×10^0,1.131049871×10^0
2.426363958×10^0,-2.484554291×10^0,-1.376092434×10^0,1.110143304×10^0
2.436313958×10^0,-2.210772991×10^0,-1.211414576×10^0,9.498368502×10^-1
2.446263958×10^0,-1.647006154×10^0,-1.031606555×10^0,7.400793433×10^-1
2.456213958×10^0,-1.249499679×10^0,-4.882468879×10^-1,4.590961933×10^-1
2.466164208×10^0,-9.052307606×10^-1,2.953553945×10^-2,9.780271351×10^-2
2.476114208×10^0,-5.196230412×10^-1,1.783035845×10^-1,-8.518444002×10^-2
2.486064208×10^0,-3.543006480×10^-1,2.414913476×10^-1,4.200360551×10^-2
2.496015208×10^0,-4.341263771×10^-1,2.395284325×10^-1,2.935877740×10^-1
2.505965208×10^0,-6.915078759×10^-1,6.817479432×10^-2,5.129935741×10^-1
2.515915208×10^0,-1.005661845×10^0,-3.541576266×10^-1,6.753955483×10^-1
2.525865208×10^0,-1.299201369×10^0,-8.626251221×10^-1,7.824524641×10^-1
2.535815208×10^0,-1.532125711×10^0,-1.320907474×10^0,9.090194702×10^-1
2.545765208×10^0,-1.696491480×10^0,-1.777987361×10^0,1.109736323×10^0
2.555715208×10^0,-1.788843274×10^0,-2.205000877×10^0,1.322356820×10^0
2.565665208×10^0,-1.824917436×10^0,-2.252020836×10^0,1.466241002×10^0
2.575615208×10^0,-1.836766601×10^0,-1.819414854×10^0,1.435797572×10^0
2.585565208×10^0,-1.866894126×10^0,-1.060543180×10^0,1.213580132×10^0
2.595515208×10^0,-1.932688117×10^0,-3.420454264×10^-1,9.116376042×10^-1
2.605465208×10^0,-2.048146009×10^0,5.134183913×10^-2,4.992226362×10^-1
2.615415208×10^0,-2.026741743×10^0,1.488126814×10^-1,6.571501959×10^-3
2.625366208×10^0,-1.979288578×10^0,-4.372868221×10^-3,-3.195826411×10^-1
2.635316208×10^0,-1.902396083×10^0,-2.161383778×10^-1,-3.311490715×10^-1
2.645266208×10^0,-1.740387440×10^0,-4.554724097×10^-1,-1.703303456×10^-1
2.655216208×10^0,-1.540483236×10^0,-7.744675279×10^-1,1.535001025×10^-2
2.665166208×10^0,-1.352575183×10^0,-1.096092105×10^0,1.146773919×10^-1
2.675116208×10^0,-1.233063102×10^0,-1.128118873×10^0,1.017768085×10^-1
2.685066208×10^0,-1.090890050×10^0,-9.713755846×10^-1,1.075175181×10^-1
2.695016208×10^0,-9.190051556×10^-1,-7.733716369×10^-1,1.111538783×10^-1
2.704966208×10^0,-7.555088997×10^-1,-6.811863184×10^-1,1.355231404×10^-1
2.714916208×10^0,-6.640091538×10^-1,-7.189431190×10^-1,1.923974156×10^-1
2.724866208×10^0,-6.927675605×10^-1,-7.853890061×10^-1,2.354157120×10^-1
2.734816208×10^0,-7.882507443×10^-1,-6.983853579×10^-1,2.999208272×10^-1
2.744767208×10^0,-8.921116590×10^-1,-4.407504201×10^-1,3.841808438×10^-1
2.754717208×10^0,-9.695768356×10^-1,-1.383248270×10^-1,4.658658206×10^-1
2.764667208×10^0,-1.001644135×10^0,1.683315039×10^-1,5.153170228×10^-1
2.774617208×10^0,-9.776836634×10^-1,3.228557110×10^-1,5.280301571×10^-1
2.784567208×10^0,-8.706040382×10^-1,2.427606136×10^-1,4.997000098×10^-1
2.794517208×10^0,-6.824778914×10^-1,-8.027854562×10^-2,4.358887374×10^-1
2.804467208×10^0,-4.814568758×10^-1,-4.663508832×10^-1,3.382697701×10^-1
2.814417208×10^0,-3.599386215×10^-1,-6.701180935×10^-1,2.000592649×10^-1
2.824367208×10^0,-2.989772558×10^-1,-5.771985054×10^-1,5.591300875×10^-2
2.834317208×10^0,-2.233068049×10^-1,-3.925056458×10^-1,-5.167692900×10^-2
2.844267208×10^0,-1.298234612×10^-1,-3.863521516×10^-1,-1.042165682×10^-1
2.854218208×10^0,-5.337993428×10^-2,-4.843890071×10^-1,-1.176735833×10^-1
2.864168208×10^0,-9.259081446×10^-3,-5.975368023×10^-1,-1.129145175×10^-1
2.874118208×10^0,4.476383701×10^-2,-6.148992181×10^-1,-1.091242284×10^-1
2.884068208×10^0,1.339136958×10^-1,-5.141515136×10^-1,-1.306215227×10^-1
2.894018208×10^0,2.638830841×10^-1,-4.094581008×10^-1,-2.129258215×10^-1
2.903968208×10^0,4.411731660×10^-1,-3.524991870×10^-1,-3.282982111×10^-1
2.913918208×10^0,6.765983701×10^-1,-2.499772906×10^-1,-4.333625734×10^-1
2.923868208×10^0,9.626716375×10^-1,-7.136893272×10^-2,-5.304083824×10^-1
2.933818208×10^0,1.257791281×10^0,1.036551967×10^-1,-5.729153156×10^-1
2.943768208×10^0,1.498077869×10^0,1.962559670×10^-1,-5.587358475×10^-1
2.953718208×10^0,1.580569625×10^0,3.255424500×10^-1,-5.360248685×10^-1
2.963668208×10^0,1.506239772×10^0,5.034738779×10^-1,-5.054690838×10^-1
2.973619208×10^0,1.399825573×10^0,7.845702767×10^-1,-5.262605548×10^-1
2.983569208×10^0,1.427681088×10^0,6.665418744×10^-1,-5.004110932×10^-1
2.993519208×10^0,1.606998801×10^0,8.410762250×10^-2,-4.457845390×10^-1
3.003469208×10^0,1.776051283×10^0,-5.575363040×10^-1,-4.420752823×10^-1
3.013419208×10^0,1.829387665×10^0,-1.144199133×10^0,-5.042194724×10^-1
3.023369208×10^0,1.763724446×10^0,-1.614207864×10^0,-5.731439590×10^-1
3.033319208×10^0,1.637727857×10^0,-2.055871248×10^0,-6.547312737×10^-1
3.043269208×10^0,1.508809209×10^0,-2.502463102×10^0,-7.062410712×10^-1
3.053219208×10^0,1.422227144×10^0,-2.919538736×10^0,-7.025344968×10^-1
3.063169208×10^0,1.378236890×10^0,-3.062004805×10^0,-6.445036530×10^-1
3.073119208×10^0,1.440332055×10^0,-2.689836740×10^0,-5.886563063×10^-1
3.083070208×10^0,1.684292197×10^0,-1.682584167×10^0,-6.934857965×10^-1
3.093020208×10^0,1.855482578×10^0,-8.458212018×10^-1,-8.329064250×10^-1
3.102970208×10^0,1.981123090×10^0,-1.261576116×10^-1,-8.782254457×10^-1
3.112920208×10^0,2.111614227×10^0,4.861064553×10^-1,-1.008723497×10^0
3.122870208×10^0,2.258866549×10^0,9.009667635×10^-1,-1.215676665×10^0
3.132820208×10^0,2.492854834×10^0,1.119431019×10^0,-1.428144693×10^0
3.142770208×10^0,2.710794210×10^0,1.222072005×10^0,-1.436022282×10^0
3.152720208×10^0,2.754080057×10^0,1.422949076×10^0,-1.197407007×10^0
3.162670208×10^0,2.640201569×10^0,1.588944435×10^0,-9.148340821×10^-1
