"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.858779583×10^-1,2.589614868×10^-2,9.724527740×10^0,1.455273743×10^0
5.958279583×10^-1,1.392105103×10^-2,9.737550659×10^0,1.411265259×10^0
6.057779583×10^-1,1.601669312×10^-2,9.757159882×10^0,1.379531250×10^0
6.157279583×10^-1,4.700225830×10^-2,9.772727509×10^0,1.388961639×10^0
6.256779583×10^-1,1.086740112×10^-1,9.783654785×10^0,1.448238373×10^0
6.356279583×10^-1,1.883084106×10^-1,9.777367859×10^0,1.525926819×10^0
6.455789583×10^-1,1.657054138×10^-1,9.751920776×10^0,1.609752502×10^0
6.555289583×10^-1,5.553451538×10^-2,9.697134705×10^0,1.660047913×10^0
6.654789583×10^-1,-5.284011841×10^-2,9.616751862×10^0,1.701661377×10^0
6.754289583×10^-1,-2.047741699×10^-1,9.557475128×10^0,1.795516205×10^0
6.853789583×10^-1,-2.888992310×10^-1,9.538913727×10^0,1.874102783×10^0
6.953289583×10^-1,-2.897973633×10^-1,9.583071899×10^0,1.847757568×10^0
7.052799583×10^-1,-2.023791504×10^-1,9.596244507×10^0,1.794019318×10^0
7.152299583×10^-1,-1.537303162×10^-1,9.660610657×10^0,1.711241455×10^0
7.251799583×10^-1,-1.155596924×10^-1,9.716444550×10^0,1.536704407×10^0
7.351299583×10^-1,-9.385482788×10^-2,9.761800232×10^0,1.384920044×10^0
7.450799583×10^-1,-1.163081360×10^-1,9.813293152×10^0,1.355581055×10^0
7.550299583×10^-1,-1.667532349×10^-1,9.762698364×10^0,1.420396271×10^0
7.649809583×10^-1,-3.080593872×10^-1,9.703421631×10^0,1.562750244×10^0
7.749309583×10^-1,-4.718188477×10^-1,9.732760620×10^0,1.714833984×10^0
7.848809583×10^-1,-4.543052673×10^-1,9.666897583×10^0,1.807491302×10^0
7.948309583×10^-1,-3.911366272×10^-1,9.701475677×10^0,1.898052979×10^0
8.047809583×10^-1,-4.439767456×10^-1,9.790690155×10^0,1.914818115×10^0
8.147309583×10^-1,-4.062551880×10^-1,9.759105835×10^0,1.885928192×10^0
8.246819583×10^-1,-3.932322693×10^-1,9.734556885×10^0,1.810036011×10^0
8.346319583×10^-1,-4.382885742×10^-1,9.762099609×10^0,1.718276825×10^0
8.445819583×10^-1,-4.186793518×10^-1,9.756411438×10^0,1.718276825×10^0
8.545319583×10^-1,-3.992198181×10^-1,9.740394745×10^0,1.777104492×10^0
8.644819583×10^-1,-4.328997803×10^-1,9.767189026×10^0,1.806593170×10^0
8.744319583×10^-1,-3.793112183×10^-1,9.824669495×10^0,1.798659668×10^0
8.843829583×10^-1,-3.995191956×10^-1,9.834698639×10^0,1.788780212×10^0
8.943329583×10^-1,-6.135740662×10^-1,9.775272217×10^0,1.791624298×10^0
9.042829583×10^-1,-6.352789307×10^-1,9.697134705×10^0,1.843416595×10^0
9.142329583×10^-1,-5.056484985×10^-1,9.668394470×10^0,1.962718506×10^0
9.241829583×10^-1,-5.281018066×10^-1,9.680668945×10^0,2.110610962×10^0
9.341329583×10^-1,-4.902305603×10^-1,9.719138947×10^0,2.191293182×10^0
9.440839583×10^-1,-3.748205566×10^-1,9.752669220×10^0,2.220183105×10^0
9.540339583×10^-1,-2.909948730×10^-1,9.854457550×10^0,2.191143494×10^0
9.639839583×10^-1,-1.872605896×10^-1,9.926457825×10^0,1.996697845×10^0
9.739339583×10^-1,-1.438508606×10^-1,9.971364441×10^0,1.774410095×10^0
9.838839583×10^-1,-1.890568542×10^-1,9.943672028×10^0,1.609602814×10^0
9.938339583×10^-1,-3.152444458×10^-1,9.855655060×10^0,1.558558960×10^0
1.003784958×10^0,-4.812492371×10^-1,9.799671478×10^0,1.626218262×10^0
1.013734958×10^0,-5.975573730×10^-1,9.767488403×10^0,1.768721924×10^0
1.023684958×10^0,-6.442602539×10^-1,9.764045563×10^0,1.904040527×10^0
1.033634958×10^0,-6.430627441×10^-1,9.812844086×10^0,1.947300568×10^0
1.043584958×10^0,-4.510121155×10^-1,9.758357391×10^0,2.054627380×10^0
1.053534958×10^0,-3.200344849×10^-1,9.823621674×10^0,2.151775360×10^0
1.063485958×10^0,-2.318678284×10^-1,9.892628174×10^0,2.170336761×10^0
1.073435958×10^0,-6.750961304×10^-2,9.956844635×10^0,2.187401276×10^0
1.083385958×10^0,1.044827271×10^-1,1.006432114×10^1,2.123933258×10^0
1.093335958×10^0,2.463876343×10^-1,1.011476624×10^1,1.981130219×10^0
1.103285958×10^0,2.243833923×10^-1,1.004276596×10^1,1.822609863×10^0
1.113235958×10^0,3.607498169×10^-2,9.899513855×10^0,1.681154022×10^0
1.123186958×10^0,-1.002914429×10^-1,9.745633850×10^0,1.653910675×10^0
1.133136708×10^0,-2.679428101×10^-1,9.647438049×10^0,1.779948578×10^0
1.143086708×10^0,-4.376898193×10^-1,9.626032562×10^0,1.933678894×10^0
1.153036708×10^0,-3.882925415×10^-1,9.600884857×10^0,2.124681702×10^0
1.162986708×10^0,-4.312532043×10^-1,9.655221863×10^0,2.301314392×10^0
1.172936708×10^0,-5.864804077×10^-1,9.736353149×10^0,2.349214783×10^0
1.182887708×10^0,-5.174739075×10^-1,9.855205994×10^0,2.385140076×10^0
1.192837708×10^0,-3.811074829×10^-1,9.958191833×10^0,2.256108398×10^0
1.202787708×10^0,-2.155517578×10^-1,1.004126907×10^1,1.924847260×10^0
1.212737708×10^0,-3.038681030×10^-2,1.009800110×10^1,1.617835693×10^0
1.222687708×10^0,4.236190796×10^-2,1.007390121×10^1,1.465751953×10^0
1.232637708×10^0,6.676116943×10^-2,1.001806732×10^1,1.472038879×10^0
1.242588708×10^0,5.583389282×10^-2,9.976603546×10^0,1.557511139×10^0
1.252538708×10^0,-9.056167603×10^-2,9.907147980×10^0,1.580413513×10^0
1.262488708×10^0,-2.897973633×10^-1,9.809101868×10^0,1.611399078×10^0
1.272438708×10^0,-4.279600525×10^-1,9.734706573×10^0,1.559906158×10^0
1.282388708×10^0,-5.640270996×10^-1,9.650282135×10^0,1.480720825×10^0
1.292338708×10^0,-4.938230896×10^-1,9.577683105×10^0,1.475332031×10^0
1.302289708×10^0,-3.131488037×10^-1,9.623936920×10^0,1.597627716×10^0
1.312239708×10^0,-2.380050659×10^-1,9.640552368×10^0,1.755848694×10^0
1.322189708×10^0,-2.465373230×10^-1,9.574689331×10^0,1.865869904×10^0
1.332139708×10^0,-2.483335876×10^-1,9.511670380×10^0,1.998793488×10^0
1.342089708×10^0,-2.122586060×10^-1,9.475146332×10^0,2.055076447×10^0
1.352039708×10^0,-1.697470093×10^-1,9.457333374×10^0,1.985321503×10^0
1.361990708×10^0,-1.661544800×10^-1,9.485025787×10^0,1.871707764×10^0
1.371940708×10^0,-1.880090332×10^-1,9.454788666×10^0,1.638792114×10^0
1.381890708×10^0,-1.701960754×10^-1,9.422006836×10^0,1.401685181×10^0
1.391840708×10^0,-1.749861145×10^-1,9.407037964×10^0,1.235231323×10^0
1.401790708×10^0,-1.701960754×10^-1,9.401499481×10^0,1.142124939×10^0
1.411740708×10^0,-1.236428833×10^-1,9.395212555×10^0,1.198707275×10^0
1.421691708×10^0,-8.726852417×10^-2,9.425150299×10^0,1.425485687×10^0
1.431641708×10^0,-9.580078125×10^-3,9.480086060×10^0,1.600022736×10^0
1.441591708×10^0,-2.395019531×10^-3,9.484127655×10^0,1.721719666×10^0
1.451541708×10^0,1.002914429×10^-2,9.500593414×10^0,1.814526672×10^0
1.461491708×10^0,1.372645569×10^-1,9.520052948×10^0,1.850601654×10^0
1.471441708×10^0,1.721420288×10^-1,9.588610382×10^0,1.798060913×10^0
1.481392708×10^0,6.646179199×10^-2,9.578581238×10^0,1.668580170×10^0
1.491342708×10^0,1.077758789×10^-2,9.563462677×10^0,1.479523315×10^0
1.501292708×10^0,-3.817062378×10^-2,9.660011902×10^0,1.316961365×10^0
1.511242708×10^0,-6.765930176×10^-2,9.724976807×10^0,1.235530701×10^0
1.521192708×10^0,-4.610412598×10^-2,9.687404938×10^0,1.251697083×10^0
1.531142708×10^0,2.724334717×10^-2,9.635163574×10^0,1.284478912×10^0
1.541093708×10^0,6.676116943×10^-2,9.564211121×10^0,1.253193970×10^0
1.551043708×10^0,-9.131011963×10^-3,9.503587189×10^0,1.168170776×10^0
1.560993708×10^0,-1.291813660×10^-1,9.556876373×10^0,1.109492798×10^0
1.570943708×10^0,-7.379653931×10^-2,9.673932953×10^0,1.126257935×10^0
1.580893708×10^0,2.185455322×10^-2,9.812694397×10^0,1.275647278×10^0
1.590843708×10^0,1.736389160×10^-2,9.902807007×10^0,1.628613281×10^0
1.600794708×10^0,-4.834945679×10^-2,9.920769653×10^0,1.942809906×10^0
1.610744708×10^0,5.149291992×10^-2,9.804162140×10^0,2.217937775×10^0
1.620694708×10^0,1.607656860×10^-1,9.814340973×10^0,2.374961243×10^0
1.630644708×10^0,3.052153015×10^-1,9.911039886×10^0,2.340682526×10^0
1.640594708×10^0,4.640350342×10^-1,9.979297943×10^0,2.119592285×10^0
1.650544708×10^0,5.879772949×10^-1,1.000818787×10^1,1.866917725×10^0
1.660495708×10^0,6.469546509×10^-1,9.993218994×10^0,1.637744293×10^0
1.670445708×10^0,6.369255066×10^-1,9.972412262×10^0,1.502725067×10^0
1.680395708×10^0,5.783972168×10^-1,9.936636658×10^0,1.440454559×10^0
1.690345708×10^0,5.143304443×10^-1,9.932445374×10^0,1.437311096×10^0
1.700295708×10^0,6.227050781×10^-1,9.961634674×10^0,1.481768646×10^0
1.710245708×10^0,7.565267944×10^-1,9.881850586×10^0,1.514700165×10^0
1.720196708×10^0,6.138734436×10^-1,9.827513580×10^0,1.559307404×10^0
1.730146708×10^0,4.273612976×10^-1,9.766290894×10^0,1.722917175×10^0
1.740096708×10^0,2.633024597×10^-1,9.658964081×10^0,1.957180023×10^0
1.750046708×10^0,2.121089172×10^-1,9.630822601×10^0,2.106569366×10^0
1.759996708×10^0,2.986289978×10^-1,9.683812408×10^0,2.110012207×10^0
1.769946708×10^0,5.066963196×10^-1,9.787696381×10^0,1.970951385×10^0
1.779897708×10^0,6.990463257×10^-1,9.891280975×10^0,1.764530640×10^0
1.789847708×10^0,7.869136047×10^-1,9.954299927×10^0,1.592687988×10^0
1.799797708×10^0,7.714956665×10^-1,9.960437164×10^0,1.419797516×10^0
1.809747708×10^0,6.198609924×10^-1,9.880054321×10^0,1.240320740×10^0
1.819697708×10^0,4.478686523×10^-1,9.820478210×10^0,1.192270660×10^0
1.829647708×10^0,2.483335876×10^-1,9.770182800×10^0,1.249900818×10^0
1.839598708×10^0,1.001417542×10^-1,9.736502838×10^0,1.484762421×10^0
1.849548708×10^0,1.423539734×10^-1,9.768536224×10^0,1.731000366×10^0
1.859498708×10^0,1.957928467×10^-1,9.775571594×10^0,1.941612396×10^0
1.869448708×10^0,4.555027771×10^-1,9.691745911×10^0,2.250270538×10^0
1.879398708×10^0,4.005670166×10^-1,9.948013000×10^0,2.208507385×10^0
1.889348708×10^0,2.207908630×10^-1,1.004575974×10^1,2.059567108×10^0
1.899299708×10^0,5.081932068×10^-1,9.877958679×10^0,2.071841583×10^0
1.909249708×10^0,4.727169800×10^-1,9.807455292×10^0,1.991758118×10^0
1.919199708×10^0,2.737806702×10^-1,9.833650818×10^0,1.889820099×10^0
1.929149708×10^0,2.531236267×10^-1,9.945468292×10^0,1.816173248×10^0
1.939099708×10^0,3.531156921×10^-1,1.004082001×10^1,1.701661377×10^0
1.949049708×10^0,3.938310242×10^-1,1.004082001×10^1,1.607956238×10^0
1.959000708×10^0,3.583547974×10^-1,1.001357666×10^1,1.548380127×10^0
1.968950708×10^0,2.986289978×10^-1,9.975855103×10^0,1.524130554×10^0
1.978900708×10^0,2.165995789×10^-1,9.941726074×10^0,1.606309662×10^0
1.988850708×10^0,3.453318787×10^-1,9.835447083×10^0,1.888323212×10^0
1.998800708×10^0,2.197430420×10^-1,1.010877869×10^1,1.904190216×10^0
2.008750708×10^0,2.499801636×10^-1,1.030112869×10^1,1.882036285×10^0
2.018701708×10^0,6.574328613×10^-1,1.030606842×10^1,1.854194183×10^0
2.028651708×10^0,8.569679260×10^-1,1.038360718×10^1,1.738035736×10^0
2.038601708×10^0,8.542735291×10^-1,1.038016434×10^1,1.580263824×10^0
2.048551708×10^0,7.607180786×10^-1,1.030906219×10^1,1.475631409×10^0
2.058501708×10^0,6.553372192×10^-1,1.024454636×10^1,1.418899384×10^0
2.068451708×10^0,6.105802917×10^-1,1.017703674×10^1,1.420396271×10^0
2.078402708×10^0,5.806425476×10^-1,1.013332764×10^1,1.470541992×10^0
2.088352708×10^0,5.096900940×10^-1,1.007494904×10^1,1.553469543×10^0
2.098302708×10^0,4.331991577×10^-1,1.005908203×10^1,1.605261841×10^0
2.108252708×10^0,3.424877930×10^-1,1.005818390×10^1,1.507515106×10^0
2.118202708×10^0,2.378553772×10^-1,9.989327087×10^0,1.379231873×10^0
2.128152708×10^0,1.709445190×10^-1,9.861193542×10^0,1.348246307×10^0
2.138104417×10^0,1.356179810×10^-1,9.739047546×10^0,1.415157166×10^0
2.148054417×10^0,4.296066284×10^-2,9.645492096×10^0,1.624571686×10^0
2.158004417×10^0,-2.230361938×10^-2,9.606423340×10^0,1.946701813×10^0
2.167954417×10^0,-1.344204712×10^-1,9.716294861×10^0,2.166444855×10^0
2.177904417×10^0,1.535806274×10^-1,9.438472595×10^0,2.342478790×10^0
2.187854417×10^0,2.779719543×10^-1,9.398056641×10^0,2.509681091×10^0
2.197804417×10^0,-2.230361938×10^-2,9.660760345×10^0,2.350861359×10^0
2.207755417×10^0,1.648072815×10^-1,9.719288635×10^0,2.008672943×10^0
2.217705417×10^0,2.520758057×10^-1,9.691147156×10^0,1.683549042×10^0
2.227655417×10^0,9.580078125×10^-2,9.654473419×10^0,1.412762146×10^0
2.237605417×10^0,-4.849914551×10^-2,9.631870422×10^0,1.380728760×10^0
2.247555417×10^0,-8.307723999×10^-2,9.625433807×10^0,1.559307404×10^0
2.257506417×10^0,7.783813477×10^-3,9.656269684×10^0,1.780247955×10^0
2.267456417×10^0,1.302291870×10^-1,9.720486145×10^0,1.861828308×10^0
2.277406417×10^0,2.917433167×10^-1,9.807006226×10^0,1.789528656×10^0
2.287356417×10^0,4.351451111×10^-1,9.919721832×10^0,1.578467560×10^0
2.297306417×10^0,5.261558533×10^-1,9.960886230×10^0,1.380728760×10^0
2.307256417×10^0,5.352868652×10^-1,9.917626190×10^0,1.228794708×10^0
2.317206417×10^0,4.824467468×10^-1,9.805808716×10^0,1.145867157×10^0
2.327157417×10^0,4.046086121×10^-1,9.699679413×10^0,1.106049957×10^0
2.337107417×10^0,2.989283752×10^-1,9.644593964×10^0,1.038540344×10^0
2.347057417×10^0,9.295669556×10^-2,9.603130188×10^0,1.036594391×10^0
2.357007417×10^0,-3.577560425×10^-2,9.581125946×10^0,1.117575989×10^0
2.366957417×10^0,5.628295898×10^-2,9.601483612×10^0,1.190773773×10^0
2.376907417×10^0,1.556762695×10^-1,9.564360809×10^0,1.184486847×10^0
2.386858417×10^0,1.895059204×10^-1,9.515262909×10^0,1.104702759×10^0
2.396808417×10^0,7.050338745×10^-2,9.488318939×10^0,1.030008087×10^0
2.406758417×10^0,-1.444496155×10^-1,9.423204346×10^0,1.021176453×10^0
2.416708417×10^0,-2.728825378×10^-1,9.405840454×10^0,1.128802643×10^0
2.426658417×10^0,-1.637594604×10^-1,9.491013336×10^0,1.268013153×10^0
2.436608417×10^0,5.538482666×10^-3,9.597591705×10^0,1.320553894×10^0
2.446559417×10^0,1.279838562×10^-1,9.677974548×10^0,1.239871674×10^0
2.456509417×10^0,2.308200073×10^-1,9.742939453×10^0,1.073717194×10^0
2.466459417×10^0,1.962419128×10^-1,9.795929260×10^0,8.764274597×10^-1
2.476409417×10^0,1.213975525×10^-1,9.843081207×10^0,7.713459778×10^-1
2.486359417×10^0,3.592529297×10^-2,9.838440857×10^0,7.345225525×10^-1
2.496309417×10^0,-1.706451416×10^-2,9.811796265×10^0,8.056246948×10^-1
2.506260417×10^0,-9.430389404×10^-3,9.791438599×10^0,9.726773071×10^-1
2.516210417×10^0,-1.437011719×10^-2,9.807006226×10^0,1.151854706×10^0
2.526160417×10^0,-1.661544800×10^-2,9.831255798×10^0,1.322499847×10^0
2.536110417×10^0,-2.604583740×10^-2,9.845625916×10^0,1.445244598×10^0
2.546060417×10^0,-2.469863892×10^-2,9.950408020×10^0,1.515448608×10^0
2.556010417×10^0,7.604187012×10^-2,1.009156448×10^1,1.503024445×10^0
2.565961417×10^0,1.224453735×10^-1,1.010204269×10^1,1.401535492×10^0
2.575911417×10^0,6.197113037×10^-2,1.008752289×10^1,1.191372528×10^0
2.585861417×10^0,5.388793945×10^-3,1.000968475×10^1,9.680369568×10^-1
2.595811417×10^0,-9.954299927×10^-2,9.892029419×10^0,7.893086243×10^-1
2.605761417×10^0,-2.122586060×10^-1,9.905950470×10^0,7.646099854×10^-1
2.615711417×10^0,-1.706451416×10^-1,9.970615997×10^0,8.464897156×10^-1
2.625662417×10^0,8.083190918×10^-3,1.005399261×10^1,9.389973450×10^-1
2.635612417×10^0,1.534309387×10^-1,1.009051666×10^1,9.792636108×10^-1
2.645562417×10^0,2.061213684×10^-1,1.007943970×10^1,9.234297180×10^-1
2.655512417×10^0,1.862127686×10^-1,1.003932312×10^1,7.584727478×10^-1
2.665462417×10^0,6.885681152×10^-2,1.000998413×10^1,5.848338318×10^-1
2.675412417×10^0,2.424957275×10^-2,9.990225220×10^0,4.935237122×10^-1
2.685363417×10^0,1.004411316×10^-1,9.991123352×10^0,4.408332825×10^-1
2.695313417×10^0,1.149609375×10^-1,9.969867554×10^0,4.204756165×10^-1
2.705263417×10^0,1.022373962×10^-1,9.958640900×10^0,3.326083374×10^-1
2.715213417×10^0,1.200503540×10^-1,9.974058838×10^0,3.100053406×10^-1
2.725163417×10^0,1.529818726×10^-1,9.939031677×10^0,3.839515686×10^-1
2.735113417×10^0,9.205856323×10^-2,9.866282959×10^0,4.408332825×10^-1
2.745064417×10^0,-2.170486450×10^-2,9.817634125×10^0,4.920268250×10^-1
2.755014417×10^0,-3.143463135×10^-3,9.830357666×10^0,5.025050354×10^-1
2.764964417×10^0,4.655319214×10^-2,9.873767395×10^0,4.656816101×10^-1
2.774914417×10^0,1.228944397×10^-1,9.961484985×10^0,4.328997803×10^-1
2.784864417×10^0,2.353106689×10^-1,1.004800507×10^1,4.706213379×10^-1
2.794814417×10^0,2.963836670×10^-1,1.003543121×10^1,5.700146484×10^-1
2.804765417×10^0,1.703457642×10^-1,9.953701172×10^0,7.523355103×10^-1
2.814715417×10^0,-7.050338745×10^-2,9.874366150×10^0,9.538165283×10^-1
2.824665417×10^0,-2.475851440×10^-1,9.777816925×10^0,1.069675598×10^0
2.834615417×10^0,-3.547622681×10^-1,9.740394745×10^0,1.129850464×10^0
2.844565417×10^0,-4.602928162×10^-1,9.781110077×10^0,1.074166260×10^0
2.854515417×10^0,-3.998185730×10^-1,9.871971130×10^0,9.592053223×10^-1
2.864466417×10^0,-2.392025757×10^-1,9.921368408×10^0,9.397457886×10^-1
2.874416417×10^0,7.200027466×10^-2,9.989776154×10^0,9.195378113×10^-1
2.884366417×10^0,3.608995056×10^-1,1.006881180×10^1,8.228388977×10^-1
2.894316417×10^0,3.709286499×10^-1,1.008138565×10^1,6.243516541×10^-1
2.904266417×10^0,4.595443726×10^-2,9.984087982×10^0,4.751119995×10^-1
2.914216417×10^0,-3.399430847×10^-1,9.884994049×10^0,4.641847229×10^-1
2.924167417×10^0,-5.815406799×10^-1,9.809850311×10^0,6.801855469×10^-1
2.934117417×10^0,-6.634204102×10^-1,9.799671478×10^0,1.098864899×10^0
2.944067417×10^0,-6.285429382×10^-1,9.720037079×10^0,1.456920319×10^0
2.954017417×10^0,-6.029461670×10^-1,9.609716492×10^0,1.549877014×10^0
2.963967417×10^0,-5.989045715×10^-1,9.631121979×10^0,1.358425140×10^0
2.973917417×10^0,-6.483018494×10^-1,9.669142914×10^0,1.033450928×10^0
2.983868417×10^0,-6.721023560×10^-1,9.700876923×10^0,6.987469482×10^-1
2.993818417×10^0,-5.897735596×10^-1,9.724976807×10^0,5.716612244×10^-1
3.003768417×10^0,-3.608995056×10^-1,9.839039612×10^0,5.656736755×10^-1
3.013718417×10^0,-1.507365417×10^-1,9.903705139×10^0,5.465135193×10^-1
3.023668417×10^0,-7.214996338×10^-2,9.958491211×10^0,4.343966675×10^-1
3.033618417×10^0,-1.251397705×10^-1,9.968670044×10^0,2.951861572×10^-1
3.043568417×10^0,-2.715353394×10^-1,9.868228912×10^0,2.567161560×10^-1
3.053519417×10^0,-3.617976379×10^-1,9.822723541×10^0,2.754272461×10^-1
3.063469417×10^0,-3.598516846×10^-1,9.802066498×10^0,3.565585327×10^-1
3.073419417×10^0,-3.451821899×10^-1,9.771829376×10^0,3.826043701×10^-1
3.083369417×10^0,-2.835104370×10^-1,9.803413696×10^0,3.080593872×10^-1
3.093319417×10^0,-1.077758789×10^-2,9.917925568×10^0,1.902543640×10^-1
3.103269417×10^0,2.839595032×10^-1,1.004800507×10^1,1.408570862×10^-1
3.113220417×10^0,3.177891541×10^-1,1.005159760×10^1,9.086105347×10^-2
3.123170417×10^0,8.322692871×10^-2,1.002046234×10^1,-3.502716064×10^-2
3.133119917×10^0,-1.221459961×10^-1,1.004246658×10^1,-9.969268799×10^-2
3.143069917×10^0,-1.393601990×10^-1,1.002899460×10^1,-6.511459351×10^-2
3.153019917×10^0,-1.975891113×10^-2,9.972112885×10^0,4.146377563×10^-2
3.162969917×10^0,6.721023560×10^-2,9.939780121×10^0,7.798782349×10^-2
3.172920917×10^0,-5.418731689×10^-2,9.865534515×10^0,1.251397705×10^-1
3.182870917×10^0,-2.851570129×10^-1,9.791139221×10^0,1.995350647×10^-1
3.192820917×10^0,-4.736151123×10^-1,9.749974823×10^0,1.793270874×10^-1
3.202770917×10^0,-5.301974487×10^-1,9.690398712×10^0,-5.987548828×10^-4
3.212720917×10^0,-4.420307922×10^-1,9.600735168×10^0,-3.113525391×10^-1
3.222670917×10^0,-4.140390015×10^-1,9.672136688×10^0,-5.514532471×10^-1
3.232621917×10^0,-3.215313721×10^-1,9.799072723×10^0,-6.276448059×10^-1
3.242571917×10^0,-1.598675537×10^-1,9.774523773×10^0,-6.355783081×10^-1
3.252521917×10^0,-1.008901978×10^-1,9.758207703×10^0,-6.466552734×10^-1
3.262471917×10^0,-2.013313293×10^-1,9.824819183×10^0,-6.429130554×10^-1
3.272421917×10^0,-2.420466614×10^-1,9.880353699×10^0,-6.962022400×10^-1
3.282371917×10^0,-1.666035461×10^-1,9.921518097×10^0,-7.635621643×10^-1
