"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.716499583×10^-1,1.539317012×10^0,6.829082966×10^-1,-1.750360489×10^0
5.815999583×10^-1,1.464217305×10^0,5.777079463×10^-1,-1.727087021×10^0
5.915499583×10^-1,1.395509958×10^0,4.597709179×10^-1,-1.703659773×10^0
6.014999583×10^-1,1.300600648×10^0,2.715961039×10^-1,-1.657372713×10^0
6.114499583×10^-1,1.196748853×10^0,4.726018012×10^-2,-1.628777862×10^0
6.213999583×10^-1,1.088388085×10^0,-2.193487287×10^-1,-1.618703842×10^0
6.313499583×10^-1,9.924772382×10^-1,-5.102671385×10^-1,-1.576596260×10^0
6.412999583×10^-1,9.402907491×10^-1,-7.641226649×10^-1,-1.529595613×10^0
6.512499583×10^-1,9.309657216×10^-1,-9.587445855×10^-1,-1.454750419×10^0
6.611989583×10^-1,9.826962352×10^-1,-9.355275035×10^-1,-1.379551172×10^0
6.711489583×10^-1,1.088191152×10^0,-6.306360364×10^-1,-1.318315506×10^0
6.810989583×10^-1,1.182876706×10^0,-2.655941248×10^-1,-1.246386051×10^0
6.910489583×10^-1,1.191314936×10^0,-5.105811357×10^-2,-1.161125422×10^0
7.009989583×10^-1,1.089937925×10^0,-4.776941612×10^-2,-1.054098487×10^0
7.109489583×10^-1,9.242584705×10^-1,-2.157778591×10^-1,-9.792381525×10^-1
7.208989583×10^-1,6.458329558×10^-1,-4.259487987×10^-1,-9.394164085×10^-1
7.308489583×10^-1,4.348336458×10^-1,-7.096705437×10^-1,-8.596863747×10^-1
7.407979583×10^-1,3.759030104×10^-1,-9.498953223×10^-1,-8.181225061×10^-1
7.507479583×10^-1,3.816597164×10^-1,-9.184929132×10^-1,-8.495129347×10^-1
7.606979583×10^-1,4.491779506×10^-1,-7.097725868×10^-1,-9.022439718×10^-1
7.706479583×10^-1,5.619372129×10^-1,-5.068783164×10^-1,-1.015251994×10^0
7.805979583×10^-1,5.856391788×10^-1,-2.268379182×10^-1,-1.128939509×10^0
7.905479583×10^-1,6.166831255×10^-1,4.342098907×10^-2,-1.187005281×10^0
8.004979583×10^-1,6.829136610×10^-1,2.464327514×10^-1,-1.226464510×10^0
8.104479583×10^-1,6.535448432×10^-1,5.137574077×10^-1,-1.254816294×10^0
8.203979583×10^-1,6.259233952×10^-1,6.274219155×10^-1,-1.243989110×10^0
8.303469583×10^-1,6.853854060×10^-1,5.257530808×10^-1,-1.227928281×10^0
8.402969583×10^-1,8.154904842×10^-1,4.064633548×10^-1,-1.123324513×10^0
8.502469583×10^-1,9.528749585×10^-1,3.282271326×10^-1,-9.749051929×10^-1
8.601969583×10^-1,9.989645481×10^-1,1.205573604×10^-1,-8.500702977×10^-1
8.701469583×10^-1,8.907107711×10^-1,-6.803678721×10^-2,-6.981124878×10^-1
8.800969583×10^-1,8.898980618×10^-1,-9.675332904×10^-2,-5.096812248×10^-1
8.900469583×10^-1,8.910376430×10^-1,-1.188956946×10^-2,-3.438537121×10^-1
8.999969583×10^-1,8.398518562×10^-1,9.202454239×10^-2,-1.603781730×10^-1
9.099459583×10^-1,8.534047008×10^-1,1.470254809×10^-1,4.789752141×10^-2
9.198959583×10^-1,9.384151101×10^-1,6.136618927×10^-2,7.300930470×10^-2
9.298459583×10^-1,1.102782845×10^0,-3.408310190×10^-2,5.275995657×10^-2
9.397959583×10^-1,1.345782161×10^0,-6.568229198×10^-2,2.623439953×10^-2
9.497459583×10^-1,1.595523834×10^0,4.544795677×10^-2,1.172949187×10^-2
9.596959583×10^-1,1.810170174×10^0,1.954960674×10^-1,7.482394576×10^-2
9.696459583×10^-1,1.961194515×10^0,1.519789547×10^-1,9.016747773×10^-2
9.795959583×10^-1,2.049817801×10^0,-1.232555062×10^-1,9.661556035×10^-2
9.895459583×10^-1,2.097631454×10^0,-3.166127205×10^-1,1.451998800×10^-1
9.994949583×10^-1,1.976283550×10^0,-5.817211419×10^-2,1.577721983×10^-1
1.009444958×10^0,1.856127381×10^0,-3.155653179×10^-1,1.942820102×10^-1
1.019394958×10^0,1.773572922×10^0,-8.033720255×10^-1,1.849508286×10^-1
1.029344958×10^0,1.627741933×10^0,-1.142806888×10^0,1.760675907×10^-1
1.039294958×10^0,1.420306563×10^0,-1.421593785×10^0,2.866041064×10^-1
1.049244958×10^0,1.279076695×10^0,-1.316827178×10^0,3.547075391×10^-1
1.059194958×10^0,1.136228442×10^0,-9.596548676×10^-1,3.280190527×10^-1
1.069144958×10^0,1.006397247×10^0,-7.043930292×10^-1,3.894456625×10^-1
1.079093958×10^0,8.814029694×10^-1,-6.613923311×10^-1,5.035002828×10^-1
1.089043958×10^0,9.026091695×10^-1,-6.159979105×10^-1,4.705601633×10^-1
1.098993958×10^0,1.022910833×10^0,-5.621358752×10^-1,4.959869683×10^-1
1.108943958×10^0,1.101833344×10^0,-5.406076908×10^-1,5.782536268×10^-1
1.118893958×10^0,1.178658843×10^0,-5.201525688×10^-1,5.627499819×10^-1
1.128843958×10^0,1.225171208×10^0,-5.972949862×10^-1,5.717922449×10^-1
1.138793958×10^0,1.245821238×10^0,-6.705938578×10^-1,5.590155125×10^-1
1.148743958×10^0,1.237548113×10^0,-7.005429864×10^-1,4.888952672×10^-1
1.158693958×10^0,1.187619209×10^0,-7.760802507×10^-1,3.864000738×10^-1
1.168642958×10^0,1.150250554×10^0,-8.961821795×10^-1,2.692297697×10^-1
1.178592958×10^0,1.138566971×10^0,-9.822482467×10^-1,1.484760344×10^-1
1.188542958×10^0,1.107022047×10^0,-1.030893564×10^0,3.953331709×10^-2
1.198492958×10^0,1.027832866×10^0,-1.018507004×10^0,-4.208595306×10^-2
1.208442958×10^0,8.984259367×10^-1,-9.382635355×10^-1,-8.003573120×10^-2
1.218392958×10^0,7.008301020×10^-1,-8.262424469×10^-1,-8.231793344×10^-2
1.228343792×10^0,4.712378979×10^-1,-7.242587805×10^-1,-6.433413178×10^-2
1.238293792×10^0,2.752912641×10^-1,-5.900117159×10^-1,-5.067282356×10^-3
1.248243792×10^0,1.039807796×10^-1,-4.067084789×10^-1,5.940438062×10^-2
1.258192792×10^0,-5.731356516×10^-2,-2.144433856×10^-1,1.186164767×10^-1
1.268142792×10^0,-2.000416815×10^-1,-7.055280358×10^-2,1.834229082×10^-1
1.278092792×10^0,-3.234299123×10^-1,4.581016675×10^-2,2.512277961×10^-1
1.288042792×10^0,-4.282756448×10^-1,1.866684854×10^-1,3.122016788×10^-1
1.297992792×10^0,-4.920842350×10^-1,3.661807775×10^-1,3.390924931×10^-1
1.307942792×10^0,-5.194548368×10^-1,5.176318884×10^-1,3.350112140×10^-1
1.317892792×10^0,-4.759445488×10^-1,5.722779632×10^-1,3.254956901×10^-1
1.327842792×10^0,-3.871033490×10^-1,5.409054160×10^-1,3.284619451×10^-1
1.337792792×10^0,-3.251223564×10^-1,4.846861959×10^-1,3.232402802×10^-1
1.347741792×10^0,-3.488751054×10^-1,4.161904752×10^-1,3.181107640×10^-1
1.357691792×10^0,-4.597226977×10^-1,3.466013372×10^-1,2.760362327×10^-1
1.367641792×10^0,-6.204116940×10^-1,3.082531393×10^-1,2.029311359×10^-1
1.377591792×10^0,-8.401089311×10^-1,2.936386764×10^-1,1.301207989×10^-1
1.387541792×10^0,-1.077267051×10^0,2.765582204×10^-1,6.380355358×10^-2
1.397491792×10^0,-1.225636601×10^0,2.659983635×10^-1,-2.790634148×10^-2
1.407441792×10^0,-1.258729577×10^0,2.687821686×10^-1,-1.366482675×10^-1
1.417391792×10^0,-1.205600023×10^0,3.728317320×10^-1,-2.401453406×10^-1
1.427341792×10^0,-1.078872204×10^0,4.166761637×10^-1,-3.896178901×10^-1
1.437290792×10^0,-9.491049647×10^-1,3.488872349×10^-1,-4.955927730×10^-1
1.447240792×10^0,-7.792443037×10^-1,2.331558168×10^-1,-5.935622454×10^-1
1.457190792×10^0,-6.190544367×10^-1,-2.632718347×10^-2,-6.353259087×10^-1
1.467140792×10^0,-3.865860403×10^-1,-3.883575797×10^-1,-5.889983773×10^-1
1.477090792×10^0,4.150290489×10^-1,-1.055587411×10^0,-5.825007558×10^-1
1.487040792×10^0,1.070512295×10^0,-1.410801888×10^0,-6.550124884×10^-1
1.496990792×10^0,1.560862303×10^0,-1.178013563×10^0,-7.014721632×10^-1
1.506940792×10^0,7.601227164×10^-1,7.814548612×10^-1,-6.714005470×10^-1
1.516890792×10^0,2.640253603×10^-1,1.987678528×10^0,-5.907695889×10^-1
1.526839792×10^0,5.198818445×10^-1,1.696215510×10^0,-6.918000579×10^-1
1.536789792×10^0,2.336023152×10^-1,1.512161493×10^0,-5.782804489×10^-1
1.546739792×10^0,1.599917412×10^-1,1.193787575×10^0,-3.613270819×10^-1
1.556689792×10^0,2.087280005×10^-1,1.124246359×10^0,-2.300250977×10^-1
1.566639792×10^0,3.804709911×10^-1,1.271809936×10^0,-1.870794892×10^-1
1.576589792×10^0,5.611855984×10^-1,1.265362144×10^0,-1.714461148×10^-1
1.586539792×10^0,6.326962709×10^-1,9.738516808×10^-1,-1.798220128×10^-1
1.596489792×10^0,6.007127762×10^-1,3.225440681×10^-1,-1.905749738×10^-1
1.606439792×10^0,5.852086544×10^-1,-4.439629614×10^-1,-6.847889721×10^-2
1.616389792×10^0,6.001413465×10^-1,-8.726250529×10^-1,-3.329688683×10^-3
1.626338792×10^0,6.002236605×10^-1,-8.843519688×10^-1,8.317058533×10^-2
1.636288792×10^0,5.785877705×10^-1,-5.639059544×10^-1,1.320394725×10^-1
1.646238792×10^0,5.659620166×10^-1,-1.832531244×10^-1,1.042698920×10^-1
1.656188792×10^0,5.800061226×10^-1,8.743794635×10^-3,3.500802070×10^-2
1.666138792×10^0,6.259903908×10^-1,-6.436637044×10^-2,-3.033716232×10^-2
1.676088792×10^0,6.319566965×10^-1,-2.395115048×10^-1,-9.058828652×10^-2
1.686038792×10^0,5.894821882×10^-1,-3.515696228×10^-1,-1.356143653×10^-1
1.695988792×10^0,4.745775461×10^-1,-2.715567350×10^-1,-2.338279635×10^-1
1.705938792×10^0,3.009668887×10^-1,-1.193062365×10^-1,-3.471494615×10^-1
1.715888792×10^0,1.353252381×10^-1,1.639439762×10^-1,-4.725282788×10^-1
1.725837792×10^0,1.559612751×10^-1,4.300707579×10^-1,-6.483709812×10^-1
1.735787792×10^0,3.383356035×10^-1,3.622336388×10^-1,-7.422963977×10^-1
1.745737792×10^0,5.157405138×10^-1,1.419246942×10^-1,-6.324319839×10^-1
1.755687792×10^0,8.443703055×10^-1,-7.985562831×10^-2,-7.695046067×10^-1
1.765637792×10^0,1.021830559×10^0,-3.096139729×10^-1,-8.577873111×10^-1
1.775587792×10^0,9.153332114×10^-1,-5.433453321×10^-1,-9.475982189×10^-1
1.785537792×10^0,7.769628167×10^-1,-5.704464316×10^-1,-1.130987883×10^0
1.795487792×10^0,6.923812032×10^-1,-6.231201887×10^-1,-1.353750825×10^0
1.805437792×10^0,4.221950173×10^-1,-1.089715004×10^0,-1.248251081×10^0
1.815387792×10^0,1.108476296×10^-1,-1.485609770×10^0,-1.344583392×10^0
1.825336792×10^0,-2.049678564×10^-1,-1.375720024×10^0,-1.489552498×10^0
1.835286792×10^0,7.319545746×10^-2,-6.107777357×10^-1,-1.277736783×10^0
1.845236792×10^0,3.418032229×10^-1,-9.565019608×10^-2,-1.190078616×10^0
1.855186792×10^0,4.088641703×10^-1,-4.004132748×10^-2,-8.949943781×10^-1
1.865136792×10^0,5.187742114×10^-1,-5.278162286×10^-2,-5.225901604×10^-1
1.875086792×10^0,7.246984243×10^-1,3.113345616×10^-2,-9.224920720×10^-2
1.885036792×10^0,9.762725830×10^-1,2.535774410×10^-1,3.686802983×10^-1
1.894986792×10^0,1.223159909×10^0,5.629172325×10^-1,7.502591014×10^-1
1.904936792×10^0,1.327404618×10^0,7.744795680×10^-1,9.680430889×10^-1
1.914886792×10^0,1.144496918×10^0,8.604776859×10^-1,1.053843379×10^0
1.924835792×10^0,6.023932099×10^-1,7.517458797×10^-1,1.128142715×10^0
1.934785792×10^0,-5.929394811×10^-2,6.723871231×10^-1,1.210844874×10^0
1.944735792×10^0,-4.512580037×10^-1,4.166496694×10^-1,1.354212642×10^0
1.954685792×10^0,-4.723882973×10^-1,3.175882399×10^-1,1.467197657×10^0
1.964635792×10^0,-5.550863147×10^-1,4.341004491×10^-1,1.568223119×10^0
1.974585792×10^0,-6.434446573×10^-1,5.544723272×10^-1,1.681026936×10^0
1.984535792×10^0,-6.442342401×10^-1,5.654839873×10^-1,1.734414816×10^0
1.994485792×10^0,-6.487555504×10^-1,1.303959787×10^-1,1.716163635×10^0
2.004435792×10^0,-4.791284204×10^-1,-4.206473008×10^-2,1.642770052×10^0
2.014385792×10^0,-2.224125117×10^-1,-3.479211926×10^-1,1.599940300×10^0
2.024334792×10^0,3.340274468×10^-2,-2.559521198×10^-1,1.475071073×10^0
2.034284792×10^0,1.659895331×10^-1,-1.071022227×10^-1,1.356771231×10^0
2.044234792×10^0,1.601204723×10^-1,1.050451845×10^-1,1.223544717×10^0
2.054184792×10^0,-6.325929891×10^-3,1.336540096×10^-2,1.264650464×10^0
2.064134792×10^0,-1.825638115×10^-1,1.454954743×10^-1,1.389500499×10^0
2.074084792×10^0,-2.653863132×10^-1,5.869072676×10^-1,1.492044568×10^0
2.084034792×10^0,-3.241686821×10^-1,7.759062648×10^-1,1.505749464×10^0
2.093984792×10^0,-2.928053141×10^-1,7.137432098×10^-1,1.555005074×10^0
2.103934792×10^0,-2.697846889×10^-1,4.398448467×10^-1,1.522669435×10^0
2.113884792×10^0,-3.554269671×10^-1,1.362079531×10^-1,1.443168879×10^0
2.123833792×10^0,-5.251606107×10^-1,-2.919859253×10^-2,1.346039176×10^0
2.133783792×10^0,-6.613694429×10^-1,9.498643130×10^-2,1.239398599×10^0
2.143733792×10^0,-7.952683568×10^-1,2.959837019×10^-1,1.142858505×10^0
2.153683792×10^0,-8.416352272×10^-1,5.899531841×10^-1,1.040490627×10^0
2.163633792×10^0,-7.612519860×10^-1,9.576531649×10^-1,9.967570305×10^-1
2.173583792×10^0,-7.319012880×10^-1,1.181875825×10^0,7.999992371×10^-1
2.183533792×10^0,-7.818738818×10^-1,1.064845085×10^0,5.945084095×10^-1
2.193483792×10^0,-9.127875566×10^-1,8.224934340×10^-1,3.519186676×10^-1
2.203433792×10^0,-9.564234614×10^-1,6.417604089×10^-1,2.455919832×10^-1
2.213383792×10^0,-8.806515336×10^-1,4.445048273×10^-1,2.072704583×10^-1
2.223332333×10^0,-6.801301241×10^-1,1.925476640×10^-1,1.507706940×10^-1
2.233281333×10^0,-4.076349437×10^-1,8.413294703×10^-2,1.768573523×10^-1
2.243231333×10^0,-1.215944067×10^-1,1.366286427×10^-1,2.099471241×10^-1
2.253181333×10^0,2.611792386×10^-1,4.035642743×10^-1,1.347953975×10^-1
2.263131333×10^0,8.201972246×10^-1,4.603005350×10^-1,-6.314245611×10^-2
2.273081333×10^0,1.328366280×10^0,2.662432492×10^-1,-1.212662086×10^-1
2.283031333×10^0,1.517356277×10^0,3.390908614×10^-2,2.625028230×10^-2
2.292981333×10^0,1.381974816×10^0,-5.491649359×10^-2,2.413676679×10^-1
2.302931333×10^0,9.773370028×10^-1,5.927148275×10^-3,3.671785891×10^-1
2.312881333×10^0,5.475715995×10^-1,3.870014846×10^-2,4.990567565×10^-1
2.322831333×10^0,4.198964536×10^-1,8.385297656×10^-2,7.393265963×10^-1
2.332780333×10^0,2.226232439×10^-1,5.846384168×10^-2,1.036513448×10^0
2.342730333×10^0,7.355571538×10^-2,6.118372828×10^-2,1.304210067×10^0
2.352680333×10^0,-2.126345932×10^-1,-2.449638695×10^-1,1.609787583×10^0
2.362630333×10^0,-4.844794273×10^-1,-4.145595431×10^-1,1.738930941×10^0
2.372580333×10^0,-6.036348939×10^-1,-4.205755293×10^-1,1.664810896×10^0
2.382530333×10^0,-5.638627410×10^-1,-6.463367939×10^-1,1.475947022×10^0
2.392480333×10^0,-4.664478898×10^-1,-8.237124681×10^-1,1.260670662×10^0
2.402430333×10^0,-4.062737525×10^-1,-1.096710682×10^0,1.099109173×10^0
2.412380333×10^0,-4.465738833×10^-1,-1.341148019×10^0,9.707038999×10^-1
2.422330333×10^0,-5.667524934×10^-1,-1.336416602×10^0,8.814176917×10^-1
2.432279333×10^0,-7.390567064×10^-1,-1.247159839×10^0,8.499425650×10^-1
2.442229333×10^0,-9.154527783×10^-1,-1.109868288×10^0,9.965631366×10^-1
2.452179333×10^0,-7.407599688×10^-1,-8.234635592×10^-1,1.562501073×10^0
2.462129333×10^0,-4.318119884×10^-1,-4.148265421×10^-1,2.079628468×10^0
2.472079333×10^0,-1.487107724×10^-1,4.575903714×10^-1,2.328150511×10^0
2.482029333×10^0,1.382487360×10^-2,1.418106556×10^0,2.431256533×10^0
2.491979333×10^0,6.337495148×10^-2,2.109788895×10^0,2.500387669×10^0
2.501929333×10^0,5.566962436×10^-2,2.490270853×10^0,2.579399347×10^0
2.511879333×10^0,4.151644185×10^-3,2.803216219×10^0,2.670975447×10^0
2.521829333×10^0,-1.877104640×10^-1,3.140125513×10^0,2.728884459×10^0
2.531778333×10^0,-4.973052144×10^-1,3.503535748×10^0,2.723610640×10^0
2.541728333×10^0,-8.031767607×10^-1,3.837213278×10^0,2.713090420×10^0
2.551678333×10^0,-1.047548413×10^0,4.028472900×10^0,2.650726318×10^0
2.561628333×10^0,-1.254689097×10^0,4.186771870×10^0,2.517453194×10^0
2.571578333×10^0,-1.294178486×10^0,4.028340340×10^0,2.692044497×10^0
2.581528333×10^0,-1.040976048×10^0,3.246052742×10^0,3.449183702×10^0
2.591478333×10^0,-9.956700802×10^-1,1.863239169×10^0,2.652432919×10^0
2.601428333×10^0,-1.579747438×10^0,8.659622669×10^-1,3.891173601×10^-1
2.611378333×10^0,-2.108601332×10^0,4.622745812×10^-1,-6.266964078×10^-1
2.621328333×10^0,-2.381945610×10^0,1.093373448×10^-2,-8.339281678×10^-1
2.631278333×10^0,-1.947943568×10^0,-8.639083505×10^-1,-2.287539542×10^-1
2.641227333×10^0,-1.172663569×10^0,-1.562451482×10^0,6.754771471×10^-1
2.651177333×10^0,-8.090677261×10^-1,-1.253571868×10^0,1.072447419×10^0
2.661127333×10^0,-5.625042915×10^-1,-7.863975167×10^-1,8.177134991×10^-1
2.671077333×10^0,-2.142909169×10^-1,-5.779104829×10^-1,4.179570675×10^-1
2.681027333×10^0,5.652939528×10^-2,-5.410581827×10^-1,2.571386397×10^-1
2.690977333×10^0,-2.322378010×10^-2,-3.914003670×10^-1,6.000643969×10^-1
2.700927333×10^0,6.147159263×10^-3,-4.592305422×10^-1,9.108848572×10^-1
2.710877333×10^0,-2.398709059×10^-1,-5.467416048×10^-1,6.344807744×10^-1
2.720827333×10^0,-5.387281775×10^-1,-7.292253971×10^-1,2.461711466×10^-1
2.730777333×10^0,-6.115859151×10^-1,-1.055855989×10^0,-9.875739366×10^-2
2.740726333×10^0,-5.373596549×10^-1,-1.350674868×10^0,-3.447983265×10^-1
2.750676333×10^0,-3.050589859×10^-1,-1.571821570×10^0,-5.565412641×10^-1
2.760626333×10^0,-1.930251950×10^-3,-1.977191448×10^0,-5.531616807×10^-1
2.770576333×10^0,4.140107334×10^-1,-2.282094955×10^0,-5.438200831×10^-1
2.780526333×10^0,6.321699619×10^-1,-2.103116751×10^0,-7.072668076×10^-1
2.790476333×10^0,7.052221894×10^-1,-1.596132159×10^0,-7.496180534×10^-1
2.800426333×10^0,7.666677237×10^-1,-8.942462206×10^-1,-5.816687346×10^-1
2.810376333×10^0,8.770715594×10^-1,-9.557414055×10^-2,-3.459495902×10^-1
2.820326333×10^0,9.773640633×10^-1,4.475136399×10^-1,-2.317242175×10^-1
2.830276333×10^0,1.032444715×10^0,5.124632716×10^-1,-2.292096168×10^-1
2.840225333×10^0,1.024443746×10^0,3.249745369×10^-1,-2.213839144×10^-1
2.850175333×10^0,9.158269167×10^-1,2.288518697×10^-1,-2.081246078×10^-1
2.860125333×10^0,7.570801377×10^-1,1.916666776×10^-1,-1.911720037×10^-1
2.870075333×10^0,6.120748520×10^-1,1.703990102×10^-1,-2.016206980×10^-1
2.880025333×10^0,5.681657195×10^-1,1.213158891×10^-1,-2.542735040×10^-1
2.889975333×10^0,6.871832013×10^-1,1.330062002×10^-2,-2.839967608×10^-1
2.899925333×10^0,9.293159246×10^-1,-1.567683071×10^-1,-2.571704686×10^-1
2.909875333×10^0,1.234031081×10^0,-4.236505032×10^-1,-2.311874628×10^-1
2.919825333×10^0,1.459906816×10^0,-8.096629381×10^-1,-2.292564064×10^-1
2.929775333×10^0,1.568892598×10^0,-1.311656833×10^0,-2.793021798×10^-1
2.939725333×10^0,1.555195451×10^0,-1.906475186×10^0,-3.251918852×10^-1
2.949674333×10^0,1.472348094×10^0,-2.469208717×10^0,-3.276133835×10^-1
2.959624333×10^0,1.385990024×10^0,-2.890878439×10^0,-3.272365630×10^-1
2.969574333×10^0,1.350319266×10^0,-3.115965128×10^0,-3.656542897×10^-1
2.979524333×10^0,1.419063210×10^0,-3.210224152×10^0,-3.728562593×10^-1
2.989474333×10^0,1.681757450×10^0,-3.199675798×10^0,-2.571192682×10^-1
2.999424333×10^0,2.056587934×10^0,-2.920156479×10^0,-1.609903574×10^-1
3.009374333×10^0,2.178586245×10^0,-1.546234727×10^0,-2.146474421×10^-1
3.019324333×10^0,2.215226412×10^0,1.854430735×10^-1,-3.395358324×10^-1
3.029274333×10^0,2.240821600×10^0,1.421876907×10^0,-5.078603625×10^-1
3.039224333×10^0,2.374780416×10^0,2.063908100×10^0,-6.952214837×10^-1
3.049174333×10^0,2.617152691×10^0,2.204270124×10^0,-9.369894862×10^-1
3.059123333×10^0,2.860300779×10^0,2.022028446×10^0,-1.163002133×10^0
3.069073333×10^0,2.948913813×10^0,1.584884763×10^0,-1.299823523×10^0
3.079023333×10^0,2.859752655×10^0,1.337175131×10^0,-1.339963675×10^0
3.088973333×10^0,2.625844479×10^0,1.404244542×10^0,-1.308493257×10^0
3.098923333×10^0,2.281823158×10^0,1.667997956×10^0,-1.198995233×10^0
3.108873333×10^0,1.904404998×10^0,1.853194714×10^0,-1.036621451×10^0
3.118823333×10^0,1.521047831×10^0,1.956829786×10^0,-9.226466417×10^-1
3.128773333×10^0,1.143316746×10^0,1.952857137×10^0,-8.133671284×10^-1
3.138723333×10^0,7.881207466×10^-1,1.971421838×10^0,-7.004344463×10^-1
3.148673333×10^0,4.898476601×10^-1,2.015521765×10^0,-5.707307458×10^-1
3.158623333×10^0,2.376961112×10^-1,1.978801370×10^0,-4.623222351×10^-1
