"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.395003792×10^0,-5.215304718×10^0,6.131399689×10^0,4.694238281×10^-1
1.404953792×10^0,-4.952601013×10^0,6.089337158×10^0,7.066804504×10^-1
1.414903792×10^0,-4.929249573×10^0,5.703439636×10^0,9.940827942×10^-1
1.424853792×10^0,-5.167853394×10^0,6.121669922×10^0,1.069675598×10^0
1.434802792×10^0,-4.828059998×10^0,5.790259094×10^0,9.842033386×10^-1
1.444752792×10^0,-5.117557983×10^0,5.614075470×10^0,6.643185425×10^-1
1.454702792×10^0,-5.080135803×10^0,6.213279419×10^0,7.143145752×10^-1
1.464652792×10^0,-5.266498260×10^0,6.254593506×10^0,4.966671753×10^-1
1.474602792×10^0,-5.383405151×10^0,6.693780212×10^0,2.577639771×10^-1
1.484552792×10^0,-4.736600189×10^0,8.048912201×10^0,-6.459068298×10^-1
1.494502792×10^0,-5.033283234×10^0,7.933352509×10^0,-2.254461823×10^0
1.504452792×10^0,-5.663023682×10^0,8.203840027×10^0,-2.014510803×10^0
1.514402792×10^0,-4.765639801×10^0,1.057969940×10^1,-1.114582214×10^0
1.524351792×10^0,-4.754862213×10^0,1.049602341×10^1,2.851570129×10^-1
1.534301792×10^0,-6.276298370×10^0,9.175469513×10^0,-1.448537750×10^0
1.544251792×10^0,-8.207133179×10^0,7.905510406×10^0,-2.042053528×10^0
1.554201792×10^0,-8.621471558×10^0,6.527326355×10^0,-8.846603394×10^-1
1.564151792×10^0,-7.768994293×10^0,6.602619781×10^0,6.518943787×10^-1
1.574101792×10^0,-7.372169495×10^0,6.420298920×10^0,1.547182617×10^0
1.584051792×10^0,-7.464078369×10^0,6.071973267×10^0,1.395098877×10^0
1.594001792×10^0,-7.838749237×10^0,5.810317383×10^0,5.309458923×10^-1
1.603951792×10^0,-8.445287933×10^0,5.304818573×10^0,-1.022373962×10^-1
1.613901792×10^0,-8.420589294×10^0,5.451513519×10^0,6.960525513×10^-1
1.623850792×10^0,-7.227570190×10^0,5.357209625×10^0,1.333726501×10^0
1.633800792×10^0,-7.124284973×10^0,4.982089691×10^0,1.057999878×10^0
1.643750792×10^0,-6.995552673×10^0,5.009931793×10^0,8.506809998×10^-1
1.653700792×10^0,-6.986271973×10^0,5.179828491×10^0,8.339158630×10^-1
1.663650792×10^0,-7.132966919×10^0,5.395380249×10^0,1.147214355×10^0
1.673600792×10^0,-7.398065643×10^0,5.459297333×10^0,1.382824402×10^0
1.683550792×10^0,-7.706424408×10^0,5.417683868×10^0,1.206940155×10^0
1.693500792×10^0,-8.077203369×10^0,5.392685852×10^0,8.548722839×10^-1
1.703450792×10^0,-8.278385010×10^0,5.879922638×10^0,4.483177185×10^-1
1.713400792×10^0,-8.792715454×10^0,6.095175018×10^0,-4.595443726×10^-2
1.723349792×10^0,-9.000483398×10^0,6.138584747×10^0,2.300715637×10^-1
1.733299792×10^0,-9.251062317×10^0,6.430926819×10^0,1.335672455×10^0
1.743249792×10^0,-9.670340424×10^0,6.498885498×10^0,1.567989349×10^0
1.753199792×10^0,-1.122111557×10^1,6.640790405×10^0,1.662143555×10^0
1.763149792×10^0,-1.114956436×10^1,7.145391083×10^0,2.969524841×10^0
1.773099792×10^0,-1.190504333×10^1,6.971602478×10^0,2.065105591×10^0
1.783049792×10^0,-1.195938034×10^1,6.808142395×10^0,8.415499878×10^-1
1.792999792×10^0,-1.198841995×10^1,8.982969818×10^0,9.211843872×10^-1
1.802949792×10^0,-1.172526718×10^1,8.421936493×10^0,-8.541238403×10^-1
1.812899792×10^0,-1.068807404×10^1,7.984396362×10^0,-2.669249268×10^0
1.822848792×10^0,-9.299711151×10^0,8.367449799×10^0,-1.666634216×10^0
1.832798792×10^0,-9.477990417×10^0,4.691992950×10^0,-1.142124939×10^-1
1.842748792×10^0,-7.894433441×10^0,5.348527679×10^0,2.060016174×10^0
1.852698792×10^0,-6.452931061×10^0,5.036426697×10^0,-2.471360779×10^-1
1.862648792×10^0,-6.779252472×10^0,3.732488251×10^0,-2.408042450×10^0
1.872598792×10^0,-5.902825012×10^0,3.767814789×10^0,-2.025138702×10^0
1.882548792×10^0,-5.313051453×10^0,3.482358398×10^0,-1.414708099×10^0
1.892498792×10^0,-5.557642822×10^0,3.460952911×10^0,-8.294252014×10^-1
1.902448792×10^0,-5.904770966×10^0,4.632267151×10^0,-4.923262024×10^-1
1.912398792×10^0,-5.414540405×10^0,8.196954346×10^0,-9.937834167×10^-1
1.922347792×10^0,-5.204227753×10^0,1.033570679×10^1,-2.315085754×10^0
1.932297792×10^0,-5.648054810×10^0,1.007479935×10^1,-4.028871918×10^0
1.942247792×10^0,-6.375541992×10^0,9.479337616×10^0,-3.484304352×10^0
1.952197792×10^0,-6.807393951×10^0,8.140222321×10^0,-1.290765839×10^0
1.962147792×10^0,-6.135141907×10^0,7.474706268×10^0,-1.027014313×10^0
1.972097792×10^0,-5.402116241×10^0,6.629414062×10^0,-2.298619995×10^0
1.982047792×10^0,-5.349126434×10^0,5.401517487×10^0,-2.198328552×10^0
1.991997792×10^0,-5.436993713×10^0,5.086123352×10^0,-1.641785889×10^0
2.001947792×10^0,-6.007457428×10^0,5.339845734×10^0,-1.175505524×10^0
2.011897792×10^0,-7.078629913×10^0,5.487438812×10^0,8.649014282×10^-1
2.021846792×10^0,-7.456144867×10^0,4.448150024×10^0,1.888622589×10^0
2.031796792×10^0,-7.262447662×10^0,4.105811920×10^0,2.102677460×10^0
2.041746792×10^0,-6.884034576×10^0,4.404291229×10^0,1.895807648×10^0
2.051696792×10^0,-6.553222504×10^0,4.508175201×10^0,4.806504822×10^-1
2.061646792×10^0,-6.237978058×10^0,4.640200653×10^0,-9.424401855×10^-1
2.071596792×10^0,-5.585335236×10^0,4.924010468×10^0,-1.069825287×10^0
2.081546792×10^0,-4.945266266×10^0,4.857848053×10^0,-1.456620941×10^0
2.091496792×10^0,-3.924538879×10^0,5.430856476×10^0,-3.049907684×10^0
2.101446792×10^0,-4.004322968×10^0,5.993835754×10^0,-3.283422089×10^0
2.111396792×10^0,-3.713627472×10^0,6.842720490×10^0,-2.950813751×10^0
2.121345792×10^0,-3.413651276×10^0,7.472161560×10^0,-2.892285461×10^0
2.131295792×10^0,-3.435056763×10^0,7.816595306×10^0,-2.697241058×10^0
2.141245792×10^0,-3.109034729×10^0,7.957003326×10^0,-2.180216217×10^0
2.151195792×10^0,-2.883004761×10^0,8.448132019×10^0,-2.208806763×10^0
2.161145792×10^0,-2.836451569×10^0,8.687035217×10^0,-1.451531525×10^0
2.171095792×10^0,-3.185226288×10^0,8.589288483×10^0,-7.822732544×10^-1
2.181045792×10^0,-3.625760193×10^0,1.077249847×10^1,-1.508562927×10^0
2.190995792×10^0,-5.592071228×10^0,1.116124008×10^1,-1.666334839×10^0
2.200945792×10^0,-7.359595642×10^0,1.110360992×10^1,-1.845811615×10^0
2.210895792×10^0,-8.661588135×10^0,1.114612152×10^1,-1.398242340×10^0
2.220845792×10^0,-8.884025574×10^0,1.128099106×10^1,-9.099577332×10^-1
2.230793333×10^0,-8.116870880×10^0,1.164458496×10^1,-2.155517578×10^-1
2.240743333×10^0,-8.017028503×10^0,1.209799210×10^1,9.535171509×10^-2
2.250693333×10^0,-7.948171692×10^0,1.273222321×10^1,-1.872605896×10^-1
2.260643333×10^0,-7.523205414×10^0,1.326571381×10^1,-3.781137085×10^-1
2.270593333×10^0,-7.206314392×10^0,1.496887207×10^1,-9.720785522×10^-1
2.280543333×10^0,-7.571704559×10^0,1.388886795×10^1,-1.742825775×10^0
2.290493333×10^0,-7.538623352×10^0,1.207763443×10^1,-2.323168945×10^0
2.300443333×10^0,-6.866820374×10^0,1.139954453×10^1,-2.055974579×10^0
2.310393333×10^0,-6.299949188×10^0,1.252101242×10^1,-1.260079651×10^0
2.320343333×10^0,-6.035598907×10^0,1.237476654×10^1,9.580078125×10^-3
2.330292333×10^0,-5.001249847×10^0,8.940158844×10^0,2.209854584×10^0
2.340242333×10^0,-4.803960114×10^0,7.720495148×10^0,3.557951202×10^0
2.350192333×10^0,-4.617597656×10^0,9.760453033×10^0,3.855532379×10^0
2.360142333×10^0,-4.061354370×10^0,9.940827942×10^0,1.005159760×10^0
2.370092333×10^0,-2.365979919×10^0,9.996811523×10^0,-6.436614990×10^-3
2.380042333×10^0,-1.438059540×10^0,1.012928604×10^1,-8.367599487×10^-2
2.389992333×10^0,-1.349294128×10^0,8.971593475×10^0,7.393125916×10^-1
2.399942333×10^0,-2.294129333×10^0,7.609575806×10^0,1.681603088×10^0
2.409892333×10^0,-3.416345673×10^0,6.702611847×10^0,2.068398743×10^0
2.419842333×10^0,-3.888763275×10^0,5.864804077×10^0,2.106269989×10^0
2.429791333×10^0,-3.763024750×10^0,5.531896362×10^0,2.004182281×10^0
2.439741333×10^0,-3.283272400×10^0,5.143304443×10^0,1.902693329×10^0
2.449691333×10^0,-4.198618927×10^0,4.291575623×10^0,1.771416321×10^0
2.459641333×10^0,-5.374723206×10^0,3.645519104×10^0,2.647694092×10^0
2.469591333×10^0,-3.334016876×10^0,3.127446442×10^0,3.056493988×10^0
2.479541333×10^0,-1.232237549×10^0,2.795137482×10^0,2.555336151×10^0
2.489491333×10^0,-1.621128845×10^-1,2.439327393×10^0,1.648821259×10^0
2.499441333×10^0,4.314028931×10^-1,1.776056671×10^0,9.225315857×10^-1
2.509391333×10^0,8.461903381×10^-1,1.600022736×10^0,4.863386536×10^-1
2.519341333×10^0,1.027463379×10^0,2.095043335×10^0,3.082090759×10^-1
2.529290333×10^0,1.306632843×10^0,2.573747864×10^0,1.492396545×10^-1
2.539240333×10^0,1.451082458×10^0,2.580932922×10^0,1.222956848×10^-1
2.549190333×10^0,1.150208130×10^0,2.162852325×10^0,1.713935852×10^-1
2.559140333×10^0,1.215322723×10^0,2.068847809×10^0,6.047424316×10^-2
2.569090333×10^0,1.141675873×10^0,3.083437958×10^0,-6.990463257×10^-2
2.579040333×10^0,-1.896256714×10^0,1.378094238×10^1,-5.760021973×10^-1
2.588990333×10^0,-4.620890808×10^-1,3.219714569×10^1,-2.422711945×10^0
2.598940333×10^0,1.372226440×10^1,3.893298843×10^1,-5.894292755×10^0
2.608890333×10^0,1.424602524×10^1,2.382939651×10^1,-4.896617432×10^0
2.618840333×10^0,2.407294006×10^0,1.015578094×10^1,-1.639091492×10^0
2.628790333×10^0,-2.241139526×10^0,6.478228455×10^0,3.842509460×10^-1
2.638739333×10^0,-7.422015839×10^0,7.296576691×10^0,4.642445984×10^0
2.648689333×10^0,-8.671766968×10^0,8.898395691×10^0,5.586532745×10^0
2.658639333×10^0,-4.250710602×10^0,8.827143860×10^0,3.000360718×10^0
2.668589333×10^0,9.503736877×10^-1,8.980724487×10^0,1.408121796×10^0
2.678539333×10^0,1.962868195×10^0,8.689280548×10^0,5.466632080×10^-1
2.688489333×10^0,8.532257080×10^-3,7.986192627×10^0,-4.872367859×10^-1
2.698439333×10^0,-5.491181030×10^0,4.789440308×10^0,-2.137105865×10^0
2.708389333×10^0,-4.709057465×10^0,9.228010254×10^0,-1.046773224×10^0
2.718339333×10^0,-6.521937561×10^-1,1.190474396×10^1,-2.016606445×10^0
2.728289333×10^0,4.237687683×10^-1,1.214619186×10^1,-1.425934753×10^0
2.738238333×10^0,1.057251434×10^0,1.251786896×10^1,3.504212952×10^-1
2.748188333×10^0,1.248254242×10^0,1.107382187×10^1,1.619332581×10^0
2.758138333×10^0,9.357041931×10^-1,8.728798370×10^0,2.494562531×10^0
2.768088333×10^0,-9.985734558×10^-1,6.440057831×10^0,2.461930389×10^0
2.778038333×10^0,-9.166937256×10^-1,7.523504791×10^0,2.883154449×10^0
2.787988333×10^0,1.280587006×10^0,1.242715759×10^1,1.517693939×10^0
2.797938333×10^0,6.957531738×10^-1,1.698862198×10^1,1.713935852×10^-1
2.807888333×10^0,-1.388811951×10^0,1.951162537×10^1,-4.697232056×10^-1
2.817838333×10^0,-2.240840149×10^0,1.979528549×10^1,-5.068460083×10^-1
2.827788333×10^0,-1.797761536×10^0,1.853400833×10^1,-5.281018066×10^-1
2.837737333×10^0,-1.131197662×10^0,1.512379990×10^1,-4.950205994×10^-1
2.847687333×10^0,-9.524693298×10^-1,1.305345520×10^1,-5.813909912×10^-1
2.857637333×10^0,-7.981402588×10^-1,1.203227875×10^1,-1.064436493×10^0
2.867587333×10^0,-3.962260437×10^-1,1.121707397×10^1,-9.891430664×10^-1
2.877537333×10^0,1.401086426×10^-1,1.078267731×10^1,-5.824388123×10^-1
2.887487333×10^0,7.297325134×10^-1,1.026220963×10^1,9.490264893×10^-2
2.897437333×10^0,1.125359802×10^0,9.602531433×10^0,1.058898010×10^0
2.907387333×10^0,1.625170441×10^0,9.056017914×10^0,1.785037994×10^0
2.917337333×10^0,2.455942841×10^0,8.838220825×10^0,1.977986755×10^0
2.927287333×10^0,2.952759705×10^0,9.070837097×10^0,1.748364258×10^0
2.937237333×10^0,3.426674194×10^0,9.075926514×10^0,1.438209229×10^0
2.947186333×10^0,3.681444397×10^0,9.326954498×10^0,1.083596649×10^0
2.957136333×10^0,4.046834564×10^0,9.611063690×10^0,1.076112213×10^0
2.967086333×10^0,4.932842102×10^0,9.837692413×10^0,1.436862030×10^0
2.977036333×10^0,5.936055908×10^0,1.040860519×10^1,1.891915741×10^0
2.986986333×10^0,5.935606842×10^0,1.101364700×10^1,2.137704620×10^0
2.996936333×10^0,5.022655334×10^0,1.161300064×10^1,2.123633881×10^0
3.006886333×10^0,4.264332275×10^0,1.179517181×10^1,1.793270874×10^0
3.016836333×10^0,3.247347107×10^0,1.118234619×10^1,1.213825836×10^0
3.026786333×10^0,1.171014862×10^0,1.040770706×10^1,5.583389282×10^-1
3.036736333×10^0,-2.586621094×10^-1,9.794282684×10^0,-4.593946838×10^-1
3.046686333×10^0,-7.435038757×10^-1,9.192683716×10^0,-6.709048462×10^-1
3.056635333×10^0,-1.192120972×10^0,8.640482025×10^0,-4.011657715×10^-1
3.066585333×10^0,-1.746268616×10^0,8.494685211×10^0,-4.632865906×10^-1
3.076535333×10^0,-2.112257538×10^0,8.297545166×10^0,-1.588496704×10^0
3.086485333×10^0,-2.469714203×10^0,7.583979034×10^0,-2.351759491×10^0
3.096435333×10^0,-2.613864441×10^0,6.578669586×10^0,-2.769690399×10^0
3.106385333×10^0,-2.731968842×10^0,5.760620728×10^0,-3.148253174×10^0
3.116335333×10^0,-2.506238251×10^0,5.072351990×10^0,-3.541635132×10^0
3.126285333×10^0,-1.762434998×10^0,4.743485870×10^0,-3.646716614×10^0
3.136235333×10^0,-1.457070007×10^0,4.505630493×10^0,-3.843257904×10^0
3.146185333×10^0,-1.079255676×10^0,4.228856049×10^0,-3.900289307×10^0
3.156135333×10^0,-5.878276062×10^-1,3.947740631×10^0,-3.943699036×10^0
3.166084333×10^0,9.984237671×10^-2,3.635190582×10^0,-4.090393982×10^0
3.176034333×10^0,6.113287354×10^-1,3.287463684×10^0,-4.167034607×10^0
3.185984333×10^0,8.402027893×10^-1,2.946472778×10^0,-4.626129913×10^0
3.195934333×10^0,1.056652679×10^0,2.878514099×10^0,-5.710025940×10^0
3.205884333×10^0,1.003513184×10^0,3.315754852×10^0,-7.135062561×10^0
3.215834333×10^0,8.285270691×10^-1,4.018244019×10^0,-8.109536133×10^0
3.225785042×10^0,6.468049622×10^-1,4.452790375×10^0,-8.023914185×10^0
3.235735042×10^0,1.648072815×10^-1,4.852908325×10^0,-7.472610626×10^0
3.245685042×10^0,-5.749543762×10^-1,5.989345093×10^0,-6.275849304×10^0
3.255635042×10^0,-1.663640442×10^0,8.289312286×10^0,-4.665348358×10^0
3.265585042×10^0,-2.644550629×10^0,1.158336227×10^1,-3.488495636×10^0
3.275535042×10^0,-3.398682404×10^0,1.526405823×10^1,-2.508483582×10^0
3.285484042×10^0,-2.646346893×10^0,1.860211670×10^1,-2.541415100×10^0
3.295434042×10^0,-1.034049683×10^0,2.075613739×10^1,-2.766097870×10^0
