"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.042920833×10^-2,2.927058637×10^-1,1.621200740×10^-1,-2.310155705×10^-2
2.037920833×10^-2,2.543920875×10^-1,1.673261821×10^-1,-5.559423193×10^-2
3.032920833×10^-2,1.855805367×10^-1,1.743079126×10^-1,-6.623329222×10^-2
4.027920833×10^-2,1.151687279×10^-1,1.799328029×10^-1,-5.397026613×10^-2
5.022920833×10^-2,4.942859709×10^-2,2.264305353×10^-1,-4.797895625×10^-2
6.017920833×10^-2,-7.900498807×10^-3,2.995144725×10^-1,-5.832778290×10^-2
7.012920832×10^-2,-3.489856049×10^-2,3.560976088×10^-1,-6.970400363×10^-2
8.007820832×10^-2,-6.370734423×10^-2,3.985864520×10^-1,-1.047967151×10^-1
9.002820833×10^-2,-9.757769108×10^-2,4.355646968×10^-1,-2.034939975×10^-1
9.997820832×10^-2,-9.946559370×10^-2,4.555241764×10^-1,-3.163599372×10^-1
1.099282083×10^-1,-5.672798678×10^-2,5.205473900×10^-1,-4.359747171×10^-1
1.198782083×10^-1,6.572226435×10^-2,6.541925669×10^-1,-4.943341911×10^-1
1.298282083×10^-1,2.315575778×10^-1,8.509490490×10^-1,-5.248111486×10^-1
1.397782083×10^-1,3.780981302×10^-1,1.122219682×10^0,-5.916231275×10^-1
1.497282083×10^-1,5.093086362×10^-1,1.439660192×10^0,-7.012955546×10^-1
1.596782083×10^-1,6.756530404×10^-1,1.661576629×10^0,-8.208492994×10^-1
1.696282083×10^-1,8.220142126×10^-1,1.882854939×10^0,-8.681393266×10^-1
1.795782083×10^-1,9.180867672×10^-1,2.057277441×10^0,-8.824093938×10^-1
1.895282083×10^-1,9.550029635×10^-1,2.136613131×10^0,-8.809808493×10^-1
1.994782083×10^-1,9.580278993×10^-1,2.100271702×10^0,-8.853445053×10^-1
2.094282083×10^-1,9.445472360×10^-1,1.997193813×10^0,-8.848297596×10^-1
2.193782083×10^-1,9.066832066×10^-1,1.920609713×10^0,-8.708360791×10^-1
2.293282083×10^-1,8.400096297×10^-1,1.823484778×10^0,-8.812410831×10^-1
2.392782083×10^-1,7.619577050×10^-1,1.601858974×10^0,-9.242478013×10^-1
2.492282083×10^-1,7.022645473×10^-1,1.313955307×10^0,-9.519636035×10^-1
2.591782083×10^-1,6.056424379×10^-1,1.154716492×10^0,-8.764133453×10^-1
2.691282083×10^-1,5.485416055×10^-1,1.245306134×10^0,-7.607810497×10^-1
2.790782083×10^-1,6.679130793×10^-1,1.602721214×10^0,-6.070790291×10^-1
2.890282083×10^-1,1.131279111×10^0,2.025371313×10^0,-5.305531025×10^-1
2.989782083×10^-1,1.557186246×10^0,2.125114918×10^0,-5.279631019×10^-1
3.089282083×10^-1,1.742229819×10^0,2.037911654×10^0,-5.643895268×10^-1
3.188782083×10^-1,1.822174072×10^0,1.939295530×10^0,-5.835950971×10^-1
3.288282083×10^-1,1.864327908×10^0,1.910485029×10^0,-5.050054789×10^-1
3.387782083×10^-1,1.848909259×10^0,1.794129729×10^0,-3.727773726×10^-1
3.487282083×10^-1,1.713861227×10^0,1.345016599×10^0,-3.034928441×10^-1
3.586782083×10^-1,1.504083753×10^0,6.138429642×10^-1,-1.917078197×10^-1
3.686282083×10^-1,1.321041465×10^0,-1.845849305×10^-1,-3.266277537×10^-2
3.785782083×10^-1,1.222858787×10^0,-7.509723902×10^-1,4.465628788×10^-2
3.885282083×10^-1,1.200950265×10^0,-1.139825106×10^0,5.684025213×10^-2
3.984783750×10^-1,1.179345965×10^0,-1.259192109×10^0,2.627835609×10^-2
4.084283750×10^-1,1.315162659×10^0,-1.175987840×10^0,-1.947581582×10^-2
4.183783750×10^-1,1.535483718×10^0,-8.745266199×10^-1,-9.264285862×10^-2
4.283283750×10^-1,1.724485874×10^0,-4.393530488×10^-1,-7.816591114×10^-2
4.382783750×10^-1,1.926409483×10^0,-2.017246485×10^-1,2.852579765×10^-2
4.482283750×10^-1,2.026936054×10^0,-1.555446386×10^-1,1.086560488×10^-1
4.581783750×10^-1,2.006087780×10^0,-1.386749446×10^-1,1.418237835×10^-1
4.681283750×10^-1,1.912045717×10^0,2.167691290×10^-2,1.279292703×10^-1
4.780783750×10^-1,1.885709763×10^0,-2.536703050×10^-1,1.343140602×10^-1
4.880283750×10^-1,1.872516155×10^0,-6.442609429×10^-1,1.863431633×10^-1
4.979783750×10^-1,1.849654794×10^0,-8.031823039×10^-1,3.180782497×10^-1
5.079283750×10^-1,1.801660895×10^0,-7.127082944×10^-1,4.347319007×10^-1
5.178783750×10^-1,1.767031908×10^0,-7.381728292×10^-1,4.440875053×10^-1
5.278283750×10^-1,1.719363093×10^0,-7.147007585×10^-1,3.662230670×10^-1
5.377783750×10^-1,1.510638714×10^0,-6.089699864×10^-1,2.357180119×10^-1
5.477283750×10^-1,1.155396104×10^0,-6.234107614×10^-1,1.287377626×10^-1
5.576783750×10^-1,7.615725994×10^-1,-7.927327752×10^-1,3.915151581×10^-2
5.676283750×10^-1,3.759272099×10^-1,-1.066553354×10^0,-5.330464803×10^-3
5.775783750×10^-1,5.963470414×10^-2,-1.197173357×10^0,1.100760512×10^-2
5.875283750×10^-1,-1.065523997×10^-1,-1.196003675×10^0,4.425930232×10^-2
5.974783750×10^-1,-9.817320108×10^-2,-1.066857576×10^0,2.020029537×10^-2
6.074283750×10^-1,8.519155905×10^-3,-7.361080647×10^-1,4.686306417×10^-2
6.173783750×10^-1,2.357768416×10^-1,-3.890887201×10^-1,7.528250664×10^-2
6.273283750×10^-1,3.545423746×10^-1,-1.382812709×10^-1,5.678471923×10^-2
6.372783750×10^-1,1.976756565×10^-2,-4.533485770×10^-1,-9.221679065×10^-4
6.472283750×10^-1,-3.195827901×10^-1,-8.311973214×10^-1,-9.815151244×10^-2
6.571783750×10^-1,-4.060582221×10^-1,-7.947581410×10^-1,-2.162511349×10^-1
6.671283750×10^-1,-3.703441620×10^-1,-5.831593871×10^-1,-2.541607022×10^-1
6.770783750×10^-1,-2.438601255×10^-1,-4.517555833×10^-1,-2.077466249×10^-1
6.870283750×10^-1,-4.863709956×10^-2,-3.553536534×10^-1,-1.216983050×10^-1
6.969783750×10^-1,1.872292757×10^-1,-2.172719538×10^-1,-6.969492137×10^-2
7.069283750×10^-1,3.807500005×10^-1,-9.729176015×10^-2,1.237438060×10^-2
7.168783750×10^-1,4.839628935×10^-1,-1.858021948×10^-3,1.278957278×10^-1
7.268283750×10^-1,5.310331583×10^-1,1.221227720×10^-1,2.697399557×10^-1
7.367783750×10^-1,6.264916062×10^-1,2.116787285×10^-1,3.578332961×10^-1
7.467283750×10^-1,8.314180970×10^-1,3.183724284×10^-1,3.130644858×10^-1
7.566783750×10^-1,1.069994211×10^0,5.498504639×10^-1,1.280706078×10^-1
7.666283750×10^-1,1.260373831×10^0,8.367213607×10^-1,2.710830979×10^-2
7.765783750×10^-1,1.306322575×10^0,9.598197937×10^-1,4.398085922×10^-2
7.865273750×10^-1,1.225940704×10^0,9.009135962×10^-1,1.794052571×10^-1
7.964783750×10^-1,1.005428433×10^0,6.822755337×10^-1,3.123927712×10^-1
8.064273750×10^-1,7.537338734×10^-1,4.207845032×10^-1,4.355085790×10^-1
8.163773750×10^-1,5.672338009×10^-1,2.611386776×10^-1,5.509344339×10^-1
8.263273750×10^-1,4.610983431×10^-1,2.525574565×10^-1,6.108958125×10^-1
8.362773750×10^-1,4.459950626×10^-1,3.577803075×10^-1,6.346716881×10^-1
8.462273750×10^-1,4.921921194×10^-1,5.137888193×10^-1,6.509374976×10^-1
8.561773750×10^-1,6.230218410×10^-1,6.767837405×10^-1,6.846315265×10^-1
8.661273750×10^-1,7.893812656×10^-1,8.792244792×10^-1,6.959049702×10^-1
8.760773750×10^-1,9.437816739×10^-1,9.503659606×10^-1,7.019826174×10^-1
8.860273750×10^-1,1.003914475×10^0,9.156069160×10^-1,7.446269989×10^-1
8.959773750×10^-1,9.579282999×10^-1,1.089157701×10^0,7.976347804×10^-1
9.059273750×10^-1,8.510617614×10^-1,1.303490162×10^0,8.497797251×10^-1
9.158773750×10^-1,7.346112728×10^-1,1.378849268×10^0,8.987161517×10^-1
9.258273750×10^-1,6.246306896×10^-1,1.368567348×10^0,9.116319418×10^-1
9.357773750×10^-1,5.191446543×10^-1,1.306730866×10^0,8.933219910×10^-1
9.457273750×10^-1,3.975425959×10^-1,1.133747339×10^0,8.620421290×10^-1
9.556773750×10^-1,3.109618425×10^-1,9.293985367×10^-1,7.601411939×10^-1
9.656273750×10^-1,2.577212751×10^-1,7.980916500×10^-1,5.039008856×10^-1
9.755773750×10^-1,1.842624694×10^-1,6.935172677×10^-1,3.091904223×10^-1
9.855273750×10^-1,1.661058366×10^-1,6.875704527×10^-1,1.629871428×10^-1
9.954773750×10^-1,2.129124850×10^-1,7.544133067×10^-1,4.281948507×10^-2
1.005427375×10^0,2.618706822×10^-1,8.791975975×10^-1,-1.072017290×10^-2
1.015377375×10^0,2.513685524×10^-1,1.047218680×10^0,-2.775116265×10^-2
1.025327375×10^0,2.323389649×10^-1,1.133978844×10^0,-4.085391760×10^-2
1.035277375×10^0,1.952344626×10^-1,1.016197562×10^0,-1.639140584×10^-2
1.045227375×10^0,1.398556232×10^-1,8.918886781×10^-1,9.260695428×10^-3
1.055177375×10^0,8.775917441×10^-2,9.372607470×10^-1,3.151772171×10^-2
1.065127375×10^0,5.025520921×10^-2,1.081757545×10^0,5.668885633×10^-2
1.075077375×10^0,4.780648276×10^-2,1.271413445×10^0,6.475279480×10^-2
1.085027375×10^0,8.605267107×10^-2,1.508389473×10^0,5.025959760×10^-2
1.094977375×10^0,1.472768337×10^-1,1.754248023×10^0,-1.404709928×10^-2
1.104927375×10^0,2.372085899×10^-1,1.756094337×10^0,-1.212124377×10^-1
1.114877375×10^0,2.879406810×10^-1,1.401099443×10^0,-1.736119539×10^-1
1.124827375×10^0,2.786928713×10^-1,1.154243588×10^0,-1.440069228×10^-1
1.134777375×10^0,2.601916194×10^-1,1.363629580×10^0,-1.226664409×10^-1
1.144727375×10^0,2.606217265×10^-1,1.647639155×10^0,-6.326996535×10^-2
1.154677375×10^0,2.501054108×10^-1,1.744779348×10^0,3.074769303×10^-2
1.164627375×10^0,2.448563278×10^-1,1.750125647×10^0,1.083926857×10^-1
1.174577375×10^0,2.242265046×10^-1,1.790926695×10^0,1.638376564×10^-1
1.184527375×10^0,1.784507632×10^-1,1.898013473×10^0,2.103798538×10^-1
1.194477375×10^0,1.212177724×10^-1,1.973086476×10^0,2.403030992×10^-1
1.204427375×10^0,4.925596714×10^-2,1.869177103×10^0,2.431476265×10^-1
1.214377375×10^0,6.278595887×10^-3,1.536893129×10^0,2.136254758×10^-1
1.224327375×10^0,3.760669008×10^-2,1.085814118×10^0,2.422637790×10^-1
1.234277375×10^0,-2.092075767×10^-3,9.785885215×10^-1,2.476960123×10^-1
1.244227375×10^0,4.945580289×10^-2,1.132516861×10^0,2.480092049×10^-1
1.254177375×10^0,2.096705884×10^-1,1.263792872×10^0,2.597533464×10^-1
1.264127375×10^0,3.740419447×10^-1,1.390815735×10^0,2.341185659×10^-1
1.274077375×10^0,4.554699659×10^-1,1.536386132×10^0,2.222725898×10^-1
1.284027375×10^0,4.978464544×10^-1,1.575949073×10^0,1.563742608×10^-1
1.293977375×10^0,5.484367609×10^-1,1.277658463×10^0,1.397205442×10^-1
1.303927375×10^0,5.506122708×10^-1,1.027604938×10^0,1.091831401×10^-1
1.313877375×10^0,4.733897746×10^-1,9.897060394×10^-1,5.982634798×10^-2
1.323827375×10^0,3.113646507×10^-1,8.664945960×10^-1,-8.034088463×10^-2
1.333777375×10^0,2.323284447×10^-1,3.074566424×10^-1,-2.686232030×10^-1
1.343727375×10^0,2.189175636×10^-1,-5.073001981×10^-1,-5.013962984×10^-1
1.353677375×10^0,1.281034201×10^-1,-1.116088867×10^0,-7.393170595×10^-1
1.363627375×10^0,1.409640908×10^-1,-1.584720850×10^0,-8.121473193×10^-1
1.373577375×10^0,1.986474991×10^-1,-1.575170398×10^0,-9.363502264×10^-1
1.383527375×10^0,2.813991010×10^-1,-1.369806767×10^0,-1.054160476×10^0
1.393477375×10^0,3.233150542×10^-1,-1.333186507×10^0,-1.095210552×10^0
1.403427375×10^0,3.003002703×10^-1,-1.367653608×10^0,-1.103970766×10^0
1.413377375×10^0,2.954785526×10^-1,-1.350397229×10^0,-1.016112566×10^0
1.423327375×10^0,3.310823739×10^-1,-1.221443057×10^0,-9.366995096×10^-1
1.433277375×10^0,3.609677255×10^-1,-1.039779782×10^0,-7.744222283×10^-1
1.443227375×10^0,3.118864596×10^-1,-9.965160489×10^-1,-6.415603161×10^-1
1.453177375×10^0,2.113118023×10^-1,-1.018692970×10^0,-4.627148807×10^-1
1.463127375×10^0,1.610433012×10^-1,-9.360651374×10^-1,-3.753584027×10^-1
1.473077375×10^0,1.487160921×10^-1,-7.193404436×10^-1,-3.226442635×10^-1
1.483027375×10^0,1.090610921×10^-1,-5.172262788×10^-1,-2.694167495×10^-1
1.492977375×10^0,-1.298906002×10^-2,-4.152178764×10^-1,-2.302945405×10^-1
1.502927375×10^0,-1.377989054×10^-1,-4.417573512×10^-1,-2.423474789×10^-1
1.512877375×10^0,-3.385759294×10^-1,-3.680261374×10^-1,-2.935831249×10^-1
