"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.810083333×10^-3,-1.116677856×10^-1,4.988077240×10^0,7.710915070×10^0
1.275808333×10^-2,-1.517843628×10^-1,4.991220703×10^0,7.193291473×10^0
2.270608333×10^-2,3.891906738×10^-2,4.932243347×10^0,6.275250549×10^0
3.265508333×10^-2,-1.420545959×10^-1,4.745431824×10^0,5.444777527×10^0
4.260308333×10^-2,-2.121089172×10^-1,4.299808502×10^0,5.183870087×10^0
5.255108333×10^-2,-1.330732727×10^-1,4.509821777×10^0,5.180427246×10^0
6.249908333×10^-2,-5.754034424×10^-1,4.417613525×10^0,5.718258820×10^0
7.244808333×10^-2,-1.435215454×10^0,4.650080109×10^0,5.882167969×10^0
8.239608333×10^-2,-2.404599609×10^0,5.429808655×10^0,5.787564697×10^0
9.234408333×10^-2,-3.133433990×10^0,6.108647003×10^0,5.821544037×10^0
1.022920833×10^-1,-3.672612762×10^0,6.100114746×10^0,6.150559845×10^0
1.122410833×10^-1,-3.630849609×10^0,5.572462006×10^0,6.719826050×10^0
1.221890833×10^-1,-2.819237366×10^0,5.017416229×10^0,7.444319458×10^0
1.321370833×10^-1,-1.718875580×10^0,4.537963257×10^0,8.935518494×10^0
1.420850833×10^-1,-2.280058594×10^0,4.288432159×10^0,8.725355530×10^0
1.520340833×10^-1,-3.883524170×10^0,4.553081818×10^0,6.603966980×10^0
1.619820833×10^-1,-4.644092560×10^0,4.786446533×10^0,5.430108032×10^0
1.719300833×10^-1,-4.713398438×10^0,4.823569336×10^0,4.295617218×10^0
1.818780833×10^-1,-4.052223358×10^0,4.958438873×10^0,3.573668518×10^0
1.918270833×10^-1,-3.625760193×10^0,5.204377441×10^0,2.840642853×10^0
2.017750833×10^-1,-3.607348480×10^0,5.591173096×10^0,2.390678558×10^0
2.117230833×10^-1,-4.334386597×10^0,6.030958557×10^0,1.913770294×10^0
2.216710833×10^-1,-5.069657593×10^0,6.245612183×10^0,1.593885498×10^0
2.316200833×10^-1,-5.558241577×10^0,5.950725403×10^0,1.906734924×10^0
2.415680833×10^-1,-5.603148193×10^0,5.509592743×10^0,4.251159668×10^0
2.515160833×10^-1,-5.588927765×10^0,4.997507629×10^0,8.402626648×10^0
2.614640833×10^-1,-5.776188354×10^0,4.686903534×10^0,9.953252106×10^0
2.714130833×10^-1,-5.060227203×10^0,5.341641998×10^0,8.854536896×10^0
2.813610833×10^-1,-4.872367859×10^0,5.808820496×10^0,7.288643188×10^0
2.913090833×10^-1,-5.558690643×10^0,5.448519745×10^0,5.643863525×10^0
3.012570833×10^-1,-5.916596375×10^0,5.481900330×10^0,5.120851135×10^0
3.112060833×10^-1,-5.786516876×10^0,5.736520844×10^0,5.704936523×10^0
3.211540833×10^-1,-5.620063019×10^0,5.034929810×10^0,6.539301453×10^0
3.311020833×10^-1,-5.234913940×10^0,4.873415680×10^0,7.272476807×10^0
3.410500833×10^-1,-5.005141754×10^0,4.986430664×10^0,7.655679932×10^0
3.509990833×10^-1,-5.019212494×10^0,4.677173767×10^0,7.296576691×10^0
3.609470833×10^-1,-5.011129303×10^0,4.777914276×10^0,6.222260742×10^0
3.708950833×10^-1,-5.862858124×10^0,4.647834778×10^0,4.325554962×10^0
3.808440833×10^-1,-7.549700317×10^0,5.089266815×10^0,3.468886414×10^0
3.907920833×10^-1,-8.998986511×10^0,5.462889862×10^0,3.401825867×10^0
4.007400833×10^-1,-8.953331451×10^0,5.136119385×10^0,3.193459167×10^0
4.106880833×10^-1,-8.288264465×10^0,4.840633850×10^0,3.608096924×10^0
4.206370833×10^-1,-8.703650665×10^0,5.356161804×10^0,4.821473694×10^0
4.305850833×10^-1,-9.704469452×10^0,5.707032166×10^0,5.940995636×10^0
4.405330833×10^-1,-7.844287720×10^0,6.401288452×10^0,5.361400909×10^0
4.504804583×10^-1,-8.754245453×10^0,6.848109283×10^0,3.873495026×10^0
4.604294583×10^-1,-1.011296997×10^1,6.943011932×10^0,1.517544250×10^0
4.703774583×10^-1,-1.083132614×10^1,6.830895081×10^0,-2.272274780×10^-1
4.803254583×10^-1,-1.160282181×10^1,5.939648438×10^0,6.545887756×10^-1
4.902734583×10^-1,-1.175475586×10^1,4.216880951×10^0,5.012326813×10^0
