"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.293958333×10^-3,9.024780989×10^-2,-1.543069631×10^-1,5.855286121×10^-2
1.524295834×10^-2,-5.589155108×10^-2,-1.213740557×10^-1,1.017717049×10^-1
2.519295834×10^-2,-1.736107022×10^-1,-7.421617955×10^-2,1.228938624×10^-1
3.514195833×10^-2,-2.499211878×10^-1,8.611857891×10^-3,1.137901098×10^-1
4.509095833×10^-2,-2.751322687×10^-1,1.089732200×10^-1,8.013428003×10^-2
5.503995833×10^-2,-2.729873657×10^-1,1.825329065×10^-1,2.969853766×10^-2
6.498895833×10^-2,-2.482933998×10^-1,2.395511717×10^-1,-2.583510429×10^-2
7.493895834×10^-2,-2.164566517×10^-1,2.884281874×10^-1,-7.736034691×10^-2
8.488795834×10^-2,-1.901155263×10^-1,3.178573549×10^-1,-1.130679846×10^-1
9.483695833×10^-2,-1.780460775×10^-1,3.055519462×10^-1,-1.204492003×10^-1
1.047859583×10^-1,-1.816338450×10^-1,2.477344275×10^-1,-1.060628742×10^-1
1.147349583×10^-1,-1.977608949×10^-1,1.786925048×10^-1,-7.889436930×10^-2
1.246849583×10^-1,-2.139331847×10^-1,1.295271218×10^-1,-4.169314727×10^-2
1.346339583×10^-1,-2.227895260×10^-1,9.093711525×10^-2,2.311595017×10^-3
1.445829583×10^-1,-2.230914682×10^-1,3.964120150×10^-2,5.266381055×10^-2
1.545319583×10^-1,-2.222400606×10^-1,-2.550957538×10^-2,1.016177759×10^-1
1.644809583×10^-1,-2.183041573×10^-1,-9.024044871×10^-2,1.321645379×10^-1
1.744309583×10^-1,-2.028439790×10^-1,-1.639476866×10^-1,7.883313298×10^-2
1.843799583×10^-1,-1.537440866×10^-1,-1.867547631×10^-1,4.279539734×10^-2
1.943289583×10^-1,-8.574105799×10^-2,-1.716993898×10^-1,3.198429570×10^-2
2.042779583×10^-1,-2.129871771×10^-2,-1.544542164×10^-1,3.170746192×10^-2
2.142269583×10^-1,2.513509244×10^-2,-1.285829395×10^-1,2.503518015×10^-2
2.241769583×10^-1,5.481362715×10^-2,-1.002194732×10^-1,-2.105094492×10^-3
2.341259583×10^-1,8.306763321×10^-2,-8.293422312×10^-2,-4.382324591×10^-2
2.440749583×10^-1,1.144112945×10^-1,-9.276969731×10^-2,-9.773676097×10^-2
2.540239583×10^-1,1.456224769×10^-1,-1.142499596×10^-1,-1.671371460×10^-1
2.639739583×10^-1,1.738159508×10^-1,-1.401624978×10^-1,-2.455293387×10^-1
2.739229583×10^-1,2.047576159×10^-1,-1.504745185×10^-1,-3.290990591×10^-1
2.838719583×10^-1,2.247096002×10^-1,-1.686507463×10^-1,-4.058822095×10^-1
2.938209583×10^-1,2.144391239×10^-1,-1.814903915×10^-1,-4.709533751×10^-1
3.037699583×10^-1,1.729871035×10^-1,-1.271539330×10^-1,-5.133365989×10^-1
3.137199583×10^-1,9.400707483×10^-2,-2.512424067×10^-2,-5.243998766×10^-1
3.236689583×10^-1,-1.217049919×10^-2,7.550745457×10^-2,-5.021058321×10^-1
3.336179583×10^-1,-1.233028769×10^-1,1.834746599×10^-1,-4.538975358×10^-1
3.435669583×10^-1,-2.113447338×10^-1,2.782909870×10^-1,-3.857494593×10^-1
3.535159583×10^-1,-2.569907606×10^-1,3.438563943×10^-1,-3.253183365×10^-1
3.634659583×10^-1,-2.613892555×10^-1,3.574769497×10^-1,-2.976880670×10^-1
3.734149583×10^-1,-2.218903154×10^-1,4.003711641×10^-1,-3.076799810×10^-1
3.833639583×10^-1,-1.509690881×10^-1,4.486469328×10^-1,-3.544988632×10^-1
3.933129583×10^-1,-5.960562825×10^-2,4.692368805×10^-1,-4.270761311×10^-1
4.032619583×10^-1,3.831362724×10^-2,4.331107140×10^-1,-5.191177130×10^-1
4.132119583×10^-1,1.195360497×10^-1,3.435344994×10^-1,-6.189662814×10^-1
4.231609583×10^-1,1.721024364×10^-1,2.219188064×10^-1,-7.005829811×10^-1
4.331099583×10^-1,2.024009526×10^-1,5.696713924×10^-2,-7.366067767×10^-1
4.430589583×10^-1,2.407292277×10^-1,-1.070490405×10^-1,-7.247340679×10^-1
4.530087083×10^-1,3.342304230×10^-1,-2.392352745×10^-2,-6.462701559×10^-1
4.629587083×10^-1,3.016456664×10^-1,2.314949781×10^-1,-5.971211195×10^-1
4.729077083×10^-1,2.332439721×10^-1,4.078108668×10^-1,-5.028875470×10^-1
4.828567083×10^-1,1.926964521×10^-1,4.775785208×10^-1,-3.967101872×10^-1
4.928057083×10^-1,2.279090285×10^-1,5.675755739×10^-1,-3.342406750×10^-1
5.027557083×10^-1,3.420186639×10^-1,7.273486853×10^-1,-3.440912366×10^-1
5.127047083×10^-1,4.956106246×10^-1,9.094881415×10^-1,-4.393303990×10^-1
5.226537083×10^-1,6.242156029×10^-1,1.069137692×10^0,-6.063490510×10^-1
5.326027083×10^-1,7.012349963×10^-1,1.180895329×10^0,-8.049364686×10^-1
5.425517083×10^-1,7.419820428×10^-1,1.239276886×10^0,-9.911566377×10^-1
5.525017083×10^-1,7.631232738×10^-1,1.261398435×10^0,-1.154253125×10^0
5.624507083×10^-1,7.724434137×10^-1,1.244248033×10^0,-1.308947444×10^0
5.723997083×10^-1,7.857394814×10^-1,1.202866197×10^0,-1.473899841×10^0
5.823487083×10^-1,8.059737682×10^-1,1.173668146×10^0,-1.661454558×10^0
5.922977083×10^-1,8.297827244×10^-1,1.177034974×10^0,-1.872946858×10^0
6.022477083×10^-1,8.366637826×10^-1,1.192303538×10^0,-2.103397608×10^0
6.121967083×10^-1,8.050121069×10^-1,1.260136366×10^0,-2.327999592×10^0
6.221457083×10^-1,7.986192703×10^-1,1.278842568×10^0,-2.533660412×10^0
6.320947083×10^-1,7.908540368×10^-1,1.083849311×10^0,-2.713328838×10^0
6.420437083×10^-1,7.066150904×10^-1,8.209537864×10^-1,-2.843390703×10^0
6.519937083×10^-1,6.322242022×10^-1,5.136718750×10^-1,-2.910384417×10^0
6.619427083×10^-1,6.884096265×10^-1,1.740611345×10^-1,-2.904167652×10^0
6.718917083×10^-1,8.332917094×10^-1,-6.753097475×10^-2,-2.868759871×10^0
6.818407083×10^-1,1.011670709×10^0,-1.920922101×10^-1,-2.778275728×10^0
6.917897083×10^-1,1.170252323×10^0,-2.628649175×10^-1,-2.615626812×10^0
7.017397083×10^-1,1.280051947×10^0,-2.992914319×10^-1,-2.395203590×10^0
7.116887083×10^-1,1.354700804×10^0,-2.988610864×10^-1,-2.138170719×10^0
7.216377083×10^-1,1.429057717×10^0,-2.665672898×10^-1,-1.883654356×10^0
7.315867083×10^-1,1.520271301×10^0,-1.900064796×10^-1,-1.683332443×10^0
7.415357083×10^-1,1.648769379×10^0,3.394682705×10^-2,-1.555997610×10^0
7.514857083×10^-1,1.815603137×10^0,2.100784481×10^-1,-1.473631859×10^0
7.614347083×10^-1,1.996976376×10^0,3.488153815×10^-1,-1.417295456×10^0
7.713837083×10^-1,2.165050983×10^0,5.002126098×10^-1,-1.357357979×10^0
7.813327083×10^-1,2.291698217×10^0,6.422349811×10^-1,-1.283413172×10^0
7.912817083×10^-1,2.352343082×10^0,7.298045158×10^-1,-1.175418258×10^0
8.012317083×10^-1,2.173236132×10^0,9.093571901×10^-1,-1.028267622×10^0
8.111807083×10^-1,1.740643740×10^0,1.038839817×10^0,-8.065086603×10^-1
8.211297083×10^-1,1.251116276×10^0,9.145811200×10^-1,-5.584560037×10^-1
8.310787083×10^-1,8.508944511×10^-1,6.288694739×10^-1,-3.530669212×10^-1
8.410277083×10^-1,6.302927732×10^-1,4.521718323×10^-1,-2.229370028×10^-1
8.509777083×10^-1,5.506451130×10^-1,4.801589847×10^-1,-1.499498636×10^-1
8.609267083×10^-1,5.901017189×10^-1,5.018099546×10^-1,-1.179754287×10^-1
8.708757083×10^-1,7.105990648×10^-1,4.932004809×10^-1,-1.343144476×10^-1
8.808247083×10^-1,8.273149729×10^-1,5.400732756×10^-1,-2.222899646×10^-1
8.907747083×10^-1,9.136298299×10^-1,5.494153500×10^-1,-3.501837552×10^-1
9.007237083×10^-1,9.460436702×10^-1,5.015149117×10^-1,-5.170001388×10^-1
9.106727083×10^-1,9.322154522×10^-1,3.232682347×10^-1,-7.931273580×10^-1
9.206217083×10^-1,8.335967660×10^-1,9.786311537×10^-2,-1.125735760×10^0
9.305707083×10^-1,6.641102433×10^-1,3.984828666×10^-2,-1.465652227×10^0
9.405207083×10^-1,5.028988123×10^-1,9.014400095×10^-2,-1.717087865×10^0
9.504697083×10^-1,4.659549296×10^-1,1.353495568×10^-1,-1.795389533×10^0
9.604187083×10^-1,5.950318575×10^-1,2.015109062×10^-1,-1.749756098×10^0
9.703677083×10^-1,8.399252295×10^-1,2.902796566×10^-1,-1.694709063×10^0
9.803167083×10^-1,1.121633649×10^0,2.838487625×10^-1,-1.618978858×10^0
9.902667083×10^-1,1.383363485×10^0,1.331801862×10^-1,-1.457068205×10^0
1.000215708×10^0,1.591033816×10^0,-2.968652546×10^-2,-1.207620978×10^0
1.010164708×10^0,1.795488119×10^0,-1.725227684×10^-1,-8.989634514×10^-1
1.020113708×10^0,1.920440674×10^0,-2.341254354×10^-1,-6.170918941×10^-1
1.030062708×10^0,1.942833304×10^0,-1.345061809×10^-1,-4.543988407×10^-1
1.040012708×10^0,1.897934318×10^0,1.019780561×10^-1,-4.506497681×10^-1
1.049961708×10^0,1.749309659×10^0,3.866188526×10^-1,-5.459432602×10^-1
1.059910708×10^0,1.559852958×10^0,6.221511960×10^-1,-6.816053391×10^-1
1.069859708×10^0,1.405031443×10^0,7.502476573×10^-1,-7.824400663×10^-1
1.079808708×10^0,1.316585183×10^0,6.948463321×10^-1,-7.924821377×10^-1
1.089758708×10^0,1.295307636×10^0,6.550464034×10^-1,-7.374492884×10^-1
1.099707708×10^0,1.290413976×10^0,6.617347598×10^-1,-6.599791050×10^-1
1.109656708×10^0,1.186897159×10^0,7.408847213×10^-1,-5.447012186×10^-1
1.119605708×10^0,1.015182972×10^0,8.649766445×10^-1,-4.311344028×10^-1
1.129554708×10^0,9.614418745×10^-1,1.058280230×10^0,-3.025748432×10^-1
1.139504708×10^0,8.904446363×10^-1,1.227699518×10^0,-7.814741135×10^-2
