"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.969166657×10^-4,-1.928290100×10^0,5.914201355×10^0,7.529492340×10^0
1.044691667×10^-2,-1.641636200×10^0,5.907764740×10^0,7.800728302×10^0
2.039691667×10^-2,-1.138682098×10^0,5.913602600×10^0,8.295898590×10^0
3.034591667×10^-2,-6.364764404×10^-1,5.795198822×10^0,8.753197632×10^0
4.029591667×10^-2,-2.435435486×10^-1,5.610932007×10^0,8.979826355×10^0
5.024591667×10^-2,1.414558411×10^-1,5.458399200×10^0,8.998238068×10^0
6.019491667×10^-2,3.715274048×10^-1,5.355263672×10^0,8.912765808×10^0
7.014491667×10^-2,4.454736328×10^-1,5.248236237×10^0,8.808582458×10^0
8.009491667×10^-2,4.052073669×10^-1,5.182672577×10^0,8.828341370×10^0
9.004391667×10^-2,3.942800903×10^-1,5.227728882×10^0,8.979526978×10^0
9.999391667×10^-2,3.576063538×10^-1,5.252876587×10^0,9.093589783×10^0
1.099439167×10^-1,3.903881836×10^-1,5.206473083×10^0,9.124575348×10^0
1.198929167×10^-1,1.033001862×10^0,5.099894714×10^0,8.731642456×10^0
1.298429167×10^-1,1.131497040×10^0,4.846621399×10^0,8.699908447×10^0
1.397919167×10^-1,8.562194824×10^-1,4.922363892×10^0,8.575217743×10^0
1.497419167×10^-1,1.384171600×10^0,5.137017517×10^0,8.048014069×10^0
1.596919167×10^-1,1.145717468×10^0,4.633464661×10^0,7.594756622×10^0
1.696409167×10^-1,1.087787933×10^0,4.274960175×10^0,7.044650574×10^0
1.795909167×10^-1,4.819976807×10^-1,4.437222748×10^0,7.137008514×10^0
1.895409167×10^-1,-3.113525391×10^-2,4.808750153×10^0,7.332352295×10^0
1.994899167×10^-1,-5.297483826×10^-1,5.009183350×10^0,7.549999695×10^0
2.094399167×10^-1,-8.876541138×10^-1,4.996609497×10^0,7.894134064×10^0
2.193899167×10^-1,-7.899073792×10^-1,5.073399811×10^0,8.055199127×10^0
2.293389167×10^-1,-8.448431396×10^-1,5.228177948×10^0,8.359067230×10^0
2.392889167×10^-1,-8.047265625×10^-1,5.461842041×10^0,8.484356689×10^0
2.492389167×10^-1,-9.791139221×10^-1,5.549709320×10^0,8.455167389×10^0
2.591879167×10^-1,-1.261726227×10^0,5.493426361×10^0,8.202792206×10^0
2.691379167×10^-1,-1.724114685×10^0,5.435646515×10^0,7.765102386×10^0
2.790879167×10^-1,-2.230960693×10^0,5.614075470×10^0,7.427254944×10^0
2.890369167×10^-1,-2.628533936×10^0,6.073619843×10^0,7.172035675×10^0
2.989869167×10^-1,-3.026855621×10^0,6.505621490×10^0,6.955436096×10^0
3.089369167×10^-1,-3.087329865×10^0,6.752308502×10^0,6.676266632×10^0
3.188859167×10^-1,-2.984493713×10^0,6.873107300×10^0,6.212081909×10^0
3.288359167×10^-1,-3.060236206×10^0,7.107370148×10^0,5.864953766×10^0
3.387849167×10^-1,-3.205883331×10^0,7.527097321×10^0,5.773493958×10^0
3.487349167×10^-1,-3.321592712×10^0,7.793692932×10^0,5.880671082×10^0
3.586849167×10^-1,-3.409609680×10^0,7.600444794×10^0,5.900280304×10^0
3.686339167×10^-1,-3.679199066×10^0,7.179071045×10^0,5.681884460×10^0
3.785839167×10^-1,-4.167034607×10^0,6.879394226×10^0,5.488187256×10^0
3.885339167×10^-1,-4.710853729×10^0,6.877747650×10^0,5.452261963×10^0
3.984829167×10^-1,-4.804109802×10^0,7.392227783×10^0,5.841452637×10^0
4.084329167×10^-1,-5.541775818×10^0,7.645501099×10^0,6.531817017×10^0
4.183829167×10^-1,-7.413483582×10^0,6.941365356×10^0,6.819219360×10^0
4.283319167×10^-1,-1.004575974×10^1,5.440137177×10^0,5.903723145×10^0
4.382819167×10^-1,-1.118339401×10^1,4.815037079×10^0,3.919299774×10^0
4.482319167×10^-1,-1.075004517×10^1,5.392236786×10^0,2.194885712×10^0
4.581809167×10^-1,-9.980046387×10^0,5.764362946×10^0,1.041085052×10^0
4.681309167×10^-1,-8.919651489×10^0,6.382577362×10^0,1.110839996×10^0
4.780809167×10^-1,-8.244705048×10^0,7.070846100×10^0,1.557660828×10^0
4.880299167×10^-1,-7.713160400×10^0,7.278763733×10^0,2.038610687×10^0
4.979805417×10^-1,-7.045099640×10^0,7.508386230×10^0,2.393223267×10^0
5.079295417×10^-1,-6.599626007×10^0,7.602241058×10^0,2.085014191×10^0
5.178795417×10^-1,-6.065536652×10^0,7.534282379×10^0,1.030307465×10^0
5.278295417×10^-1,-5.652545471×10^0,7.549999695×10^0,-1.842668152×10^-1
