"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.567708334×10^-3,1.844728179×10^-2,-8.587122709×10^-2,-2.039104998×10^-1
1.951670833×10^-2,-1.137737185×10^-1,-2.651929259×10^-1,-2.162461877×10^-1
2.946570833×10^-2,-2.131887227×10^-1,-4.268529117×10^-1,-2.229879797×10^-1
3.941470833×10^-2,-2.743169963×10^-1,-5.045328736×10^-1,-2.225300223×10^-1
4.936370833×10^-2,-2.733428180×10^-1,-5.295727253×10^-1,-2.404333949×10^-1
5.931270833×10^-2,-2.224450558×10^-1,-5.108647943×10^-1,-2.797447443×10^-1
6.926170833×10^-2,-1.154738590×10^-1,-4.492189586×10^-1,-3.327115476×10^-1
7.921070833×10^-2,-2.251387574×10^-3,-3.301831782×10^-1,-3.829602599×10^-1
8.915970833×10^-2,8.805400878×10^-2,-2.258461416×10^-1,-4.252667129×10^-1
9.910870833×10^-2,1.649940461×10^-1,-1.948106885×10^-1,-4.170635641×10^-1
1.090577083×10^-1,2.065550685×10^-1,-2.498028129×10^-1,-3.275869489×10^-1
1.190077083×10^-1,2.058105469×10^-1,-3.837670982×10^-1,-2.259148806×10^-1
1.289567083×10^-1,1.903205365×10^-1,-6.090934277×10^-1,-1.936115324×10^-1
1.389057083×10^-1,1.873189956×10^-1,-8.533622026×10^-1,-2.230494767×10^-1
1.488547083×10^-1,2.047451288×10^-1,-9.549492598×10^-1,-2.889113426×10^-1
1.588037083×10^-1,2.616878450×10^-1,-8.417673707×10^-1,-3.866732717×10^-1
1.687527083×10^-1,3.930599988×10^-1,-6.126993299×10^-1,-5.163542628×10^-1
1.787017083×10^-1,5.777372718×10^-1,-3.862710595×10^-1,-6.592254043×10^-1
1.886507083×10^-1,7.600343823×10^-1,-1.223797426×10^-1,-7.843135595×10^-1
1.985997083×10^-1,8.962763548×10^-1,2.420642227×10^-1,-8.320345879×10^-1
2.085487083×10^-1,1.014461875×10^0,7.154951096×10^-1,-7.842044830×10^-1
2.184977083×10^-1,1.120183706×10^0,1.152598023×10^0,-7.310977578×10^-1
2.284467083×10^-1,1.227380991×10^0,1.456270814×10^0,-7.725735307×10^-1
2.383957083×10^-1,1.310410857×10^0,1.602328897×10^0,-8.549038172×10^-1
2.483447083×10^-1,1.322443008×10^0,1.584295273×10^0,-8.956283927×10^-1
2.582947083×10^-1,1.260293365×10^0,1.442865252×10^0,-9.462085962×10^-1
2.682437083×10^-1,1.179157019×10^0,1.224802136×10^0,-1.039883971×10^0
2.781927083×10^-1,1.131696463×10^0,1.015213609×10^0,-1.159327388×10^0
2.881417083×10^-1,1.092535734×10^0,9.851071239×10^-1,-1.288335204×10^0
2.980907083×10^-1,1.107200265×10^0,1.144469142×10^0,-1.452618599×10^0
3.080397083×10^-1,1.217135549×10^0,1.482845306×10^0,-1.646615982×10^0
3.179887083×10^-1,1.441531777×10^0,1.951709270×10^0,-1.838064194×10^0
3.279377083×10^-1,1.749843359×10^0,2.483147860×10^0,-2.026418209×10^0
3.378867083×10^-1,2.056602716×10^0,2.899241447×10^0,-2.163220167×10^0
3.478357083×10^-1,2.254195452×10^0,3.001129150×10^0,-2.225713730×10^0
3.577847083×10^-1,2.307420969×10^0,2.835219383×10^0,-2.232299089×10^0
3.677337083×10^-1,2.191165209×10^0,2.557565928×10^0,-2.191482067×10^0
3.776827083×10^-1,1.936925173×10^0,2.340019464×10^0,-2.202451706×10^0
3.876317083×10^-1,1.658708453×10^0,2.277078629×10^0,-2.287346840×10^0
3.975817083×10^-1,1.413836718×10^0,2.253867626×10^0,-2.369686604×10^0
4.075307083×10^-1,1.226109147×10^0,2.153471947×10^0,-2.469320297×10^0
4.174797083×10^-1,1.124575496×10^0,1.990002632×10^0,-2.571372032×10^0
4.274287083×10^-1,1.053205609×10^0,1.842517138×10^0,-2.651180506×10^0
4.373777083×10^-1,1.024988890×10^0,1.637476563×10^0,-2.593420982×10^0
