"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.567708334×10^-3,-1.486109619×10^0,4.700375519×10^0,6.227499847×10^0
1.951670833×10^-2,-1.443897400×10^0,4.834346924×10^0,5.780529327×10^0
2.946570833×10^-2,-1.331481171×10^0,4.930596771×10^0,5.793701935×10^0
3.941470833×10^-2,-1.200802917×10^0,5.015769653×10^0,6.139782257×10^0
4.936370833×10^-2,-1.035247192×10^0,4.973707123×10^0,6.633904724×10^0
5.931270833×10^-2,-6.773414612×10^-1,4.927902374×10^0,7.156617737×10^0
6.926170833×10^-2,-3.858975220×10^-1,4.947511597×10^0,7.531587982×10^0
7.921070833×10^-2,-2.969824219×10^-1,4.995411987×10^0,7.872129822×10^0
8.915970833×10^-2,-3.836521912×10^-1,5.060825958×10^0,7.944130096×10^0
9.910870833×10^-2,-5.177732849×10^-1,5.240602112×10^0,7.757168884×10^0
1.090577083×10^-1,-7.743397522×10^-1,5.391787720×10^0,7.404202881×10^0
1.190077083×10^-1,-7.060816956×10^-1,5.510191498×10^0,6.968459015×10^0
1.289567083×10^-1,-3.646417236×10^-1,5.648354187×10^0,6.826703796×10^0
1.389057083×10^-1,-2.724334717×10^-2,5.815706177×10^0,6.874155121×10^0
1.488547083×10^-1,3.567082214×10^-1,6.019133148×10^0,7.005581818×10^0
1.588037083×10^-1,4.912783813×10^-1,6.315816193×10^0,7.450606384×10^0
1.687527083×10^-1,4.394860840×10^-1,6.640041962×10^0,8.259823608×10^0
1.787017083×10^-1,2.848576355×10^-1,6.726262665×10^0,9.102720795×10^0
1.886507083×10^-1,2.281256104×10^-1,6.825805664×10^0,9.425150299×10^0
1.985997083×10^-1,2.119592285×10^-1,7.091802521×10^0,9.242380371×10^0
2.085487083×10^-1,-2.815644836×10^-1,7.612120514×10^0,9.084608459×10^0
2.184977083×10^-1,-9.795629883×10^-1,7.483088837×10^0,9.074729004×10^0
2.284467083×10^-1,-6.971003723×10^-1,7.182364197×10^0,9.037007446×10^0
2.383957083×10^-1,-3.330574036×10^-1,7.286996613×10^0,8.840166779×10^0
2.483447083×10^-1,-4.558021545×10^-1,7.215146027×10^0,8.335566101×10^0
2.582947083×10^-1,-5.216651917×10^-1,7.132817230×10^0,7.842641144×10^0
2.682437083×10^-1,-4.360432434×10^-1,7.156617737×10^0,7.532336426×10^0
2.781927083×10^-1,-4.168830872×10^-1,7.485783234×10^0,7.535180511×10^0
2.881417083×10^-1,-4.375401306×10^-1,7.303013306×10^0,7.555238800×10^0
2.980907083×10^-1,-1.243913269×10^-1,6.749464417×10^0,7.488926697×10^0
3.080397083×10^-1,2.677931213×10^-1,6.619983673×10^0,7.684869232×10^0
3.179887083×10^-1,3.933819580×10^-1,6.602919159×10^0,8.062982941×10^0
3.279377083×10^-1,4.710704041×10^-1,6.435567169×10^0,8.264014893×10^0
3.378867083×10^-1,4.490661621×10^-4,6.083798676×10^0,8.181835785×10^0
3.478357083×10^-1,-9.601034546×10^-1,5.902076569×10^0,7.714657288×10^0
3.577847083×10^-1,-1.592538300×10^0,6.069278870×10^0,6.608008575×10^0
3.677337083×10^-1,-2.146087189×10^0,6.075865173×10^0,5.099894714×10^0
3.776827083×10^-1,-2.317780151×10^0,6.051914978×10^0,3.765569458×10^0
3.876317083×10^-1,-1.776056671×10^0,6.218817902×10^0,3.008294220×10^0
3.975817083×10^-1,-1.548380127×10^0,6.298152924×10^0,2.888992310×10^0
4.075307083×10^-1,-1.712738342×10^0,6.122717743×10^0,3.065774689×10^0
4.174797083×10^-1,-1.707499237×10^0,5.622308350×10^0,3.532055054×10^0
4.274287083×10^-1,-2.312840424×10^0,5.052892456×10^0,4.159250793×10^0
4.373777083×10^-1,-3.934418335×10^0,4.576133881×10^0,4.982688446×10^0
4.473267083×10^-1,-5.525609436×10^0,4.508324890×10^0,5.855523376×10^0
4.572757083×10^-1,-7.923173676×10^0,4.831802216×10^0,7.340136108×10^0
4.672247083×10^-1,-7.509733429×10^0,5.288652191×10^0,6.101012878×10^0
4.771737083×10^-1,-8.029452667×10^0,5.265899506×10^0,5.474565582×10^0
4.871227083×10^-1,-7.147935791×10^0,5.306165771×10^0,4.377496948×10^0
4.970717083×10^-1,-6.962621155×10^0,5.476661224×10^0,3.130140839×10^0
5.070207083×10^-1,-6.832691345×10^0,5.437592468×10^0,2.665806427×10^0
5.169697083×10^-1,-4.697681122×10^0,4.100273438×10^0,7.459288330×10^0
5.269187083×10^-1,-2.295326843×10^0,1.592687988×10^-1,1.712903000×10^1
5.368677083×10^-1,-5.666017456×10^0,1.984872437×10^-1,1.039124130×10^1
5.468177083×10^-1,-8.171656952×10^0,3.393143921×10^0,5.087919617×10^0
5.567667083×10^-1,-7.968229980×10^0,4.790488129×10^0,5.858068085×10^0
5.667157083×10^-1,-6.296955414×10^0,3.948489075×10^0,5.188959503×10^0
5.766647083×10^-1,-6.710994415×10^0,4.688999176×10^0,4.587809601×10^0
5.866137083×10^-1,-7.571105804×10^0,5.233566742×10^0,5.448070679×10^0
5.965627083×10^-1,-8.128845978×10^0,5.438490601×10^0,6.671925659×10^0
6.065117083×10^-1,-8.594976654×10^0,5.537135468×10^0,7.010820923×10^0
6.164607083×10^-1,-9.246571655×10^0,5.248984680×10^0,6.478827209×10^0
6.264097083×10^-1,-9.777816925×10^0,4.786296844×10^0,5.893993378×10^0
6.363587083×10^-1,-9.237290955×10^0,4.412075043×10^0,5.364843750×10^0
6.463077083×10^-1,-8.829089813×10^0,3.714076538×10^0,4.490511932×10^0
6.562567083×10^-1,-8.737180939×10^0,2.955154724×10^0,2.770438843×10^0
6.662057083×10^-1,-8.175249481×10^0,3.430416412×10^0,2.104473724×10^0
6.761552500×10^-1,-7.989635468×10^0,4.609813843×10^0,2.660717010×10^0
6.861042500×10^-1,-7.006030884×10^0,5.033283234×10^0,3.290457458×10^0
6.960542500×10^-1,-7.190447388×10^0,4.587360535×10^0,4.145479431×10^0
7.060032500×10^-1,-7.786807251×10^0,4.500092010×10^0,4.243076477×10^0
7.159522500×10^-1,-8.980425110×10^0,5.907914429×10^0,3.235671387×10^0
7.259012500×10^-1,-9.712852020×10^0,4.956492920×10^0,5.238506470×10^0
7.358502500×10^-1,-8.154293060×10^0,4.203109589×10^0,4.620441742×10^0
7.457992500×10^-1,-8.710835724×10^0,3.491938477×10^0,4.049229584×10^0
7.557482500×10^-1,-8.105494537×10^0,2.289189606×10^0,4.210294647×10^0
7.656972500×10^-1,-7.835755463×10^0,2.726580048×10^0,4.823719025×10^0
7.756462500×10^-1,-8.096662903×10^0,3.232976990×10^0,6.642137604×10^0
7.855952500×10^-1,-8.382119293×10^0,3.136278076×10^0,7.265441437×10^0
7.955442500×10^-1,-8.957822113×10^0,3.161425781×10^0,6.867269440×10^0
8.054932500×10^-1,-9.197623444×10^0,3.666625214×10^0,6.641089783×10^0
8.154422500×10^-1,-9.014703827×10^0,4.413721619×10^0,6.449937286×10^0
8.253912500×10^-1,-8.792266388×10^0,4.840184784×10^0,6.583609314×10^0
8.353412500×10^-1,-8.669671326×10^0,4.345164185×10^0,7.251969452×10^0
8.452902500×10^-1,-8.175548859×10^0,3.937861176×10^0,7.764653320×10^0
8.552392500×10^-1,-7.499853973×10^0,3.930526428×10^0,8.343948669×10^0
8.651882500×10^-1,-7.014862518×10^0,4.022584991×10^0,9.140142975×10^0
8.751372500×10^-1,-6.189478912×10^0,4.072281647×10^0,9.439221039×10^0
8.850862500×10^-1,-5.433101807×10^0,3.992796936×10^0,9.553433533×10^0
8.950352500×10^-1,-5.089566193×10^0,3.828738098×10^0,9.801018677×10^0
9.049842500×10^-1,-4.977000275×10^0,3.902684326×10^0,9.474547577×10^0
9.149332500×10^-1,-5.030289459×10^0,4.122427368×10^0,8.776549072×10^0
9.248822500×10^-1,-4.774321747×10^0,4.319268036×10^0,8.206534424×10^0
9.348312500×10^-1,-4.423900452×10^0,4.213138733×10^0,7.775879974×10^0
9.447802500×10^-1,-4.277055817×10^0,3.700305176×10^0,6.529721375×10^0
9.547292500×10^-1,-4.392765198×10^0,2.914738770×10^0,5.682932281×10^0
9.646782500×10^-1,-3.856729889×10^0,3.191513214×10^0,8.802445221×10^0
9.746282500×10^-1,-4.897964630×10^0,2.900069275×10^0,9.439520416×10^0
9.845772500×10^-1,-5.553601227×10^0,2.260748749×10^0,7.521409149×10^0
9.945262500×10^-1,-5.202132111×10^0,2.876268768×10^0,6.835834808×10^0
1.004475250×10^0,-5.078788605×10^0,3.286864929×10^0,7.376959534×10^0
1.014424250×10^0,-5.689368896×10^0,2.962040405×10^0,7.621101837×10^0
1.024373250×10^0,-6.795269165×10^0,2.755919037×10^0,6.426885223×10^0
1.034322250×10^0,-5.805826721×10^0,2.935395813×10^0,5.675896912×10^0
1.044271250×10^0,-6.199657745×10^0,2.968327332×10^0,5.686674500×10^0
1.054220250×10^0,-6.209986267×10^0,2.537074127×10^0,5.780529327×10^0
1.064169250×10^0,-5.844596100×10^0,2.163151703×10^0,6.149661713×10^0
1.074118250×10^0,-5.284460907×10^0,2.245630188×10^0,6.787185974×10^0
1.084067250×10^0,-5.696254578×10^0,1.932032318×10^0,6.773115234×10^0
1.094016250×10^0,-6.396199036×10^0,1.572480011×10^0,5.822292480×10^0
1.103965250×10^0,-7.171586609×10^0,1.114133148×10^0,4.900060272×10^0
1.113914250×10^0,-7.907306671×10^0,7.352709961×10^-1,5.144352264×10^0
1.123864250×10^0,-8.987161102×10^0,5.279521179×10^-1,4.847070465×10^0
1.133813250×10^0,-7.322472839×10^0,1.770817566×10^-1,4.599784698×10^0
1.143762250×10^0,-6.574927368×10^0,-6.259982300×10^-1,5.418432312×10^0
1.153711250×10^0,-6.307283936×10^0,-1.381776581×10^0,6.313570862×10^0
1.163660250×10^0,-6.361171875×10^0,-1.319955139×10^0,7.195836182×10^0
1.173609250×10^0,-7.167545013×10^0,-6.788383484×10^-1,4.756209412×10^0
1.183558250×10^0,-1.019919067×10^1,1.012494507×10^0,2.867437134×10^0
1.193507250×10^0,-1.142274628×10^1,4.254153442×10^-1,1.417896469×10^1
1.203456250×10^0,-8.342002716×10^0,-1.911075897×10^0,1.584350327×10^1
1.213405250×10^0,-6.393804016×10^0,-2.576891327×10^0,1.203661972×10^1
1.223354250×10^0,-7.245832214×10^0,-1.714983673×10^0,9.404792633×10^0
1.233303250×10^0,-7.132368164×10^0,-9.485774231×10^-1,8.936566315×10^0
1.243252250×10^0,-7.193590851×10^0,-1.032403107×10^0,1.028825546×10^1
1.253201250×10^0,-7.372768250×10^0,-2.574795685×10^0,6.608757019×10^0
1.263150250×10^0,-7.941884766×10^0,-1.516346741×10^0,4.493954773×10^0
