"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.308388667×10^0,1.263695121×10^0,5.602535093×10^-4,3.103397191×10^-1
1.318338667×10^0,1.051000118×10^0,-3.429153562×10^-1,3.129687905×10^-1
1.328288667×10^0,9.195166826×10^-1,-2.327590287×10^-1,2.838033140×10^-1
1.338238667×10^0,8.007091284×10^-1,-8.209495991×10^-2,2.176157683×10^-1
1.348188667×10^0,7.119060755×10^-1,5.881859735×10^-2,2.386913896×10^-1
1.358138667×10^0,6.549900770×10^-1,1.122647822×10^-1,3.441975713×10^-1
1.368088667×10^0,6.253418326×10^-1,5.905150250×10^-2,4.664323330×10^-1
1.378038667×10^0,6.341246367×10^-1,-8.483323455×10^-2,5.599886775×10^-1
1.387987667×10^0,6.570886374×10^-1,-3.300589919×10^-1,6.439213753×10^-1
1.397937667×10^0,7.124462128×10^-1,-4.908454716×10^-1,7.400375605×10^-1
1.407887667×10^0,8.491557837×10^-1,-4.501418173×10^-1,8.579670191×10^-1
1.417837667×10^0,9.943950176×10^-1,-3.867679238×10^-1,9.547659755×10^-1
1.427787667×10^0,1.008928657×10^0,-2.907738686×10^-1,9.777047634×10^-1
1.437737667×10^0,9.810740948×10^-1,-3.654425144×10^-1,9.223616123×10^-1
1.447687667×10^0,1.028352618×10^0,-7.104795575×10^-1,7.611792684×10^-1
1.457637667×10^0,1.199731469×10^0,-9.090389609×10^-1,6.839204431×10^-1
1.467587667×10^0,1.359873772×10^0,-9.241369963×10^-1,7.981635928×10^-1
1.477537667×10^0,1.450814605×10^0,-9.425405264×10^-1,1.047802448×10^0
1.487487667×10^0,1.535161972×10^0,-1.087689877×10^0,1.362939835×10^0
1.497437667×10^0,1.732408404×10^0,-1.185309410×10^0,1.637226462×10^0
1.507387667×10^0,1.965929389×10^0,-1.187128186×10^0,1.850642085×10^0
1.517337667×10^0,2.090901136×10^0,-1.424348950×10^0,1.879063129×10^0
1.527287667×10^0,2.095735312×10^0,-1.733898401×10^0,1.779416203×10^0
1.537236667×10^0,2.085911751×10^0,-1.727824807×10^0,1.739244103×10^0
1.547186667×10^0,2.033395529×10^0,-1.556181550×10^0,1.732450962×10^0
1.557136667×10^0,1.946485400×10^0,-1.451948524×10^0,1.673949838×10^0
1.567086667×10^0,1.857228041×10^0,-1.398439527×10^0,1.535192013×10^0
1.577036667×10^0,1.797716022×10^0,-1.288575888×10^0,1.313175201×10^0
1.586986667×10^0,1.763398170×10^0,-1.205613136×10^0,1.069166422×10^0
1.596936667×10^0,1.743904710×10^0,-1.105404019×10^0,9.226067662×10^-1
1.606886667×10^0,1.717222095×10^0,-9.254455566×10^-1,8.266218901×10^-1
1.616836667×10^0,1.719599962×10^0,-7.303461432×10^-1,7.611022592×10^-1
1.626786667×10^0,1.724953294×10^0,-5.598716140×10^-1,7.132270336×10^-1
1.636736667×10^0,1.712057233×10^0,-5.670136809×10^-1,7.489299178×10^-1
1.646686667×10^0,1.678971410×10^0,-4.536576271×10^-1,8.066881299×10^-1
1.656636667×10^0,1.687700033×10^0,-2.974261940×10^-1,8.822894096×10^-1
1.666586667×10^0,1.680253029×10^0,-2.799753249×10^-1,9.567154646×10^-1
1.676535667×10^0,1.600318551×10^0,-3.511970341×10^-1,9.436308146×10^-1
1.686485667×10^0,1.510619879×10^0,-3.222451806×10^-1,8.217048645×10^-1
1.696435667×10^0,1.432201505×10^0,-2.107032239×10^-1,6.137122512×10^-1
1.706385667×10^0,1.360260129×10^0,-1.231567040×10^-1,3.437662423×10^-1
1.716335667×10^0,1.335267186×10^0,-8.276989684×10^-3,3.081552684×10^-2
1.726285667×10^0,1.350546837×10^0,1.082006246×10^-1,-3.042331040×10^-1
1.736235667×10^0,1.417176127×10^0,1.978732497×10^-1,-6.400185227×10^-1
1.746185667×10^0,1.534886360×10^0,1.519219130×10^-1,-9.761525393×10^-1
1.756135667×10^0,1.681254745×10^0,-2.915573493×10^-2,-1.276489496×10^0
1.766085667×10^0,1.875966191×10^0,-2.082071602×10^-1,-1.458763123×10^0
1.776035667×10^0,2.099586487×10^0,-3.218479455×10^-1,-1.579272985×10^0
1.785985667×10^0,2.316918373×10^0,-4.260973632×10^-1,-1.698025465×10^0
1.795935667×10^0,2.561834097×10^0,-5.711802244×10^-1,-1.818186045×10^0
1.805885667×10^0,2.827968121×10^0,-6.250569224×10^-1,-1.899579883×10^0
1.815835667×10^0,3.050082922×10^0,-5.798247457×10^-1,-1.892969370×10^0
1.825784667×10^0,3.199849844×10^0,-4.969970882×10^-1,-1.766430974×10^0
1.835734667×10^0,3.271694899×10^0,-4.687010050×10^-1,-1.568721414×10^0
1.845684667×10^0,3.291842937×10^0,-4.996463358×10^-1,-1.358101130×10^0
1.855634667×10^0,3.287756205×10^0,-4.925705791×10^-1,-1.114644766×10^0
1.865584667×10^0,3.202542782×10^0,-4.573045969×10^-1,-9.044098854×10^-1
1.875534667×10^0,3.032269478×10^0,-4.587046206×10^-1,-7.346941233×10^-1
1.885484667×10^0,2.819360971×10^0,-5.480802059×10^-1,-6.394578815×10^-1
1.895434667×10^0,2.579228640×10^0,-6.520295143×10^-1,-6.740720868×10^-1
1.905384667×10^0,2.337743759×10^0,-6.605869532×10^-1,-7.272250652×10^-1
1.915334667×10^0,2.057269335×10^0,-5.921500921×10^-1,-8.058903217×10^-1
1.925284667×10^0,1.726015687×10^0,-4.387515485×10^-1,-8.766795397×10^-1
1.935234667×10^0,1.415114522×10^0,-2.582030892×10^-1,-9.513098598×10^-1
1.945184667×10^0,1.167176723×10^0,-8.424711972×10^-2,-1.028999209×10^0
1.955133667×10^0,9.774430394×10^-1,-1.118742228×10^-1,-1.084591389×10^0
1.965083667×10^0,7.863752842×10^-1,-1.533440351×10^-1,-1.159585476×10^0
1.975033667×10^0,6.426082850×10^-1,-1.503181458×10^-1,-1.220796824×10^0
1.984983667×10^0,5.190507174×10^-1,-2.663369179×10^-1,-1.215913773×10^0
1.994933667×10^0,4.194596708×10^-1,-3.714500070×10^-1,-1.110812426×10^0
2.004883667×10^0,3.065600395×10^-1,-3.048143983×10^-1,-7.863593102×10^-1
2.014833667×10^0,2.226470411×10^-1,-2.013455331×10^-1,-5.978218913×10^-1
2.024783667×10^0,1.437813193×10^-1,-2.307605892×10^-1,-4.190277159×10^-1
2.034733667×10^0,5.489832163×10^-2,-7.132165879×10^-2,-1.872855723×10^-1
2.044683667×10^0,-1.456466764×10^-1,1.130337343×10^-1,1.379926354×10^-1
2.054633667×10^0,-3.514725566×10^-1,4.090227783×10^-1,4.912566841×10^-1
2.064583667×10^0,-5.597956777×10^-1,5.540947914×10^-1,8.309524655×10^-1
2.074533667×10^0,-7.356940508×10^-1,5.351898074×10^-1,1.036881924×10^0
2.084483667×10^0,-8.877573609×10^-1,3.929696977×10^-1,1.040786505×10^0
2.094432667×10^0,-9.364780188×10^-1,1.786360890×10^-1,9.669433832×10^-1
2.104382667×10^0,-8.848518133×10^-1,1.271960437×10^-1,8.630190492×10^-1
2.114333000×10^0,-7.387481332×10^-1,3.351642564×10^-2,6.737186313×10^-1
2.124283000×10^0,-5.320786834×10^-1,-2.061011456×10^-2,4.737499654×10^-1
2.134233000×10^0,-3.108182251×10^-1,-1.393202543×10^-1,2.993265092×10^-1
2.144183000×10^0,-6.185490638×10^-2,-3.047803640×10^-1,1.821276248×10^-1
2.154133000×10^0,1.570484191×10^-1,-3.817148209×10^-1,1.373457760×10^-1
2.164083000×10^0,2.803210318×10^-1,-3.248430192×10^-1,8.998888731×10^-2
2.174033000×10^0,3.605327904×10^-1,-2.912917137×10^-1,2.242901735×10^-2
2.183983000×10^0,3.910686076×10^-1,-2.627204061×10^-1,-2.881265059×10^-2
2.193933000×10^0,4.039833546×10^-1,-2.734628022×10^-1,-8.399520814×10^-2
2.203883000×10^0,3.956377208×10^-1,-3.117952049×10^-1,-1.504994631×10^-1
2.213833000×10^0,4.076722562×10^-1,-4.163466394×10^-1,-1.961513609×10^-1
2.223783000×10^0,2.220325470×10^-1,-5.903813839×10^-1,-4.015035629×10^-1
2.233732000×10^0,-8.974984288×10^-2,-7.377620339×10^-1,-8.125994802×10^-1
2.243682000×10^0,-3.253739178×10^-1,-8.572777510×10^-1,-1.382430077×10^0
2.253632000×10^0,-1.282429993×10^-1,-7.922976613×10^-1,-1.415267944×10^0
2.263582000×10^0,7.305434346×10^-2,-8.411425352×10^-1,-9.790707231×10^-1
2.273532000×10^0,2.198549807×10^-1,-7.956773639×10^-1,-4.519946277×10^-1
2.283482000×10^0,3.782733083×10^-1,-7.367683053×10^-1,-9.876451641×10^-2
2.293432000×10^0,3.920844495×10^-1,-7.350974679×10^-1,-5.858566985×10^-2
2.303382000×10^0,2.113148719×10^-1,-8.266290426×10^-1,-1.069979146×10^-1
2.313332000×10^0,4.308164865×10^-2,-9.828886986×10^-1,-4.486289993×10^-2
2.323282000×10^0,-7.996544242×10^-2,-8.831109405×10^-1,1.308716387×10^-1
2.333232000×10^0,-2.158465683×10^-1,-7.385596037×10^-1,4.077381194×10^-1
2.343182000×10^0,-3.810171485×10^-1,-6.070840955×10^-1,7.334391475×10^-1
2.353132000×10^0,-5.484316945×10^-1,-5.099572539×10^-1,1.087222695×10^0
2.363082000×10^0,-6.421905756×10^-1,-3.556772768×10^-1,1.435380340×10^0
2.373031000×10^0,-6.504706144×10^-1,-1.464255452×10^-1,1.718406677×10^0
2.382981000×10^0,-6.224587560×10^-1,1.703598797×10^-1,1.860125065×10^0
2.392931000×10^0,-6.279028058×10^-1,3.595971763×10^-1,1.973788500×10^0
2.402881000×10^0,-7.287403941×10^-1,4.446297288×10^-1,2.152836561×10^0
2.412831000×10^0,-9.068574309×10^-1,3.077531159×10^-1,2.375135660×10^0
2.422781000×10^0,-1.046211004×10^0,2.945500016×10^-1,2.573436737×10^0
2.432731000×10^0,-1.176162601×10^0,4.401170611×10^-1,2.769587994×10^0
2.442681000×10^0,-1.367960572×10^0,6.139737964×10^-1,3.121972799×10^0
2.452631000×10^0,-1.498645067×10^0,8.515589237×10^-1,3.358660698×10^0
2.462581000×10^0,-1.404325366×10^0,1.215718627×10^0,3.462019920×10^0
2.472531000×10^0,-9.414282441×10^-1,1.356683254×10^0,3.222798347×10^0
2.482481000×10^0,-9.801948443×10^-3,8.866972923×10^-1,2.560700178×10^0
2.492431000×10^0,9.735561609×10^-1,3.734388053×10^-1,1.343232393×10^0
2.502380000×10^0,1.418394804×10^0,3.758830428×10^-1,2.464265972×10^-1
2.512330000×10^0,1.537860274×10^0,7.275377512×10^-1,5.369309336×10^-2
2.522280000×10^0,1.810584188×10^0,4.990426898×10^-1,8.607473969×10^-1
2.532230000×10^0,1.979102373×10^0,-2.497143894×10^-1,1.710128546×10^0
2.542180000×10^0,1.543787479×10^0,-5.794326663×10^-1,2.344054461×10^0
2.552130000×10^0,5.698118806×10^-1,-7.449084520×10^-1,2.788422585×10^0
2.562080000×10^0,-4.985903203×10^-1,-1.239255071×10^0,3.061678410×10^0
2.572030000×10^0,-1.316148877×10^0,-2.063152552×10^0,3.231351614×10^0
2.581980000×10^0,-1.745684862×10^0,-2.963762283×10^0,3.256616592×10^0
2.591930000×10^0,-1.875366092×10^0,-3.455968380×10^0,2.851899147×10^0
2.601880000×10^0,-1.940265059×10^0,-2.953641176×10^0,1.782364130×10^0
2.611830000×10^0,-1.925273061×10^0,-1.886729121×10^0,4.687312245×10^-1
2.621780000×10^0,-1.756303310×10^0,-6.449276209×10^-1,-7.229279876×10^-1
2.631730000×10^0,-1.461919546×10^0,3.297126591×10^-1,-1.301394224×10^0
2.641679000×10^0,-1.128233910×10^0,6.456734538×10^-1,-1.385391116×10^0
2.651629000×10^0,-7.857816815×10^-1,5.681315064×10^-1,-1.134945869×10^0
2.661579000×10^0,-5.713142753×10^-1,5.339044929×10^-1,-6.515098214×10^-1
2.671529000×10^0,-3.897359371×10^-1,4.197470248×10^-1,-2.544961572×10^-1
2.681479000×10^0,-1.631450653×10^-1,2.100897729×10^-1,-1.325963736×10^-1
2.691429000×10^0,8.181541413×10^-2,-1.302550286×10^-1,-2.131953388×10^-1
2.701379000×10^0,2.654561996×10^-1,-5.324373245×10^-1,-3.188928068×10^-1
2.711329000×10^0,3.635968864×10^-1,-8.527228832×10^-1,-3.821484745×10^-1
2.721279000×10^0,4.044654369×10^-1,-1.217171311×10^0,-5.357341170×10^-1
2.731229000×10^0,2.738110125×10^-1,-1.521662235×10^0,-7.925168872×10^-1
2.741179000×10^0,-5.646963045×10^-2,-2.146144152×10^0,-1.155012250×10^0
2.751129000×10^0,-3.361950219×10^-1,-2.669233561×10^0,-1.332667947×10^0
2.761079000×10^0,-4.980615377×10^-1,-2.584044695×10^0,-1.319599748×10^0
2.771029000×10^0,-5.418950319×10^-1,-2.300160885×10^0,-1.163546801×10^0
2.780978000×10^0,-3.485229611×10^-1,-1.750995398×10^0,-9.482147694×10^-1
2.790928000×10^0,-2.917097881×10^-3,-1.098841906×10^0,-7.123867869×10^-1
2.800878000×10^0,3.428209126×10^-1,-5.009196401×10^-1,-4.860633612×10^-1
2.810828000×10^0,5.265750289×10^-1,-1.204452664×10^-1,-3.064062595×10^-1
2.820778000×10^0,4.820430279×10^-1,-4.031957686×10^-2,-2.131628841×10^-1
2.830728000×10^0,2.822100818×10^-1,-1.525081694×10^-1,-1.878593862×10^-1
2.840678000×10^0,6.861802191×10^-2,-3.067801893×10^-1,-1.856036484×10^-1
2.850628000×10^0,-3.761333600×10^-2,-4.128653705×10^-1,-1.896575093×10^-1
2.860578000×10^0,-2.734651417×10^-2,-4.471950233×10^-1,-2.049293071×10^-1
2.870528000×10^0,4.439185187×10^-2,-4.501468539×10^-1,-2.366611362×10^-1
2.880478000×10^0,1.279881746×10^-1,-4.571717083×10^-1,-2.620537281×10^-1
2.890428000×10^0,1.932744980×10^-1,-4.722414911×10^-1,-2.778382897×10^-1
2.900378000×10^0,2.269201726×10^-1,-4.749276042×10^-1,-2.783445716×10^-1
2.910327000×10^0,2.294094265×10^-1,-4.701544344×10^-1,-2.697327137×10^-1
2.920277000×10^0,2.284841239×10^-1,-4.588935673×10^-1,-2.541491389×10^-1
2.930227000×10^0,2.484868616×10^-1,-4.299543202×10^-1,-2.395640910×10^-1
2.940177000×10^0,2.925902605×10^-1,-3.785074651×10^-1,-2.224837542×10^-1
2.950127000×10^0,3.452146053×10^-1,-3.110248446×10^-1,-1.967645437×10^-1
2.960077000×10^0,3.954167068×10^-1,-2.470929474×10^-1,-1.655242443×10^-1
2.970027000×10^0,4.436390996×10^-1,-1.788049787×10^-1,-1.407214254×10^-1
2.979977000×10^0,4.812057316×10^-1,-1.117261201×10^-1,-1.200196296×10^-1
2.989927000×10^0,5.234578252×10^-1,-5.196957290×10^-2,-1.024619341×10^-1
2.999877000×10^0,5.762587786×10^-1,-2.893644013×10^-2,-9.782243520×10^-2
3.009827000×10^0,6.370140314×10^-1,-3.783033416×10^-2,-9.900940955×10^-2
3.019777000×10^0,7.003886700×10^-1,-6.775705516×10^-2,-1.065334603×10^-1
3.029727000×10^0,7.708335519×10^-1,-9.903214872×10^-2,-1.276504546×10^-1
3.039677000×10^0,8.592232466×10^-1,-1.012239084×10^-1,-1.771760136×10^-1
3.049626000×10^0,9.614950418×10^-1,-1.003376096×10^-1,-2.466847897×10^-1
3.059576000×10^0,1.077739239×10^0,-1.490329355×10^-1,-3.422581553×10^-1
3.069526000×10^0,1.201496601×10^0,-2.969185114×10^-1,-4.376906753×10^-1
3.079476000×10^0,1.274676800×10^0,-4.497771561×10^-1,-4.294096231×10^-1
3.089426000×10^0,1.274041414×10^0,-5.398969054×10^-1,-3.585380912×10^-1
3.099376000×10^0,1.228974342×10^0,-5.277077556×10^-1,-2.947644889×10^-1
3.109326000×10^0,1.157678246×10^0,-3.915251493×10^-1,-2.435276508×10^-1
3.119275625×10^0,1.069939375×10^0,-2.540254891×10^-1,-2.030853182×10^-1
3.129225625×10^0,9.485743642×10^-1,-1.435285658×10^-1,-1.582648456×10^-1
3.139175625×10^0,7.484776974×10^-1,2.491867542×10^-2,-9.448270500×10^-2
