"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.034563333×10^-1,1.134552956×10^0,4.839806855×10^-1,-1.209073901×10^0
3.134063333×10^-1,1.106559515×10^0,5.215944648×10^-1,-1.128358245×10^0
3.233563333×10^-1,1.114806294×10^0,5.507363677×10^-1,-1.023574829×10^0
3.333053333×10^-1,1.178989649×10^0,6.061020494×10^-1,-9.509195685×10^-1
3.432553333×10^-1,1.318070412×10^0,6.560954452×10^-1,-9.245569110×10^-1
3.532053333×10^-1,1.502805829×10^0,7.754909992×10^-1,-9.726180434×10^-1
3.631543333×10^-1,1.685525060×10^0,9.399071336×10^-1,-1.083075881×10^0
3.731043333×10^-1,1.835919261×10^0,1.055877090×10^0,-1.189126253×10^0
3.830543333×10^-1,1.903245568×10^0,1.106334209×10^0,-1.241188407×10^0
3.930043333×10^-1,1.891874790×10^0,1.055849910×10^0,-1.213057995×10^0
4.029533333×10^-1,1.859671593×10^0,9.650992155×10^-1,-1.104048133×10^0
4.129033333×10^-1,1.866079450×10^0,9.234552383×10^-1,-9.609068036×10^-1
4.228533333×10^-1,1.922832727×10^0,9.619001150×10^-1,-8.363111019×10^-1
4.328023333×10^-1,1.994405031×10^0,1.061497331×10^0,-7.486574054×10^-1
4.427523333×10^-1,1.942469954×10^0,1.266381979×10^0,-7.102064490×10^-1
4.527023333×10^-1,1.726957321×10^0,1.361721992×10^0,-6.894990206×10^-1
4.626513333×10^-1,1.448315024×10^0,1.283751011×10^0,-6.528256536×10^-1
4.726013333×10^-1,1.163244486×10^0,1.178522587×10^0,-6.090941429×10^-1
4.825513333×10^-1,9.570828676×10^-1,1.054212570×10^0,-5.613353848×10^-1
4.925013333×10^-1,8.990507126×10^-1,9.305191040×10^-1,-5.666618347×10^-1
5.024503333×10^-1,9.049959779×10^-1,9.260737300×10^-1,-6.952634454×10^-1
5.124003333×10^-1,9.175345302×10^-1,9.335345626×10^-1,-9.546405673×10^-1
5.223503333×10^-1,8.943804502×10^-1,8.694471717×10^-1,-1.298608541×10^0
5.322993333×10^-1,8.397503495×10^-1,7.085894346×10^-1,-1.569039941×10^0
5.422493333×10^-1,7.778095007×10^-1,4.710255563×10^-1,-1.675907254×10^0
5.521993333×10^-1,7.523106337×10^-1,2.584617436×10^-1,-1.632990241×10^0
5.621493333×10^-1,7.486735582×10^-1,8.717069030×10^-2,-1.519740582×10^0
5.720983333×10^-1,7.573578358×10^-1,6.506931037×10^-2,-1.384089947×10^0
5.820483333×10^-1,7.623392344×10^-1,1.601508111×10^-1,-1.215128422×10^0
5.919983333×10^-1,7.520128489×10^-1,2.625522912×10^-1,-9.955496788×10^-1
6.019473333×10^-1,7.223532200×10^-1,3.918005526×10^-1,-7.879365683×10^-1
6.118973333×10^-1,7.226915359×10^-1,5.708458424×10^-1,-6.263667345×10^-1
6.218473333×10^-1,7.509620786×10^-1,7.442741394×10^-1,-5.321092010×10^-1
6.317963333×10^-1,7.558164597×10^-1,9.434700012×10^-1,-5.047365427×10^-1
6.417463333×10^-1,8.543712497×10^-1,1.076103449×10^0,-4.877606928×10^-1
6.516963333×10^-1,9.340746403×10^-1,1.123276949×10^0,-3.975070715×10^-1
6.616463333×10^-1,9.391287565×10^-1,1.027675033×10^0,-2.734215856×10^-1
6.715953333×10^-1,9.377220869×10^-1,8.453463912×10^-1,-1.962569654×10^-1
6.815453333×10^-1,9.976698160×10^-1,6.900396347×10^-1,-1.294009686×10^-1
6.914953333×10^-1,1.138617992×10^0,6.062269211×10^-1,-7.319706678×10^-2
7.014443333×10^-1,1.291708708×10^0,5.309697390×10^-1,-7.352117449×10^-2
7.113943333×10^-1,1.454153657×10^0,7.142437696×10^-1,-1.006564200×10^-1
7.213443333×10^-1,1.493749261×10^0,1.143482924×10^0,-1.209214777×10^-1
7.312933333×10^-1,1.544399977×10^0,1.390164018×10^0,-2.027421892×10^-1
7.412433333×10^-1,1.636489391×10^0,1.478011250×10^0,-2.972303629×10^-1
7.511933333×10^-1,1.721255064×10^0,1.547384381×10^0,-4.163709581×10^-1
7.611433333×10^-1,1.645654917×10^0,1.623473763×10^0,-4.409016073×10^-1
7.710923333×10^-1,1.561738849×10^0,1.587038755×10^0,-4.094871879×10^-1
7.810423333×10^-1,1.437790513×10^0,1.374310017×10^0,-3.872769475×10^-1
7.909923333×10^-1,1.304421902×10^0,1.097871184×10^0,-3.457956612×10^-1
8.009413333×10^-1,1.252681136×10^0,7.789115310×10^-1,-3.049238622×10^-1
8.108913333×10^-1,1.112640142×10^0,7.256500721×10^-1,-2.502806783×10^-1
8.208413333×10^-1,1.137057304×10^0,6.380895972×10^-1,-2.621570528×10^-1
8.307913333×10^-1,1.173723936×10^0,4.989049733×10^-1,-4.505465925×10^-1
8.407403333×10^-1,1.039919615×10^0,3.959972262×10^-1,-6.488043070×10^-1
8.506903333×10^-1,8.439792991×10^-1,1.101337969×10^-1,-7.701205015×10^-1
8.606403333×10^-1,6.985475421×10^-1,-1.328780502×10^-1,-8.464863896×10^-1
8.705893333×10^-1,5.639193654×10^-1,1.269107014×10^-1,-9.611312151×10^-1
8.805393333×10^-1,8.174794912×10^-1,4.158647358×10^-2,-9.961816072×10^-1
8.904893333×10^-1,9.063489437×10^-1,1.555936933×10^-1,-9.822015762×10^-1
9.004393333×10^-1,9.316555858×10^-1,2.719317377×10^-1,-9.106861353×10^-1
9.103883333×10^-1,9.229273200×10^-1,3.083241880×10^-1,-7.521171570×10^-1
9.203383333×10^-1,8.851056695×10^-1,3.044008315×10^-1,-5.938862562×10^-1
9.302883333×10^-1,8.225309253×10^-1,2.187860608×10^-1,-4.443773031×10^-1
9.402373333×10^-1,7.151946425×10^-1,1.468937546×10^-1,-2.997857630×10^-1
9.501873333×10^-1,6.062018275×10^-1,8.125007153×10^-2,-1.593273431×10^-1
9.601373333×10^-1,4.953624010×10^-1,2.663023025×10^-2,-1.135172695×10^-2
9.700863333×10^-1,3.940715194×10^-1,2.360856719×10^-2,1.346537173×10^-1
9.800363333×10^-1,3.895510733×10^-1,-3.480520472×10^-2,2.658780515×10^-1
9.899863333×10^-1,4.095624983×10^-1,5.071781576×10^-2,3.583213687×10^-1
9.999363333×10^-1,4.316081405×10^-1,1.418559700×10^-1,3.984480202×10^-1
1.009885333×10^0,4.482796192×10^-1,1.015211642×10^-1,4.320712984×10^-1
1.019835333×10^0,4.498066902×10^-1,8.753690124×10^-2,4.390788674×10^-1
1.029785333×10^0,5.200245380×10^-1,-4.774280824×10^-3,3.855182827×10^-1
1.039734333×10^0,5.959379673×10^-1,-3.698388487×10^-2,2.469766289×10^-1
1.049684333×10^0,6.515854597×10^-1,-1.752964221×10^-2,7.292820513×10^-2
1.059634333×10^0,7.111262679×10^-1,-1.770434529×10^-2,-7.575341314×10^-2
1.069584333×10^0,7.954906225×10^-1,-7.312977314×10^-2,-2.060252726×10^-1
1.079533333×10^0,8.662236333×10^-1,-1.142266095×10^-1,-3.860312700×10^-1
1.089483333×10^0,8.369124532×10^-1,-2.277565300×10^-1,-6.690233350×10^-1
1.099433333×10^0,8.458049893×10^-1,-4.438765943×10^-1,-9.028747082×10^-1
1.109382333×10^0,9.093270898×10^-1,-4.931123257×10^-1,-1.045604825×10^0
1.119332333×10^0,1.035857081×10^0,-4.788010120×10^-1,-1.107188106×10^0
1.129282333×10^0,1.224942565×10^0,-5.958718657×10^-1,-1.101462364×10^0
1.139231333×10^0,1.456556082×10^0,-6.664856076×10^-1,-8.946405053×10^-1
1.149181333×10^0,1.538839579×10^0,-6.594360471×10^-1,-5.583187938×10^-1
1.159131458×10^0,1.111139417×10^0,-2.324335575×10^-1,-5.437531471×10^-1
1.169081458×10^0,2.028994411×10^-1,-4.670671821×10^-1,-8.920174837×10^-1
1.179030458×10^0,-4.470934868×10^-1,-1.609418392×10^0,-1.150612593×10^0
1.188980458×10^0,-6.269798875×10^-1,-1.779108167×10^0,-1.252165914×10^0
1.198930458×10^0,-4.795449376×10^-1,-7.162847519×10^-1,-1.220759749×10^0
1.208879458×10^0,-4.628327191×10^-1,1.437460333×10^-1,-8.990502954×10^-1
1.218829458×10^0,-4.351512790×10^-1,5.173065662×10^-1,-6.476476192×10^-1
1.228779458×10^0,-4.573246241×10^-1,8.833785653×10^-1,-5.584996939×10^-1
1.238729458×10^0,-5.328103304×10^-1,1.183468342×10^0,-7.006911635×10^-1
1.248678458×10^0,-6.431429386×10^-1,1.407437205×10^0,-8.967249393×10^-1
1.258628458×10^0,-7.264506221×10^-1,1.349496603×10^0,-9.641689658×10^-1
1.268578458×10^0,-7.971469760×10^-1,1.205270529×10^0,-1.051726341×10^0
1.278527458×10^0,-8.428566456×10^-1,9.724255800×10^-1,-1.250321150×10^0
1.288477458×10^0,-8.730611205×10^-1,6.589516997×10^-1,-1.442713380×10^0
1.298427458×10^0,-9.172893167×10^-1,2.450810522×10^-1,-1.634602308×10^0
1.308377458×10^0,-1.000690103×10^0,-2.985976338×10^-1,-1.847300053×10^0
1.318326458×10^0,-1.076136708×10^0,-5.565679669×10^-1,-2.128141880×10^0
1.328276458×10^0,-9.273483157×10^-1,-9.097593427×10^-1,-2.277331591×10^0
1.338226458×10^0,-8.421607018×10^-1,-1.312230110×10^0,-2.328979015×10^0
1.348175458×10^0,-7.794761062×10^-1,-1.542806745×10^0,-2.345551014×10^0
1.358125458×10^0,-6.952430010×10^-1,-1.572612047×10^0,-2.412707806×10^0
1.368075458×10^0,-5.589956045×10^-1,-1.451780796×10^0,-2.443601608×10^0
1.378024458×10^0,-5.451689959×10^-1,-1.257565260×10^0,-2.230315447×10^0
1.387974458×10^0,-5.329338312×10^-1,-8.325951099×10^-1,-1.816176057×10^0
1.397924458×10^0,-4.256561399×10^-1,-3.532857895×10^-1,-1.070622206×10^0
1.407874458×10^0,-3.725861609×10^-1,1.529139094×10^-2,-8.574170619×10^-2
1.417823458×10^0,-4.276235998×10^-1,-1.531019434×10^-2,1.003166437×10^0
1.427773458×10^0,-4.928761423×10^-1,-1.247630343×10^-1,1.586759686×10^0
1.437723458×10^0,-4.882867038×10^-1,-3.243512213×10^-1,1.859082222×10^0
1.447672458×10^0,-4.564085007×10^-1,-4.533410370×10^-1,1.994475126×10^0
1.457622458×10^0,-4.395019710×10^-1,-5.122187734×10^-1,1.937414765×10^0
1.467572458×10^0,-4.074606299×10^-1,-4.513468444×10^-1,1.746603489×10^0
1.477522458×10^0,-3.734560609×10^-1,-2.551320493×10^-1,1.629264951×10^0
1.487471458×10^0,-3.014836013×10^-1,-3.281692043×10^-2,1.697786689×10^0
1.497421458×10^0,-2.236721814×10^-1,1.121466607×10^-1,2.016150475×10^0
1.507371458×10^0,-3.901399672×10^-2,1.750087291×10^-1,2.441237926×10^0
1.517320458×10^0,8.830800653×10^-2,2.685938179×10^-1,2.976066351×10^0
1.527270458×10^0,2.549862862×10^-1,2.978864312×10^-1,3.578307629×10^0
1.537220458×10^0,3.402242064×10^-1,3.354987800×10^-1,4.229841709×10^0
1.547170458×10^0,4.267788529×10^-1,3.383381367×10^-1,4.794706345×10^0
1.557119458×10^0,4.893402159×10^-1,3.563868999×10^-1,5.235064507×10^0
1.567069458×10^0,5.622216463×10^-1,2.890035510×10^-1,5.522137165×10^0
1.577019458×10^0,6.385750175×10^-1,1.134115010×10^-1,5.707141876×10^0
1.586968458×10^0,6.619560122×10^-1,-1.353564858×10^-1,5.816582680×10^0
1.596918458×10^0,6.526027322×10^-1,-4.445121884×10^-1,5.910192490×10^0
1.606868458×10^0,5.890008211×10^-1,-6.661113501×10^-1,5.966106892×10^0
1.616817458×10^0,5.603899360×10^-1,-7.151561379×10^-1,5.966420650×10^0
1.626767458×10^0,8.984289765×10^-1,-9.917625785×10^-1,5.924507141×10^0
1.636717458×10^0,1.305860400×10^0,-1.005689859×10^0,5.808914661×10^0
1.646667458×10^0,1.733297467×10^0,-1.205711484×10^0,5.601359367×10^0
1.656616458×10^0,2.111767530×10^0,-2.321494341×10^0,5.183273792×10^0
1.666566458×10^0,2.126114368×10^0,-4.392302036×10^0,4.332786083×10^0
1.676516458×10^0,1.640041828×10^0,-6.308579445×10^0,3.473444700×10^0
1.686465458×10^0,8.450759649×10^-1,-6.941662788×10^0,2.960356236×10^0
1.696415458×10^0,-2.262972444×10^-1,-6.305044651×10^0,2.666544437×10^0
1.706365458×10^0,-1.294589877×10^0,-5.003051758×10^0,2.544427872×10^0
1.716315458×10^0,-2.061845541×10^0,-3.477814198×10^0,2.503700256×10^0
1.726264458×10^0,-2.256402016×10^0,-1.900194287×10^0,2.297342777×10^0
1.736214458×10^0,-1.524002552×10^0,1.604516864×10^0,1.066823483×10^0
1.746164458×10^0,-5.443582535×10^-1,5.510921955×10^0,-6.648713946×10^-1
1.756113458×10^0,-2.076041549×10^-1,7.605812073×10^0,-1.627858400×10^0
1.766063458×10^0,-3.488171101×10^-1,8.142891884×10^0,-1.772616625×10^0
1.776013458×10^0,-9.128860235×10^-1,7.353293419×10^0,-1.478060365×10^0
1.785963458×10^0,-2.078344822×10^0,4.415331841×10^0,-9.095135331×10^-1
1.795912458×10^0,-2.468167067×10^0,1.850691915×10^0,-3.455036581×10^-1
1.805862458×10^0,-2.067785740×10^0,-1.679521352×10^-1,2.446087301×10^-1
1.815812458×10^0,-1.228543401×10^0,-1.690048456×10^0,7.270219922×10^-1
1.825761458×10^0,-2.518638372×10^-1,-2.564759970×10^0,9.680194855×10^-1
1.835711458×10^0,6.008737087×10^-1,-2.784973860×10^0,9.535084963×10^-1
1.845661458×10^0,1.198449731×10^0,-2.620283604×10^0,7.667006254×10^-1
1.855610458×10^0,1.529471040×10^0,-2.336232185×10^0,5.181270242×10^-1
1.865560458×10^0,1.634148002×10^0,-2.047608376×10^0,2.845073640×10^-1
1.875510458×10^0,1.555468678×10^0,-1.765086055×10^0,9.252168983×10^-2
1.885460458×10^0,1.343474269×10^0,-1.464464545×10^0,-4.293633997×10^-2
1.895409458×10^0,1.029003143×10^0,-1.165062904×10^0,-9.198325127×10^-2
1.905359458×10^0,5.782406330×10^-1,-9.018777609×10^-1,-4.521763325×10^-2
1.915309458×10^0,8.037706465×10^-2,-6.373752952×10^-1,5.764510110×10^-2
1.925258458×10^0,-2.863228023×10^-1,-3.170109093×10^-1,1.523438245×10^-1
1.935208458×10^0,-4.893257022×10^-1,2.807005681×10^-2,2.151315659×10^-1
1.945158458×10^0,-5.761584044×10^-1,3.514112830×10^-1,2.463560849×10^-1
1.955108458×10^0,-5.813505054×10^-1,5.917307138×10^-1,2.698267996×10^-1
1.965057458×10^0,-5.240639448×10^-1,6.735617518×10^-1,2.763811648×10^-1
1.975007458×10^0,-3.977696598×10^-1,5.051642060×10^-1,2.627303302×10^-1
1.984957458×10^0,-2.146237344×10^-1,1.143247262×10^-1,2.374593914×10^-1
1.994906458×10^0,-4.804726224×10^-3,-3.682786822×10^-1,2.095966041×10^-1
2.004856458×10^0,2.066035122×10^-1,-8.270261884×10^-1,1.934448779×10^-1
2.014806458×10^0,3.889064789×10^-1,-1.182415605×10^0,1.860394180×10^-1
2.024755458×10^0,5.200270414×10^-1,-1.395911217×10^0,1.781243831×10^-1
2.034705458×10^0,5.930317640×10^-1,-1.474151969×10^0,1.693543345×10^-1
2.044655458×10^0,6.171861887×10^-1,-1.451536536×10^0,1.639942378×10^-1
2.054605458×10^0,6.066576242×10^-1,-1.365771532×10^0,1.640006304×10^-1
2.064554458×10^0,5.643234849×10^-1,-1.242398620×10^0,1.619727314×10^-1
2.074504458×10^0,4.950261712×10^-1,-1.099420190×10^0,1.498771906×10^-1
2.084454458×10^0,4.120323062×10^-1,-9.729987383×10^-1,1.319794804×10^-1
2.094403458×10^0,3.325420022×10^-1,-8.577176929×10^-1,1.113764718×10^-1
2.104353458×10^0,2.591854632×10^-1,-7.596025467×10^-1,8.727605641×10^-2
2.114303458×10^0,2.101901919×10^-1,-6.886655092×10^-1,5.872191489×10^-2
2.124253458×10^0,1.838060319×10^-1,-6.400120258×10^-1,3.231217340×10^-2
2.134202458×10^0,1.797172874×10^-1,-6.148587465×10^-1,-3.608545987×10^-3
2.144152458×10^0,1.944807619×10^-1,-5.951712728×10^-1,-5.378109962×10^-2
2.154102458×10^0,2.314877808×10^-1,-5.710000992×10^-1,-8.360850066×10^-2
2.164051458×10^0,2.843115628×10^-1,-5.329334140×10^-1,-8.070139587×10^-2
2.174001458×10^0,3.450438976×10^-1,-4.819205403×10^-1,-5.274246633×10^-2
2.183951458×10^0,3.985214531×10^-1,-4.292595983×10^-1,-1.310099103×10^-2
2.193901458×10^0,4.249791503×10^-1,-3.760216832×10^-1,-7.083578501×10^-3
2.203850458×10^0,4.330745935×10^-1,-3.195133209×10^-1,-2.989224717×10^-2
2.213800458×10^0,4.278356433×10^-1,-2.580587566×10^-1,-5.669297278×10^-2
2.223750458×10^0,4.141723812×10^-1,-1.899400949×10^-1,-8.286681026×10^-2
2.233699458×10^0,3.896595836×10^-1,-1.113805845×10^-1,-1.159848124×10^-1
2.243649458×10^0,3.671248853×10^-1,-3.168262169×10^-2,-1.489097178×10^-1
2.253599458×10^0,3.559753001×10^-1,4.418977350×10^-2,-1.863628179×10^-1
2.263549458×10^0,3.633173704×10^-1,1.129515246×10^-1,-2.114290148×10^-1
2.273498458×10^0,3.959767818×10^-1,1.603211761×10^-1,-2.151976675×10^-1
2.283448458×10^0,4.556138813×10^-1,1.693292260×10^-1,-1.926426440×10^-1
2.293398458×10^0,5.439757109×10^-1,1.263593733×10^-1,-1.511599123×10^-1
2.303347458×10^0,6.353253722×10^-1,4.543040320×10^-2,-9.458581358×10^-2
2.313297458×10^0,7.269700170×10^-1,-6.947513670×10^-2,-2.716469578×10^-2
2.323247458×10^0,8.081932664×10^-1,-2.094791681×10^-1,5.302309990×10^-2
2.333196458×10^0,8.704050183×10^-1,-3.642599285×10^-1,1.405100673×10^-1
2.343146458×10^0,9.163179398×10^-1,-5.212473869×10^-1,2.284903824×10^-1
2.353096458×10^0,9.497478008×10^-1,-6.797795296×10^-1,2.960971296×10^-1
2.363046458×10^0,9.751505852×10^-1,-8.118744493×10^-1,3.513096571×10^-1
2.372995458×10^0,9.933828115×10^-1,-8.974596858×10^-1,3.690673411×10^-1
2.382945458×10^0,9.985358715×10^-1,-9.383158088×10^-1,3.429570496×10^-1
2.392895458×10^0,1.000706077×10^0,-9.613742232×10^-1,2.831925154×10^-1
2.402844458×10^0,1.018699408×10^0,-9.918695092×10^-1,2.424578667×10^-1
2.412794458×10^0,1.069848418×10^0,-1.077903032×10^0,2.845499516×10^-1
2.422744458×10^0,1.141777635×10^0,-1.226613283×10^0,3.639945686×10^-1
2.432694458×10^0,1.198011279×10^0,-1.424713850×10^0,4.090808034×10^-1
2.442643458×10^0,1.210487843×10^0,-1.624206185×10^0,4.197137356×10^-1
2.452593458×10^0,1.182996035×10^0,-1.787848949×10^0,4.369931221×10^-1
2.462543458×10^0,1.109226823×10^0,-1.892427325×10^0,4.543479383×10^-1
2.472492458×10^0,1.009975076×10^0,-1.910483599×10^0,4.493531883×10^-1
2.482442458×10^0,9.169647098×10^-1,-1.821152210×10^0,4.379233122×10^-1
2.492392458×10^0,8.348512053×10^-1,-1.630705357×10^0,4.187639952×10^-1
2.502341458×10^0,7.397859693×10^-1,-1.357590795×10^0,3.748656213×10^-1
2.512291458×10^0,6.345852017×10^-1,-1.064120293×10^0,3.222692609×10^-1
2.522241458×10^0,5.267493129×10^-1,-8.168395758×10^-1,2.678606212×10^-1
2.532191458×10^0,4.303596914×10^-1,-6.319344640×10^-1,2.068095356×10^-1
2.542140458×10^0,3.437831998×10^-1,-4.814065397×10^-1,1.552470624×10^-1
2.552090458×10^0,2.840964198×10^-1,-3.751038015×10^-1,8.372201025×10^-2
2.562040458×10^0,2.742350101×10^-1,-3.398133218×10^-1,-1.077191625×10^-2
2.571989458×10^0,2.870115042×10^-1,-3.542780280×10^-1,-7.745214552×10^-2
2.581939458×10^0,2.930878699×10^-1,-3.680308759×10^-1,-1.113729551×10^-1
2.591889458×10^0,2.876741886×10^-1,-3.517786860×10^-1,-1.166737080×10^-1
2.601839458×10^0,2.723433971×10^-1,-2.783957124×10^-1,-9.610855579×10^-2
2.611788458×10^0,2.414906472×10^-1,-1.823493242×10^-1,-5.573982745×10^-2
2.621738458×10^0,1.978260130×10^-1,-6.353084743×10^-2,1.557511464×10^-2
2.631688458×10^0,1.466139555×10^-1,4.829528183×10^-2,9.193965793×10^-2
2.641637458×10^0,9.679799527×10^-2,1.328904480×10^-1,1.659006476×10^-1
2.651587458×10^0,3.552931547×10^-2,1.727499813×10^-1,2.326658368×10^-1
2.661537458×10^0,-3.829570115×10^-2,1.682619005×10^-1,2.886852026×10^-1
2.671487458×10^0,-1.192592606×10^-1,1.175491884×10^-1,3.477301598×10^-1
2.681436458×10^0,-1.881248504×10^-1,4.394356161×10^-2,3.727100194×10^-1
2.691386458×10^0,-2.225382179×10^-1,-3.685594723×10^-2,3.809274733×10^-1
2.701336458×10^0,-2.197128832×10^-1,-1.416274458×10^-1,4.080513716×10^-1
2.711285458×10^0,-1.803367287×10^-1,-2.629996836×10^-1,4.444551766×10^-1
2.721235458×10^0,-1.166624129×10^-1,-3.845932782×10^-1,4.559748769×10^-1
2.731185458×10^0,-3.024629690×10^-2,-4.795418978×10^-1,4.198357761×10^-1
2.741135458×10^0,5.647282302×10^-2,-5.461989045×10^-1,3.476486206×10^-1
2.751084458×10^0,1.192981228×10^-1,-5.959254503×10^-1,2.648536265×10^-1
2.761034458×10^0,1.432072371×10^-1,-6.544079781×10^-1,1.877537966×10^-1
2.770984458×10^0,1.335207969×10^-1,-7.261303663×10^-1,1.025784537×10^-1
2.780933458×10^0,1.173051745×10^-1,-7.989591360×10^-1,5.863434635×10^-3
2.790883458×10^0,1.046295986×10^-1,-8.647466898×10^-1,-8.620017767×10^-2
2.800833458×10^0,8.194734901×10^-2,-8.989214301×10^-1,-1.464197338×10^-1
2.810782458×10^0,4.936224595×10^-2,-8.883244395×10^-1,-1.660363078×10^-1
2.820732458×10^0,9.338992648×10^-3,-8.228037357×10^-1,-1.695257276×10^-1
2.830682458×10^0,-4.608458281×10^-2,-7.480986118×10^-1,-1.467136145×10^-1
2.840632458×10^0,-1.457597166×10^-1,-6.626965404×10^-1,-1.148819625×10^-1
2.850581458×10^0,-2.834914625×10^-1,-5.683423281×10^-1,-7.992929965×10^-2
2.860531458×10^0,-4.179798365×10^-1,-4.644440711×10^-1,-1.605076715×10^-2
2.870481458×10^0,-4.847277105×10^-1,-3.088792562×10^-1,7.811088860×10^-2
2.880430458×10^0,-4.609389007×10^-1,-5.520119518×10^-2,1.647022367×10^-1
2.890380458×10^0,-4.029421806×10^-1,2.058607638×10^-1,2.494741231×10^-1
2.900330458×10^0,-4.042488933×10^-1,3.697253168×10^-1,3.310489953×10^-1
2.910279458×10^0,-5.188372731×10^-1,4.240135849×10^-1,3.165555596×10^-1
2.920229458×10^0,-6.851904988×10^-1,3.839940727×10^-1,1.339942366×10^-1
2.930179458×10^0,-8.311719298×10^-1,3.154275119×10^-1,-1.260344237×10^-1
2.940129458×10^0,-9.245416522×10^-1,2.507337332×10^-1,-3.187639117×10^-1
2.950078458×10^0,-9.566487670×10^-1,1.501400024×10^-1,-3.725997210×10^-1
2.960028458×10^0,-8.984507322×10^-1,-2.276491374×10^-2,-2.799474001×10^-1
2.969978458×10^0,-7.266675234×10^-1,-2.508084774×10^-1,-7.163388282×10^-2
2.979927458×10^0,-4.713553786×10^-1,-5.098217726×10^-1,1.614937186×10^-1
2.989877458×10^0,-1.778582335×10^-1,-8.406473994×10^-1,3.454981744×10^-1
2.999827458×10^0,1.159148961×10^-1,-1.218713522×10^0,4.633573294×10^-1
3.009777458×10^0,3.898521662×10^-1,-1.488014698×10^0,5.541226268×10^-1
3.019726458×10^0,6.136545539×10^-1,-1.540363789×10^0,6.013799906×10^-1
3.029676458×10^0,7.613324523×10^-1,-1.434750557×10^0,5.796422362×10^-1
3.039626458×10^0,8.156232834×10^-1,-1.211207867×10^0,4.960935414×10^-1
3.049575458×10^0,7.208025455×10^-1,-1.003479481×10^0,3.779282868×10^-1
3.059525458×10^0,4.591382742×10^-1,-8.383389711×10^-1,2.857058048×10^-1
3.069475458×10^0,8.581954986×10^-2,-6.204966307×10^-1,2.104001492×10^-1
3.079425458×10^0,-3.269252181×10^-1,-4.119687378×10^-1,1.241817623×10^-1
3.089374458×10^0,-6.869651675×10^-1,-2.030757219×10^-1,2.411428839×10^-2
3.099324458×10^0,-9.360637665×10^-1,-1.095925272×10^-2,-5.058526248×10^-2
3.109274458×10^0,-1.073748469×10^0,1.297717690×10^-1,-7.293504477×10^-2
3.119223458×10^0,-1.128253341×10^0,1.933137029×10^-1,-5.436374247×10^-2
3.129173458×10^0,-1.114384651×10^0,2.134397328×10^-1,-1.798123308×10^-2
3.139123458×10^0,-1.049528003×10^0,2.023721933×10^-1,1.035998762×10^-2
