"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.589556542×10^0,6.469665766×10^-1,-6.982242465×10^-1,-6.072003245×10^-1
1.599504542×10^0,9.007336497×10^-1,-8.491727114×10^-1,-1.000326276×10^0
1.609452542×10^0,6.736122370×10^-1,-7.266287208×10^-1,-9.048629999×10^-1
1.619400542×10^0,4.637050927×10^-1,-4.019172192×10^-1,-7.249302864×10^-1
1.629349542×10^0,6.351622343×10^-1,-1.378991604×10^-1,-6.844097972×10^-1
1.639297542×10^0,1.156625986×10^0,8.195863664×10^-2,-7.026646733×10^-1
1.649245542×10^0,1.744065523×10^0,2.248607874×10^-1,-6.811561584×10^-1
1.659193542×10^0,2.343792915×10^0,1.281384975×10^-1,-5.525249243×10^-1
1.669142542×10^0,2.766089916×10^0,-4.570098221×10^-2,-1.822417378×10^-1
1.679090542×10^0,2.832048893×10^0,-1.294320971×10^-1,4.876178503×10^-1
1.689038542×10^0,2.650563002×10^0,1.134831309×10^-1,1.384841204×10^0
1.698986542×10^0,2.429140806×10^0,5.897996426×10^-1,2.191413403×10^0
1.708935542×10^0,1.967881918×10^0,1.072168350×10^0,2.280105829×10^0
1.718883542×10^0,1.628083825×10^0,1.421056867×10^0,2.296528578×10^0
1.728831542×10^0,1.420253634×10^0,1.629835367×10^0,2.446555614×10^0
1.738779542×10^0,8.887967467×10^-1,-7.094244361×10^-1,2.663610935×10^0
1.748728542×10^0,2.499525398×10^-1,-2.343545675×10^0,2.755257845×10^0
1.758676542×10^0,-9.641215205×10^-3,-2.921517849×10^0,2.504759312×10^0
1.768624542×10^0,5.685073137×10^-1,-2.003863335×10^0,2.072879553×10^0
1.778572542×10^0,1.502159357×10^0,-6.115664244×10^-1,1.322113156×10^0
1.788521542×10^0,1.730014682×10^0,-2.182345390×10^-1,6.692025661×10^-1
1.798469542×10^0,1.208763719×10^0,-7.827996612×10^-1,3.247410357×10^-1
1.808417542×10^0,3.824106753×10^-1,-1.597084403×10^0,2.251833305×10^-2
1.818365542×10^0,-5.603616834×10^-1,-2.108859301×10^0,-2.717737257×10^-1
1.828314542×10^0,-1.310040712×10^0,-2.036233425×10^0,-5.596766472×10^-1
1.838262542×10^0,-1.633250237×10^0,-1.546577334×10^0,-6.536691785×10^-1
1.848210542×10^0,-1.848451972×10^0,-1.276186466×10^0,-4.624119699×10^-1
1.858158542×10^0,-1.744399309×10^0,-5.283623338×10^-1,-2.697269320×10^-1
1.868107542×10^0,-1.309187174×10^0,5.173945427×10^-1,-8.750041574×10^-2
1.878055542×10^0,-4.622713923×10^-1,2.447805643×10^0,3.041584194×10^-1
1.888003542×10^0,-2.515313327×10^-1,3.386672735×10^0,6.794077158×10^-1
1.897951542×10^0,-6.294764876×10^-1,2.856752634×10^0,8.247768879×10^-1
1.907900542×10^0,-8.331488967×10^-1,2.215626955×10^0,9.798551202×10^-1
1.917848542×10^0,-1.357812434×10^-1,3.491872072×10^0,1.747921109×10^0
1.927796542×10^0,-3.712851405×10^-1,4.408998013×10^0,3.523715496×10^0
1.937745542×10^0,-1.966276884×10^0,4.351211071×10^0,5.405715466×10^0
1.947693542×10^0,-2.878012657×10^0,2.446618080×10^0,7.152709484×10^0
1.957641542×10^0,-3.086178064×10^0,2.303822994×10^0,6.598682404×10^0
1.967589542×10^0,-3.160567284×10^0,3.912406206×10^0,3.437366724×10^0
1.977538542×10^0,-3.484736204×10^0,4.310768604×10^0,-5.372906327×10^-1
1.987486542×10^0,-3.865087032×10^0,1.981807232×10^0,-1.302653790×10^0
1.997434542×10^0,-4.286890984×10^0,-6.838573217×10^-1,2.113537118×10^-2
2.007382542×10^0,-4.599356651×10^0,-2.871462822×10^0,1.218941212×10^0
2.017331542×10^0,-4.985567093×10^0,-4.599157333×10^0,1.669348359×10^0
2.027279542×10^0,-5.375396729×10^0,-6.300998688×10^0,1.897363544×10^0
2.037227542×10^0,-5.426786423×10^0,-7.666846752×10^0,2.041903734×10^0
2.047175542×10^0,-3.638188362×10^0,-5.623751640×10^0,1.802203298×10^0
2.057124542×10^0,-5.619574785×10^-1,-1.071167111×10^0,1.095663428×10^0
2.067072542×10^0,1.045087099×10^0,9.294449687×10^-1,7.262903452×10^-1
2.077020542×10^0,1.647593021×10^0,1.337109804×10^0,4.788150489×10^-1
2.086968542×10^0,1.735516906×10^0,6.527560949×10^-1,3.364979625×10^-1
2.096917542×10^0,1.450529933×10^0,-2.467534244×10^-1,3.561294675×10^-1
2.106865542×10^0,8.802723289×10^-1,-1.023652911×10^0,5.760520101×10^-1
2.116813542×10^0,2.184874564×10^-1,-1.418982625×10^0,8.580211401×10^-1
2.126761542×10^0,-3.028266728×10^-1,-1.170777798×10^0,1.080166936×10^0
2.136710542×10^0,-5.982796550×10^-1,-6.692991853×10^-1,1.212745667×10^0
2.146658542×10^0,-7.077213526×10^-1,2.264847793×10^-2,1.132658482×10^0
2.156606542×10^0,-7.537629008×10^-1,8.034374714×10^-1,9.499049783×10^-1
2.166554542×10^0,-7.313230634×10^-1,1.184846997×10^0,8.158772588×10^-1
2.176503542×10^0,-5.547099113×10^-1,9.661162496×10^-1,6.591952443×10^-1
2.186451542×10^0,-1.497697681×10^-1,5.764424205×10^-1,4.074150026×10^-1
2.196399542×10^0,3.782956600×10^-1,5.889430046×10^-1,7.764536142×10^-2
2.206347542×10^0,8.259941936×10^-1,1.072028399×10^0,-1.752552837×10^-1
2.216296542×10^0,1.071499586×10^0,1.977151275×10^0,-3.284344673×10^-1
2.226244542×10^0,1.259600163×10^0,2.905194759×10^0,-5.411763787×10^-1
2.236192542×10^0,1.786082625×10^0,3.387088537×10^0,-8.864962459×10^-1
2.246140542×10^0,3.246324778×10^0,2.805580854×10^0,-1.379143953×10^0
2.256089542×10^0,4.600616455×10^0,1.615206838×10^0,-1.919699073×10^0
2.266037542×10^0,5.094231129×10^0,1.040244460×10^0,-2.867315292×10^0
2.275985542×10^0,4.777936935×10^0,1.849656105×10^0,-4.575681210×10^0
2.285933542×10^0,4.276715755×10^0,2.900479078×10^0,-6.934358597×10^0
2.295882542×10^0,4.192821980×10^0,5.629155040×10^-1,-8.148564339×10^0
2.305830542×10^0,3.660124779×10^0,-5.828236580×10^0,-7.456962585×10^0
2.315778542×10^0,2.511366844×10^0,-6.794349194×10^0,-4.384060860×10^0
2.325726542×10^0,1.265960693×10^0,-4.392714500×10^0,2.102728635×10^-1
2.335675542×10^0,9.979323745×10^-1,-2.985301733×10^0,2.671031952×10^0
2.345623542×10^0,1.162332296×10^0,-2.704539776×10^0,2.646891117×10^0
2.355571542×10^0,1.194385290×10^0,-2.795508623×10^0,1.438200474×10^0
2.365520542×10^0,1.305922866×10^0,-2.953451157×10^0,-1.267099082×10^-1
2.375468542×10^0,1.446996689×10^0,-3.014921665×10^0,-1.169934869×10^0
2.385416542×10^0,1.444770932×10^0,-3.222619057×10^0,-1.886737108×10^0
2.395364542×10^0,1.161346912×10^0,-3.577404261×10^0,-2.563827753×10^0
2.405313542×10^0,5.963948965×10^-1,-3.495144844×10^0,-2.999137640×10^0
2.415261542×10^0,-9.007985145×10^-2,-2.607646227×10^0,-2.753293991×10^0
2.425209542×10^0,-6.068939567×10^-1,-9.240524769×10^-1,-1.873094916×10^0
2.435157542×10^0,-8.849210143×10^-1,8.589948416×10^-1,-9.376488328×10^-1
2.445106542×10^0,-7.976961136×10^-1,2.035893440×10^0,-2.993179858×10^-1
2.455054667×10^0,-4.269723296×10^-1,2.656091452×10^0,2.094048858×10^-1
2.465002667×10^0,-1.130332053×10^-1,2.865947485×10^0,6.405019164×10^-1
2.474950667×10^0,4.162393045×10^-3,2.929560661×10^0,1.033694148×10^0
2.484899667×10^0,-5.565673858×10^-2,2.866063833×10^0,1.413424134×10^0
2.494847667×10^0,-1.690759808×10^-1,2.539268494×10^0,1.778977036×10^0
2.504795667×10^0,-2.815191746×10^-1,2.028825521×10^0,2.027858257×10^0
2.514743667×10^0,-4.472535551×10^-1,1.273315310×10^0,2.153552771×10^0
2.524692667×10^0,-7.427378297×10^-1,2.656931579×10^-1,2.153914213×10^0
2.534640667×10^0,-9.412881732×10^-1,-7.187174559×10^-1,2.099010468×10^0
2.544588667×10^0,-9.270310998×10^-1,-1.634755611×10^0,2.023222208×10^0
2.554536667×10^0,-6.762659550×10^-1,-2.404197931×10^0,1.882517457×10^0
2.564485667×10^0,-2.852841318×10^-1,-2.987015247×10^0,1.650030613×10^0
2.574433667×10^0,2.091908455×10^-1,-3.138481379×10^0,1.352103829×10^0
2.584381667×10^0,1.155280232×10^0,-1.744650245×10^0,9.335052967×10^-1
2.594329667×10^0,1.858663440×10^0,6.096845269×10^-1,4.288474619×10^-1
2.604278667×10^0,2.247699976×10^0,3.377347469×10^0,1.695045978×10^-1
2.614226667×10^0,2.370107889×10^0,6.152673244×10^0,3.966527879×10^-1
2.624174667×10^0,1.315439582×10^0,5.462650299×10^0,6.398779750×10^-1
2.634122667×10^0,1.251331270×10^-1,4.107013226×10^0,7.810859680×10^-1
2.644071667×10^0,-1.121280551×10^0,2.109030724×10^0,9.174594283×10^-1
2.654019667×10^0,-2.118567467×10^0,2.723707259×10^-1,8.438041210×10^-1
2.663967667×10^0,-2.890809774×10^0,5.742435455×10^-1,-3.847301602×10^-1
2.673915667×10^0,-3.029874563×10^0,6.493942142×10^-1,-2.796468496×10^0
2.683864667×10^0,-1.943144202×10^0,-1.320997119×10^0,-3.282092571×10^0
2.693812667×10^0,-7.527046204×10^-1,-4.282525063×10^0,-1.401332498×10^0
2.703760667×10^0,-2.510078549×10^-1,-6.280678749×10^0,3.125685155×10^-1
2.713708667×10^0,-3.175181746×10^-1,-4.644643307×10^0,1.095558405×10^0
2.723657667×10^0,-1.002489567×10^0,-8.225800395×10^-1,1.135162830×10^0
2.733605667×10^0,-2.064072847×10^0,1.504046440×10^0,1.267394662×10^0
2.743553667×10^0,-3.404302120×10^0,8.690265417×10^-1,1.791073561×10^0
2.753501667×10^0,-4.447674274×10^0,-1.079676867×10^0,2.113210201×10^0
2.763450667×10^0,-4.789687634×10^0,-2.212772846×10^0,2.292453766×10^0
2.773398667×10^0,-4.231337070×10^0,-1.667883515×10^0,2.291979074×10^0
2.783346667×10^0,-2.575052261×10^0,2.642147839×10^-1,2.055842161×10^0
2.793294667×10^0,-8.949566483×10^-1,8.359080553×10^-1,1.610524416×10^0
2.803243667×10^0,3.661398292×10^-1,4.646829665×10^-1,1.053330660×10^0
2.813191667×10^0,1.008921146×10^0,2.356601413×10^-3,7.207108140×10^-1
2.823139667×10^0,1.255176425×10^0,-1.598104686×10^-1,7.942438722×10^-1
2.833087667×10^0,1.474934340×10^0,-2.655323744×10^-1,9.807496071×10^-1
2.843036667×10^0,1.646785259×10^0,-2.868427932×10^-1,1.147574067×10^0
2.852984667×10^0,1.666625023×10^0,-1.504292786×10^-1,1.319043994×10^0
2.862932667×10^0,1.405094624×10^0,2.563233972×10^-1,1.656212091×10^0
2.872880667×10^0,8.740091324×10^-1,7.274765372×10^-1,1.979802370×10^0
2.882829667×10^0,1.613154709×10^-1,1.334605336×10^0,2.195347548×10^0
2.892777667×10^0,-6.254746914×10^-1,1.996686816×10^0,2.217289209×10^0
2.902725667×10^0,-1.362514019×10^0,2.447432518×10^0,2.079417706×10^0
2.912673667×10^0,-1.853128433×10^0,2.643823862×10^0,1.725944161×10^0
2.922622667×10^0,-1.949199080×10^0,2.457256317×10^0,1.212882400×10^0
2.932570667×10^0,-1.545409799×10^0,1.890584230×10^0,6.711924672×10^-1
2.942518667×10^0,-7.691618204×10^-1,1.218244076×10^0,1.475025862×10^-1
2.952466667×10^0,2.075388655×10^-2,7.796583772×10^-1,-3.664890826×10^-1
2.962415667×10^0,7.987857461×10^-1,3.823466897×10^-1,-8.698326349×10^-1
2.972363667×10^0,1.612090707×10^0,5.900512263×10^-2,-1.405702949×10^0
2.982311667×10^0,2.621427059×10^0,4.444405809×10^-2,-2.037773609×10^0
2.992259667×10^0,4.553331852×10^0,1.224380493×10^0,-2.987394333×10^0
3.002208667×10^0,5.773616791×10^0,3.037647009×10^0,-4.202224255×10^0
3.012156667×10^0,6.016208649×10^0,4.384088516×10^0,-5.317551613×10^0
3.022104667×10^0,5.173099995×10^0,2.791657209×10^0,-6.049826622×10^0
3.032052667×10^0,3.242326736×10^0,-4.334132671×10^-1,-6.000713825×10^0
3.042001667×10^0,1.626993179×10^0,-1.131847143×10^0,-5.035532475×10^0
3.051949667×10^0,7.161848545×10^-1,8.836099505×10^-2,-2.549843550×10^0
3.061897667×10^0,6.038930416×10^-1,7.143992186×10^-1,6.985983849×10^-1
3.071845667×10^0,1.164071321×10^0,4.001917839×10^-1,2.075404644×10^0
3.081794667×10^0,1.626198053×10^0,6.546115875×10^-2,1.420666218×10^0
3.091742667×10^0,1.698745728×10^0,-6.464270949×10^-1,1.700641215×10^-1
3.101690667×10^0,1.788124919×10^0,-1.639333248×10^0,-9.661162496×10^-1
3.111638667×10^0,1.835394621×10^0,-2.830730677×10^0,-1.524500251×10^0
3.121587667×10^0,1.814776301×10^0,-4.154702663×10^0,-1.298843384×10^0
3.131535667×10^0,1.436443686×10^0,-5.355730534×10^0,-1.121990323×10^0
3.141483667×10^0,7.984852791×10^-1,-6.071612358×10^0,-1.142930984×10^0
3.151431667×10^0,1.431210190×10^-1,-5.854262352×10^0,-1.160316467×10^0
3.161380667×10^0,-2.734316289×10^-1,-4.830577850×10^0,-1.046678185×10^0
3.171328667×10^0,-3.914067447×10^-1,-3.301640987×10^0,-6.587510705×10^-1
3.181276667×10^0,-2.921005487×10^-1,-1.665089250×10^0,-5.811185017×10^-2
3.191224667×10^0,-1.160104722×10^-1,-4.332566261×10^-1,3.700562716×10^-1
3.201173667×10^0,-5.924754310×10^-3,3.263797462×10^-1,6.886827946×10^-1
3.211121667×10^0,5.682704225×10^-2,7.638487220×10^-1,9.773907661×10^-1
