"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-2.419375007×10^-3,5.551954651×10^-1,-1.158590698×10^-1,9.141041107×10^0
7.530625000×10^-3,4.550537109×10^-1,-1.538800049×10^-1,9.314530334×10^0
1.748062500×10^-2,4.781057739×10^-1,-3.234773254×10^-1,9.868079224×10^0
2.743062500×10^-2,4.517605591×10^-1,-3.531156921×10^-1,1.020577698×10^1
3.738062500×10^-2,4.653822327×10^-1,-2.321672058×10^-1,1.004486160×10^1
4.733062500×10^-2,5.364843750×10^-1,-2.008822632×10^-1,9.726473694×10^0
5.728062500×10^-2,4.897814941×10^-1,-2.248324585×10^-1,9.659413147×10^0
6.723062500×10^-2,4.502636719×10^-1,-2.639012146×10^-1,9.743837585×10^0
7.718062500×10^-2,4.818479919×10^-1,-2.728825378×10^-1,9.841584320×10^0
8.713062500×10^-2,4.893324280×10^-1,-2.499801636×10^-1,9.908495178×10^0
9.708062500×10^-2,5.038522339×10^-1,-2.372566223×10^-1,9.902956696×10^0
1.070306250×10^-1,5.291496277×10^-1,-2.451901245×10^-1,9.827962646×10^0
1.169806250×10^-1,5.315446472×10^-1,-2.282752991×10^-1,9.776619415×10^0
1.269306250×10^-1,5.273533630×10^-1,-2.384541321×10^-1,9.770931244×10^0
1.368806250×10^-1,5.319937134×10^-1,-2.534230042×10^-1,9.784403229×10^0
1.468306250×10^-1,5.327421570×10^-1,-2.544708252×10^-1,9.842931519×10^0
1.567806250×10^-1,5.215155029×10^-1,-2.415975952×10^-1,9.867181091×10^0
1.667306250×10^-1,5.150788879×10^-1,-2.167492676×10^-1,9.842931519×10^0
1.766806250×10^-1,4.981640625×10^-1,-2.399510193×10^-1,9.807754669×10^0
1.866306250×10^-1,5.252577209×10^-1,-2.655477905×10^-1,9.812544708×10^0
1.965806250×10^-1,5.409750366×10^-1,-2.811154175×10^-1,9.850865021×10^0
2.065306250×10^-1,5.218148804×10^-1,-2.793191528×10^-1,9.874665527×10^0
2.164806250×10^-1,5.114863586×10^-1,-2.374063110×10^-1,9.880204010×10^0
2.264306250×10^-1,5.128335571×10^-1,-2.360591125×10^-1,9.854008484×10^0
2.363802083×10^-1,5.313949585×10^-1,-2.534230042×10^-1,9.829459534×10^0
2.463302083×10^-1,5.556445312×10^-1,-2.415975952×10^-1,9.803413696×10^0
2.562802083×10^-1,5.456153870×10^-1,-2.240840149×10^-1,9.797875214×10^0
2.662292083×10^-1,5.417234802×10^-1,-2.243833923×10^-1,9.811197510×10^0
2.761792083×10^-1,5.351371765×10^-1,-2.492317200×10^-1,9.810149689×10^0
2.861292083×10^-1,5.584886169×10^-1,-2.618055725×10^-1,9.848020935×10^0
2.960792083×10^-1,5.553451538×10^-1,-2.636018372×10^-1,9.856253815×10^0
3.060292083×10^-1,5.541476440×10^-1,-2.505789185×10^-1,9.815089417×10^0
3.159792083×10^-1,5.370831299×10^-1,-2.302212524×10^-1,9.776769104×10^0
3.259292083×10^-1,5.406756592×10^-1,-2.475851440×10^-1,9.798473969×10^0
3.358792083×10^-1,5.631289673×10^-1,-2.549198914×10^-1,9.859696655×10^0
3.458292083×10^-1,5.721102905×10^-1,-2.496807861×10^-1,9.854158173×10^0
3.557792083×10^-1,5.514532471×10^-1,-2.462379456×10^-1,9.818831635×10^0
3.657292083×10^-1,5.195695496×10^-1,-2.363584900×10^-1,9.774673462×10^0
3.756792083×10^-1,5.227130127×10^-1,-2.157014465×10^-1,9.815837860×10^0
3.856292083×10^-1,5.215155029×10^-1,-2.511776733×10^-1,9.847122803×10^0
